Expression,HHHH,HHHM,HHHN,HHMH,HHMM,HHMN,HHNH,HHNM,HHNN,HMHH,HMHM,HMHN,HMMH,HMMM,HMMN,HMNH,HMNM,HMNN,HNHH,HNHM,HNHN,HNMH,HNMM,HNMN,HNNH,HNNM,HNNN,MHHH,MHHM,MHHN,MHMH,MHMM,MHMN,MHNH,MHNM,MHNN,MMHH,MMHM,MMHN,MMMH,MMMM,MMMN,MMNH,MMNM,MMNN,MNHH,MNHM,MNHN,MNMH,MNMM,MNMN,MNNH,MNNM,MNNN,NHHH,NHHM,NHHN,NHMH,NHMM,NHMN,NHNH,NHNM,NHNN,NMHH,NMHM,NMHN,NMMH,NMMM,NMMN,NMNH,NMNM,NMNN,NNHH,NNHM,NNHN,NNMH,NNMM,NNMN,NNNH,NNNM,NNNN
p1_p4==15,1.298,0.0,0.0,1.298,0.0,0.0,1.298,0.0,0.0,1.298,0.0,0.0,1.298,0.0,0.0,1.298,0.0,0.0,1.298,0.0,0.0,1.298,0.0,0.0,1.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115,0.0,0.0,0.3115,0.0,0.0,0.3115,0.0,0.0,0.3115,0.0,0.0,0.3115,0.0,0.0,0.3115,0.0,0.0,0.3115,0.0,0.0,0.3115,0.0,0.0,0.3115
p2_p3==15,1.298,1.298,1.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115,0.3115,0.3115,1.298,1.298,1.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115,0.3115,0.3115,1.298,1.298,1.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115,0.3115,0.3115
p2_p4==15,1.298,0.0,0.0,1.298,0.0,0.0,1.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115,0.0,0.0,0.3115,0.0,0.0,0.3115,1.298,0.0,0.0,1.298,0.0,0.0,1.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115,0.0,0.0,0.3115,0.0,0.0,0.3115,1.298,0.0,0.0,1.298,0.0,0.0,1.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115,0.0,0.0,0.3115,0.0,0.0,0.3115
p3_p4==15,1.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115,1.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115,1.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115,1.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115,1.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115,1.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115,1.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115,1.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115,1.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115
p1_p2==16,2.064,2.064,2.064,2.064,2.064,2.064,2.064,2.064,2.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3842,0.3842,0.3842,0.3842,0.3842,0.3842,0.3842,0.3842,0.3842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4095,0.4095,0.4095,0.4095,0.4095,0.4095,0.4095,0.4095,0.4095
p1_p3==16,2.064,2.064,2.064,0.0,0.0,0.0,0.0,0.0,0.0,2.064,2.064,2.064,0.0,0.0,0.0,0.0,0.0,0.0,2.064,2.064,2.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3842,0.3842,0.3842,0.0,0.0,0.0,0.0,0.0,0.0,0.3842,0.3842,0.3842,0.0,0.0,0.0,0.0,0.0,0.0,0.3842,0.3842,0.3842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4095,0.4095,0.4095,0.0,0.0,0.0,0.0,0.0,0.0,0.4095,0.4095,0.4095,0.0,0.0,0.0,0.0,0.0,0.0,0.4095,0.4095,0.4095
p1_p4==16,2.064,0.0,0.0,2.064,0.0,0.0,2.064,0.0,0.0,2.064,0.0,0.0,2.064,0.0,0.0,2.064,0.0,0.0,2.064,0.0,0.0,2.064,0.0,0.0,2.064,0.0,0.0,0.0,0.3842,0.0,0.0,0.3842,0.0,0.0,0.3842,0.0,0.0,0.3842,0.0,0.0,0.3842,0.0,0.0,0.3842,0.0,0.0,0.3842,0.0,0.0,0.3842,0.0,0.0,0.3842,0.0,0.0,0.0,0.4095,0.0,0.0,0.4095,0.0,0.0,0.4095,0.0,0.0,0.4095,0.0,0.0,0.4095,0.0,0.0,0.4095,0.0,0.0,0.4095,0.0,0.0,0.4095,0.0,0.0,0.4095
p2_p3==16,2.064,2.064,2.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3842,0.3842,0.3842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4095,0.4095,0.4095,2.064,2.064,2.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3842,0.3842,0.3842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4095,0.4095,0.4095,2.064,2.064,2.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3842,0.3842,0.3842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4095,0.4095,0.4095
p2_p4==16,2.064,0.0,0.0,2.064,0.0,0.0,2.064,0.0,0.0,0.0,0.3842,0.0,0.0,0.3842,0.0,0.0,0.3842,0.0,0.0,0.0,0.4095,0.0,0.0,0.4095,0.0,0.0,0.4095,2.064,0.0,0.0,2.064,0.0,0.0,2.064,0.0,0.0,0.0,0.3842,0.0,0.0,0.3842,0.0,0.0,0.3842,0.0,0.0,0.0,0.4095,0.0,0.0,0.4095,0.0,0.0,0.4095,2.064,0.0,0.0,2.064,0.0,0.0,2.064,0.0,0.0,0.0,0.3842,0.0,0.0,0.3842,0.0,0.0,0.3842,0.0,0.0,0.0,0.4095,0.0,0.0,0.4095,0.0,0.0,0.4095
p3_p4==16,2.064,0.0,0.0,0.0,0.3842,0.0,0.0,0.0,0.4095,2.064,0.0,0.0,0.0,0.3842,0.0,0.0,0.0,0.4095,2.064,0.0,0.0,0.0,0.3842,0.0,0.0,0.0,0.4095,2.064,0.0,0.0,0.0,0.3842,0.0,0.0,0.0,0.4095,2.064,0.0,0.0,0.0,0.3842,0.0,0.0,0.0,0.4095,2.064,0.0,0.0,0.0,0.3842,0.0,0.0,0.0,0.4095,2.064,0.0,0.0,0.0,0.3842,0.0,0.0,0.0,0.4095,2.064,0.0,0.0,0.0,0.3842,0.0,0.0,0.0,0.4095,2.064,0.0,0.0,0.0,0.3842,0.0,0.0,0.0,0.4095
p1_p2==17,1.501,1.501,1.501,1.501,1.501,1.501,1.501,1.501,1.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2623,0.2623,0.2623,0.2623,0.2623,0.2623,0.2623,0.2623,0.2623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6008,0.6008,0.6008,0.6008,0.6008,0.6008,0.6008,0.6008,0.6008
p1_p3==17,1.501,1.501,1.501,0.0,0.0,0.0,0.0,0.0,0.0,1.501,1.501,1.501,0.0,0.0,0.0,0.0,0.0,0.0,1.501,1.501,1.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2623,0.2623,0.2623,0.0,0.0,0.0,0.0,0.0,0.0,0.2623,0.2623,0.2623,0.0,0.0,0.0,0.0,0.0,0.0,0.2623,0.2623,0.2623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6008,0.6008,0.6008,0.0,0.0,0.0,0.0,0.0,0.0,0.6008,0.6008,0.6008,0.0,0.0,0.0,0.0,0.0,0.0,0.6008,0.6008,0.6008
p1_p4==17,1.501,0.0,0.0,1.501,0.0,0.0,1.501,0.0,0.0,1.501,0.0,0.0,1.501,0.0,0.0,1.501,0.0,0.0,1.501,0.0,0.0,1.501,0.0,0.0,1.501,0.0,0.0,0.0,0.2623,0.0,0.0,0.2623,0.0,0.0,0.2623,0.0,0.0,0.2623,0.0,0.0,0.2623,0.0,0.0,0.2623,0.0,0.0,0.2623,0.0,0.0,0.2623,0.0,0.0,0.2623,0.0,0.0,0.0,0.6008,0.0,0.0,0.6008,0.0,0.0,0.6008,0.0,0.0,0.6008,0.0,0.0,0.6008,0.0,0.0,0.6008,0.0,0.0,0.6008,0.0,0.0,0.6008,0.0,0.0,0.6008
p2_p3==17,1.501,1.501,1.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2623,0.2623,0.2623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6008,0.6008,0.6008,1.501,1.501,1.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2623,0.2623,0.2623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6008,0.6008,0.6008,1.501,1.501,1.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2623,0.2623,0.2623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6008,0.6008,0.6008
p2_p4==17,1.501,0.0,0.0,1.501,0.0,0.0,1.501,0.0,0.0,0.0,0.2623,0.0,0.0,0.2623,0.0,0.0,0.2623,0.0,0.0,0.0,0.6008,0.0,0.0,0.6008,0.0,0.0,0.6008,1.501,0.0,0.0,1.501,0.0,0.0,1.501,0.0,0.0,0.0,0.2623,0.0,0.0,0.2623,0.0,0.0,0.2623,0.0,0.0,0.0,0.6008,0.0,0.0,0.6008,0.0,0.0,0.6008,1.501,0.0,0.0,1.501,0.0,0.0,1.501,0.0,0.0,0.0,0.2623,0.0,0.0,0.2623,0.0,0.0,0.2623,0.0,0.0,0.0,0.6008,0.0,0.0,0.6008,0.0,0.0,0.6008
p3_p4==17,1.501,0.0,0.0,0.0,0.2623,0.0,0.0,0.0,0.6008,1.501,0.0,0.0,0.0,0.2623,0.0,0.0,0.0,0.6008,1.501,0.0,0.0,0.0,0.2623,0.0,0.0,0.0,0.6008,1.501,0.0,0.0,0.0,0.2623,0.0,0.0,0.0,0.6008,1.501,0.0,0.0,0.0,0.2623,0.0,0.0,0.0,0.6008,1.501,0.0,0.0,0.0,0.2623,0.0,0.0,0.0,0.6008,1.501,0.0,0.0,0.0,0.2623,0.0,0.0,0.0,0.6008,1.501,0.0,0.0,0.0,0.2623,0.0,0.0,0.0,0.6008,1.501,0.0,0.0,0.0,0.2623,0.0,0.0,0.0,0.6008
p1_p2==18,0.9912,0.9912,0.9912,0.9912,0.9912,0.9912,0.9912,0.9912,0.9912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5118,0.5118,0.5118,0.5118,0.5118,0.5118,0.5118,0.5118,0.5118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751
p1_p3==18,0.9912,0.9912,0.9912,0.0,0.0,0.0,0.0,0.0,0.0,0.9912,0.9912,0.9912,0.0,0.0,0.0,0.0,0.0,0.0,0.9912,0.9912,0.9912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5118,0.5118,0.5118,0.0,0.0,0.0,0.0,0.0,0.0,0.5118,0.5118,0.5118,0.0,0.0,0.0,0.0,0.0,0.0,0.5118,0.5118,0.5118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751,0.751,0.751,0.0,0.0,0.0,0.0,0.0,0.0,0.751,0.751,0.751,0.0,0.0,0.0,0.0,0.0,0.0,0.751,0.751,0.751
p1_p4==18,0.9912,0.0,0.0,0.9912,0.0,0.0,0.9912,0.0,0.0,0.9912,0.0,0.0,0.9912,0.0,0.0,0.9912,0.0,0.0,0.9912,0.0,0.0,0.9912,0.0,0.0,0.9912,0.0,0.0,0.0,0.5118,0.0,0.0,0.5118,0.0,0.0,0.5118,0.0,0.0,0.5118,0.0,0.0,0.5118,0.0,0.0,0.5118,0.0,0.0,0.5118,0.0,0.0,0.5118,0.0,0.0,0.5118,0.0,0.0,0.0,0.751,0.0,0.0,0.751,0.0,0.0,0.751,0.0,0.0,0.751,0.0,0.0,0.751,0.0,0.0,0.751,0.0,0.0,0.751,0.0,0.0,0.751,0.0,0.0,0.751
p2_p3==18,0.9912,0.9912,0.9912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5118,0.5118,0.5118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751,0.751,0.751,0.9912,0.9912,0.9912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5118,0.5118,0.5118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751,0.751,0.751,0.9912,0.9912,0.9912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5118,0.5118,0.5118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751,0.751,0.751
p2_p4==18,0.9912,0.0,0.0,0.9912,0.0,0.0,0.9912,0.0,0.0,0.0,0.5118,0.0,0.0,0.5118,0.0,0.0,0.5118,0.0,0.0,0.0,0.751,0.0,0.0,0.751,0.0,0.0,0.751,0.9912,0.0,0.0,0.9912,0.0,0.0,0.9912,0.0,0.0,0.0,0.5118,0.0,0.0,0.5118,0.0,0.0,0.5118,0.0,0.0,0.0,0.751,0.0,0.0,0.751,0.0,0.0,0.751,0.9912,0.0,0.0,0.9912,0.0,0.0,0.9912,0.0,0.0,0.0,0.5118,0.0,0.0,0.5118,0.0,0.0,0.5118,0.0,0.0,0.0,0.751,0.0,0.0,0.751,0.0,0.0,0.751
p3_p4==18,0.9912,0.0,0.0,0.0,0.5118,0.0,0.0,0.0,0.751,0.9912,0.0,0.0,0.0,0.5118,0.0,0.0,0.0,0.751,0.9912,0.0,0.0,0.0,0.5118,0.0,0.0,0.0,0.751,0.9912,0.0,0.0,0.0,0.5118,0.0,0.0,0.0,0.751,0.9912,0.0,0.0,0.0,0.5118,0.0,0.0,0.0,0.751,0.9912,0.0,0.0,0.0,0.5118,0.0,0.0,0.0,0.751,0.9912,0.0,0.0,0.0,0.5118,0.0,0.0,0.0,0.751,0.9912,0.0,0.0,0.0,0.5118,0.0,0.0,0.0,0.751,0.9912,0.0,0.0,0.0,0.5118,0.0,0.0,0.0,0.751
p1_p2==22,0.8911,0.8911,0.8911,0.8911,0.8911,0.8911,0.8911,0.8911,0.8911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.135,1.135,1.135,1.135,1.135,1.135,1.135,1.135,1.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032
p1_p3==22,0.8911,0.8911,0.8911,0.0,0.0,0.0,0.0,0.0,0.0,0.8911,0.8911,0.8911,0.0,0.0,0.0,0.0,0.0,0.0,0.8911,0.8911,0.8911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.135,1.135,1.135,0.0,0.0,0.0,0.0,0.0,0.0,1.135,1.135,1.135,0.0,0.0,0.0,0.0,0.0,0.0,1.135,1.135,1.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.032,1.032,1.032,0.0,0.0,0.0,0.0,0.0,0.0,1.032,1.032,1.032,0.0,0.0,0.0,0.0,0.0,0.0,1.032,1.032,1.032
p1_p4==22,0.8911,0.0,0.0,0.8911,0.0,0.0,0.8911,0.0,0.0,0.8911,0.0,0.0,0.8911,0.0,0.0,0.8911,0.0,0.0,0.8911,0.0,0.0,0.8911,0.0,0.0,0.8911,0.0,0.0,0.0,1.135,0.0,0.0,1.135,0.0,0.0,1.135,0.0,0.0,1.135,0.0,0.0,1.135,0.0,0.0,1.135,0.0,0.0,1.135,0.0,0.0,1.135,0.0,0.0,1.135,0.0,0.0,0.0,1.032,0.0,0.0,1.032,0.0,0.0,1.032,0.0,0.0,1.032,0.0,0.0,1.032,0.0,0.0,1.032,0.0,0.0,1.032,0.0,0.0,1.032,0.0,0.0,1.032
p2_p3==22,0.8911,0.8911,0.8911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.135,1.135,1.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.032,1.032,1.032,0.8911,0.8911,0.8911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.135,1.135,1.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.032,1.032,1.032,0.8911,0.8911,0.8911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.135,1.135,1.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.032,1.032,1.032
p2_p4==22,0.8911,0.0,0.0,0.8911,0.0,0.0,0.8911,0.0,0.0,0.0,1.135,0.0,0.0,1.135,0.0,0.0,1.135,0.0,0.0,0.0,1.032,0.0,0.0,1.032,0.0,0.0,1.032,0.8911,0.0,0.0,0.8911,0.0,0.0,0.8911,0.0,0.0,0.0,1.135,0.0,0.0,1.135,0.0,0.0,1.135,0.0,0.0,0.0,1.032,0.0,0.0,1.032,0.0,0.0,1.032,0.8911,0.0,0.0,0.8911,0.0,0.0,0.8911,0.0,0.0,0.0,1.135,0.0,0.0,1.135,0.0,0.0,1.135,0.0,0.0,0.0,1.032,0.0,0.0,1.032,0.0,0.0,1.032
p3_p4==22,0.8911,0.0,0.0,0.0,1.135,0.0,0.0,0.0,1.032,0.8911,0.0,0.0,0.0,1.135,0.0,0.0,0.0,1.032,0.8911,0.0,0.0,0.0,1.135,0.0,0.0,0.0,1.032,0.8911,0.0,0.0,0.0,1.135,0.0,0.0,0.0,1.032,0.8911,0.0,0.0,0.0,1.135,0.0,0.0,0.0,1.032,0.8911,0.0,0.0,0.0,1.135,0.0,0.0,0.0,1.032,0.8911,0.0,0.0,0.0,1.135,0.0,0.0,0.0,1.032,0.8911,0.0,0.0,0.0,1.135,0.0,0.0,0.0,1.032,0.8911,0.0,0.0,0.0,1.135,0.0,0.0,0.0,1.032
p1_p2==23,1.642,1.642,1.642,1.642,1.642,1.642,1.642,1.642,1.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3355,0.3355,0.3355,0.3355,0.3355,0.3355,0.3355,0.3355,0.3355
p1_p3==23,1.642,1.642,1.642,0.0,0.0,0.0,0.0,0.0,0.0,1.642,1.642,1.642,0.0,0.0,0.0,0.0,0.0,0.0,1.642,1.642,1.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173,0.173,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.173,0.173,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.173,0.173,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3355,0.3355,0.3355,0.0,0.0,0.0,0.0,0.0,0.0,0.3355,0.3355,0.3355,0.0,0.0,0.0,0.0,0.0,0.0,0.3355,0.3355,0.3355
p1_p4==23,1.642,0.0,0.0,1.642,0.0,0.0,1.642,0.0,0.0,1.642,0.0,0.0,1.642,0.0,0.0,1.642,0.0,0.0,1.642,0.0,0.0,1.642,0.0,0.0,1.642,0.0,0.0,0.0,0.173,0.0,0.0,0.173,0.0,0.0,0.173,0.0,0.0,0.173,0.0,0.0,0.173,0.0,0.0,0.173,0.0,0.0,0.173,0.0,0.0,0.173,0.0,0.0,0.173,0.0,0.0,0.0,0.3355,0.0,0.0,0.3355,0.0,0.0,0.3355,0.0,0.0,0.3355,0.0,0.0,0.3355,0.0,0.0,0.3355,0.0,0.0,0.3355,0.0,0.0,0.3355,0.0,0.0,0.3355
p2_p3==23,1.642,1.642,1.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173,0.173,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3355,0.3355,0.3355,1.642,1.642,1.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173,0.173,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3355,0.3355,0.3355,1.642,1.642,1.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173,0.173,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3355,0.3355,0.3355
p2_p4==23,1.642,0.0,0.0,1.642,0.0,0.0,1.642,0.0,0.0,0.0,0.173,0.0,0.0,0.173,0.0,0.0,0.173,0.0,0.0,0.0,0.3355,0.0,0.0,0.3355,0.0,0.0,0.3355,1.642,0.0,0.0,1.642,0.0,0.0,1.642,0.0,0.0,0.0,0.173,0.0,0.0,0.173,0.0,0.0,0.173,0.0,0.0,0.0,0.3355,0.0,0.0,0.3355,0.0,0.0,0.3355,1.642,0.0,0.0,1.642,0.0,0.0,1.642,0.0,0.0,0.0,0.173,0.0,0.0,0.173,0.0,0.0,0.173,0.0,0.0,0.0,0.3355,0.0,0.0,0.3355,0.0,0.0,0.3355
p3_p4==23,1.642,0.0,0.0,0.0,0.173,0.0,0.0,0.0,0.3355,1.642,0.0,0.0,0.0,0.173,0.0,0.0,0.0,0.3355,1.642,0.0,0.0,0.0,0.173,0.0,0.0,0.0,0.3355,1.642,0.0,0.0,0.0,0.173,0.0,0.0,0.0,0.3355,1.642,0.0,0.0,0.0,0.173,0.0,0.0,0.0,0.3355,1.642,0.0,0.0,0.0,0.173,0.0,0.0,0.0,0.3355,1.642,0.0,0.0,0.0,0.173,0.0,0.0,0.0,0.3355,1.642,0.0,0.0,0.0,0.173,0.0,0.0,0.0,0.3355,1.642,0.0,0.0,0.0,0.173,0.0,0.0,0.0,0.3355
p1_p2==24,0.7057,0.7057,0.7057,0.7057,0.7057,0.7057,0.7057,0.7057,0.7057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477,0.7477,0.7477,0.7477,0.7477,0.7477,0.7477,0.7477,0.7477
p1_p3==24,0.7057,0.7057,0.7057,0.0,0.0,0.0,0.0,0.0,0.0,0.7057,0.7057,0.7057,0.0,0.0,0.0,0.0,0.0,0.0,0.7057,0.7057,0.7057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477,0.7477,0.7477,0.0,0.0,0.0,0.0,0.0,0.0,0.7477,0.7477,0.7477,0.0,0.0,0.0,0.0,0.0,0.0,0.7477,0.7477,0.7477
p1_p4==24,0.7057,0.0,0.0,0.7057,0.0,0.0,0.7057,0.0,0.0,0.7057,0.0,0.0,0.7057,0.0,0.0,0.7057,0.0,0.0,0.7057,0.0,0.0,0.7057,0.0,0.0,0.7057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477,0.0,0.0,0.7477,0.0,0.0,0.7477,0.0,0.0,0.7477,0.0,0.0,0.7477,0.0,0.0,0.7477,0.0,0.0,0.7477,0.0,0.0,0.7477,0.0,0.0,0.7477
p2_p3==24,0.7057,0.7057,0.7057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477,0.7477,0.7477,0.7057,0.7057,0.7057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477,0.7477,0.7477,0.7057,0.7057,0.7057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477,0.7477,0.7477
p2_p4==24,0.7057,0.0,0.0,0.7057,0.0,0.0,0.7057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477,0.0,0.0,0.7477,0.0,0.0,0.7477,0.7057,0.0,0.0,0.7057,0.0,0.0,0.7057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477,0.0,0.0,0.7477,0.0,0.0,0.7477,0.7057,0.0,0.0,0.7057,0.0,0.0,0.7057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477,0.0,0.0,0.7477,0.0,0.0,0.7477
