"home_zone_id","hhsize","num_workers","hincp","hht","sample_rate","income_in_thousands","income_segment","non_family","family","num_drivers","num_school_children","num_young_adults","num_young_retirees","num_old_retirees","num_young_children","num_adults","num_children","num_nondriving_age_children","num_children_under19","num_children_less_16","num_children_16plus","num_fullTime_workers","num_partTime_workers","num_students","num_nonworker_adults","num_predrive_child","is_low_income","is_medium_income","is_high_income","is_very_high_income","retired_adults_only_hh","areatype","CBDFlag","I_PCTLT10K","I_PCT10TO20","I_PCT20TO40","I_PCTGT40","PARKRATE","PROPFREE","RetailEmp30","is_CBD","is_urban","is_suburban","auto_ownership","hh_work_auto_savings_ratio","worker_rail_proportion","student_rail_proportion","num_travel_active","num_travel_active_adults","num_travel_active_preschoolers","num_travel_active_children","num_travel_active_non_preschoolers","num_under16_not_at_school","participates_in_jtf_model","joint_tour_frequency","num_hh_joint_tours","household_id"
106,3,1,128000,2,0.004,124.08598193003705,5,false,true,2,0,1,0,0,1,2,1,1,1,1,2,1,0,1,1,0,false,false,false,true,false,5,0,2.13,3.09,3.41,91.37,0,0,0,false,false,true,2,0.81341666,0,0,3,2,1,1,2,0,true,"1_Disc",1,46261
126,1,1,23000,6,0.004,22.296699878053534,2,true,false,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,false,true,false,false,false,2,0,3.39,5.74,25.26,65.6,0,0,0,false,true,false,1,0.0031666597,0,0,1,1,0,0,1,0,false,"0_tours",0,59527
107,1,1,24500,4,0.004,23.750832478796156,2,true,false,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,false,true,false,false,false,4,0,1.4,2.44,6.2,89.96,0,0,0,false,false,true,1,0.09049999,0,0,1,1,0,0,1,0,false,"0_tours",0,48043
107,2,1,256801,1,0.004,248.94847066887067,5,false,true,2,0,0,2,0,0,2,0,0,0,0,2,1,0,0,0,0,false,false,false,true,false,4,0,1.4,2.44,6.2,89.96,0,0,0,false,false,true,2,0.09049999,0,0,2,2,0,0,2,0,true,"0_tours",0,47009
106,4,1,221000,1,0.004,214.24220317607958,5,false,true,2,2,0,0,0,0,2,2,2,2,2,2,1,0,2,1,2,false,false,false,true,false,5,0,2.13,3.09,3.41,91.37,0,0,0,false,false,true,2,0.12083333,0,0,2,0,0,2,2,0,true,"0_tours",0,46231
130,1,1,15000,6,0.004,14.541326007426218,2,true,false,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,true,false,false,false,false,2,0,6.62,11.67,23.97,57.73,0,0,0,false,true,false,0,-0.04766666,0,0,0,0,0,0,0,0,false,"0_tours",0,62622
121,6,1,77000,1,0.004,74.64547350478792,4,false,true,2,1,0,0,0,3,2,4,4,4,4,2,1,0,4,1,1,false,false,true,false,false,4,0,3.23,5.04,9.1,82.63,0,0,0,false,false,true,1,0.35958332,0,0,3,0,2,3,1,1,true,"0_tours",0,55089
105,6,5,209700,1,0.004,203.2877375838185,5,false,true,5,1,3,0,0,0,5,1,1,1,1,5,2,3,3,0,1,false,false,false,true,false,5,0,0.34,0.68,3.77,95.21,0,0,0,false,false,true,3,3.94625,0.3786534,0.3913655,5,4,0,1,5,0,true,"0_tours",0,45361
104,4,1,100000,1,0.004,96.94217338284145,4,false,true,2,2,0,0,0,0,2,2,2,2,2,2,1,0,2,1,2,false,false,true,false,false,4,0,0.68,0.75,6.31,92.27,0,0,0,false,false,true,2,1,0,0,4,2,0,2,4,0,true,"0_tours",0,44218
117,4,2,181000,1,0.004,175.46533382294302,5,false,true,2,2,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,false,false,false,true,false,3,0,1.05,1.17,2.1,95.68,0,0,0,false,true,false,2,0.35333332,0,0,2,0,0,2,2,0,true,"0_tours",0,54267
104,2,2,72200,1,0.004,69.99224918241153,4,false,true,2,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,false,false,true,false,false,4,0,0.68,0.75,6.31,92.27,0,0,0,false,false,true,2,0.1293333,0,0,1,1,0,0,1,0,false,"0_tours",0,44047
127,6,5,100000,1,0.004,96.94217338284145,4,false,true,5,1,2,0,0,0,5,1,1,1,1,5,5,0,1,0,1,false,false,true,false,false,2,0,1.87,6.53,25.33,66.27,0,0,0,false,true,false,3,1.86,0.34386417,0,2,1,0,1,2,0,true,"0_tours",0,61163
121,2,1,139000,1,0.004,134.7496210021496,5,false,true,2,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,false,false,false,true,false,4,0,3.23,5.04,9.1,82.63,0,0,0,false,false,true,2,0.35958332,0,0,2,2,0,0,2,0,true,"0_tours",0,55497
126,3,1,52400,1,0.004,50.79769885260892,3,false,true,3,0,0,2,0,0,3,0,0,0,0,3,1,0,0,0,0,false,false,true,false,false,2,0,3.39,5.74,25.26,65.6,0,0,0,false,true,false,3,0.23908335,0,0,3,3,0,0,3,0,true,"1_Shop",1,60372
121,2,2,152500,3,0.004,147.8368144088332,5,false,true,2,0,0,0,0,0,2,0,0,0,0,2,1,1,1,0,0,false,false,false,true,false,4,0,3.23,5.04,9.1,82.63,0,0,0,false,false,true,2,0.82649994,0,0.25216705,2,2,0,0,2,0,true,"0_tours",0,55744
107,2,1,326400,1,0.004,316.4192539215945,5,false,true,2,0,0,2,0,0,2,0,0,0,0,2,1,0,0,0,0,false,false,false,true,false,4,0,1.4,2.44,6.2,89.96,0,0,0,false,false,true,2,0.09049999,0,0,2,2,0,0,2,0,true,"0_tours",0,47208
135,2,2,625000,1,0.004,605.888583642759,5,false,true,2,0,0,1,0,0,2,0,0,0,0,2,2,0,0,0,0,false,false,false,true,false,3,0,3.1,1.77,9.53,85.59,0,0,0,false,true,false,2,0.3545,0,0,2,2,0,0,2,0,true,"0_tours",0,63844
127,4,2,36000,1,0.004,34.89918241782292,3,false,true,2,2,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,false,true,false,false,false,2,0,1.87,6.53,25.33,66.27,0,0,0,false,true,false,2,-0.090666674,0,0,4,2,0,2,4,0,true,"0_tours",0,61639
126,2,1,82000,1,0.004,79.49258217392999,4,false,true,2,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,false,false,true,false,false,2,0,3.39,5.74,25.26,65.6,0,0,0,false,true,false,2,0.73025,0,0,2,2,0,0,2,0,true,"0_tours",0,60371
123,2,2,103000,5,0.004,99.8504385843267,4,true,false,2,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,false,false,true,false,false,4,0,1.49,3.24,12.57,82.7,0,0,0,false,false,true,1,0.44875002,0,0,2,2,0,0,2,0,true,"0_tours",0,56918
111,4,2,426600,1,0.004,413.55531165120163,5,false,true,2,2,0,0,0,0,2,2,2,2,2,2,1,1,2,0,2,false,false,false,true,false,5,0,2.18,2.38,8.81,86.63,0,0,0,false,false,true,2,0.5395,0,0,4,2,0,2,4,0,true,"1_Main",1,49409
106,5,2,123000,1,0.004,119.23887326089498,5,false,true,3,2,1,0,0,0,3,2,2,2,2,3,2,0,2,1,2,false,false,false,true,false,5,0,2.13,3.09,3.41,91.37,0,0,0,false,false,true,3,0.28833333,0,0,1,0,0,1,1,1,false,"0_tours",0,45902
115,3,0,108490,1,0.004,105.17256390304469,5,false,true,2,1,0,0,0,0,2,1,1,1,1,2,0,0,1,2,1,false,false,false,true,false,5,0,1.28,1.28,3.03,94.4,0,0,0,false,false,true,2,0,0,0,2,1,0,1,2,0,true,"0_tours",0,52942
103,1,0,83200,6,0.004,80.65588825452409,4,true,false,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,false,false,true,false,true,5,0,0.69,0.69,8.34,90.28,0,0,0,false,false,true,2,0,0,0,1,1,0,0,1,0,false,"0_tours",0,43127
122,4,4,109750,1,0.004,106.39403528766849,5,false,true,4,0,1,0,0,0,3,1,0,1,0,4,2,2,2,0,0,false,false,false,true,false,3,0,0.63,0.63,6.62,92.11,0,0,0,false,true,false,3,0.3486667,0,0.25252524,1,0,0,1,1,0,false,"0_tours",0,56397
100,4,2,116600,1,0.004,113.03457416439312,5,false,true,3,1,0,0,0,0,2,2,1,2,1,3,1,1,2,0,1,false,false,false,true,false,5,0,0.51,0.41,4.6,94.48,0,0,0,false,false,true,3,0.77966666,0,0,4,2,0,2,4,0,true,"0_tours",0,40062
128,1,0,17100,6,0.004,16.577111648465888,2,true,false,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,true,false,false,false,true,2,0,4.2,8.03,21.35,66.42,0,0,0,false,true,false,1,0,0,0,0,0,0,0,0,0,false,"0_tours",0,61927
107,5,1,109000,1,0.004,105.66696898729718,5,false,true,3,1,0,0,0,1,2,3,2,3,2,3,1,0,3,1,1,false,false,false,true,false,4,0,1.4,2.44,6.2,89.96,0,0,0,false,false,true,3,0.9475001,0,0,3,0,1,3,2,1,true,"0_tours",0,47331
135,3,0,57570,1,0.004,55.80960921650182,3,false,true,3,0,0,2,0,0,3,0,0,0,0,3,0,0,0,1,0,false,false,true,false,false,3,0,3.1,1.77,9.53,85.59,0,0,0,false,true,false,3,0,0,0,3,3,0,0,3,0,true,"1_Visit",1,63855
115,2,1,94000,2,0.004,91.12564297987096,4,false,true,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,false,false,true,false,false,5,0,1.28,1.28,3.03,94.4,0,0,0,false,false,true,2,0.38033333,0,0,2,1,0,1,2,0,true,"0_tours",0,53008
109,3,2,178000,1,0.004,172.55706862145777,5,false,true,2,1,0,0,0,0,2,1,1,1,1,2,2,0,1,0,1,false,false,false,true,false,5,0,4.03,5.04,6.85,84.07,0,0,0,false,false,true,2,1.6581668,0,0,2,1,0,1,2,1,true,"0_tours",0,48693
112,2,2,65000,1,0.004,63.01241269884694,4,false,true,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,false,false,true,false,false,5,0,0.46,0.77,6.18,92.58,0,0,0,false,false,true,2,0.6081667,0,0,1,1,0,0,1,0,false,"0_tours",0,50493
124,5,4,55101,1,0.004,53.41610695567947,3,false,true,5,0,0,0,0,0,5,0,0,0,0,5,2,2,0,1,0,false,false,true,false,false,5,0,2.44,4.44,13.61,79.51,0,0,0,false,false,true,2,0.89666665,0,0,1,1,0,0,1,0,false,"0_tours",0,57954
107,2,2,166000,1,0.004,160.9240078155168,5,false,true,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,false,false,false,true,false,4,0,1.4,2.44,6.2,89.96,0,0,0,false,false,true,2,0.99074996,0,0,2,2,0,0,2,0,true,"0_tours",0,47119
111,2,2,180000,1,0.004,174.4959120891146,5,false,true,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,false,false,false,true,false,5,0,2.18,2.38,8.81,86.63,0,0,0,false,false,true,2,1.5543334,0.40368363,0,1,1,0,0,1,0,false,"0_tours",0,49347
113,3,1,75100,1,0.004,72.80357221051392,4,false,true,2,0,0,0,0,1,2,1,1,1,1,2,1,0,1,1,0,false,false,true,false,false,4,0,0.42,0.71,6.77,92.1,0,0,0,false,false,true,2,0.52825004,0,0,3,2,1,1,2,1,true,"0_tours",0,51504
131,4,2,33000,1,0.004,31.990917216337678,3,false,true,2,1,0,0,0,1,2,2,2,2,2,2,1,1,2,0,1,false,true,false,false,false,2,0,4.23,8.61,22.77,64.38,0,0,0,false,true,false,1,-0.04783336,0,0,4,2,1,2,3,2,true,"2_MM",2,63084
121,1,0,2100,6,0.004,2.0357856410396704,1,true,false,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,true,false,false,false,true,4,0,3.23,5.04,9.1,82.63,0,0,0,false,false,true,0,0,0,0,0,0,0,0,0,0,false,"0_tours",0,55749
124,2,2,75600,1,0.004,73.28828307742813,4,false,true,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,false,false,true,false,false,5,0,2.44,4.44,13.61,79.51,0,0,0,false,false,true,2,0.32075,0,0,0,0,0,0,0,0,false,"0_tours",0,59270
124,4,2,82800,1,0.004,80.26811956099272,4,false,true,4,0,1,0,0,0,3,1,0,1,0,4,2,0,1,1,0,false,false,true,false,false,5,0,2.44,4.44,13.61,79.51,0,0,0,false,false,true,3,0.43708333,0,0,1,0,0,1,1,0,false,"0_tours",0,59118
104,4,2,215000,1,0.004,208.4256727731091,5,false,true,2,2,0,0,0,0,2,2,2,2,2,2,1,1,2,0,2,false,false,false,true,false,4,0,0.68,0.75,6.31,92.27,0,0,0,false,false,true,2,1.0646666,0,0,2,1,0,1,2,1,true,"0_tours",0,44182
111,2,2,60000,1,0.004,58.16530402970487,3,false,true,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,false,false,true,false,false,5,0,2.18,2.38,8.81,86.63,0,0,0,false,false,true,2,1.1575,0.35378665,0,2,2,0,0,2,0,true,"0_tours",0,49948
124,2,1,21700,3,0.004,21.036451624076594,2,false,true,2,0,0,1,0,0,2,0,0,0,0,2,0,1,0,1,0,false,true,false,false,false,5,0,2.44,4.44,13.61,79.51,0,0,0,false,false,true,1,0.12566668,0,0,2,2,0,0,2,0,true,"1_Eat",1,58228
101,5,1,389300,1,0.004,377.39588097940174,5,false,true,4,1,2,0,0,0,4,1,1,1,1,4,1,0,1,3,1,false,false,false,true,false,3,0,1.29,1.02,4.74,92.95,0,0,0,false,true,false,3,0.08733333,0,0,1,0,0,1,1,0,false,"0_tours",0,41744
124,1,0,54800,6,0.004,53.12431101379711,3,true,false,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,false,false,true,false,true,5,0,2.44,4.44,13.61,79.51,0,0,0,false,false,true,1,0,0,0,1,1,0,0,1,0,false,"0_tours",0,59003
105,2,1,85000,2,0.004,82.40084737541522,4,false,true,2,0,1,0,0,0,2,0,0,0,0,2,1,0,1,0,0,false,false,true,false,false,5,0,0.34,0.68,3.77,95.21,0,0,0,false,false,true,2,1,0.40552527,0.39506173,2,2,0,0,2,0,true,"0_tours",0,45234
103,1,0,14800,6,0.004,14.347441660660534,2,true,false,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,true,false,false,false,true,5,0,0.69,0.69,8.34,90.28,0,0,0,false,false,true,0,0,0,0,0,0,0,0,0,0,false,"0_tours",0,42628
101,2,1,245000,1,0.004,237.50832478796156,5,false,true,2,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,false,false,false,true,false,3,0,1.29,1.02,4.74,92.95,0,0,0,false,true,false,2,0.08733333,0,0,1,1,0,0,1,0,false,"0_tours",0,41463
121,2,1,125000,1,0.004,121.1777167285518,5,false,true,2,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,false,false,false,true,false,4,0,3.23,5.04,9.1,82.63,0,0,0,false,false,true,2,0.34525,0,0,2,2,0,0,2,0,true,"0_tours",0,55064
116,6,2,146000,1,0.004,141.5355731389485,5,false,true,3,2,0,0,0,1,2,4,3,4,3,3,2,0,4,0,2,false,false,false,true,false,4,0,1.52,1.22,3.96,93.29,0,0,0,false,false,true,3,1.6334168,0,0.29011786,5,2,0,3,5,1,true,"1_Disc",1,53568
109,3,1,75050,1,0.004,72.7551011238225,4,false,true,2,1,0,0,0,0,2,1,1,1,1,2,1,0,1,1,1,false,false,true,false,false,5,0,4.03,5.04,6.85,84.07,0,0,0,false,false,true,2,1,0.35378665,0,2,1,0,1,2,0,true,"0_tours",0,48658
128,3,2,21000,1,0.004,20.357856410396703,2,false,true,2,1,1,0,0,0,2,1,1,1,1,2,0,2,1,0,1,false,true,false,false,false,2,0,4.2,8.03,21.35,66.42,0,0,0,false,true,false,2,0.17966667,0,0,3,2,0,1,3,0,true,"1_Main",1,62171
114,2,2,154230,1,0.004,149.51391400835635,5,false,true,2,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,false,false,false,true,false,2,0,0.48,1.07,10.27,88.18,0,0,0,false,true,false,2,0.1406667,0,0,2,2,0,0,2,0,true,"0_tours",0,51953
126,2,1,38400,1,0.004,37.225794579011115,3,false,true,2,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,false,true,false,false,false,2,0,3.39,5.74,25.26,65.6,0,0,0,false,true,false,2,0.27283335,0,0,1,1,0,0,1,0,false,"0_tours",0,60356
112,4,1,114300,1,0.004,110.80490417658777,5,false,true,2,0,0,0,0,2,2,2,2,2,2,2,1,0,2,1,0,false,false,false,true,false,5,0,0.46,0.77,6.18,92.58,0,0,0,false,false,true,2,0.88874996,0,0,2,1,1,1,1,2,true,"0_tours",0,50800
107,2,1,143000,1,0.004,138.62730793746326,5,false,true,2,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,false,false,false,true,false,4,0,1.4,2.44,6.2,89.96,0,0,0,false,false,true,2,0.47383326,0,0,2,2,0,0,2,0,true,"0_tours",0,47788
101,6,5,209700,1,0.004,203.2877375838185,5,false,true,5,1,3,0,0,0,5,1,1,1,1,5,2,3,3,0,1,false,false,false,true,false,3,0,1.29,1.02,4.74,92.95,0,0,0,false,true,false,0,0.4935,0,0,3,2,0,1,3,1,true,"0_tours",0,41290
130,1,0,1200,6,0.004,1.1633060805940973,1,true,false,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,true,false,false,false,true,2,0,6.62,11.67,23.97,57.73,0,0,0,false,true,false,1,0,0,0,0,0,0,0,0,0,false,"0_tours",0,62356
128,5,2,35000,1,0.004,33.92976068399451,3,false,true,2,3,0,0,0,0,2,3,3,3,3,2,2,0,3,0,3,false,true,false,false,false,2,0,4.2,8.03,21.35,66.42,0,0,0,false,true,false,2,0.090333305,0,0,5,2,0,3,5,0,true,"1_Shop",1,61791
104,2,2,66800,3,0.004,64.75737181973808,4,false,true,2,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,false,false,true,false,false,4,0,0.68,0.75,6.31,92.27,0,0,0,false,false,true,2,0.81008327,0,0,2,2,0,0,2,0,true,"0_tours",0,44349
124,1,1,77000,4,0.004,74.64547350478792,4,true,false,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,false,false,true,false,false,5,0,2.44,4.44,13.61,79.51,0,0,0,false,false,true,2,0.19508332,0,0,1,1,0,0,1,0,false,"0_tours",0,58411
101,5,2,202900,1,0.004,196.6956697937853,5,false,true,2,3,0,0,0,0,2,3,3,3,3,2,1,1,3,0,3,false,false,false,true,false,3,0,1.29,1.02,4.74,92.95,0,0,0,false,true,false,2,1.0873333,0.38346317,0,1,1,0,0,1,3,false,"0_tours",0,42268
101,3,1,66000,1,0.004,63.981834432675356,4,false,true,2,0,0,0,0,1,2,1,1,1,1,2,1,0,1,1,0,false,false,true,false,false,3,0,1.29,1.02,4.74,92.95,0,0,0,false,true,false,2,0.08733333,0,0,3,2,1,1,2,1,true,"2_ED",2,41732
121,5,2,154000,1,0.004,149.29094700957583,5,false,true,4,1,1,0,0,0,3,2,1,2,1,4,1,1,2,1,1,false,false,false,true,false,4,0,3.23,5.04,9.1,82.63,0,0,0,false,false,true,3,1.2665,0,0,2,0,0,2,2,0,true,"0_tours",0,55235
130,1,1,14500,6,0.004,14.05661514051201,2,true,false,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,true,false,false,false,false,2,0,6.62,11.67,23.97,57.73,0,0,0,false,true,false,1,0.03349997,0,0,1,1,0,0,1,0,false,"0_tours",0,62566
115,2,1,101000,2,0.004,97.91159511666986,4,false,true,2,0,0,0,0,0,1,1,0,1,0,2,1,0,1,0,0,false,false,true,false,false,5,0,1.28,1.28,3.03,94.4,0,0,0,false,false,true,2,1,0,0,2,1,0,1,2,0,true,"0_tours",0,52940
128,9,5,77000,1,0.004,74.64547350478792,4,false,true,6,2,1,0,0,1,6,3,3,4,3,6,5,0,4,0,2,false,false,true,false,false,2,0,4.2,8.03,21.35,66.42,0,0,0,false,true,false,1,0.1565833,0,0,4,4,0,0,4,3,true,"0_tours",0,61813
117,2,2,136070,1,0.004,131.90921532203237,5,false,true,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,false,false,false,true,false,3,0,1.05,1.17,2.1,95.68,0,0,0,false,true,false,2,0.110666655,0,0,0,0,0,0,0,0,false,"0_tours",0,54052
112,4,2,72000,1,0.004,69.79836483564584,4,false,true,2,2,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,false,false,true,false,false,5,0,0.46,0.77,6.18,92.58,0,0,0,false,false,true,2,2,0,0,3,1,0,2,3,0,true,"0_tours",0,50519
101,4,2,140500,1,0.004,136.20375360289222,5,false,true,2,2,0,0,0,0,2,2,2,2,2,2,1,1,2,0,2,false,false,false,true,false,3,0,1.29,1.02,4.74,92.95,0,0,0,false,true,false,2,0.17466666,0,0,1,1,0,0,1,2,false,"0_tours",0,41261
110,2,1,174000,2,0.004,168.67938168614413,5,false,true,2,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,false,false,false,true,false,5,0,0.96,1.91,6.46,90.67,0,0,0,false,false,true,2,1,0.37304732,0,2,2,0,0,2,0,true,"1_Main",1,49062
101,2,1,402000,5,0.004,389.70753699902264,5,true,false,2,0,1,0,0,0,2,0,0,0,0,2,1,0,0,1,0,false,false,false,true,false,3,0,1.29,1.02,4.74,92.95,0,0,0,false,true,false,2,0.08733333,0,0,2,2,0,0,2,0,true,"0_tours",0,41228
105,4,4,191500,5,0.004,185.64426202814136,5,true,false,4,0,3,0,0,0,4,0,0,0,0,4,2,2,0,0,0,false,false,false,true,false,5,0,0.34,0.68,3.77,95.21,0,0,0,false,false,true,3,3.1658332,0.405954,0,4,4,0,0,4,0,true,"0_tours",0,45499
111,4,2,238000,1,0.004,230.72237265116263,5,false,true,2,2,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,false,false,false,true,false,5,0,2.18,2.38,8.81,86.63,0,0,0,false,false,true,2,1.6440833,0.36651015,0.37304732,4,2,0,2,4,0,true,"0_tours",0,50123
131,2,0,55000,1,0.004,53.3181953605628,3,false,true,2,0,0,1,0,0,2,0,0,0,0,2,0,0,0,1,0,false,false,true,false,false,2,0,4.23,8.61,22.77,64.38,0,0,0,false,true,false,1,0,0,0,0,0,0,0,0,0,false,"0_tours",0,62671
121,1,0,25600,6,0.004,24.81719638600741,2,true,false,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,false,true,false,false,true,4,0,3.23,5.04,9.1,82.63,0,0,0,false,false,true,1,0,0,0,1,1,0,0,1,0,false,"0_tours",0,54886
115,4,2,215000,1,0.004,208.4256727731091,5,false,true,2,2,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,false,false,false,true,false,5,0,1.28,1.28,3.03,94.4,0,0,0,false,false,true,2,1.9039166,0.25439224,0,4,2,0,2,4,0,true,"1_Disc",1,52941
113,5,1,100100,1,0.004,97.03911555622429,4,false,true,2,1,0,0,0,2,2,3,3,3,3,2,1,0,3,1,1,false,false,true,false,false,4,0,0.42,0.71,6.77,92.1,0,0,0,false,false,true,2,0.08433334,0,0,5,2,2,3,3,2,true,"1_Shop",1,51494
