trip_id,survey_trip_id,person_id,household_id,survey_tour_id,outbound,purpose,destination,origin,depart,trip_mode,tour_id,trip_num
9632997,96329970,29368,29368,12041240,False,Home,16,107,11.0,TNC_SINGLE,1204124,1
9668377,96683770,29476,29476,12085470,True,othmaint,174,16,8.0,WALK_LOC,1208547,1
9668378,96683780,29476,29476,12085470,True,univ,13,174,9.0,WALK_LOC,1208547,2
9668381,96683810,29476,29476,12085470,False,Home,16,13,15.0,WALK,1208547,1
9734105,97341050,29677,29677,12167630,True,eatout,14,17,11.0,WALK,1216763,1
9734109,97341090,29677,29677,12167630,False,Home,17,14,16.0,WALK,1216763,1
9806593,98065930,29898,29898,12258240,True,eatout,5,17,10.0,WALK_LOC,1225824,1
9806597,98065970,29898,29898,12258240,False,Home,17,5,15.0,SHARED2FREE,1225824,1
9806793,98067930,29898,29898,12258490,True,univ,5,17,19.0,WALK_LOC,1225849,1
9806797,98067970,29898,29898,12258490,False,escort,134,5,22.0,WALK_LRF,1225849,1
9806798,98067980,29898,29898,12258490,False,Home,17,134,22.0,WALK_LRF,1225849,2
10095121,100951210,30777,30777,12618900,True,shopping,133,41,10.0,SHARED2FREE,1261890,1
10095125,100951250,30777,30777,12618900,False,Home,41,133,10.0,SHARED2FREE,1261890,1
10096873,100968730,30783,30783,12621090,True,eatout,41,41,10.0,WALK,1262109,1
10096877,100968770,30783,30783,12621090,False,Home,41,41,18.0,WALK,1262109,1
10218433,102184330,31153,31153,12773040,True,univ,108,46,17.0,WALK_LOC,1277304,1
10218437,102184370,31153,31153,12773040,False,Home,46,108,19.0,WALK_LOC,1277304,1
10494953,104949530,31996,31996,13118690,True,shopping,184,78,9.0,DRIVEALONEFREE,1311869,1
10494957,104949570,31996,31996,13118690,False,shopping,159,184,18.0,DRIVEALONEFREE,1311869,1
10494958,104949580,31996,31996,13118690,False,Home,78,159,18.0,TNC_SHARED,1311869,2
10494961,104949610,31996,31996,13118700,True,shopping,9,78,20.0,WALK,1311870,1
10494965,104949650,31996,31996,13118700,False,Home,78,9,20.0,WALK,1311870,1
10513105,105131050,32052,32052,13141380,True,eatout,86,78,17.0,WALK,1314138,1
10513109,105131090,32052,32052,13141380,False,Home,78,86,18.0,WALK,1314138,1
10513257,105132570,32052,32052,13141570,True,othdiscr,29,78,11.0,WALK,1314157,1
10513261,105132610,32052,32052,13141570,False,Home,78,29,13.0,WALK,1314157,1
10530161,105301610,32104,32104,13162700,True,othmaint,8,78,15.0,WALK,1316270,1
10530162,105301620,32104,32104,13162700,True,eatout,108,8,16.0,DRIVEALONEFREE,1316270,2
10530165,105301650,32104,32104,13162700,False,Home,78,108,19.0,SHARED2FREE,1316270,1
10547457,105474570,32156,32156,13184320,True,social,46,78,7.0,TNC_SINGLE,1318432,1
10547461,105474610,32156,32156,13184320,False,Home,78,46,17.0,WALK_LOC,1318432,1
10547465,105474650,32156,32156,13184330,True,social,180,78,17.0,TNC_SINGLE,1318433,1
10547469,105474690,32156,32156,13184330,False,Home,78,180,18.0,WALK_LOC,1318433,1
10562961,105629610,32204,32204,13203700,True,eatout,99,79,17.0,DRIVEALONEFREE,1320370,1
10562965,105629650,32204,32204,13203700,False,Home,79,99,21.0,TNC_SHARED,1320370,1
10563137,105631370,32204,32204,13203920,True,othmaint,47,79,11.0,SHARED2FREE,1320392,1
10563141,105631410,32204,32204,13203920,False,Home,79,47,13.0,DRIVEALONEFREE,1320392,1
10611089,106110890,32350,32350,13263860,True,social,104,79,9.0,BIKE,1326386,1
10611093,106110930,32350,32350,13263860,False,Home,79,104,12.0,BIKE,1326386,1
10612641,106126410,32355,32355,13265800,True,eatout,6,79,16.0,WALK,1326580,1
10612642,106126420,32355,32355,13265800,True,othdiscr,78,6,16.0,DRIVEALONEFREE,1326580,2
10612645,106126450,32355,32355,13265800,False,shopping,76,78,18.0,WALK,1326580,1
10612646,106126460,32355,32355,13265800,False,Home,79,76,18.0,SHARED2FREE,1326580,2
10717625,107176250,32675,32675,13397030,True,eatout,8,81,14.0,SHARED3FREE,1339703,1
10717626,107176260,32675,32675,13397030,True,social,7,8,14.0,SHARED3FREE,1339703,2
10717627,107176270,32675,32675,13397030,True,othmaint,26,7,16.0,WALK,1339703,3
10717629,107176290,32675,32675,13397030,False,Home,81,26,16.0,SHARED3FREE,1339703,1
10717665,107176650,32675,32675,13397080,True,shopping,82,81,17.0,WALK,1339708,1
10717669,107176690,32675,32675,13397080,False,Home,81,82,17.0,DRIVEALONEFREE,1339708,1
10741217,107412170,32747,32747,13426520,True,othdiscr,171,82,10.0,WALK_LRF,1342652,1
10741221,107412210,32747,32747,13426520,False,Home,82,171,13.0,WALK_LRF,1342652,1
10741241,107412410,32747,32747,13426550,True,othmaint,141,82,16.0,WALK_LOC,1342655,1
10741245,107412450,32747,32747,13426550,False,Home,82,141,17.0,WALK_LOC,1342655,1
10806841,108068410,32947,32947,13508550,True,othmaint,136,85,15.0,WALK_LOC,1350855,1
10806845,108068450,32947,32947,13508550,False,shopping,139,136,17.0,WALK_LOC,1350855,1
10806846,108068460,32947,32947,13508550,False,shopping,121,139,17.0,WALK_LOC,1350855,2
10806847,108068470,32947,32947,13508550,False,shopping,106,121,17.0,WALK_LOC,1350855,3
10806848,108068480,32947,32947,13508550,False,Home,85,106,17.0,WALK_LOC,1350855,4
10829145,108291450,33015,33015,13536430,True,othmaint,103,86,11.0,DRIVEALONEFREE,1353643,1
10829149,108291490,33015,33015,13536430,False,Home,86,103,11.0,DRIVEALONEFREE,1353643,1
10834545,108345450,33032,33032,13543180,True,eatout,73,86,11.0,WALK,1354318,1
10834549,108345490,33032,33032,13543180,False,Home,86,73,19.0,WALK,1354318,1
10849833,108498330,33078,33078,13562290,True,univ,133,86,8.0,DRIVEALONEFREE,1356229,1
10849837,108498370,33078,33078,13562290,False,othdiscr,69,133,10.0,DRIVEALONEFREE,1356229,1
10849838,108498380,33078,33078,13562290,False,Home,86,69,10.0,DRIVEALONEFREE,1356229,2
10894129,108941290,33213,33213,13617660,True,shopping,85,88,14.0,WALK,1361766,1
10894133,108941330,33213,33213,13617660,False,Home,88,85,15.0,WALK,1361766,1
10907929,109079290,33255,33255,13634910,True,social,71,88,12.0,WALK,1363491,1
10907933,109079330,33255,33255,13634910,False,Home,88,71,18.0,WALK,1363491,1
10952777,109527770,33392,33392,13690970,True,othdiscr,64,89,16.0,TNC_SINGLE,1369097,1
10952781,109527810,33392,33392,13690970,False,Home,89,64,21.0,DRIVEALONEFREE,1369097,1
10952801,109528010,33392,33392,13691000,True,othmaint,132,89,8.0,DRIVEALONEFREE,1369100,1
10952805,109528050,33392,33392,13691000,False,Home,89,132,9.0,DRIVEALONEFREE,1369100,1
11009585,110095850,33565,33565,13761980,True,shopping,94,93,17.0,DRIVEALONEFREE,1376198,1
11009589,110095890,33565,33565,13761980,False,eatout,104,94,20.0,DRIVEALONEFREE,1376198,1
11009590,110095900,33565,33565,13761980,False,Home,93,104,20.0,DRIVEALONEFREE,1376198,2
11097097,110970970,33832,33832,13871370,True,othdiscr,136,96,14.0,DRIVEALONEFREE,1387137,1
11097101,110971010,33832,33832,13871370,False,Home,96,136,17.0,DRIVEALONEFREE,1387137,1
11137641,111376410,33956,33956,13922050,True,escort,129,99,14.0,SHARED2FREE,1392205,1
11137645,111376450,33956,33956,13922050,False,Home,99,129,17.0,SHARED2FREE,1392205,1
11137833,111378330,33956,33956,13922290,True,shopping,11,99,12.0,DRIVEALONEFREE,1392229,1
11137834,111378340,33956,33956,13922290,True,shopping,47,11,12.0,DRIVEALONEFREE,1392229,2
11137837,111378370,33956,33956,13922290,False,Home,99,47,12.0,DRIVEALONEFREE,1392229,1
11256049,112560490,34317,34317,14070060,True,escort,122,104,13.0,DRIVEALONEFREE,1407006,1
11256053,112560530,34317,34317,14070060,False,Home,104,122,14.0,DRIVEALONEFREE,1407006,1
11298689,112986890,34447,34447,14123360,True,escort,102,105,13.0,SHARED2FREE,1412336,1
11298693,112986930,34447,34447,14123360,False,Home,105,102,14.0,SHARED2FREE,1412336,1
11391969,113919690,34731,34731,14239960,True,othdiscr,158,106,9.0,DRIVEALONEFREE,1423996,1
11391973,113919730,34731,34731,14239960,False,Home,106,158,11.0,DRIVEALONEFREE,1423996,1
11391993,113919930,34731,34731,14239990,True,othmaint,108,106,11.0,DRIVEALONEFREE,1423999,1
11391997,113919970,34731,34731,14239990,False,Home,106,108,13.0,DRIVEALONEFREE,1423999,1
11392033,113920330,34731,34731,14240040,True,shopping,175,106,14.0,DRIVEALONEFREE,1424004,1
11392037,113920370,34731,34731,14240040,False,Home,106,175,14.0,DRIVEALONEFREE,1424004,1
11432513,114325130,34855,34855,14290640,True,escort,62,108,15.0,SHARED3FREE,1429064,1
11432517,114325170,34855,34855,14290640,False,Home,108,62,15.0,DRIVEALONEFREE,1429064,1
11543377,115433770,35193,35193,14429220,True,escort,172,110,14.0,DRIVEALONEFREE,1442922,1
11543381,115433810,35193,35193,14429220,False,Home,110,172,14.0,DRIVEALONEFREE,1442922,1
11585665,115856650,35322,35322,14482080,True,eatout,47,111,14.0,WALK_LOC,1448208,1
11585669,115856690,35322,35322,14482080,False,Home,111,47,15.0,WALK_LOC,1448208,1
11739193,117391930,35790,35790,14673990,True,escort,45,119,13.0,SHARED2FREE,1467399,1
11739197,117391970,35790,35790,14673990,False,Home,119,45,13.0,DRIVEALONEFREE,1467399,1
11739369,117393690,35790,35790,14674210,True,univ,5,119,17.0,WALK_HVY,1467421,1
11739373,117393730,35790,35790,14674210,False,othdiscr,104,5,17.0,WALK_LRF,1467421,1
11739374,117393740,35790,35790,14674210,False,Home,119,104,17.0,WALK_LOC,1467421,2
11954009,119540090,36445,36445,14942510,True,eatout,159,145,11.0,WALK_LOC,1494251,1
11954013,119540130,36445,36445,14942510,False,Home,145,159,17.0,WALK_LOC,1494251,1
11961577,119615770,36468,36468,14951970,True,escort,47,145,11.0,DRIVEALONEFREE,1495197,1
11961581,119615810,36468,36468,14951970,False,Home,145,47,12.0,SHARED3FREE,1495197,1
12121969,121219690,36957,36957,15152460,True,escort,32,151,10.0,TNC_SINGLE,1515246,1
12121973,121219730,36957,36957,15152460,False,Home,151,32,11.0,TNC_SINGLE,1515246,1
12122161,121221610,36957,36957,15152700,True,escort,20,151,18.0,DRIVEALONEFREE,1515270,1
12122162,121221620,36957,36957,15152700,True,shopping,90,20,19.0,SHARED2FREE,1515270,2
12122165,121221650,36957,36957,15152700,False,Home,151,90,19.0,SHARED2FREE,1515270,1
12122185,121221850,36957,36957,15152730,True,social,65,151,13.0,DRIVEALONEFREE,1515273,1
12122189,121221890,36957,36957,15152730,False,Home,151,65,14.0,DRIVEALONEFREE,1515273,1
12231017,122310170,37289,37289,15288770,True,othmaint,78,177,10.0,WALK_LOC,1528877,1
12231021,122310210,37289,37289,15288770,False,shopping,30,78,11.0,WALK_LOC,1528877,1
12231022,122310220,37289,37289,15288770,False,Home,177,30,11.0,WALK_LRF,1528877,2
12231025,122310250,37289,37289,15288780,True,othmaint,26,177,14.0,WALK_LRF,1528878,1
12231029,122310290,37289,37289,15288780,False,Home,177,26,15.0,WALK_LRF,1528878,1
12231057,122310570,37289,37289,15288820,True,shopping,29,177,9.0,WALK_LRF,1528882,1
12231061,122310610,37289,37289,15288820,False,shopping,8,29,9.0,WALK,1528882,1
12231062,122310620,37289,37289,15288820,False,Home,177,8,10.0,WALK_LRF,1528882,2
23695361,236953610,72241,72241,29619200,True,work,9,17,6.0,WALK_LRF,2961920,1
23695365,236953650,72241,72241,29619200,False,Home,17,9,22.0,WALK_LRF,2961920,1
23760961,237609610,72441,72441,29701200,True,shopping,162,60,7.0,DRIVEALONEFREE,2970120,1
23760962,237609620,72441,72441,29701200,True,work,185,162,8.0,DRIVEALONEFREE,2970120,2
23760963,237609630,72441,72441,29701200,True,work,100,185,8.0,DRIVEALONEFREE,2970120,3
23760965,237609650,72441,72441,29701200,False,social,62,100,21.0,DRIVEALONEFREE,2970120,1
23760966,237609660,72441,72441,29701200,False,Home,60,62,21.0,WALK,2970120,2
23789385,237893850,72528,72528,29736730,True,othdiscr,122,69,11.0,DRIVEALONEFREE,2973673,1
23789389,237893890,72528,72528,29736730,False,Home,69,122,17.0,DRIVEALONEFREE,2973673,1
23789473,237894730,72528,72528,29736840,True,othdiscr,25,69,17.0,WALK_LOC,2973684,1
23789474,237894740,72528,72528,29736840,True,social,82,25,18.0,WALK_LOC,2973684,2
23789477,237894770,72528,72528,29736840,False,Home,69,82,23.0,WALK_LOC,2973684,1
23991417,239914170,73144,73144,29989270,True,atwork,115,77,12.0,WALK_LOC,2998927,1
23991421,239914210,73144,73144,29989270,False,Work,77,115,14.0,TNC_SINGLE,2998927,1
23991545,239915450,73144,73144,29989430,True,work,77,125,6.0,WALK_LOC,2998943,1
23991549,239915490,73144,73144,29989430,False,Home,125,77,15.0,WALK_LOC,2998943,1
24106017,241060170,73493,73493,30132520,True,work,117,133,7.0,WALK_LOC,3013252,1
24106021,241060210,73493,73493,30132520,False,Home,133,117,17.0,WALK_LOC,3013252,1
24126353,241263530,73555,73555,30157940,True,work,167,136,8.0,WALK_LRF,3015794,1
24126357,241263570,73555,73555,30157940,False,Home,136,167,13.0,WALK_LOC,3015794,1
24175881,241758810,73706,73706,30219850,True,work,168,144,9.0,DRIVEALONEFREE,3021985,1
24175885,241758850,73706,73706,30219850,False,Home,144,168,18.0,DRIVEALONEFREE,3021985,1
24178833,241788330,73715,73715,30223540,True,work,86,146,9.0,WALK_LOC,3022354,1
24178837,241788370,73715,73715,30223540,False,Home,146,86,18.0,WALK_LOC,3022354,1
24200153,242001530,73780,73780,30250190,True,shopping,21,152,5.0,DRIVEALONEFREE,3025019,1
24200154,242001540,73780,73780,30250190,True,work,173,21,6.0,DRIVEALONEFREE,3025019,2
24200157,242001570,73780,73780,30250190,False,Home,152,173,20.0,DRIVEALONEFREE,3025019,1
24444185,244441850,74524,74524,30555230,True,work,72,177,14.0,DRIVEALONEFREE,3055523,1
24444189,244441890,74524,74524,30555230,False,Home,177,72,18.0,DRIVEALONEFREE,3055523,1
24482609,244826090,74642,74642,30603260,True,atwork,83,165,10.0,DRIVEALONEFREE,3060326,1
24482613,244826130,74642,74642,30603260,False,Work,165,83,10.0,DRIVEALONEFREE,3060326,1
24482889,244828890,74642,74642,30603610,True,work,165,181,6.0,DRIVEALONEFREE,3060361,1
24482893,244828930,74642,74642,30603610,False,Home,181,165,17.0,DRIVEALONEFREE,3060361,1
24526185,245261850,74774,74774,30657730,True,work,26,183,5.0,WALK_LOC,3065773,1
24526189,245261890,74774,74774,30657730,False,Home,183,26,6.0,WALK_LRF,3065773,1
24526193,245261930,74774,74774,30657740,True,work,6,183,8.0,WALK_LRF,3065774,1
24526194,245261940,74774,74774,30657740,True,work,26,6,9.0,WALK,3065774,2
24526197,245261970,74774,74774,30657740,False,Home,183,26,22.0,WALK_LRF,3065774,1
35330177,353301770,107713,107713,44162720,True,work,190,6,7.0,WALK_LRF,4416272,1
35330181,353301810,107713,107713,44162720,False,Home,6,190,17.0,WALK_LRF,4416272,1
35351385,353513850,107778,107778,44189230,True,othdiscr,77,7,12.0,WALK,4418923,1
35351389,353513890,107778,107778,44189230,False,Home,7,77,14.0,WALK,4418923,1
35351449,353514490,107778,107778,44189310,True,shopping,130,7,9.0,WALK_LRF,4418931,1
35351453,353514530,107778,107778,44189310,False,Home,7,130,10.0,WALK_HVY,4418931,1
35351457,353514570,107778,107778,44189320,True,shopping,5,7,15.0,WALK,4418932,1
35351461,353514610,107778,107778,44189320,False,Home,7,5,16.0,WALK,4418932,1
35351473,353514730,107778,107778,44189340,True,social,10,7,14.0,WALK_LOC,4418934,1
35351474,353514740,107778,107778,44189340,True,othdiscr,79,10,15.0,WALK,4418934,2
35351475,353514750,107778,107778,44189340,True,social,9,79,15.0,WALK_LOC,4418934,3
35351477,353514770,107778,107778,44189340,False,Home,7,9,15.0,WALK_LOC,4418934,1
35351497,353514970,107778,107778,44189370,True,work,21,7,17.0,WALK,4418937,1
35351501,353515010,107778,107778,44189370,False,Home,7,21,22.0,WALK,4418937,1
35383033,353830330,107875,107875,44228790,True,atwork,164,161,13.0,WALK,4422879,1
35383037,353830370,107875,107875,44228790,False,Work,161,164,13.0,WALK,4422879,1
35383289,353832890,107875,107875,44229110,True,social,92,7,11.0,WALK_LRF,4422911,1
35383293,353832930,107875,107875,44229110,False,Home,7,92,13.0,WALK_LRF,4422911,1
35383313,353833130,107875,107875,44229140,True,work,161,7,13.0,SHARED2FREE,4422914,1
35383317,353833170,107875,107875,44229140,False,Home,7,161,22.0,WALK_LOC,4422914,1
35502593,355025930,108239,108239,44378240,True,othdiscr,36,9,12.0,WALK,4437824,1
35502597,355025970,108239,108239,44378240,False,Home,9,36,21.0,WALK,4437824,1
35522257,355222570,108299,108299,44402820,True,atwork,76,112,16.0,BIKE,4440282,1
35522261,355222610,108299,108299,44402820,False,Work,112,76,16.0,BIKE,4440282,1
35522385,355223850,108299,108299,44402980,True,work,112,9,9.0,BIKE,4440298,1
35522389,355223890,108299,108299,44402980,False,Home,9,112,18.0,BIKE,4440298,1
35670201,356702010,108750,108750,44587750,True,othdiscr,184,10,15.0,SHARED3FREE,4458775,1
35670205,356702050,108750,108750,44587750,False,shopping,131,184,15.0,SHARED3FREE,4458775,1
35670206,356702060,108750,108750,44587750,False,Home,10,131,15.0,SHARED3FREE,4458775,2
35670225,356702250,108750,108750,44587780,True,othmaint,136,10,16.0,WALK_LOC,4458778,1
35670229,356702290,108750,108750,44587780,False,Home,10,136,16.0,WALK_LOC,4458778,1
35670265,356702650,108750,108750,44587830,True,shopping,82,10,9.0,WALK_LRF,4458783,1
35670269,356702690,108750,108750,44587830,False,Home,10,82,13.0,WALK_LRF,4458783,1
35689993,356899930,108810,108810,44612490,True,eatout,33,10,9.0,WALK_LOC,4461249,1
35689994,356899940,108810,108810,44612490,True,work,63,33,10.0,WALK_LOC,4461249,2
35689997,356899970,108810,108810,44612490,False,Home,10,63,18.0,WALK_LOC,4461249,1
35748377,357483770,108988,108988,44685470,True,eatout,5,10,5.0,WALK_LOC,4468547,1
35748378,357483780,108988,108988,44685470,True,work,171,5,6.0,WALK_LRF,4468547,2
35748381,357483810,108988,108988,44685470,False,Home,10,171,20.0,WALK_LRF,4468547,1
35772601,357726010,109062,109062,44715750,True,shopping,9,10,19.0,WALK,4471575,1
35772605,357726050,109062,109062,44715750,False,Home,10,9,19.0,WALK,4471575,1
35772649,357726490,109062,109062,44715810,True,work,58,10,8.0,WALK_LOC,4471581,1
35772653,357726530,109062,109062,44715810,False,Home,10,58,18.0,TNC_SINGLE,4471581,1
35840825,358408250,109270,109270,44801030,True,shopping,109,10,6.0,SHARED2FREE,4480103,1
35840829,358408290,109270,109270,44801030,False,Home,10,109,6.0,DRIVEALONEFREE,4480103,1
35840833,358408330,109270,109270,44801040,True,shopping,89,10,18.0,DRIVEALONEFREE,4480104,1
35840837,358408370,109270,109270,44801040,False,shopping,171,89,21.0,DRIVEALONEFREE,4480104,1
35840838,358408380,109270,109270,44801040,False,Home,10,171,21.0,DRIVEALONEFREE,4480104,2
35840873,358408730,109270,109270,44801090,True,work,116,10,7.0,DRIVEALONEFREE,4480109,1
35840877,358408770,109270,109270,44801090,False,Home,10,116,18.0,WALK,4480109,1
35898273,358982730,109445,109445,44872840,True,work,87,10,6.0,WALK_LOC,4487284,1
35898277,358982770,109445,109445,44872840,False,Home,10,87,17.0,WALK_LOC,4487284,1
35974241,359742410,109677,109677,44967800,True,shopping,31,181,10.0,SHARED3FREE,4496780,1
35974242,359742420,109677,109677,44967800,True,atwork,27,31,10.0,SHARED3FREE,4496780,2
35974245,359742450,109677,109677,44967800,False,Work,181,27,14.0,SHARED3FREE,4496780,1
35974369,359743690,109677,109677,44967960,True,shopping,82,10,8.0,WALK_LOC,4496796,1
35974370,359743700,109677,109677,44967960,True,escort,9,82,9.0,SHARED2FREE,4496796,2
