participant_id,tour_id,household_id,person_id,participant_num
6170534502,61705345,740439,1505009,2
12665906201,126659062,1377078,3089245,1
12665906202,126659062,1377078,3089246,2
8722862801,87228628,1089116,2127527,1
8722862802,87228628,1089116,2127528,2
8722862803,87228628,1089116,2127529,3
5878996001,58789960,706735,1433901,1
5878996002,58789960,706735,1433902,2
16297928101,162979281,1769918,3975104,1
16297928102,162979281,1769918,3975105,2
16297928103,162979281,1769918,3975106,3
16297928104,162979281,1769918,3975107,4
26353054902,263530549,2519358,6427575,1
26353054903,263530549,2519358,6427576,2
