person_id,household_id,age,PNUM,sex,pemploy,pstudent,ptype,school_zone_id,workplace_zone_id,free_parking_at_work
110292,110292,28,1,1,2,3,2,-1,188,False
110577,110577,52,1,1,1,3,1,-1,11,False
111011,111011,55,1,1,1,3,1,-1,16,False
111289,111289,56,1,1,1,3,1,-1,147,False
111342,111342,22,1,1,2,3,2,-1,122,False
111448,111448,45,1,2,2,3,2,-1,190,False
111896,111896,40,1,1,1,3,1,-1,188,False
112008,112008,30,1,1,2,3,2,-1,20,False
112220,112220,39,1,1,2,3,2,-1,119,False
112260,112260,58,1,2,1,3,1,-1,78,False
112489,112489,38,1,1,1,3,1,-1,175,False
112502,112502,35,1,1,2,3,2,-1,106,False
112787,112787,27,1,1,1,3,1,-1,5,False
112798,112798,46,1,1,1,3,1,-1,159,False
112857,112857,48,1,1,1,3,1,-1,150,False
113218,113218,37,1,1,1,3,1,-1,89,False
113462,113462,33,1,1,1,3,1,-1,117,True
113481,113481,46,1,2,2,3,2,-1,30,False
113517,113517,35,1,1,1,3,1,-1,93,False
113582,113582,33,1,1,2,3,2,-1,176,False
114156,114156,29,1,2,1,3,1,-1,93,False
114240,114240,62,1,1,2,3,2,-1,26,False
114275,114275,28,1,1,1,3,1,-1,2,False
114343,114343,48,1,2,1,3,1,-1,21,False
115083,115083,25,1,2,2,2,3,69,97,False
115213,115213,32,1,1,1,3,1,-1,36,False
115373,115373,24,1,2,1,3,1,-1,20,True
115428,115428,55,1,1,2,3,2,-1,139,False
115661,115661,51,1,2,1,3,1,-1,7,True
115815,115815,49,1,1,1,3,1,-1,110,False
115879,115879,57,1,2,2,3,2,-1,113,False
116044,116044,52,1,2,1,3,1,-1,100,False
116047,116047,55,1,1,2,3,2,-1,63,False
116321,116321,52,1,2,2,3,2,-1,32,False
116384,116384,62,1,1,1,3,1,-1,95,False
116709,116709,45,1,2,2,3,2,-1,4,False
116751,116751,40,1,2,1,3,1,-1,87,False
117009,117009,47,1,2,2,3,2,-1,79,False
117068,117068,61,1,2,2,3,2,-1,99,False
117341,117341,38,1,2,1,3,1,-1,175,False
117384,117384,29,1,1,2,3,2,-1,96,False
117526,117526,57,1,2,1,3,1,-1,185,False
118076,118076,51,1,1,2,3,2,-1,74,False
118144,118144,49,1,1,1,3,1,-1,11,False
118300,118300,46,1,1,2,3,2,-1,84,False
118346,118346,45,1,1,1,3,1,-1,51,False
118695,118695,50,1,2,2,3,2,-1,32,False
118828,118828,37,1,1,1,3,1,-1,2,True
119048,119048,37,1,1,1,3,1,-1,123,False
119329,119329,27,1,2,1,3,1,-1,74,False
119413,119413,38,1,2,1,3,1,-1,105,False
119666,119666,32,1,1,1,3,1,-1,142,False
119839,119839,24,1,2,2,3,2,-1,38,False
119911,119911,28,1,1,1,3,1,-1,100,False
120220,120220,58,1,1,1,3,1,-1,90,False
120294,120294,35,1,1,2,3,2,-1,91,False
120465,120465,36,1,1,1,3,1,-1,143,False
120932,120932,44,1,1,2,3,2,-1,125,False
121131,121131,57,1,2,2,3,2,-1,104,False
121226,121226,49,1,1,2,3,2,-1,122,False
121413,121413,26,1,1,1,3,1,-1,154,False
121677,121677,41,1,1,2,3,2,-1,108,False
121682,121682,45,1,2,1,3,1,-1,179,False
121987,121987,29,1,2,2,3,2,-1,106,False
121996,121996,52,1,1,1,3,1,-1,168,False
122417,122417,26,1,1,1,3,1,-1,158,False
122478,122478,39,1,2,1,3,1,-1,106,False
122803,122803,44,1,2,1,3,1,-1,36,False
123317,123317,37,1,1,2,3,2,-1,179,False
123375,123375,45,1,1,2,3,2,-1,143,False
123411,123411,38,1,2,1,3,1,-1,119,False
123507,123507,40,1,2,2,3,2,-1,89,False
123704,123704,56,1,1,1,3,1,-1,129,False
123795,123795,51,1,2,2,2,3,39,175,False
124132,124132,23,1,1,1,3,1,-1,32,False
124221,124221,64,1,1,2,3,2,-1,106,False
124703,124703,28,1,1,2,3,2,-1,142,False
125111,125111,56,1,1,1,3,1,-1,38,True
125118,125118,48,1,1,2,3,2,-1,164,False
125349,125349,60,1,1,1,3,1,-1,9,False
125359,125359,42,1,1,1,3,1,-1,147,False
125395,125395,33,1,1,2,3,2,-1,1,False
125845,125845,60,1,1,1,3,1,-1,43,False
125847,125847,30,1,2,2,3,2,-1,127,False
125886,125886,60,1,1,1,3,1,-1,131,False
126126,126126,29,1,2,1,3,1,-1,105,False
126234,126234,43,1,1,1,3,1,-1,24,False
126446,126446,26,1,1,1,3,1,-1,61,False
126965,126965,46,1,2,1,3,1,-1,22,False
127302,127302,25,1,2,2,3,2,-1,12,False
127327,127327,24,1,2,1,3,1,-1,103,False
127438,127438,24,1,2,1,3,1,-1,172,False
127440,127440,62,1,2,1,3,1,-1,166,False
127573,127573,59,1,2,2,3,2,-1,10,False
127793,127793,48,1,2,2,3,2,-1,109,False
127887,127887,62,1,2,1,3,1,-1,43,False
128484,128484,22,1,1,2,3,2,-1,163,False
128704,128704,25,1,2,2,3,2,-1,127,False
129036,129036,25,1,2,2,3,2,-1,50,False
129111,129111,46,1,2,1,3,1,-1,118,False
129132,129132,37,1,1,1,3,1,-1,152,False
189865,189748,62,1,2,3,3,4,-1,-1,False
189866,189748,74,2,2,3,3,5,-1,-1,False
189885,189758,27,1,1,3,2,3,101,-1,False
189886,189758,24,2,2,3,2,3,12,-1,False
189941,189786,42,1,2,3,3,4,-1,-1,False
189942,189786,20,2,1,3,2,3,10,-1,False
190005,189818,26,1,1,3,3,4,-1,-1,False
190006,189818,23,2,2,3,2,3,112,-1,False
190035,189833,64,1,2,3,3,4,-1,-1,False
190036,189833,24,2,2,3,3,4,-1,-1,False
190637,190134,60,1,2,3,3,4,-1,-1,False
190638,190134,76,2,1,3,3,5,-1,-1,False
190675,190153,63,1,1,3,3,4,-1,-1,False
190676,190153,60,2,2,3,3,4,-1,-1,False
212401,201016,28,1,1,3,2,3,9,-1,False
212402,201016,25,2,2,3,2,3,107,-1,False
212557,201094,54,1,1,3,3,4,-1,-1,False
212558,201094,53,2,2,3,3,4,-1,-1,False
213319,201475,20,1,2,3,2,3,13,-1,False
213320,201475,23,2,2,3,2,3,14,-1,False
213441,201536,64,1,2,3,2,3,14,-1,False
213442,201536,68,2,1,3,2,3,112,-1,False
213477,201554,39,1,1,3,3,4,-1,-1,False
213478,201554,39,2,2,3,3,4,-1,-1,False
213971,201801,50,1,2,3,3,4,-1,-1,False
213972,201801,45,2,1,3,2,3,133,-1,False
214127,201879,32,1,1,3,2,3,133,-1,False
214128,201879,30,2,2,3,2,3,13,-1,False
214263,201947,51,1,2,3,3,4,-1,-1,False
214264,201947,30,2,1,3,3,4,-1,-1,False
214443,202037,60,1,2,3,3,4,-1,-1,False
214444,202037,28,2,2,3,3,4,-1,-1,False
214867,202249,43,1,2,3,3,4,-1,-1,False
214868,202249,22,2,1,3,3,4,-1,-1,False
215041,202336,61,1,1,3,3,4,-1,-1,False
215042,202336,87,2,1,3,3,5,-1,-1,False
234789,212210,39,1,1,1,3,1,-1,23,False
234790,212210,31,2,2,3,3,4,-1,-1,False
234961,212296,55,1,2,3,3,4,-1,-1,False
234962,212296,60,2,1,1,3,1,-1,178,False
235021,212326,39,1,1,3,3,4,-1,-1,False
235022,212326,34,2,1,2,3,2,-1,161,False
235539,212585,54,1,1,1,3,1,-1,63,False
235540,212585,53,2,2,3,3,4,-1,-1,False
235817,212724,43,1,2,1,3,1,-1,96,False
235818,212724,20,2,1,3,3,4,-1,-1,False
236195,212913,47,1,1,1,3,1,-1,80,False
236196,212913,55,2,2,3,3,4,-1,-1,False
236311,212971,52,1,2,2,3,2,-1,148,False
236312,212971,55,2,1,3,3,4,-1,-1,False
236405,213018,52,1,2,2,3,2,-1,112,False
236406,213018,55,2,1,3,3,4,-1,-1,False
236407,213019,56,1,2,2,3,2,-1,151,False
236408,213019,31,2,1,3,3,4,-1,-1,False
236951,213291,23,1,2,3,2,3,5,-1,False
236952,213291,23,2,1,2,2,3,14,1,True
237091,213361,62,1,1,1,3,1,-1,136,False
237092,213361,56,2,2,3,3,4,-1,-1,False
264173,226902,33,1,1,2,2,3,13,101,False
264174,226902,30,2,1,3,2,3,107,-1,False
264207,226919,30,1,1,1,3,1,-1,115,False
264208,226919,70,2,2,3,3,5,-1,-1,False
264317,226974,23,1,2,2,2,3,185,123,False
264318,226974,24,2,1,3,2,3,13,-1,False
264883,227257,47,1,2,2,3,2,-1,20,False
264884,227257,30,2,1,3,3,4,-1,-1,False
265313,227472,60,1,2,3,3,4,-1,-1,False
265314,227472,30,2,1,1,3,1,-1,160,False
265391,227511,60,1,2,3,3,4,-1,-1,False
265392,227511,30,2,1,1,3,1,-1,88,False
265889,227760,27,1,1,1,3,1,-1,99,False
265890,227760,24,2,2,3,2,3,5,-1,False
266127,227879,60,1,2,3,3,4,-1,-1,False
266128,227879,19,2,2,2,2,3,112,11,False
266573,228102,20,1,2,3,2,3,37,-1,False
266574,228102,24,2,1,2,2,3,5,47,False
266653,228142,29,1,1,1,3,1,-1,41,False
266654,228142,27,2,2,3,3,4,-1,-1,False
266907,228269,42,1,1,3,3,4,-1,-1,False
266908,228269,28,2,2,1,3,1,-1,173,False
267261,228446,47,1,2,2,3,2,-1,78,False
267262,228446,49,2,1,3,3,4,-1,-1,False
267837,228734,62,1,2,3,2,3,12,-1,False
267838,228734,27,2,1,2,3,2,-1,146,False
268071,228851,23,1,2,2,2,3,133,29,False
268072,228851,24,2,1,3,2,3,10,-1,False
268267,228949,43,1,1,2,3,2,-1,78,False
268268,228949,37,2,2,3,3,4,-1,-1,False
270263,229947,23,1,2,2,2,3,112,24,False
270264,229947,22,2,2,3,2,3,9,-1,False
270467,230049,23,1,1,3,2,3,188,-1,False
270468,230049,23,2,2,1,3,1,-1,131,False
270581,230106,45,1,2,1,3,1,-1,92,False
270582,230106,40,2,1,3,2,3,185,-1,False
271277,230454,30,1,2,2,3,2,-1,181,False
271278,230454,23,2,1,3,2,3,9,-1,False
305047,247339,50,1,2,2,3,2,-1,60,False
305048,247339,17,2,1,1,3,1,-1,142,False
305217,247424,50,1,2,2,3,2,-1,189,False
305218,247424,17,2,1,1,3,1,-1,154,False
323399,256515,20,1,2,2,2,3,14,154,False
323400,256515,22,2,1,2,3,2,-1,187,False
323557,256594,27,1,1,2,3,2,-1,172,False
323558,256594,28,2,2,1,3,1,-1,33,False
323613,256622,45,1,2,1,3,1,-1,34,False
323614,256622,18,2,2,2,1,6,183,66,False
323759,256695,23,1,1,2,3,2,-1,106,False
323760,256695,30,2,1,2,3,2,-1,83,False
323961,256796,50,1,1,1,3,1,-1,188,False
323962,256796,37,2,1,1,3,1,-1,162,False
324409,257020,30,1,1,2,3,2,-1,62,False
324410,257020,20,2,2,2,3,2,-1,97,False
324449,257040,25,1,1,2,2,3,5,113,False
324450,257040,54,2,2,2,2,3,133,84,False
324461,257046,25,1,1,2,2,3,101,38,False
324462,257046,54,2,2,2,2,3,12,164,False
324681,257156,44,1,2,2,3,2,-1,31,False
324682,257156,53,2,1,2,3,2,-1,66,False
325183,257407,21,1,2,1,3,1,-1,33,False
325184,257407,20,2,2,2,2,3,101,190,False
325239,257435,58,1,1,1,3,1,-1,128,False
325240,257435,45,2,2,1,3,1,-1,71,False
325493,257562,53,1,2,2,3,2,-1,28,False
325494,257562,47,2,1,2,3,2,-1,85,False
325829,257730,19,1,2,1,3,1,-1,148,False
325830,257730,47,2,2,2,3,2,-1,134,False
326121,257876,25,1,1,1,3,1,-1,99,False
326122,257876,25,2,1,2,3,2,-1,79,False
326257,257944,40,1,1,2,3,2,-1,27,False
326258,257944,39,2,1,2,3,2,-1,25,False
326519,258075,22,1,2,2,3,2,-1,15,False
326520,258075,22,2,2,2,3,2,-1,46,False
326825,258228,26,1,2,2,3,2,-1,188,False
326826,258228,22,2,2,2,3,2,-1,57,False
327013,258322,22,1,2,2,3,2,-1,68,False
327014,258322,22,2,2,2,3,2,-1,41,False
327047,258339,64,1,1,2,3,2,-1,152,False
327048,258339,19,2,1,1,3,1,-1,27,False
327495,258563,22,1,2,2,3,2,-1,18,False
327496,258563,23,2,2,2,3,2,-1,183,False
327507,258569,25,1,1,2,2,3,185,51,False
327508,258569,54,2,2,2,2,3,39,176,False
327557,258594,46,1,1,2,3,2,-1,30,False
327558,258594,47,2,2,2,3,2,-1,180,False
327587,258609,32,1,1,2,3,2,-1,181,False
327588,258609,34,2,1,1,3,1,-1,165,False
327619,258625,30,1,1,2,3,2,-1,137,False
327620,258625,20,2,2,2,3,2,-1,168,False
327677,258654,47,1,2,1,3,1,-1,25,False
327678,258654,20,2,1,2,2,3,69,122,False
327783,258707,46,1,1,2,3,2,-1,87,False
327784,258707,47,2,2,2,3,2,-1,24,False
328055,258843,58,1,1,2,3,2,-1,138,False
328056,258843,49,2,2,2,3,2,-1,73,False
328123,258877,25,1,2,2,3,2,-1,15,False
328124,258877,30,2,2,2,2,3,14,114,False
329503,259567,19,1,1,1,3,1,-1,146,False
329504,259567,20,2,1,1,3,1,-1,17,False
329721,259676,47,1,1,2,3,2,-1,111,False
329722,259676,56,2,2,2,3,2,-1,46,False
330063,259847,28,1,1,2,3,2,-1,39,False
330064,259847,34,2,1,2,3,2,-1,165,False
330783,260207,49,1,2,1,3,1,-1,167,False
330784,260207,18,2,2,1,3,1,-1,112,False
330797,260214,29,1,1,2,2,3,12,69,False
330798,260214,37,2,2,2,2,3,9,50,False
331401,260516,26,1,2,2,3,2,-1,6,False
331402,260516,22,2,2,2,3,2,-1,167,False
332879,261255,22,1,2,2,3,2,-1,85,False
332880,261255,22,2,2,2,3,2,-1,15,False
332971,261301,33,1,2,1,3,1,-1,52,False
332972,261301,33,2,1,1,3,1,-1,176,False
334115,261873,47,1,2,1,3,1,-1,130,False
334116,261873,20,2,1,2,2,3,108,86,False
334159,261895,23,1,1,1,3,1,-1,109,False
334160,261895,29,2,2,1,3,1,-1,125,False
335439,262535,26,1,2,1,3,1,-1,33,False
335440,262535,22,2,2,2,2,3,188,66,False
385377,287504,42,1,2,3,3,4,-1,-1,False
385378,287504,7,2,2,4,1,7,143,-1,False
385669,287650,42,1,2,3,2,3,91,-1,False
385670,287650,11,2,2,4,1,7,116,-1,False
386697,288164,46,1,2,3,3,4,-1,-1,False
386698,288164,14,2,1,4,1,7,79,-1,False
387433,288532,44,1,2,3,2,3,9,-1,False
387434,288532,2,2,2,4,1,8,105,-1,False
387527,288579,30,1,2,3,3,4,-1,-1,False
387528,288579,8,2,1,4,1,7,139,-1,False
405441,297536,26,1,2,1,3,1,-1,168,False
405442,297536,9,2,1,4,1,7,49,-1,False
405449,297540,44,1,1,1,3,1,-1,47,False
405450,297540,14,2,1,4,1,7,30,-1,False
405495,297563,32,1,2,1,3,1,-1,48,False
405496,297563,14,2,2,4,1,7,146,-1,False
419385,304508,31,1,2,2,3,2,-1,112,False
419386,304508,5,2,2,4,1,8,112,-1,False
420111,304871,49,1,2,1,3,1,-1,109,False
420112,304871,10,2,2,4,1,7,16,-1,False
420463,305047,35,1,2,1,3,1,-1,133,False
420464,305047,0,2,1,4,1,8,140,-1,False
421591,305611,23,1,2,2,3,2,-1,1,False
421592,305611,7,2,1,4,1,7,85,-1,False
422131,305881,19,1,2,1,3,1,-1,88,False
422132,305881,0,2,1,4,1,8,98,-1,False
422767,306199,40,1,2,1,3,1,-1,7,False
422768,306199,3,2,1,4,1,8,163,-1,False
423633,306632,24,1,2,1,3,1,-1,52,False
423634,306632,6,2,2,4,1,7,143,-1,False
424287,306959,48,1,2,3,2,3,14,-1,False
424288,306959,16,2,1,2,1,6,183,12,False
424317,306974,33,1,2,2,2,3,69,33,True
424318,306974,10,2,1,4,1,7,81,-1,False
463048,326285,51,1,2,3,2,3,185,-1,False
463049,326285,59,2,1,3,3,4,-1,-1,False
463050,326285,22,3,2,3,2,3,112,-1,False
470572,328793,42,1,2,3,3,4,-1,-1,False
470573,328793,19,2,1,3,2,3,69,-1,False
470574,328793,25,3,1,3,3,4,-1,-1,False
471154,328987,52,1,2,3,3,4,-1,-1,False
471155,328987,10,2,2,4,1,7,166,-1,False
471156,328987,1,3,1,4,1,8,17,-1,False
480937,332248,63,1,1,3,3,4,-1,-1,False
480938,332248,69,2,2,3,3,5,-1,-1,False
480939,332248,28,3,1,1,3,1,-1,175,False
495808,337205,61,1,2,1,3,1,-1,133,False
495809,337205,27,2,1,3,3,4,-1,-1,False
495810,337205,24,3,2,3,2,3,14,-1,False
495970,337259,54,1,2,3,3,4,-1,-1,False
495971,337259,3,2,2,4,1,8,5,-1,False
495972,337259,51,3,1,1,3,1,-1,93,False
496789,337532,27,1,1,1,3,1,-1,21,False
496790,337532,0,2,1,4,1,8,83,-1,False
496791,337532,22,3,2,3,2,3,12,-1,False
497002,337603,24,1,2,3,2,3,5,-1,False
497003,337603,24,2,2,3,2,3,12,-1,False
497004,337603,22,3,2,2,3,2,-1,175,False
497431,337746,55,1,2,3,3,4,-1,-1,False
497432,337746,74,2,1,3,3,5,-1,-1,False
497433,337746,22,3,2,1,3,1,-1,19,False
510544,342117,60,1,2,1,3,1,-1,19,False
510545,342117,33,2,2,2,3,2,-1,139,True
510546,342117,2,3,1,4,1,8,122,-1,False
510727,342178,60,1,2,1,3,1,-1,104,False
510728,342178,33,2,2,2,3,2,-1,42,False
510729,342178,2,3,1,4,1,8,126,-1,False
511021,342276,53,1,1,1,3,1,-1,113,False
511022,342276,52,2,2,1,3,1,-1,168,False
511023,342276,24,3,2,3,2,3,69,-1,False
520228,345345,47,1,1,3,3,4,-1,-1,False
520229,345345,41,2,2,2,3,2,-1,146,False
520230,345345,18,3,1,2,3,2,-1,111,False
520858,345555,22,1,1,2,2,3,112,3,False
520859,345555,29,2,1,3,2,3,14,-1,False
520860,345555,22,3,1,1,3,1,-1,29,False
535102,350303,56,1,1,2,3,2,-1,187,False
535103,350303,56,2,2,1,3,1,-1,189,False
535104,350303,21,3,1,2,2,3,107,185,False
535330,350379,23,1,2,2,3,2,-1,74,False
535331,350379,23,2,2,1,3,1,-1,28,False
535332,350379,22,3,2,1,3,1,-1,106,False
536704,350837,24,1,1,1,3,1,-1,5,False
536705,350837,23,2,2,2,2,3,5,52,False
536706,350837,19,3,2,1,3,1,-1,166,False
543982,353263,51,1,2,3,3,4,-1,-1,False
543983,353263,13,2,1,4,1,7,11,-1,False
543984,353263,20,3,1,3,3,4,-1,-1,False
554494,356767,28,1,1,3,3,4,-1,-1,False
554495,356767,24,2,2,3,3,4,-1,-1,False
554496,356767,1,3,2,4,1,8,4,-1,False
555808,357205,46,1,2,3,3,4,-1,-1,False
555809,357205,21,2,2,3,3,4,-1,-1,False
555810,357205,17,3,2,3,1,6,79,-1,False
556678,357495,25,1,2,3,3,4,-1,-1,False
556679,357495,7,2,2,4,1,7,77,-1,False
556680,357495,6,3,2,4,1,7,71,-1,False
570145,361984,34,1,1,1,3,1,-1,91,False
570146,361984,31,2,2,3,3,4,-1,-1,False
570147,361984,2,3,2,4,1,8,31,-1,False
570829,362212,50,1,2,3,3,4,-1,-1,False
570830,362212,27,2,1,2,2,3,108,181,False
570831,362212,12,3,1,4,1,7,29,-1,False
594604,370137,33,1,2,1,3,1,-1,50,False
594605,370137,2,2,2,4,1,8,33,-1,False
594606,370137,0,3,2,4,1,8,7,-1,False
596131,370646,41,1,1,1,3,1,-1,176,True
596132,370646,35,2,2,3,3,4,-1,-1,False
596133,370646,6,3,1,4,1,7,18,-1,False
596623,370810,51,1,1,1,3,1,-1,76,False
596624,370810,42,2,2,3,3,4,-1,-1,False
596625,370810,6,3,2,4,1,7,100,-1,False
597310,371039,33,1,2,1,3,1,-1,161,False
597311,371039,6,2,2,4,1,7,72,-1,False
597312,371039,11,3,2,4,1,7,167,-1,False
599185,371664,42,1,2,2,3,2,-1,68,False
599186,371664,8,2,1,4,1,7,95,-1,False
599187,371664,4,3,1,4,1,8,57,-1,False
599290,371699,24,1,2,2,3,2,-1,187,False
599291,371699,6,2,2,4,1,7,60,-1,False
599292,371699,2,3,1,4,1,8,177,-1,False
601003,372270,23,1,2,1,3,1,-1,40,False
601004,372270,3,2,2,4,1,8,187,-1,False
601005,372270,0,3,1,4,1,8,16,-1,False
632974,382927,38,1,1,1,3,1,-1,114,False
632975,382927,28,2,2,2,3,2,-1,124,False
632976,382927,0,3,2,4,1,8,3,-1,False
644911,386906,37,1,1,1,3,1,-1,6,False
644912,386906,47,2,2,1,3,1,-1,90,False
644913,386906,0,3,1,4,1,8,47,-1,False
645544,387117,58,1,1,3,3,4,-1,-1,False
645545,387117,56,2,2,2,3,2,-1,157,False
645546,387117,17,3,2,2,1,6,9,24,False
646648,387485,40,1,1,1,3,1,-1,103,False
646649,387485,2,2,1,4,1,8,72,-1,False
646650,387485,28,3,2,2,3,2,-1,172,False
647092,387633,47,1,1,2,3,2,-1,32,False
647093,387633,43,2,2,1,3,1,-1,12,False
647094,387633,7,3,1,4,1,7,110,-1,False
647221,387676,39,1,2,1,3,1,-1,171,False
647222,387676,17,2,2,3,1,6,9,-1,False
647223,387676,34,3,1,1,3,1,-1,10,True
647446,387751,44,1,1,1,3,1,-1,16,False
647447,387751,40,2,2,2,3,2,-1,180,False
647448,387751,14,3,2,4,1,7,116,-1,False
648193,388000,30,1,2,1,3,1,-1,25,False
648194,388000,35,2,1,2,3,2,-1,117,False
648195,388000,5,3,2,4,1,8,160,-1,False
648490,388099,46,1,1,1,3,1,-1,109,False
648491,388099,34,2,2,1,3,1,-1,102,True
648492,388099,6,3,1,4,1,7,35,-1,False
665992,393933,41,1,1,2,3,2,-1,190,False
665993,393933,17,2,1,2,1,6,47,143,False
665994,393933,39,3,2,2,3,2,-1,114,False
667512,394431,22,1,1,3,2,3,12,-1,False
667513,394431,52,2,1,3,3,4,-1,-1,False
667514,394431,52,3,2,3,3,4,-1,-1,False
667515,394431,8,4,2,4,1,7,186,-1,False
667516,394431,76,5,2,3,3,5,-1,-1,False
685291,398072,25,1,1,3,2,3,12,-1,False
685292,398072,29,2,2,3,2,3,91,-1,False
685293,398072,26,3,1,3,2,3,13,-1,False
685294,398072,27,4,1,3,2,3,108,-1,False
685295,398072,27,5,2,3,2,3,12,-1,False
686201,398263,42,1,2,3,3,4,-1,-1,False
686202,398263,25,2,2,3,2,3,5,-1,False
686203,398263,21,3,1,3,3,4,-1,-1,False
686204,398263,1,4,1,4,1,8,50,-1,False
686205,398263,0,5,2,4,1,8,180,-1,False
