trip_id,person_id,household_id,tour_id,outbound,purpose,destination,origin,depart,trip_mode
564429,1720,1720,70553,False,Home,181,11,13.0,SHARED2FREE
8541649,26041,26041,1067706,True,othdiscr,12,7,12.0,WALK
8541653,26041,26041,1067706,False,Home,7,12,14.0,WALK
8557065,26088,26088,1069633,True,othdiscr,168,8,11.0,SHARED2FREE
8557069,26088,26088,1069633,False,Home,8,168,14.0,SHARED2FREE
8887777,27096,27096,1110972,True,social,76,9,11.0,WALK
8887781,27096,27096,1110972,False,Home,9,76,17.0,WALK
8943497,27266,27266,1117937,True,univ,133,9,17.0,WALK_HVY
8943501,27266,27266,1117937,False,Home,9,133,18.0,WALK_HVY
8956897,27307,27307,1119612,True,othdiscr,106,9,7.0,WALK
8956901,27307,27307,1119612,False,Home,9,106,17.0,WALK
9188185,28012,28012,1148523,True,work,22,10,17.0,WALK_LRF
9188186,28012,28012,1148523,True,univ,12,22,18.0,WALK_LRF
9188189,28012,28012,1148523,False,Home,10,12,22.0,WALK_LRF
9267185,28253,28253,1158398,True,othdiscr,47,11,11.0,BIKE
9267189,28253,28253,1158398,False,Home,11,47,16.0,BIKE
9267249,28253,28253,1158406,True,shopping,11,11,17.0,WALK
9267253,28253,28253,1158406,False,Home,11,11,18.0,WALK
9363617,28547,28547,1170452,True,othdiscr,107,11,5.0,WALK
9363621,28547,28547,1170452,False,Home,11,107,18.0,WALK
9363705,28547,28547,1170463,True,social,7,11,21.0,WALK
9363709,28547,28547,1170463,False,Home,11,7,21.0,WALK
9513841,29005,29005,1189230,True,othdiscr,103,16,18.0,SHARED2FREE
9513845,29005,29005,1189230,False,Home,16,103,20.0,SHARED2FREE
9513905,29005,29005,1189238,True,shopping,16,16,10.0,WALK
9513909,29005,29005,1189238,False,Home,16,16,18.0,WALK
9607713,29291,29291,1200964,True,shopping,14,16,11.0,WALK
9607717,29291,29291,1200964,False,othmaint,16,14,11.0,WALK
9607718,29291,29291,1200964,False,Home,16,16,11.0,WALK
9620769,29331,29331,1202596,True,othdiscr,4,16,14.0,WALK
9620773,29331,29331,1202596,False,Home,16,4,16.0,WALK
9632905,29368,29368,1204113,True,othdiscr,16,16,17.0,WALK
9632909,29368,29368,1204113,False,Home,16,16,20.0,WALK
9632969,29368,29368,1204121,True,shopping,2,16,11.0,WALK
9632973,29368,29368,1204121,False,Home,16,2,13.0,WALK
9632993,29368,29368,1204124,True,social,5,16,9.0,WALK
9632997,29368,29368,1204124,False,Home,16,5,11.0,WALK
9668377,29476,29476,1208547,True,othmaint,12,16,8.0,WALK_LOC
9668378,29476,29476,1208547,True,univ,13,12,9.0,WALK
9668381,29476,29476,1208547,False,Home,16,13,15.0,WALK
9734105,29677,29677,1216763,True,eatout,2,17,11.0,WALK
9734109,29677,29677,1216763,False,Home,17,2,16.0,WALK
9806593,29898,29898,1225824,True,eatout,24,17,10.0,WALK
9806597,29898,29898,1225824,False,Home,17,24,16.0,WALK
9806793,29898,29898,1225849,True,univ,9,17,19.0,WALK_LRF
9806797,29898,29898,1225849,False,escort,7,9,23.0,WALK_LRF
9806798,29898,29898,1225849,False,Home,17,7,23.0,WALK_LRF
10095121,30777,30777,1261890,True,shopping,40,41,10.0,WALK
10095125,30777,30777,1261890,False,Home,41,40,10.0,WALK
10096873,30783,30783,1262109,True,eatout,41,41,10.0,WALK
10096877,30783,30783,1262109,False,Home,41,41,18.0,WALK
10218433,31153,31153,1277304,True,univ,9,46,17.0,WALK_LOC
10218437,31153,31153,1277304,False,Home,46,9,18.0,WALK_LOC
10494953,31996,31996,1311869,True,shopping,13,78,9.0,BIKE
10494957,31996,31996,1311869,False,Home,78,13,14.0,BIKE
10494961,31996,31996,1311870,True,shopping,27,78,17.0,BIKE
10494965,31996,31996,1311870,False,Home,78,27,20.0,BIKE
10513105,32052,32052,1314138,True,eatout,76,78,17.0,WALK
10513109,32052,32052,1314138,False,Home,78,76,18.0,WALK
10513257,32052,32052,1314157,True,othdiscr,75,78,11.0,WALK
10513261,32052,32052,1314157,False,Home,78,75,13.0,WALK
10530161,32104,32104,1316270,True,eatout,9,78,15.0,WALK
10530165,32104,32104,1316270,False,Home,78,9,17.0,WALK
10547457,32156,32156,1318432,True,social,9,78,7.0,WALK
10547461,32156,32156,1318432,False,Home,78,9,17.0,WALK
10547465,32156,32156,1318433,True,social,9,78,17.0,WALK
10547469,32156,32156,1318433,False,Home,78,9,18.0,WALK
10562961,32204,32204,1320370,True,eatout,9,79,10.0,DRIVEALONEFREE
10562965,32204,32204,1320370,False,Home,79,9,10.0,TNC_SHARED
10563137,32204,32204,1320392,True,othmaint,9,79,10.0,WALK
10563141,32204,32204,1320392,False,Home,79,9,21.0,WALK
10611089,32350,32350,1326386,True,social,79,79,8.0,WALK
10611093,32350,32350,1326386,False,Home,79,79,19.0,WALK
10612641,32355,32355,1326580,True,eatout,9,79,15.0,WALK
10612642,32355,32355,1326580,True,othdiscr,35,9,15.0,DRIVEALONEFREE
10612645,32355,32355,1326580,False,shopping,34,35,21.0,TAXI
10612646,32355,32355,1326580,False,Home,79,34,21.0,DRIVEALONEFREE
10717625,32675,32675,1339703,True,eatout,73,81,15.0,DRIVEALONEFREE
10717626,32675,32675,1339703,True,social,87,73,15.0,DRIVEALONEFREE
10717627,32675,32675,1339703,True,othmaint,133,87,15.0,DRIVEALONEFREE
10717629,32675,32675,1339703,False,Home,81,133,15.0,DRIVEALONEFREE
10717665,32675,32675,1339708,True,shopping,45,81,17.0,DRIVEALONEFREE
10717669,32675,32675,1339708,False,Home,81,45,17.0,DRIVEALONEFREE
10741217,32747,32747,1342652,True,othdiscr,9,82,10.0,WALK
10741221,32747,32747,1342652,False,Home,82,9,12.0,WALK
10741241,32747,32747,1342655,True,othmaint,115,82,16.0,WALK_LRF
10741245,32747,32747,1342655,False,Home,82,115,16.0,WALK_LRF
10806841,32947,32947,1350855,True,othmaint,4,85,15.0,WALK_LOC
10806845,32947,32947,1350855,False,shopping,74,4,16.0,WALK_LOC
10806846,32947,32947,1350855,False,shopping,48,74,16.0,WALK
10806847,32947,32947,1350855,False,shopping,106,48,16.0,WALK_LOC
10806848,32947,32947,1350855,False,Home,85,106,16.0,WALK_LOC
10829145,33015,33015,1353643,True,othmaint,47,86,11.0,WALK
10829149,33015,33015,1353643,False,Home,86,47,11.0,WALK
10834545,33032,33032,1354318,True,eatout,47,86,12.0,WALK
10834549,33032,33032,1354318,False,Home,86,47,14.0,WALK
10849833,33078,33078,1356229,True,univ,12,86,8.0,WALK_LOC
10849837,33078,33078,1356229,False,othdiscr,110,12,13.0,WALK_LOC
10849838,33078,33078,1356229,False,othmaint,9,110,14.0,WALK_LOC
10849839,33078,33078,1356229,False,Home,86,9,14.0,WALK_LOC
10894129,33213,33213,1361766,True,shopping,108,88,14.0,DRIVEALONEFREE
10894133,33213,33213,1361766,False,shopping,86,108,15.0,TNC_SHARED
10894134,33213,33213,1361766,False,shopping,82,86,15.0,DRIVEALONEFREE
10894135,33213,33213,1361766,False,Home,88,82,15.0,DRIVEALONEFREE
10907929,33255,33255,1363491,True,social,85,88,12.0,WALK
10907933,33255,33255,1363491,False,Home,88,85,18.0,WALK
10952777,33392,33392,1369097,True,othdiscr,142,89,16.0,TNC_SHARED
10952781,33392,33392,1369097,False,Home,89,142,19.0,DRIVEALONEFREE
10952801,33392,33392,1369100,True,othmaint,102,89,8.0,DRIVEALONEFREE
10952805,33392,33392,1369100,False,Home,89,102,9.0,DRIVEALONEFREE
11009585,33565,33565,1376198,True,shopping,16,93,17.0,SHARED2FREE
11009589,33565,33565,1376198,False,eatout,2,16,19.0,SHARED2FREE
11009590,33565,33565,1376198,False,Home,93,2,19.0,SHARED2FREE
11097097,33832,33832,1387137,True,othdiscr,39,96,14.0,DRIVEALONEFREE
11097101,33832,33832,1387137,False,Home,96,39,17.0,SHARED3FREE
11137641,33956,33956,1392205,True,escort,124,99,14.0,SHARED2FREE
11137645,33956,33956,1392205,False,Home,99,124,17.0,SHARED2FREE
11137833,33956,33956,1392229,True,shopping,161,99,12.0,DRIVEALONEFREE
11137834,33956,33956,1392229,True,shopping,74,161,12.0,DRIVEALONEFREE
11137837,33956,33956,1392229,False,Home,99,74,12.0,DRIVEALONEFREE
11256049,34317,34317,1407006,True,escort,9,104,13.0,DRIVEALONEFREE
11256053,34317,34317,1407006,False,Home,104,9,14.0,DRIVEALONEFREE
11298689,34447,34447,1412336,True,escort,92,105,13.0,SHARED2FREE
11298693,34447,34447,1412336,False,Home,105,92,14.0,SHARED2FREE
11391969,34731,34731,1423996,True,othdiscr,19,106,8.0,WALK
11391973,34731,34731,1423996,False,Home,106,19,10.0,WALK
11391993,34731,34731,1423999,True,othmaint,75,106,10.0,DRIVEALONEFREE
11391997,34731,34731,1423999,False,Home,106,75,10.0,DRIVEALONEFREE
11392033,34731,34731,1424004,True,shopping,17,106,13.0,WALK_LRF
11392037,34731,34731,1424004,False,Home,106,17,18.0,WALK_LRF
11432513,34855,34855,1429064,True,escort,108,108,15.0,WALK
11432517,34855,34855,1429064,False,Home,108,108,15.0,WALK
11543377,35193,35193,1442922,True,escort,8,110,14.0,DRIVEALONEFREE
11543381,35193,35193,1442922,False,Home,110,8,14.0,DRIVEALONEFREE
11585665,35322,35322,1448208,True,eatout,115,111,13.0,WALK
11585669,35322,35322,1448208,False,Home,111,115,17.0,WALK
11739193,35790,35790,1467399,True,escort,108,119,12.0,SHARED3FREE
11739197,35790,35790,1467399,False,Home,119,108,13.0,SHARED3FREE
11739369,35790,35790,1467421,True,univ,91,119,16.0,SHARED2FREE
11739373,35790,35790,1467421,False,othdiscr,165,91,21.0,DRIVEALONEFREE
11739374,35790,35790,1467421,False,Home,119,165,23.0,SHARED2FREE
11954009,36445,36445,1494251,True,eatout,142,145,11.0,WALK
11954013,36445,36445,1494251,False,Home,145,142,13.0,WALK
11961577,36468,36468,1495197,True,escort,111,145,11.0,DRIVEALONEFREE
11961581,36468,36468,1495197,False,Home,145,111,12.0,SHARED3FREE
12121969,36957,36957,1515246,True,escort,16,151,10.0,TNC_SINGLE
12121973,36957,36957,1515246,False,Home,151,16,11.0,TNC_SINGLE
12122161,36957,36957,1515270,True,escort,179,151,18.0,DRIVEALONEFREE
12122162,36957,36957,1515270,True,shopping,94,179,19.0,SHARED2FREE
12122165,36957,36957,1515270,False,Home,151,94,19.0,SHARED2FREE
12122185,36957,36957,1515273,True,social,74,151,13.0,DRIVEALONEFREE
12122189,36957,36957,1515273,False,Home,151,74,13.0,DRIVEALONEFREE
12231017,37289,37289,1528877,True,othmaint,69,177,10.0,WALK_LOC
12231021,37289,37289,1528877,False,shopping,9,69,11.0,WALK_LOC
12231022,37289,37289,1528877,False,Home,177,9,11.0,WALK_LRF
12231025,37289,37289,1528878,True,othmaint,171,177,14.0,DRIVEALONEFREE
12231029,37289,37289,1528878,False,Home,177,171,16.0,SHARED2FREE
12231057,37289,37289,1528882,True,othmaint,59,177,9.0,SHARED2FREE
12231058,37289,37289,1528882,True,shopping,70,59,10.0,SHARED2FREE
12231061,37289,37289,1528882,False,Home,177,70,10.0,DRIVEALONEFREE
23695361,72241,72241,2961920,True,work,1,17,6.0,WALK
23695365,72241,72241,2961920,False,Home,17,1,19.0,WALK
23760937,72441,72441,2970117,True,social,176,60,16.0,DRIVEALONEFREE
23760941,72441,72441,2970117,False,Home,60,176,16.0,DRIVEALONEFREE
23760961,72441,72441,2970120,True,shopping,12,60,8.0,DRIVEALONEFREE
23760962,72441,72441,2970120,True,work,142,12,9.0,DRIVEALONEFREE
23760963,72441,72441,2970120,True,work,34,142,9.0,DRIVEALONEFREE
23760965,72441,72441,2970120,False,social,34,34,11.0,WALK
23760966,72441,72441,2970120,False,othdiscr,86,34,13.0,DRIVEALONEFREE
23760967,72441,72441,2970120,False,othmaint,90,86,13.0,DRIVEALONEFREE
23760968,72441,72441,2970120,False,Home,60,90,13.0,DRIVEALONEFREE
23789385,72528,72528,2973673,True,othdiscr,22,69,11.0,WALK_LOC
23789389,72528,72528,2973673,False,Home,69,22,15.0,WALK_LOC
23789473,72528,72528,2973684,True,othdiscr,92,69,16.0,WALK_LOC
23789474,72528,72528,2973684,True,social,116,92,17.0,WALK_LOC
23789477,72528,72528,2973684,False,Home,69,116,20.0,WALK_LOC
23991417,73144,73144,2998927,True,atwork,115,115,13.0,WALK
23991421,73144,73144,2998927,False,Work,115,115,13.0,WALK
23991545,73144,73144,2998943,True,work,115,125,6.0,WALK_LOC
23991549,73144,73144,2998943,False,Home,125,115,18.0,WALK_LOC
24106017,73493,73493,3013252,True,work,115,133,7.0,WALK_LOC
24106021,73493,73493,3013252,False,Home,133,115,17.0,WALK_LOC
24126353,73555,73555,3015794,True,work,19,136,8.0,WALK_LOC
24126357,73555,73555,3015794,False,Home,136,19,13.0,WALK_LOC
24175881,73706,73706,3021985,True,work,115,144,9.0,DRIVEALONEFREE
24175885,73706,73706,3021985,False,Home,144,115,19.0,DRIVEALONEFREE
24178833,73715,73715,3022354,True,work,139,146,9.0,WALK_LOC
24178837,73715,73715,3022354,False,Home,146,139,19.0,WALK_LOC
24200153,73780,73780,3025019,True,work,152,152,5.0,WALK
24200157,73780,73780,3025019,False,escort,138,152,23.0,WALK
24200158,73780,73780,3025019,False,Home,152,138,23.0,WALK
24444185,74524,74524,3055523,True,work,4,177,14.0,SHARED2FREE
24444189,74524,74524,3055523,False,Home,177,4,18.0,WALK_LOC
24482609,74642,74642,3060326,True,atwork,101,82,10.0,WALK
24482613,74642,74642,3060326,False,Work,82,101,10.0,WALK
24482889,74642,74642,3060361,True,work,82,181,6.0,WALK_LRF
24482893,74642,74642,3060361,False,Home,181,82,20.0,WALK_LRF
24526185,74774,74774,3065773,True,work,21,183,5.0,WALK_LOC
24526189,74774,74774,3065773,False,Home,183,21,6.0,WALK_LRF
24526193,74774,74774,3065774,True,work,13,183,8.0,WALK_LRF
24526194,74774,74774,3065774,True,work,21,13,9.0,WALK
24526197,74774,74774,3065774,False,Home,183,21,23.0,WALK_LRF
35330177,107713,107713,4416272,True,work,14,6,6.0,WALK_HVY
35330181,107713,107713,4416272,False,Home,6,14,21.0,WALK_LOC
35351385,107778,107778,4418923,True,othdiscr,2,7,15.0,WALK
35351389,107778,107778,4418923,False,Home,7,2,15.0,WALK
35351449,107778,107778,4418931,True,shopping,5,7,8.0,WALK
35351453,107778,107778,4418931,False,Home,7,5,14.0,WALK
35351457,107778,107778,4418932,True,shopping,15,7,16.0,BIKE
35351461,107778,107778,4418932,False,Home,7,15,17.0,BIKE
35351473,107778,107778,4418934,True,social,29,7,15.0,WALK
35351474,107778,107778,4418934,True,social,29,29,16.0,WALK
35351477,107778,107778,4418934,False,Home,7,29,16.0,WALK
35351497,107778,107778,4418937,True,work,1,7,17.0,WALK
35351501,107778,107778,4418937,False,Home,7,1,21.0,WALK
35383049,107875,107875,4422881,True,eatout,5,7,9.0,WALK
35383053,107875,107875,4422881,False,Home,7,5,13.0,WALK
35383313,107875,107875,4422914,True,work,13,7,14.0,WALK
35383317,107875,107875,4422914,False,Home,7,13,18.0,WALK
35502593,108239,108239,4437824,True,othdiscr,47,9,13.0,SHARED3FREE
35502597,108239,108239,4437824,False,othdiscr,31,47,17.0,WALK
35502598,108239,108239,4437824,False,Home,9,31,17.0,WALK
35522257,108299,108299,4440282,True,atwork,73,21,16.0,SHARED2FREE
35522261,108299,108299,4440282,False,Work,21,73,16.0,SHARED2FREE
35522385,108299,108299,4440298,True,work,21,9,9.0,WALK_LOC
35522389,108299,108299,4440298,False,Home,9,21,18.0,WALK_LOC
35670201,108750,108750,4458775,True,othdiscr,9,10,16.0,WALK
35670205,108750,108750,4458775,False,Home,10,9,16.0,WALK
35670225,108750,108750,4458778,True,othmaint,23,10,17.0,WALK_LRF
35670229,108750,108750,4458778,False,Home,10,23,18.0,WALK_LRF
35670265,108750,108750,4458783,True,shopping,114,10,9.0,WALK_LOC
35670269,108750,108750,4458783,False,Home,10,114,15.0,WALK_LOC
35689993,108810,108810,4461249,True,eatout,8,10,9.0,BIKE
35689994,108810,108810,4461249,True,work,47,8,10.0,BIKE
35689997,108810,108810,4461249,False,Home,10,47,22.0,BIKE
35748377,108988,108988,4468547,True,work,13,10,6.0,WALK_LRF
35748381,108988,108988,4468547,False,Home,10,13,15.0,WALK_LRF
35772601,109062,109062,4471575,True,shopping,165,10,20.0,WALK_HVY
35772605,109062,109062,4471575,False,Home,10,165,21.0,WALK_HVY
35772649,109062,109062,4471581,True,work,16,10,8.0,WALK_LOC
35772653,109062,109062,4471581,False,eatout,16,16,19.0,TNC_SINGLE
35772654,109062,109062,4471581,False,Home,10,16,19.0,WALK_LOC
35840825,109270,109270,4480103,True,shopping,90,10,6.0,SHARED2FREE
35840829,109270,109270,4480103,False,Home,10,90,6.0,DRIVEALONEFREE
35840833,109270,109270,4480104,True,shopping,101,10,18.0,WALK
35840837,109270,109270,4480104,False,Home,10,101,21.0,WALK
35840873,109270,109270,4480109,True,work,2,10,7.0,BIKE
35840877,109270,109270,4480109,False,Home,10,2,18.0,BIKE
35898273,109445,109445,4487284,True,work,13,10,6.0,WALK_LRF
35898277,109445,109445,4487284,False,Home,10,13,20.0,WALK
35974241,109677,109677,4496780,True,shopping,5,2,10.0,WALK
35974242,109677,109677,4496780,True,eatout,8,5,10.0,WALK
35974243,109677,109677,4496780,True,atwork,10,8,10.0,WALK
35974245,109677,109677,4496780,False,Work,2,10,15.0,WALK
35974369,109677,109677,4496796,True,shopping,11,10,8.0,WALK
35974370,109677,109677,4496796,True,escort,9,11,9.0,SHARED2FREE
35974371,109677,109677,4496796,True,work,2,9,9.0,WALK_LRF
35974373,109677,109677,4496796,False,Home,10,2,18.0,WALK
35981913,109700,109700,4497739,True,work,30,10,20.0,WALK
35981917,109700,109700,4497739,False,Home,10,30,23.0,WALK
36014057,109798,109798,4501757,True,work,106,10,7.0,WALK
36014061,109798,109798,4501757,False,Home,10,106,17.0,WALK_LOC
36060305,109939,109939,4507538,True,work,13,11,13.0,WALK
36060309,109939,109939,4507538,False,eatout,3,13,21.0,WALK
36060310,109939,109939,4507538,False,Home,11,3,21.0,WALK
36170057,110274,110274,4521257,True,atwork,8,6,12.0,WALK
36170061,110274,110274,4521257,False,Work,6,8,13.0,WALK
36170137,110274,110274,4521267,True,shopping,14,13,20.0,WALK_LOC
36170141,110274,110274,4521267,False,Home,13,14,20.0,WALK_LOC
36170185,110274,110274,4521273,True,work,7,13,5.0,WALK_LRF
36170186,110274,110274,4521273,True,work,6,7,6.0,SHARED2FREE
36170189,110274,110274,4521273,False,Home,13,6,20.0,WALK
36176001,110292,110292,4522000,True,othmaint,9,14,8.0,WALK_LRF
36176005,110292,110292,4522000,False,Home,14,9,12.0,WALK_LRF
36269305,110577,110577,4533663,True,eatout,18,16,15.0,WALK
36269309,110577,110577,4533663,False,Home,16,18,15.0,WALK
36269521,110577,110577,4533690,True,shopping,5,16,12.0,WALK_LOC
36269525,110577,110577,4533690,False,Home,16,5,15.0,WALK_LOC
36269545,110577,110577,4533693,True,social,79,16,16.0,WALK_LRF
36269549,110577,110577,4533693,False,Home,16,79,19.0,WALK_LRF
36411809,111011,111011,4551476,True,othdiscr,90,16,9.0,WALK_LRF
36411813,111011,111011,4551476,False,Home,16,90,15.0,WALK_LRF
36502993,111289,111289,4562874,True,othdiscr,104,16,16.0,WALK_LRF
36502997,111289,111289,4562874,False,Home,16,104,17.0,WALK_LRF
36503105,111289,111289,4562888,True,work,4,16,7.0,WALK
36503109,111289,111289,4562888,False,Home,16,4,16.0,WALK
36520225,111342,111342,4565028,True,eatout,21,16,9.0,WALK
36520229,111342,111342,4565028,False,Home,16,21,12.0,WALK
36520377,111342,111342,4565047,True,othdiscr,18,16,15.0,WALK
36520381,111342,111342,4565047,False,Home,16,18,16.0,WALK
36555145,111448,111448,4569393,True,othdiscr,106,16,9.0,SHARED3FREE
36555149,111448,111448,4569393,False,Home,16,106,15.0,WALK_LRF
36702201,111896,111896,4587775,True,work,23,16,6.0,WALK
36702205,111896,111896,4587775,False,Home,16,23,20.0,WALK
36808473,112220,112220,4601059,True,work,2,16,8.0,WALK
36808477,112220,112220,4601059,False,Home,16,2,19.0,WALK
36821593,112260,112260,4602699,True,work,91,16,9.0,WALK_LOC
36821597,112260,112260,4602699,False,Home,16,91,19.0,WALK_LRF
36896705,112489,112489,4612088,True,work,50,17,6.0,DRIVEALONEFREE
36896709,112489,112489,4612088,False,Home,17,50,16.0,DRIVEALONEFREE
36900921,112502,112502,4612615,True,shopping,16,17,10.0,WALK
36900925,112502,112502,4612615,False,Home,17,16,11.0,WALK
36900929,112502,112502,4612616,True,shopping,12,17,11.0,BIKE
36900933,112502,112502,4612616,False,Home,17,12,13.0,WALK
36994449,112787,112787,4624306,True,work,10,19,9.0,WALK
36994450,112787,112787,4624306,True,work,107,10,9.0,WALK
36994453,112787,112787,4624306,False,Home,19,107,21.0,WALK
36998057,112798,112798,4624757,True,work,13,19,5.0,WALK_LOC
36998061,112798,112798,4624757,False,Home,19,13,20.0,WALK_LOC
37017129,112857,112857,4627141,True,atwork,91,91,8.0,DRIVEALONEFREE
37017133,112857,112857,4627141,False,Work,91,91,8.0,DRIVEALONEFREE
37017409,112857,112857,4627176,True,work,91,19,6.0,DRIVEALONEFREE
37017413,112857,112857,4627176,False,Home,19,91,18.0,DRIVEALONEFREE
37135769,113218,113218,4641971,True,shopping,26,26,6.0,WALK
37135770,113218,113218,4641971,True,shopping,4,26,14.0,WALK
37135773,113218,113218,4641971,False,Home,26,4,16.0,WALK
37215849,113462,113462,4651981,True,work,15,29,7.0,DRIVEALONEFREE
37215853,113462,113462,4651981,False,Home,29,15,17.0,DRIVEALONEFREE
37222081,113481,113481,4652760,True,work,40,29,5.0,TNC_SINGLE
37222085,113481,113481,4652760,False,Home,29,40,12.0,TNC_SINGLE
37233889,113517,113517,4654236,True,work,29,29,7.0,WALK
37233893,113517,113517,4654236,False,Home,29,29,10.0,WALK
37233897,113517,113517,4654237,True,work,29,29,10.0,WALK
37233901,113517,113517,4654237,False,Home,29,29,10.0,WALK
37254897,113582,113582,4656862,True,atwork,110,22,12.0,DRIVEALONEFREE
37254901,113582,113582,4656862,False,Work,22,110,14.0,DRIVEALONEFREE
37255209,113582,113582,4656901,True,work,22,30,9.0,DRIVEALONEFREE
37255213,113582,113582,4656901,False,social,55,22,20.0,DRIVEALONEFREE
37255214,113582,113582,4656901,False,Home,30,55,21.0,DRIVEALONEFREE
37443433,114156,114156,4680429,True,shopping,48,31,6.0,DRIVEALONEFREE
37443437,114156,114156,4680429,False,shopping,74,48,6.0,DRIVEALONEFREE
37443438,114156,114156,4680429,False,eatout,74,74,6.0,WALK
37443439,114156,114156,4680429,False,Home,31,74,6.0,WALK
37443481,114156,114156,4680435,True,work,15,31,7.0,WALK
37443485,114156,114156,4680435,False,Home,31,15,19.0,WALK
37471033,114240,114240,4683879,True,work,115,32,7.0,BIKE
37471037,114240,114240,4683879,False,Home,32,115,17.0,BIKE
37482513,114275,114275,4685314,True,work,35,32,6.0,WALK
37482517,114275,114275,4685314,False,Home,32,35,15.0,WALK
37504817,114343,114343,4688102,True,work,41,33,5.0,WALK
37504821,114343,114343,4688102,False,Home,33,41,21.0,WALK
37747537,115083,115083,4718442,True,work,16,40,8.0,WALK_LOC
37747541,115083,115083,4718442,False,othmaint,40,16,15.0,WALK_LRF
37747542,115083,115083,4718442,False,Home,40,40,15.0,WALK
37790177,115213,115213,4723772,True,work,13,40,8.0,DRIVEALONEFREE
37790181,115213,115213,4723772,False,Home,40,13,11.0,DRIVEALONEFREE
37790185,115213,115213,4723773,True,work,13,40,11.0,WALK_LRF
37790189,115213,115213,4723773,False,Home,40,13,18.0,WALK_LOC
37842657,115373,115373,4730332,True,work,17,42,7.0,SHARED2FREE
37842658,115373,115373,4730332,True,work,14,17,8.0,DRIVEALONEFREE
37842661,115373,115373,4730332,False,Home,42,14,21.0,DRIVEALONEFREE
37860609,115428,115428,4732576,True,othmaint,88,42,11.0,SHARED3FREE
37860613,115428,115428,4732576,False,Home,42,88,14.0,DRIVEALONEFREE
