HHID,PERSONS,workers,VEHICL,MAZ,income,HHT,unittype,bldgsz
318113,2,1,0,14753,13838,1,0,2
318115,5,2,0,14774,13170,1,0,2
318117,4,1,0,14754,193759,1,0,2
318118,2,2,0,14754,69879,1,0,2
318119,2,0,0,14755,84832,3,0,2
318123,1,0,0,14753,33295,6,0,2
318132,5,5,0,14775,41946,1,0,3
318136,3,3,0,14774,75575,1,0,2
318137,2,1,0,14755,7934,1,0,2
318138,2,1,0,14755,133249,1,0,3
318139,3,3,0,14756,78044,1,0,2
318140,2,1,0,14752,119327,1,0,2
318144,2,2,0,14754,35392,3,0,2
318148,2,1,0,14752,87490,5,0,2
318149,4,1,0,14756,674,1,0,2
318151,3,2,0,14753,68360,1,0,2
318152,3,1,0,14756,35783,1,0,3
318156,2,0,0,14775,20060,1,0,3
318157,2,1,0,14755,93142,5,0,2
318159,3,0,0,14752,282002,3,0,2
318162,2,2,0,14752,129341,1,0,2
318164,3,1,0,14755,85402,1,0,2
318166,4,4,0,14756,49443,1,0,2
318168,2,0,0,14754,56048,7,0,2
318171,2,0,0,14756,2470,3,0,3
318173,4,2,0,14756,82127,1,0,2
318175,2,1,0,14756,68265,1,0,2
318176,3,3,0,14755,271620,1,0,2
318179,5,1,0,14756,38096,1,0,2
318185,2,1,0,14755,88867,3,0,2
318187,4,0,0,14752,33966,1,0,2
318190,6,3,0,14775,75101,1,0,2
318194,2,1,0,14755,238250,1,0,2
318195,2,2,0,14752,153134,1,0,2
318197,2,0,0,14754,16941,1,0,2
318204,4,1,0,14751,37962,1,0,2
318205,2,2,0,14774,88678,2,0,2
318208,5,3,0,14775,87728,1,0,2
318211,2,1,0,14775,22199,1,0,2
318212,6,2,0,14756,53349,1,0,3
318215,1,0,0,14775,1572,6,0,2
318216,2,1,0,14755,32456,1,0,3
318217,5,1,0,14756,199691,3,0,2
318218,4,1,0,14774,19921,3,0,2
318219,6,3,0,14774,115174,2,0,2
318220,2,2,0,14753,58771,1,0,2
318222,2,0,0,14756,36269,3,0,2
318224,1,1,0,14775,39123,6,0,2
318233,2,1,0,14774,83693,2,0,3
318236,2,1,0,14774,30425,2,0,2
318238,3,1,0,14753,72300,1,0,2
318239,4,2,0,14774,42916,1,0,2
318243,3,2,0,14755,156163,1,0,2
318244,2,1,0,14756,206365,1,0,2
318249,2,2,0,14755,178124,5,0,2
318251,2,2,0,14756,84262,1,0,2
318255,2,1,0,14774,32121,3,0,2
318256,3,2,0,14751,65890,1,0,2
318259,2,1,0,14752,67375,3,0,3
318260,2,1,0,14754,273844,1,0,2
318264,3,0,0,14752,57224,1,0,2
318265,2,0,0,14756,83171,1,0,2
318270,2,2,0,14756,140638,1,0,2
318272,3,1,0,14755,61464,1,0,2
318279,2,1,0,14775,67251,2,0,2
318280,1,0,0,14755,7636,6,0,2
318281,2,1,0,14753,83313,5,0,3
318284,1,0,0,14753,20616,6,0,2
318288,2,0,0,14754,112217,1,0,2
318289,7,2,0,14755,55491,1,0,2
318290,2,2,0,14775,133982,1,0,2
318291,2,1,0,14756,15012,1,0,2
318293,6,3,0,14774,24887,1,0,2
318294,2,1,0,14755,104966,7,0,2
318295,2,1,0,14755,175474,1,0,2
318296,2,1,0,14754,61062,1,0,2
318298,2,0,0,14755,38723,3,0,2
318299,2,0,0,14756,68075,1,0,2
318300,2,1,0,14754,21783,1,0,2
318301,5,3,0,14755,48861,1,0,2
318302,2,1,0,14775,73582,2,0,2
318303,4,1,0,14755,9266,1,0,2
318311,2,2,0,14752,63785,3,0,2
318314,2,1,0,14756,172065,1,0,2
318318,2,1,0,14756,116640,3,0,2
318321,2,0,0,14775,111548,1,0,2
318323,5,2,0,14755,69119,1,0,2
318325,2,1,0,14755,122746,1,0,2
318328,2,2,0,14753,114198,5,0,2
318331,2,2,0,14775,106193,2,0,2
318335,4,0,0,14775,61928,1,0,2
318337,2,1,0,14755,66911,1,0,2
318338,4,2,0,14755,55955,1,0,3
318340,3,2,0,14775,55336,3,0,3
318344,3,2,0,14755,133005,1,0,2
318346,6,2,0,14775,76430,1,0,2
318349,2,1,0,14754,2844,2,0,3
318351,3,2,0,14756,12961,1,0,3
318352,4,0,0,14756,40227,1,0,2
318363,4,3,0,14752,39085,1,0,2
318367,5,4,0,14754,68502,1,0,2
318368,5,1,0,14754,23040,1,0,2
318373,3,0,0,14774,29224,1,0,2
318374,4,1,0,14756,29766,1,0,2
318379,3,3,0,14756,90481,1,0,3
318384,2,2,0,14756,60381,1,0,2
318385,4,2,0,14752,65239,1,0,2
318389,2,1,0,14755,80560,1,0,2
318391,6,4,0,14775,128974,1,0,2
318394,4,2,0,14755,160328,1,0,2
318398,5,3,0,14756,25458,1,0,2
318399,2,1,0,14755,278293,1,0,2
318401,2,1,0,14755,93588,1,0,2
318403,2,2,0,14775,38210,5,0,2
318405,4,2,0,14754,12389,1,0,2
318408,4,2,0,14753,34134,1,0,2
318412,1,1,0,14755,93811,6,0,2
318417,4,3,0,14753,8608,1,0,2
318425,4,2,0,14755,121159,2,0,2
318427,5,2,0,14754,63909,1,0,2
318428,2,2,0,14774,21144,1,0,2
318430,2,2,0,14774,134348,2,0,2
318431,4,2,0,14775,94146,3,0,2
318435,2,1,0,14754,260497,2,0,3
318438,3,1,0,14755,87871,3,0,2
318439,9,8,0,14774,83836,2,0,2
318440,8,2,0,14754,79657,1,0,2
318441,2,0,0,14754,50191,1,0,2
318442,4,3,0,14756,117862,1,0,2
318443,5,3,0,14755,75528,1,0,2
318450,4,1,0,14774,60412,1,0,2
318451,2,2,0,14756,112328,1,0,2
318453,1,0,0,14774,15851,4,0,2
318454,3,3,0,14774,11400,1,0,2
318455,3,2,0,14755,35057,1,0,3
318456,3,1,0,14774,24359,2,0,2
318458,2,2,0,14755,88250,1,0,2
318461,6,1,0,14755,8833,1,0,2
318467,4,2,0,14756,155027,1,0,2
318472,3,2,0,14753,126288,1,0,2
318473,2,1,0,14753,73486,1,0,2
318475,2,1,0,14775,10672,1,0,3
318477,3,1,0,14774,61991,1,0,2
318478,6,1,0,14774,65580,3,0,3
318481,3,1,0,14774,5914,1,0,2
318482,4,3,0,14755,147833,3,0,2
318483,5,2,0,14752,39465,1,0,2
318485,2,2,0,14775,29805,3,0,2
318487,2,2,0,14774,66200,5,0,2
318489,2,2,0,14756,50773,1,0,2
318490,3,2,0,14752,37582,2,0,2
318491,3,2,0,14755,100616,1,0,2
318494,6,4,0,14753,55553,1,0,2
318496,3,1,0,14751,25722,3,0,2
318497,4,4,0,14754,61557,1,0,2
318498,2,2,0,14756,27085,5,0,2
318500,2,2,0,14753,195984,1,0,2
318503,5,2,0,14774,118838,1,0,2
318507,3,2,0,14751,85117,1,0,2
318508,2,2,0,14752,94815,5,0,2
318513,6,3,0,14756,62454,1,0,2
318514,5,1,0,14756,90529,1,0,2
318519,4,1,0,14774,17487,1,0,2
318521,4,2,0,14774,79041,1,0,3
318522,2,2,0,14775,146318,1,0,2
318524,3,1,0,14774,42593,1,0,2
318526,5,1,0,14774,32820,1,0,2
318529,4,1,0,14775,129585,1,0,2
318532,6,1,0,14753,17989,1,0,3
318533,2,0,0,14754,83029,3,0,2
318537,2,1,0,14775,65364,1,0,2
318543,2,0,0,14775,17528,1,0,3
318545,2,2,0,14754,30850,1,0,3
318546,2,2,0,14755,8982,1,0,2
318547,2,1,0,14775,60907,1,0,3
318550,8,3,0,14753,67871,1,0,2
318557,3,2,0,14752,138745,5,0,2
318561,3,2,0,14755,290158,1,0,3
318563,4,1,0,14753,141775,3,0,2
318564,4,2,0,14752,20643,1,0,3
318569,2,1,0,14752,70068,3,0,2
318573,3,2,0,14753,7186,1,0,2
318579,6,1,0,14775,63817,1,0,2
318580,3,3,0,14755,61866,1,0,3
318583,3,3,0,14775,21061,5,0,2
318584,2,2,0,14754,35672,3,0,3
318586,2,1,0,14752,55770,1,0,2
318592,2,1,0,14753,117129,2,0,2
318593,5,5,0,14755,308696,1,0,2
318600,1,0,0,14753,41083,6,0,2
318601,2,2,0,14755,218229,1,0,2
318602,2,1,0,14775,50357,2,0,3
318606,2,0,0,14755,38666,1,0,2
318607,5,2,0,14774,33742,1,0,2
318608,2,2,0,14752,105301,1,0,2
318614,6,0,0,14755,22952,1,0,2
318615,3,1,0,14774,80797,1,0,2
318624,3,2,0,14755,62021,1,0,3
318626,3,1,0,14752,183377,2,0,2
318627,2,0,0,14755,34442,1,0,2
318628,6,2,0,14775,64280,3,0,2
318629,3,2,0,14774,748,3,0,3
318631,2,0,0,14754,86257,3,0,2
318639,4,1,0,14753,98719,1,0,2
318640,2,1,0,14774,164493,1,0,2
318641,2,1,0,14756,84357,3,0,2
318642,4,2,0,14751,54562,1,0,2
318645,2,0,0,14755,32736,1,0,2
318646,5,1,0,14774,23128,3,0,3
318648,3,0,0,14755,27831,1,0,2
318649,2,0,0,14756,73772,1,0,2
318650,3,1,0,14754,26909,1,0,2
318653,5,4,0,14755,263463,1,0,2
318655,5,2,0,14775,52268,1,0,2
318657,3,2,0,14755,71398,1,0,2
318661,5,2,0,14755,40056,1,0,2
318662,5,2,0,14755,103739,1,0,2
318668,2,1,0,14755,57255,1,0,2
318671,4,1,0,14755,75765,1,0,2
318672,7,0,0,14752,87443,1,0,2
318674,2,0,0,14774,33463,2,0,2
318675,2,1,0,14774,111770,1,0,2
318676,4,1,0,14754,86779,1,0,2
318677,2,1,0,14753,31547,1,0,2
318678,1,0,0,14755,29070,6,0,2
318683,3,2,0,14755,66292,1,0,2
318684,4,1,0,14755,21283,3,0,2
318685,2,1,0,14775,7336,1,0,3
318687,4,1,0,14753,10203,1,0,3
318688,3,1,0,14751,101174,1,0,2
318689,2,1,0,14756,60288,1,0,2
318690,1,1,0,14775,40284,4,0,3
318691,4,3,0,14774,282742,1,0,2
318692,2,2,0,14755,40113,5,0,2
318695,3,3,0,14752,123724,5,0,2
318697,3,2,0,14751,34162,1,0,3
318701,3,2,0,14752,40094,5,0,3
318704,2,0,0,14775,33099,1,0,2
318705,5,1,0,14754,36345,1,0,2
318709,4,1,0,14756,133493,3,0,2
318713,2,0,0,14775,33910,1,0,3
318714,2,1,0,14774,37449,3,0,2
318716,4,4,0,14774,67406,1,0,2
318721,6,4,0,14775,269395,1,0,2
318722,6,1,0,14755,126043,1,0,2
318727,2,0,0,14755,74768,1,0,2
318730,2,0,0,14775,34749,1,0,2
318731,3,1,0,14755,18949,1,0,2
318732,5,2,0,14752,179260,1,0,2
318733,3,1,0,14756,35308,1,0,2
318734,3,2,0,14752,81652,1,0,2
318735,5,1,0,14756,13671,1,0,2
318738,4,1,0,14774,71445,1,0,2
318744,3,1,0,14755,39846,1,0,2
318747,4,3,0,14755,79515,1,0,2
318750,6,1,0,14775,76287,1,0,2
318752,2,1,0,14755,40569,1,0,2
318754,2,2,0,14755,37791,2,0,3
318756,4,2,0,14753,14047,2,0,2
318761,3,2,0,14754,13964,1,0,2
318766,4,1,0,14754,9630,1,0,2
318767,3,1,0,14774,60226,3,0,2
318768,2,0,0,14775,46036,1,0,2
318770,2,0,0,14756,126410,1,0,2
318771,4,3,0,14754,19782,1,0,2
318775,3,2,0,14755,36440,1,0,2
318776,4,2,0,14774,52518,3,0,2
318784,4,2,0,14756,72727,1,0,2
318785,4,2,0,14756,79896,1,0,3
318796,2,2,0,14774,66633,1,0,2
318797,2,0,0,14755,24667,1,0,2
318798,3,2,0,14754,64249,1,0,2
318803,2,1,0,14774,79705,1,0,2
318805,5,2,0,14774,48113,2,0,2
318810,2,1,0,14754,524,2,0,2
318811,2,1,0,14774,114319,1,0,2
318819,4,2,0,14756,61340,2,0,3
318822,2,1,0,14755,283484,1,0,2
318823,4,2,0,14755,33184,1,0,3
318825,3,0,0,14756,80417,1,0,2
318827,4,4,0,14756,104408,2,0,2
318831,4,1,0,14755,19866,1,0,2
318832,4,3,0,14754,110990,1,0,2
318838,5,2,0,14775,90339,3,0,3
318840,2,1,0,14756,108870,1,0,2
318842,2,1,0,14774,61000,1,0,2
318844,2,1,0,14755,207848,1,0,2
318846,2,1,0,14755,49277,3,0,2
318847,2,0,0,14751,32792,3,0,2
318848,6,2,0,14774,77569,3,0,2
318849,2,2,0,14754,87206,5,0,2
318850,4,2,0,14774,69262,1,0,2
318852,4,0,0,14753,56482,1,0,2
318855,3,2,0,14752,78138,1,0,2
318856,3,1,0,14756,118716,3,0,2
318861,2,0,0,14755,119938,7,0,2
318864,5,1,0,14774,126776,2,0,3
318865,2,0,0,14775,15725,1,0,2
322209,4,2,0,14941,161970,1,0,8
322210,2,1,0,14959,45908,2,0,2
322213,2,0,0,14967,62979,1,0,2
322215,2,2,0,14940,290972,3,0,2
322216,3,1,0,14941,48617,1,0,8
322219,2,0,0,14960,45869,1,0,3
322222,3,2,0,14941,131413,1,0,8
322223,2,0,0,14941,53379,1,0,3
322224,3,0,0,14961,119927,1,0,2
322226,4,3,0,14966,102071,1,0,2
322227,1,1,0,14962,116073,6,0,2
322232,2,1,0,14940,25192,1,0,8
322234,2,0,0,14940,39215,1,0,2
322237,3,3,0,14941,64253,1,0,8
322238,2,1,0,14941,59511,1,0,2
322240,4,2,0,14940,38701,3,0,2
322243,2,1,0,14940,5148,1,0,8
322244,4,2,0,14961,91961,1,0,2
322249,2,0,0,14966,95770,1,0,2
322251,2,1,0,14940,210261,2,0,2
322252,2,1,0,14944,288767,2,0,8
322259,2,0,0,14940,20416,1,0,8
322262,5,1,0,14941,2574,1,0,8
322264,2,1,0,14940,312584,3,0,3
322265,2,0,0,14940,240693,1,0,8
322267,4,3,0,14941,187769,1,0,8
322271,2,0,0,14964,17495,1,0,2
322272,6,1,0,14940,17433,1,0,8
322275,3,2,0,14962,127713,1,0,2
322276,2,1,0,14941,27596,5,0,8
322277,3,1,0,14940,41210,2,0,2
322279,3,1,0,14941,146469,3,0,2
322281,2,0,0,14941,283915,1,0,8
322282,3,1,0,14940,7914,5,0,2
322283,2,1,0,14959,69831,2,0,2
322284,2,0,0,14961,64677,1,0,2
322285,3,2,0,14961,4577,1,0,2
322288,2,1,0,14940,145088,3,0,3
322290,4,0,0,14944,37260,1,0,8
322292,3,1,0,14967,180846,1,0,2
322294,3,0,0,14940,85559,3,0,8
322295,4,2,0,14940,53224,3,0,2
322296,3,0,0,14940,92516,1,0,2
322297,4,1,0,14940,50823,1,0,8
322298,1,0,0,14966,14827,6,0,2
322299,2,1,0,14963,73152,1,0,2
322300,2,1,0,14940,21422,1,0,2
322303,2,1,0,14959,33060,5,0,2
322307,2,0,0,14944,69152,1,0,8
322308,2,1,0,14940,1207,1,0,2
322312,3,2,0,14944,75187,1,0,8
322313,2,1,0,14941,91893,2,0,8
322316,6,1,0,14961,41450,1,0,2
322317,4,1,0,14941,122008,1,0,2
322319,2,1,0,14967,92654,1,0,2
322321,5,1,0,14941,6166,1,0,8
322323,3,0,0,14959,49894,1,0,2
322328,2,2,0,14941,172098,1,0,8
322333,2,1,0,14944,53533,1,0,8
322334,2,1,0,14940,39061,3,0,2
322336,3,2,0,14940,77085,1,0,2
322338,2,1,0,14960,36900,1,0,2
322340,3,2,0,14940,74848,3,0,2
322343,2,0,0,14960,157059,2,0,2
322345,4,2,0,14940,157979,1,0,2
322347,3,2,0,14967,82441,3,0,2
322348,6,5,0,14940,114531,1,0,8
322350,3,2,0,14941,126479,3,0,8
322351,2,2,0,14940,89491,1,0,2
322352,3,1,0,14966,238930,3,0,2
322353,3,1,0,14961,128484,3,0,2
322354,6,3,0,14966,144474,1,0,2
322356,3,2,0,14940,112182,1,0,2
322357,5,3,0,14961,75051,1,0,2
322358,3,0,0,14941,42649,1,0,8
322359,2,2,0,14967,274654,1,0,3
322361,2,2,0,14941,29924,7,0,8
322363,2,1,0,14963,56398,5,0,2
322365,2,2,0,14944,156445,1,0,8
322366,2,1,0,14962,35597,1,0,2
322367,2,0,0,14944,19805,1,0,8
322368,2,0,0,14940,83458,3,0,2
322372,1,0,0,14964,6134,4,0,2
322373,4,2,0,14944,4895,1,0,8
322375,4,2,0,14944,179618,1,0,8
322378,2,0,0,14966,40849,1,0,2
322380,2,1,0,14940,4196,1,0,8
322382,5,1,0,14941,4227,1,0,8
322384,1,0,0,14940,142018,4,0,2
322385,2,1,0,14941,49468,7,0,8
322386,2,2,0,14940,128792,1,0,2
322387,3,2,0,14966,2765,1,0,2
322388,2,1,0,14944,30220,1,0,8
322390,4,3,0,14944,131259,1,0,8
322393,2,0,0,14941,116381,5,0,8
322394,2,0,0,14941,64819,1,0,8
322395,6,2,0,14940,109412,1,0,2
322397,5,1,0,14963,110589,3,0,3
322398,2,0,0,14941,34510,1,0,8
322399,2,1,0,14941,131567,1,0,8
322401,1,1,0,14941,105396,4,0,8
322402,2,2,0,14940,41809,5,0,8
322403,2,0,0,14940,272448,1,0,8
322404,4,2,0,14940,65527,1,0,8
322406,2,1,0,14966,114839,1,0,2
322409,6,2,0,14967,51675,1,0,3
322410,3,1,0,14940,8994,1,0,8
322414,5,0,0,14959,32608,1,0,2
322415,3,1,0,14940,88814,1,0,8
322417,2,2,0,14940,44449,1,0,8
322419,2,1,0,14961,51520,7,0,3
322420,2,2,0,14941,103595,1,0,8
322421,4,3,0,14940,66941,1,0,8
322425,2,0,0,14959,96186,1,0,2
322427,2,0,0,14941,18054,1,0,8
322429,6,1,0,14940,25899,1,0,2
322430,2,1,0,14941,104841,3,0,8
322431,2,2,0,14940,32245,3,0,2
322432,2,0,0,14940,8613,5,0,2
322433,3,2,0,14940,265392,1,0,2
322435,3,2,0,14940,98610,5,0,8
322437,2,1,0,14940,53107,1,0,3
322439,3,3,0,14941,124707,1,0,8
322440,2,2,0,14940,8072,1,0,8
322441,3,3,0,14940,92377,3,0,8
322442,2,1,0,14966,151380,3,0,2
322443,2,0,0,14966,50862,5,0,2
322444,2,1,0,14966,260540,5,0,2
322445,5,4,0,14940,250397,1,0,2
322446,4,1,0,14967,65314,3,0,2
322447,4,2,0,14966,7754,3,0,3
322449,4,2,0,14944,16130,3,0,8
322450,2,0,0,14941,64040,1,0,8
322455,5,0,0,14944,94315,3,0,8
322456,4,2,0,14959,167801,1,0,2
322457,2,0,0,14941,73763,1,0,8
322459,2,0,0,14944,116304,7,0,8
322461,4,3,0,14944,103456,2,0,8
322462,4,2,0,14962,245104,7,0,2
322463,2,0,0,14961,47301,1,0,2
322466,2,2,0,14940,75661,1,0,2
322468,3,2,0,14963,148157,1,0,2
322469,3,1,0,14944,1525,1,0,8
322471,2,1,0,14964,2351,5,0,3
322472,4,2,0,14963,143860,1,0,2
322474,4,2,0,14940,18223,1,0,2
322479,3,2,0,14961,255248,1,0,2
322480,3,3,0,14961,265833,1,0,2
322483,3,2,0,14941,125477,1,0,8
322484,7,1,0,14961,4386,1,0,2
322485,3,2,0,14962,52526,3,0,2
322486,2,2,0,14959,84203,1,0,3
322489,2,2,0,14940,97155,1,0,3
322490,2,1,0,14940,106919,1,0,2
322491,4,2,0,14941,275095,1,0,8
322493,4,1,0,14940,49972,3,0,8
322494,2,1,0,14967,80474,7,0,2
322495,3,2,0,14963,40554,1,0,2
322497,4,1,0,14967,50553,1,0,2
322498,2,1,0,14962,42169,7,0,2
322499,4,1,0,14940,115996,3,0,2
322504,7,3,0,14940,6229,1,0,8
322505,4,2,0,14941,124630,2,0,2
322507,3,1,0,14961,41659,1,0,2
322508,2,2,0,14941,45482,1,0,8
322511,3,1,0,14944,65880,1,0,8
322512,2,1,0,14941,52643,5,0,8
322515,3,2,0,14940,177316,5,0,2
322516,4,2,0,14940,163964,1,0,2
322517,3,1,0,14940,4354,1,0,8
322518,2,0,0,14940,66729,1,0,2
322519,2,1,0,14941,271566,1,0,8
322523,2,2,0,14940,108996,1,0,8
322524,2,0,0,14959,125323,2,0,2
322525,3,2,0,14941,26324,1,0,2
322527,3,1,0,14961,45985,5,0,2
322528,2,0,0,14944,63545,1,0,8
322529,4,1,0,14940,109343,1,0,8
322532,2,1,0,14940,97362,1,0,8
322533,5,1,0,14941,77628,1,0,8
322536,2,1,0,14940,59229,3,0,8
322542,3,3,0,14941,86847,1,0,8
322548,2,1,0,14944,14703,1,0,8
322550,5,4,0,14941,48966,1,0,8
322551,5,4,0,14940,117768,3,0,8
322552,3,2,0,14940,6992,1,0,2
322554,2,0,0,14941,129177,1,0,8
322555,2,0,0,14966,40502,1,0,2
322556,5,1,0,14961,104495,1,0,2
322558,2,0,0,14966,243340,7,0,2
322560,2,2,0,14960,58097,1,0,2
322562,2,1,0,14941,168415,1,0,8
322564,2,1,0,14944,29078,7,0,8
322565,2,1,0,14941,7564,7,0,8
322566,5,2,0,14940,53688,1,0,8
322570,2,1,0,14941,8803,1,0,8
322571,4,2,0,14941,41059,1,0,8
322573,3,2,0,14941,166113,1,0,8
322574,2,1,0,14941,16006,1,0,8
322577,4,2,0,14959,164731,1,0,3
322582,2,1,0,14966,130411,1,0,2
322583,2,0,0,14940,114762,5,0,8
322585,3,1,0,14960,96462,3,0,2
322590,2,2,0,14940,127790,5,0,2
322591,2,0,0,14940,273772,1,0,2
322592,2,2,0,14940,117075,7,0,3
322595,2,1,0,14941,72068,1,0,8
322597,3,1,0,14966,104703,2,0,2
322598,4,2,0,14944,268038,1,0,8
322600,2,0,0,14944,74576,1,0,8
322604,3,2,0,14941,79186,1,0,8
322605,2,2,0,14941,199236,1,0,8
322607,3,2,0,14940,166727,1,0,8
322608,2,0,0,14940,170871,1,0,2
322610,2,1,0,14944,67296,1,0,8
322615,4,1,0,14944,46759,1,0,8
322616,2,1,0,14940,155523,1,0,8
322617,4,4,0,14959,115148,3,0,2
322622,4,2,0,14962,44328,1,0,2
322629,4,2,0,14941,117383,1,0,8
322631,5,3,0,14960,49740,1,0,2
322633,5,2,0,14962,67012,1,0,2
322634,4,0,0,14966,42349,3,0,2
322635,2,1,0,14941,236724,7,0,8
322636,3,2,0,14959,110520,5,0,2
322638,3,1,0,14940,186886,1,0,2
322639,3,2,0,14941,150306,1,0,8
322641,3,2,0,14941,173633,1,0,8
322644,2,1,0,14941,85898,1,0,8
