household_id,model_choice,override_choice,util_drivers_2,util_drivers_3,util_drivers_4_up,util_persons_16_17,util_persons_18_24,util_persons_25_34,util_presence_children_0_4,util_presence_children_5_17,util_num_workers_clip_3,util_hh_income_0_30k,util_hh_income_30_75k,util_hh_income_75k_up,util_density_0_10_no_workers,util_density_10_up_no_workers,util_density_0_10_workers,util_density_10_up_workers,util_asc,util_asc_san_francisco,util_asc_solano,util_asc_napa,util_asc_sonoma,util_asc_marin,util_retail_auto_no_workers,util_retail_auto_workers,util_retail_transit_no_workers,util_retail_transit_workers,util_retail_non_motor_no_workers,util_retail_non_motor_workers,util_auto_time_saving_per_worker,TAZ,income,hhsize,HHT,auto_ownership,num_workers,chunk_id,income_in_thousands,income_segment,median_value_of_time,hh_value_of_time,num_non_workers,num_drivers,num_adults,num_children,num_young_children,num_children_5_to_15,num_children_16_to_17,num_college_age,num_young_adults,non_family,family,home_is_urban,home_is_rural,hh_work_auto_savings_ratio,auPkRetail,auPkTotal,auOpRetail,auOpTotal,trPkRetail,trPkTotal,trOpRetail,trOpTotal,nmRetail,nmTotal,DISTRICT,SD,county_id,TOTHH,TOTPOP,TOTACRE,RESACRE,CIACRE,TOTEMP,AGE0519,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,area_type,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,household_density,employment_density,density_index
29304,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,0.0,0.0,10.0,46.91110757846511,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.075380325317383,0.0,7.280016899108887,0.0,8.27053165435791,0.0,0.0,16,28300,1,4,1,0,1985,28.3,1,6.01,13.728572262165498,1,1,1,0,0,0,0,0,0,True,False,True,False,0.0,10.07603,12.99288,10.0741205,12.99551,7.3116975,10.657992,7.218519,10.559569,8.270532,11.393511,1,1,1,6164,10272,123.4,13.73247,72.0,23407,279,2791,11982,4588,3569,65,412,164.00706,532.0228900000002,0,0.0,0.0,0.0,2,4.75017,71.8980801556283,273.02374467923295,56.91110757846511
29317,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,10.0,46.91110757846511,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.075380325317383,0.0,7.280016899108887,0.0,8.27053165435791,0.0,0.0,16,4600,1,4,0,0,352,4.6,1,6.01,2.779858645924135,1,1,1,0,0,0,0,0,0,True,False,True,False,0.0,10.07603,12.99288,10.0741205,12.99551,7.3116975,10.657992,7.218519,10.559569,8.270532,11.393511,1,1,1,6164,10272,123.4,13.73247,72.0,23407,279,2791,11982,4588,3569,65,412,164.00706,532.0228900000002,0,0.0,0.0,0.0,2,4.75017,71.8980801556283,273.02374467923295,56.91110757846511
29448,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,46.91110757846511,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.075380325317383,0.0,7.280016899108887,0.0,8.27053165435791,0.0,0.0,16,0,1,6,1,0,102,0.0,1,6.01,7.382278559036503,1,1,1,0,0,0,0,0,1,True,False,True,False,0.0,10.07603,12.99288,10.0741205,12.99551,7.3116975,10.657992,7.218519,10.559569,8.270532,11.393511,1,1,1,6164,10272,123.4,13.73247,72.0,23407,279,2791,11982,4588,3569,65,412,164.00706,532.0228900000002,0,0.0,0.0,0.0,2,4.75017,71.8980801556283,273.02374467923295,56.91110757846511
29823,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,0.0,0.0,10.0,36.99470965368482,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.085410118103027,0.0,6.921069145202637,0.0,7.707876682281494,0.0,0.0,17,24200,1,4,1,0,633,24.2,1,6.01,5.6289948305532915,1,1,1,0,0,0,0,0,0,True,False,True,False,0.0,10.085503,12.971278,10.085229,12.9745455,6.956006,10.037817,6.853249,9.925915,7.7078767,10.836065,1,1,1,4075,7119,152.3,23.84518,36.0,9077,193,287,3374,1494,3691,5,226,109.0,477.0,1,0.0,0.0,0.0,1,4.58156,68.09236767271817,151.67470462951235,46.99470965368482
30431,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,0.0,0.0,10.0,61.29762397185796,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.117303848266602,0.0,7.594945907592773,0.0,7.614642143249512,0.0,0.0,31,17400,1,4,0,0,1145,17.4,1,6.01,2.5818447836523175,1,1,1,0,0,0,0,0,0,True,False,True,False,0.0,10.116565,12.975311,10.118738,12.977828,7.6764555,10.641807,7.4367213,10.377138,7.614642,10.78772,1,1,1,2728,4140,32.0,8.53555,9.0,2308,257,63,962,1064,175,0,44,121.60844,166.41154,1,0.0,0.0,0.0,1,4.59279,155.5696855815757,131.61834102722753,71.29762397185796
30557,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,10.0,35.522048134388626,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.090359687805176,0.0,7.4556732177734375,0.0,7.615859508514404,0.0,0.0,32,12200,1,6,0,0,979,12.2,1,6.01,16.47829913657701,1,1,1,0,0,0,0,0,0,True,False,True,False,0.0,10.089522,12.950761,10.091985,12.953366,7.5130525,10.674119,7.34429,10.46838,7.6158595,10.722516,1,1,1,3097,5248,58.0,21.0,13.0,3094,376,204,731,1673,402,0,84,95.0,130.0,1,0.0,0.0,0.0,1,4.5433,91.08823529411765,91.0,45.522048134388626
30741,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.74,0.0,0.0,10.0,16.093915755057605,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.91113567352295,0.0,6.959222316741943,0.0,7.244861125946045,0.0,0.0,40,12740,1,4,0,0,784,12.74,1,6.01,1.2605179654541412,1,1,1,0,0,0,0,0,0,True,False,True,False,0.0,9.908647,12.757427,9.915966,12.763387,6.953754,9.884216,6.969836,9.8720255,7.244861,9.614935,1,1,1,2764,4538,128.0,43.0,28.0,5619,140,954,776,1928,672,3,1286,182.22881,593.4975,2,2480.03442,0.0,0.0,1,4.43027,38.929577464788736,79.14084507042253,26.093915755057605
30795,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.9286938796026156,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.240036010742188,0.0,4.042025566101074,0.0,0.0,0.0,0.0,42,16000,1,4,1,0,500,16.0,1,6.01,5.825752683335598,1,1,1,0,0,0,0,0,0,True,False,True,False,0.0,9.0629635,11.949824,9.583766,12.470022,4.1358066,7.4133162,3.8599794,7.152,0.0,0.0,1,1,1,3783,12685,628.0,147.44588000000005,484.0,694,1792,1,98,132,410,1,52,0.0,0.0,3,0.0,0.0,0.0,2,1.28955,5.991012246370188,1.0990648953161275,0.9286938796026156
31152,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,10.0,12.056656085976964,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.059919357299805,0.0,7.403460502624512,0.0,7.08221435546875,0.0,0.0,46,16000,1,4,0,0,1971,16.0,1,6.01,1.0,1,1,1,0,0,0,0,0,1,True,False,True,False,0.0,10.056649,12.885131,10.066265,12.895187,7.4595513,10.516096,7.2945766,10.317262,7.0822144,9.946215,2,2,1,4324,7060,102.0,42.19071,8.0,1488,267,118,386,659,283,0,42,75.0,102.0,1,0.0,0.0,0.0,1,4.37996,86.15140132506593,29.64692071500881,22.056656085976964
31397,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,6.98232989296636,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.544903755187988,0.0,5.5059380531311035,0.0,5.332522392272949,0.0,0.0,54,22500,1,4,1,0,773,22.5,1,6.01,12.780255336239922,1,1,1,0,0,0,0,0,0,True,False,True,False,0.0,9.53571,12.097771,9.562748,12.125427,5.583303,8.053674,5.355758,7.836777,5.3325224,6.5339365,2,2,1,2794,6751,257.0,105.0,4.0,1046,782,378,165,415,71,0,17,0.0,0.0,3,0.0,0.0,0.0,1,2.37288,25.63302752293578,9.596330275229358,6.98232989296636
31532,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.38017783203286015,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.788293838500977,0.0,6.542482376098633,0.0,6.26651668548584,0.0,0.0,62,1000,1,4,0,0,1888,1.0,1,6.01,3.6447392754760393,1,1,1,0,0,0,0,1,0,True,False,True,False,0.0,9.780913,12.434891,9.802619,12.451201,6.5536737,9.177165,6.520757,9.162252,6.2665167,7.8320513,2,2,1,3347,7567,158.0,80.0,11.0,1316,859,273,242,473,290,1,37,0.0,0.0,2,0.0,0.0,0.0,2,2.94607,36.78021978021978,14.461538461538462,10.38017783203286
31573,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,10.0,0.38017783203286015,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.788293838500977,0.0,6.542482376098633,0.0,6.26651668548584,0.0,0.0,62,26000,1,6,1,0,774,26.0,1,6.01,15.066360308975625,1,1,1,0,0,0,0,0,0,True,False,True,False,0.0,9.780913,12.434891,9.802619,12.451201,6.5536737,9.177165,6.520757,9.162252,6.2665167,7.8320513,2,2,1,3347,7567,158.0,80.0,11.0,1316,859,273,242,473,290,1,37,0.0,0.0,2,0.0,0.0,0.0,2,2.94607,36.78021978021978,14.461538461538462,10.38017783203286
31609,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,7.962630048959608,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.812845230102539,0.0,6.1714067459106445,0.0,5.920677185058594,0.0,0.0,63,11000,1,6,0,0,1709,11.0,1,6.01,4.2389574059556265,1,1,1,0,0,0,0,1,0,True,False,True,False,0.0,9.805497,12.444323,9.827108,12.460843,6.233899,8.899357,6.0500965,8.659,5.920677,7.6470942,2,2,1,2271,5413,129.0,71.0,5.0,825,621,171,165,346,115,0,28,0.0,0.0,2,0.0,0.0,0.0,1,2.58641,29.88157894736842,10.855263157894736,7.962630048959608
31680,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.058532701147344,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.846161842346191,0.0,7.090522766113281,0.0,6.406569957733154,0.0,0.0,65,0,1,4,1,0,1244,0.0,1,6.01,1.0063922266207643,1,1,1,0,0,0,0,0,1,True,False,True,False,0.0,9.839087,12.522333,9.859896,12.53683,7.1003695,9.777047,7.0714087,9.7418165,6.40657,8.091357,2,2,1,2509,5582,136.0,56.0,14.0,1438,581,293,325,496,261,0,63,0.0,0.0,2,0.0,0.0,0.0,2,3.14856,35.84285714285714,20.542857142857144,13.058532701147344
