person_id,income_segment,TAZ,model_choice,override_choice
2034251,2,150,163,12
2034478,2,180,19,15
2043866,2,140,90,29
2043868,2,140,108,115
2043882,2,143,12,153
2043883,2,143,53,2
2045453,2,184,149,129
2045455,2,184,105,177
2045504,2,185,146,4
2045506,2,185,75,170
2071692,2,77,108,15
2071693,2,77,125,100
2072361,2,137,165,107
2072362,2,137,21,11
2072822,2,173,62,12
2072824,2,173,178,92
2072955,2,182,60,183
2072956,2,182,8,132
2073011,2,189,11,22
2073012,2,189,87,10
2090474,2,167,73,91
2090475,2,167,172,9
2090476,2,167,139,115
2090720,2,185,106,131
2090721,2,185,6,185
2090722,2,185,73,172
2090723,2,185,175,2
2090724,2,185,9,145
2090725,2,185,118,10
2105177,2,29,65,77
2105178,2,29,122,2
2105179,2,29,152,12
2106416,2,93,100,5
2106417,2,93,19,43
2106418,2,93,163,2
2106494,1,96,184,46
2106495,1,96,149,88
2106496,1,96,121,133
2107085,2,112,77,12
2107086,2,112,47,4
2107087,2,112,99,116
2107325,1,122,75,30
2107326,1,122,59,107
2107327,1,122,52,22
2108180,2,177,40,90
2108181,2,177,185,111
2108182,2,177,157,13
2108192,2,177,2,175
2108193,2,177,17,92
2108194,2,177,138,182
2108297,2,180,173,66
2108298,2,180,150,4
2108299,2,180,31,73
2126516,2,131,168,2
2126612,2,137,120,110
2126615,2,137,189,188
2127593,2,184,113,153
2159555,2,37,177,7
2159915,2,57,64,4
2160227,2,62,124,55
2182766,2,44,125,83
2182767,2,44,135,41
2183324,2,134,171,7
2183325,2,134,23,24
2184161,2,165,126,11
2184163,2,165,135,133
2219843,2,11,68,145
2219844,2,11,73,14
2220401,2,21,11,1
2220402,2,21,189,5
2220674,2,30,35,9
2220675,2,30,168,108
2220710,2,30,79,32
2220711,2,30,108,24
2220773,2,30,22,2
2220774,2,30,172,2
2220866,2,30,123,9
2220867,2,30,8,12
2221454,2,41,2,10
2221455,2,41,105,89
2223704,2,113,166,15
2223705,2,113,49,4
2223737,2,113,158,14
2223738,2,113,67,4
2224292,2,149,14,1
2224294,2,149,84,4
2254409,2,7,104,2
2254410,2,7,178,7
2254411,2,7,135,7
2254466,2,20,177,12
2254467,2,20,15,5
2254468,2,20,110,1
2255051,2,109,152,41
2255052,2,109,153,142
2255053,2,109,178,112
2255618,2,110,123,14
2255619,2,110,9,13
2255620,2,110,115,108
2271375,2,137,16,133
2271476,2,139,189,186
2272941,2,167,157,190
2297234,2,147,90,145
2297698,1,166,51,15
2311786,2,140,72,139
2311787,2,140,172,142
2312526,2,161,112,6
2312529,2,161,16,19
2312941,2,166,52,1
2312942,2,166,163,53
2313543,2,169,84,17
2313544,2,169,53,16
2356116,2,101,138,2
2356122,2,101,53,6
2376191,2,149,44,115
2376192,2,149,88,91
2376194,2,149,101,115
2377183,2,161,117,90
2377184,2,161,77,133
2377186,2,161,149,29
2377983,2,167,4,115
2377984,2,167,106,62
2377985,2,167,15,167
2377986,2,167,12,128
2377987,2,167,187,76
2378530,2,177,36,5
2378532,2,177,134,24
2378533,2,177,90,7
2415904,2,84,105,186
2415906,2,84,61,24
2415907,2,84,147,1
2415918,2,86,5,90
2415919,2,86,131,41
2415920,2,86,26,4
2415921,2,86,131,16
2415922,2,86,122,9
2417465,2,149,68,21
2417467,2,149,123,69
2417468,2,149,25,7
2417470,2,149,36,9
2417946,2,149,163,32
2417948,2,149,74,148
2417949,2,149,170,100
2473295,2,59,63,82
2473552,2,77,187,97
2475819,2,144,115,113
2477294,2,163,161,20
2477971,2,168,120,72
2478206,2,173,1,92
2478548,2,179,24,177
2478566,2,179,167,169
2479319,2,184,1,94
2479364,2,184,64,87
2479621,1,185,138,92
2566679,2,21,9,9
2567797,2,61,34,40
2567936,2,62,100,19
2568143,2,67,88,14
2568391,2,84,1,4
2568573,2,99,184,16
2570392,2,163,77,106
2570515,2,166,142,12
2570926,2,183,189,10
2615799,2,55,188,102
2615800,2,55,130,26
2615929,2,59,9,7
2615930,2,59,153,142
2615933,2,59,116,52
2615935,2,59,167,145
2617591,2,135,187,105
2617592,2,135,131,133
2618249,2,138,128,142
2618250,2,138,112,150
2618649,2,140,11,139
2618650,2,140,57,31
2619764,2,153,169,1
2619766,2,153,28,17
2622271,2,168,160,18
2622272,2,168,137,167
2622767,2,174,9,91
2622769,2,174,1,14
2623845,2,185,187,33
2623846,2,185,60,25
2746716,2,10,100,162
2746718,2,10,158,11
2748347,2,34,54,4
2748349,2,34,75,17
2751602,2,87,20,3
2751603,2,87,41,9
2754875,2,165,140,10
2754878,2,165,104,11
2755203,2,176,97,90
2755204,2,176,91,184
2821499,2,133,44,116
2821500,2,133,138,92
2821504,2,133,39,133
2821882,2,134,66,190
2821883,2,134,161,162
2821884,2,134,100,104
2821886,2,134,156,115
2822430,2,139,100,16
2822431,2,139,3,116
2822433,2,139,122,115
2822440,2,139,134,41
2822442,2,139,10,188
2822443,2,139,123,14
2822444,2,139,139,112
2824816,2,179,144,41
2824817,2,179,20,24
2824820,2,179,8,137
2878747,2,44,159,15
2878748,2,44,103,3
2878751,2,44,1,105
2879271,2,58,104,10
2879276,2,58,63,13
2879278,2,58,184,22
2880202,2,70,155,1
2880203,2,70,9,47
2880204,2,70,63,4
2881673,2,102,43,41
2881674,2,102,99,15
2881675,2,102,188,91
2881676,2,102,110,115
2881677,2,102,100,10
2881916,2,108,93,117
2881921,2,108,115,143
2881922,2,108,109,70
2881923,2,108,145,100
2885128,2,149,64,2
2885129,2,149,7,7
2885130,2,149,40,10
2950155,2,58,63,71
2950163,2,59,95,4
2950432,2,125,8,41
2950476,2,132,37,89
2950714,2,179,90,16
2957170,2,7,70,2
2957182,2,7,36,15
2957265,2,9,50,14
2958257,1,35,93,142
2958389,2,38,25,4
2958488,2,40,22,11
2958835,1,46,53,4
2958901,2,46,62,12
2959041,1,48,190,133
2959295,2,59,59,54
2959311,2,62,110,24
2959524,2,73,33,25
3028807,2,92,102,133
3029149,2,131,121,138
3029208,2,131,82,124
3029352,2,133,44,108
3029613,1,147,124,12
3029799,2,166,58,115
3030343,2,176,156,139
3030935,2,186,138,186
3061965,2,26,24,5
3063331,2,54,57,91
3063451,2,62,70,4
3064115,2,93,36,166
3064553,2,175,186,47
3073778,2,169,17,32
3073779,2,169,104,47
3073800,2,171,13,101
3073801,2,171,1,87
3082594,2,17,15,4
3082595,2,17,173,14
3082760,2,22,99,72
3082761,2,22,45,2
3082978,2,33,38,12
3082979,2,33,40,9
3083394,2,46,123,9
3083395,2,46,68,22
3083578,2,58,169,58
3083579,2,58,53,130
3084422,2,75,70,32
3084423,2,75,69,92
3096786,2,131,173,115
3097284,2,167,44,116
3113246,2,49,117,90
3113276,2,58,69,115
3117491,2,184,22,112
3117492,2,184,26,15
3160628,2,134,177,133
3160633,2,134,82,165
3161457,2,169,58,92
3161458,2,169,168,79
3175210,2,21,135,4
3175211,2,21,187,3
3175548,2,58,37,169
3175549,2,58,177,13
3181806,2,59,66,4
3181808,2,59,17,53
3181809,2,59,127,5
3188871,2,38,27,4
3188872,2,38,13,115
3188873,2,38,74,5
3199522,3,129,1,70
3199772,3,137,53,111
3199812,3,140,181,23
3199882,3,154,149,148
3199961,3,166,100,142
3200010,3,168,65,2
3200107,3,170,14,14
3232627,3,9,91,1
3232744,3,10,41,16
3233118,3,17,72,1
3233184,3,17,68,110
3233400,3,17,105,14
3233428,3,17,170,116
3233570,3,18,121,2
3233878,3,27,74,29
3233968,3,28,128,37
3234008,3,29,40,31
3234164,3,29,69,29
3234260,3,30,50,94
3234475,3,30,7,32
3234712,3,32,122,15
3235243,3,35,58,24
3235248,3,35,138,24
3235265,3,35,137,107
3235499,3,38,3,1
3235563,3,38,167,41
3236321,3,43,50,91
3236382,3,43,31,98
3236857,2,46,91,2
3237019,3,46,165,17
3237417,3,48,110,69
3237632,3,50,173,164
3237712,3,50,51,37
3238129,3,54,169,87
3238167,3,55,165,7
3238189,3,58,117,1
3238798,3,67,46,14
3238827,3,68,132,102
3238877,3,69,171,94
3239037,3,70,22,21
3239039,3,70,76,26
3239331,3,73,114,144
3239602,3,76,107,2
3239930,3,79,136,101
3240200,3,81,31,87
3240208,3,81,13,2
3240481,3,84,124,32
3240759,3,86,158,19
3240842,3,86,82,22
3240874,3,87,61,2
3241355,3,91,107,21
3241470,2,93,156,176
3242351,3,100,161,12
3242362,3,101,16,116
3242594,3,102,28,2
3242753,3,103,115,74
3242757,3,103,87,91
3242964,3,105,37,116
3243385,2,114,190,18
3243694,3,123,152,117
3243814,3,127,7,170
3243929,3,128,63,9
3244083,3,133,116,169
3244174,3,172,38,186
3244201,3,174,136,5
3244280,2,175,179,90
3244329,3,175,95,111
3244460,3,177,83,9
3244576,3,180,92,14
3282786,3,54,103,8
3283070,3,78,1,11
3283164,3,98,129,30
3283213,3,113,145,14
3284150,3,162,175,79
3284284,3,168,94,2
3284428,3,169,126,87
3328727,3,11,107,21
3328834,3,20,142,1
3329108,3,31,84,142
3330266,3,83,86,16
3331178,3,111,140,1
3331221,3,113,160,2
3331609,3,131,151,124
3353448,3,49,165,92
3353449,3,49,129,13
3353454,3,49,96,33
3353455,3,49,109,147
3353478,3,50,60,7
3353479,3,50,77,92
3354076,3,72,165,86
3354077,3,72,59,34
3354780,3,113,40,2
3354781,3,113,21,59
3356628,3,138,7,115
3356629,3,138,147,16
3356642,3,138,125,142
3356643,3,138,22,79
3356968,3,144,36,159
3356969,3,144,152,144
3357684,3,163,101,2
3357685,3,163,19,133
3357714,3,163,153,112
3357715,3,163,59,18
3357776,3,164,128,147
3357777,3,164,79,21
3357806,3,165,166,11
3357807,3,165,3,106
3357900,3,166,81,165
3357901,3,166,5,106
3358136,3,168,161,75
3358137,3,168,92,4
3358296,3,169,94,91
3358297,3,169,154,188
3358476,3,170,130,123
3358477,3,170,99,7
3358750,3,174,88,166
3358751,3,174,29,10
3359546,3,184,141,142
3359547,3,184,170,82
3495174,3,9,102,17
3495175,3,9,138,78
3495548,3,11,32,22
3495549,3,11,154,82
3496152,3,16,181,91
3496153,3,16,146,107
3496612,3,18,49,37
3496613,3,18,174,41
3496776,3,21,6,10
3496777,3,21,95,23
3497106,3,28,79,6
3497107,3,28,29,113
3497298,3,29,102,2
3497299,3,29,25,142
3497318,3,29,71,2
3497319,3,29,177,11
3497616,3,29,31,7
3497617,3,29,13,14
3497772,3,30,111,36
3497773,3,30,47,5
3497812,3,30,107,91
3497813,3,30,145,110
3498178,3,31,185,2
3498179,3,31,14,7
3498330,3,32,59,111
3498331,3,32,171,77
3498346,3,32,188,4
3498347,3,32,94,115
3498508,3,32,181,19
3498509,3,32,139,13
3499866,3,38,65,2
3499867,3,38,151,57
3499868,3,38,105,5
3499869,3,38,149,40
3502902,3,48,93,123
3502903,3,48,4,2
3503482,3,51,145,5
3503483,3,51,106,115
3503690,3,54,8,91
3503691,3,54,52,14
3503752,3,54,175,2
3503753,3,54,59,123
3503806,3,54,25,115
3503807,3,54,163,1
3504498,3,60,148,37
3504499,3,60,76,107
3504648,3,60,119,29
3504649,3,60,164,7
3504890,3,62,118,107
3504891,3,62,12,131
3505096,3,62,170,142
3505097,3,62,93,91
3505324,3,63,115,133
3505325,3,63,22,92
3505526,3,63,120,110
3505527,3,63,69,106
3506018,3,65,55,174
3506019,3,65,13,170
3506338,3,67,173,106
3506339,3,67,160,92
3506742,3,69,106,12
3506743,3,69,174,2
3506848,3,69,5,22
