DDP,EARNS,ESR,GRADE,HOURS,MSP,PAUG,PERID,PNUM,POVERTY,RELATE,WEEKS,age,household_id,padkid,pagecat,pemploy,pstudent,ptype,sex
-1,-1,-1,-1,-1,-1,-1,279333,1,-1,-1,-1,47,270580,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279334,1,-1,-1,-1,47,270581,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279335,1,-1,-1,-1,47,270582,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279336,1,-1,-1,-1,47,270583,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279337,1,-1,-1,-1,47,270584,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279338,1,-1,-1,-1,47,270585,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279339,1,-1,-1,-1,47,270586,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279340,1,-1,-1,-1,47,270589,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279341,1,-1,-1,-1,47,270590,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279342,1,-1,-1,-1,47,270591,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279343,1,-1,-1,-1,47,270592,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279344,1,-1,-1,-1,47,270593,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279345,1,-1,-1,-1,47,270594,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279346,1,-1,-1,-1,47,270595,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279347,1,-1,-1,-1,47,270596,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279348,1,-1,-1,-1,47,270599,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279349,1,-1,-1,-1,47,270600,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279350,1,-1,-1,-1,47,270601,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279351,1,-1,-1,-1,47,270602,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279352,1,-1,-1,-1,47,270603,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279353,1,-1,-1,-1,47,270604,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279354,1,-1,-1,-1,47,270605,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279355,1,-1,-1,-1,47,270608,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279356,1,-1,-1,-1,47,270609,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279357,1,-1,-1,-1,47,270610,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279358,1,-1,-1,-1,47,270612,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279359,1,-1,-1,-1,47,270613,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279360,1,-1,-1,-1,47,270615,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279361,1,-1,-1,-1,47,270616,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279362,1,-1,-1,-1,47,270618,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279363,1,-1,-1,-1,47,270619,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279364,1,-1,-1,-1,47,270621,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279365,1,-1,-1,-1,47,270622,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279366,1,-1,-1,-1,47,270623,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279367,1,-1,-1,-1,47,270624,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279368,1,-1,-1,-1,47,270625,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279369,1,-1,-1,-1,47,270626,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279370,1,-1,-1,-1,47,270628,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279371,1,-1,-1,-1,47,270629,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279372,1,-1,-1,-1,47,270630,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279373,1,-1,-1,-1,47,270631,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279374,1,-1,-1,-1,47,270632,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279375,1,-1,-1,-1,47,270633,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279376,1,-1,-1,-1,47,270635,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279377,1,-1,-1,-1,47,270637,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279378,1,-1,-1,-1,47,270638,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279379,1,-1,-1,-1,47,270639,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279380,1,-1,-1,-1,47,270640,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279381,1,-1,-1,-1,47,270641,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279382,1,-1,-1,-1,47,270642,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279383,1,-1,-1,-1,47,270645,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279384,1,-1,-1,-1,47,270646,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279385,1,-1,-1,-1,47,270647,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279386,1,-1,-1,-1,47,270648,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279387,1,-1,-1,-1,47,270649,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279388,1,-1,-1,-1,47,270651,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279389,1,-1,-1,-1,47,270652,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279390,1,-1,-1,-1,47,270653,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279391,1,-1,-1,-1,47,270654,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279392,1,-1,-1,-1,47,270655,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279393,1,-1,-1,-1,47,270657,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279394,1,-1,-1,-1,47,270658,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279395,1,-1,-1,-1,47,270659,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279396,1,-1,-1,-1,47,270660,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279397,1,-1,-1,-1,47,270661,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279398,1,-1,-1,-1,47,270662,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279399,1,-1,-1,-1,47,270663,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279400,1,-1,-1,-1,41,270698,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279401,1,-1,-1,-1,41,270703,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279402,1,-1,-1,-1,41,270706,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279403,1,-1,-1,-1,41,270709,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279404,1,-1,-1,-1,41,270713,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279405,1,-1,-1,-1,41,270716,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279406,1,-1,-1,-1,41,270718,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279407,1,-1,-1,-1,41,270726,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279408,1,-1,-1,-1,41,270729,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279409,1,-1,-1,-1,41,270730,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279410,1,-1,-1,-1,41,270731,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279411,1,-1,-1,-1,41,270732,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279412,1,-1,-1,-1,41,270733,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279413,1,-1,-1,-1,41,270737,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279414,1,-1,-1,-1,41,270739,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279415,1,-1,-1,-1,41,270740,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279416,1,-1,-1,-1,41,270746,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279417,1,-1,-1,-1,41,270747,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279418,1,-1,-1,-1,41,270751,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279419,2,-1,-1,-1,63,270698,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279420,2,-1,-1,-1,63,270703,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279421,2,-1,-1,-1,63,270706,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279422,2,-1,-1,-1,63,270709,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279423,2,-1,-1,-1,63,270713,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279424,2,-1,-1,-1,63,270716,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279425,2,-1,-1,-1,63,270718,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279426,2,-1,-1,-1,63,270726,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279427,2,-1,-1,-1,63,270729,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279428,2,-1,-1,-1,63,270730,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279429,2,-1,-1,-1,63,270731,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279430,2,-1,-1,-1,63,270732,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279431,2,-1,-1,-1,63,270733,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279432,2,-1,-1,-1,63,270737,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279433,2,-1,-1,-1,63,270739,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279434,2,-1,-1,-1,63,270740,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279435,2,-1,-1,-1,63,270746,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279436,2,-1,-1,-1,63,270747,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279437,2,-1,-1,-1,63,270751,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279438,1,-1,-1,-1,59,270705,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279439,1,-1,-1,-1,59,270708,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279440,1,-1,-1,-1,59,270717,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279441,1,-1,-1,-1,59,270728,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279442,2,-1,-1,-1,66,270705,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279443,2,-1,-1,-1,66,270708,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279444,2,-1,-1,-1,66,270717,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279445,2,-1,-1,-1,66,270728,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279446,1,-1,-1,-1,61,270714,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279447,1,-1,-1,-1,61,270735,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279448,1,-1,-1,-1,61,270741,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279449,1,-1,-1,-1,61,270749,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279450,2,-1,-1,-1,59,270714,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279451,2,-1,-1,-1,59,270735,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279452,2,-1,-1,-1,59,270741,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279453,2,-1,-1,-1,59,270749,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279454,1,-1,-1,-1,62,270707,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279455,1,-1,-1,-1,62,270719,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279456,1,-1,-1,-1,62,270720,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279457,1,-1,-1,-1,62,270721,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279458,1,-1,-1,-1,62,270722,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279459,1,-1,-1,-1,62,270736,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279460,1,-1,-1,-1,62,270738,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279461,1,-1,-1,-1,62,270743,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279462,1,-1,-1,-1,62,270744,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279463,1,-1,-1,-1,62,270748,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279464,2,-1,-1,-1,59,270707,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279465,2,-1,-1,-1,59,270719,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279466,2,-1,-1,-1,59,270720,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279467,2,-1,-1,-1,59,270721,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279468,2,-1,-1,-1,59,270722,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279469,2,-1,-1,-1,59,270736,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279470,2,-1,-1,-1,59,270738,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279471,2,-1,-1,-1,59,270743,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279472,2,-1,-1,-1,59,270744,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279473,2,-1,-1,-1,59,270748,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,279474,1,-1,-1,-1,58,270700,-1,-1,2,3,2,2
-1,-1,-1,-1,-1,-1,-1,279475,1,-1,-1,-1,58,270712,-1,-1,2,3,2,2
-1,-1,-1,-1,-1,-1,-1,279476,1,-1,-1,-1,58,270724,-1,-1,2,3,2,2
-1,-1,-1,-1,-1,-1,-1,279477,1,-1,-1,-1,58,270750,-1,-1,2,3,2,2
-1,-1,-1,-1,-1,-1,-1,279478,2,-1,-1,-1,63,270700,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279479,2,-1,-1,-1,63,270712,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279480,2,-1,-1,-1,63,270724,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279481,2,-1,-1,-1,63,270750,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279482,1,-1,-1,-1,61,270699,-1,-1,2,3,2,2
-1,-1,-1,-1,-1,-1,-1,279483,1,-1,-1,-1,61,270715,-1,-1,2,3,2,2
-1,-1,-1,-1,-1,-1,-1,279484,1,-1,-1,-1,61,270723,-1,-1,2,3,2,2
-1,-1,-1,-1,-1,-1,-1,279485,1,-1,-1,-1,61,270727,-1,-1,2,3,2,2
-1,-1,-1,-1,-1,-1,-1,279486,1,-1,-1,-1,61,270742,-1,-1,2,3,2,2
-1,-1,-1,-1,-1,-1,-1,279487,2,-1,-1,-1,59,270699,-1,-1,2,3,2,1
-1,-1,-1,-1,-1,-1,-1,279488,2,-1,-1,-1,59,270715,-1,-1,2,3,2,1
-1,-1,-1,-1,-1,-1,-1,279489,2,-1,-1,-1,59,270723,-1,-1,2,3,2,1
-1,-1,-1,-1,-1,-1,-1,279490,2,-1,-1,-1,59,270727,-1,-1,2,3,2,1
-1,-1,-1,-1,-1,-1,-1,279491,2,-1,-1,-1,59,270742,-1,-1,2,3,2,1
-1,-1,-1,-1,-1,-1,-1,279492,1,-1,-1,-1,38,270923,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279493,1,-1,-1,-1,38,270924,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279494,1,-1,-1,-1,38,270925,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279495,1,-1,-1,-1,38,270926,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279496,1,-1,-1,-1,38,270927,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279497,1,-1,-1,-1,38,270928,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279498,1,-1,-1,-1,38,270929,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279499,1,-1,-1,-1,38,270930,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279500,1,-1,-1,-1,38,270931,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279501,1,-1,-1,-1,38,270932,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279502,1,-1,-1,-1,38,270933,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279503,1,-1,-1,-1,38,270934,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279504,1,-1,-1,-1,38,270935,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279505,1,-1,-1,-1,38,270936,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279506,1,-1,-1,-1,38,270937,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279507,1,-1,-1,-1,38,270938,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279508,1,-1,-1,-1,38,270939,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279509,1,-1,-1,-1,38,270940,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279510,2,-1,-1,-1,13,270923,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279511,2,-1,-1,-1,13,270924,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279512,2,-1,-1,-1,13,270925,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279513,2,-1,-1,-1,13,270926,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279514,2,-1,-1,-1,13,270927,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279515,2,-1,-1,-1,13,270928,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279516,2,-1,-1,-1,13,270929,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279517,2,-1,-1,-1,13,270930,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279518,2,-1,-1,-1,13,270931,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279519,2,-1,-1,-1,13,270932,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279520,2,-1,-1,-1,13,270933,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279521,2,-1,-1,-1,13,270934,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279522,2,-1,-1,-1,13,270935,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279523,2,-1,-1,-1,13,270936,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279524,2,-1,-1,-1,13,270937,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279525,2,-1,-1,-1,13,270938,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279526,2,-1,-1,-1,13,270939,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279527,2,-1,-1,-1,13,270940,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279528,1,-1,-1,-1,36,271019,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279529,1,-1,-1,-1,36,271020,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279530,1,-1,-1,-1,36,271021,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279531,1,-1,-1,-1,36,271022,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279532,1,-1,-1,-1,36,271023,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279533,1,-1,-1,-1,36,271024,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279534,1,-1,-1,-1,36,271025,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279535,1,-1,-1,-1,36,271026,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279536,1,-1,-1,-1,36,271027,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279537,1,-1,-1,-1,36,271028,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279538,1,-1,-1,-1,36,271029,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279539,1,-1,-1,-1,36,271030,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,279540,2,-1,-1,-1,35,271019,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279541,2,-1,-1,-1,35,271020,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279542,2,-1,-1,-1,35,271021,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279543,2,-1,-1,-1,35,271022,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279544,2,-1,-1,-1,35,271023,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279545,2,-1,-1,-1,35,271024,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279546,2,-1,-1,-1,35,271025,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279547,2,-1,-1,-1,35,271026,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279548,2,-1,-1,-1,35,271027,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279549,2,-1,-1,-1,35,271028,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279550,2,-1,-1,-1,35,271029,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279551,2,-1,-1,-1,35,271030,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,279552,3,-1,-1,-1,5,271019,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279553,3,-1,-1,-1,5,271020,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279554,3,-1,-1,-1,5,271021,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279555,3,-1,-1,-1,5,271022,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279556,3,-1,-1,-1,5,271023,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279557,3,-1,-1,-1,5,271024,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279558,3,-1,-1,-1,5,271025,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279559,3,-1,-1,-1,5,271026,-1,-1,4,1,7,1
-1,-1,-1,-1,-1,-1,-1,279560,3,-1,-1,-1,5,271027,-1,-1,4,1,7,1
