person_id,household_id
212,4523
213,89203
214,87284
215,92758
216,56747
217,26046
218,460
219,48373
220,77095
221,36470
222,104519
223,46198
224,28174
225,72701
226,42923
227,46911
228,21964
229,52027
230,34088
231,63580
232,58536
233,8505
234,9496
235,70880
236,78159
237,65771
238,21002
239,50935
240,75102
241,25871
242,111711
243,28408
244,13345
245,19932
246,23248
247,100670
248,104318
249,40202
250,72801
251,93382
252,39935
253,67232
254,107672
255,99975
256,24617
257,69389
258,82148
259,94660
260,56481
261,100695
262,89913
263,74516
264,103918
265,90041
266,82303
267,4456
268,24156
269,44805
270,48000
271,113814
272,89686
273,16545
274,83994
275,6528
276,29803
277,45738
278,15827
279,97140
280,80092
281,5286
282,12065
283,51969
284,50941
285,54165
286,85635
287,77143
288,59823
289,106211
290,71881
291,81794
292,24135
293,54728
294,27314
295,28039
296,37494
297,51200
298,63912
299,73147
300,42324
301,10135
302,77762
303,13504
304,99054
305,36480
306,26017
307,12929
308,19004
309,55650
310,89537
311,31111
312,21453
313,61987
314,74236
315,39773
316,80214
317,103169
318,18916
319,38679
320,57348
321,24657
322,61521
323,26014
324,78315
325,58275
326,65886
327,112107
328,37716
329,43804
330,101970
331,52834
332,107733
333,62536
334,18873
335,61803
336,87812
337,76367
338,5319
339,45986
340,109571
341,57033
342,107424
343,67873
344,65287
345,104895
346,28736
347,35618
348,32647
349,93825
350,65862
351,4385
352,1619
353,71457
354,78489
355,39573
356,1742
357,81520
358,51088
359,89447
360,61761
361,19153
362,16900
363,37215
364,100676
365,24908
366,94312
367,21383
368,27933
369,89305
370,65733
371,109123
372,29232
373,18240
374,100656
375,11537
376,46644
377,99068
378,65471
379,109865
380,32053
381,40677
382,34499
383,83218
384,88089
385,12798
386,106416
387,78111
388,29189
389,70034
390,7424
391,47359
392,97143
393,104004
394,72672
395,37250
396,83318
397,57286
398,33997
399,723
400,96812
401,5279
402,94871
403,22453
404,8786
405,39178
406,97443
407,94065
408,19390
409,98595
410,76152
411,43396
412,32627
413,111079
414,24645
415,69486
416,74250
417,16570
418,43961
419,9770
420,17683
421,52529
422,88926
423,84827
424,90569
425,33630
426,98596
427,81154
428,93468
429,109505
430,61529
431,93295
432,48337
433,87930
434,68446
435,16397
436,16849
437,102983
438,84313
439,20570
440,5802
441,113329
442,51858
443,34023
444,77127
445,103559
446,79375
447,22905
448,24932
449,32586
450,108726
451,105337
452,22980
453,87461
454,48009
455,13167
456,102159
457,56839
458,82522
459,14657
460,16616
461,106484
462,94561
463,72848
464,74460
465,111942
466,105700
467,103064
468,7782
469,769
470,59086
471,88034
472,69261
473,37395
474,13389
475,102064
476,111056
477,39439
478,21304
479,81465
480,64922
481,28214
482,18761
483,19413
484,40037
485,53194
486,83400
487,68601
488,51229
489,81401
490,54427
491,68030
492,24192
493,17376
494,70154
495,50061
496,74527
497,54425
498,90902
499,68585
500,11941
501,28989
502,89727
503,107188
504,32328
505,85468
506,12158
507,99682
508,35676
509,37251
510,59218
511,28714
512,62054
513,71246
514,11423
515,20292
516,34166
517,90636
518,36227
519,76304
520,6495
521,88234
522,65522
523,44303
524,55568
525,45736
526,47755
527,59618
528,29249
529,32023
530,95841
531,89237
532,105130
533,98803
534,33650
535,64535
536,74483
537,79267
538,92772
539,29895
540,73996
541,83313
542,14141
543,93107
544,61477
545,33463
546,111228
547,52578
548,40100
549,10895
550,51030
551,103942
552,83298
553,58235
554,31011
555,113672
556,79299
557,59407
558,91669
559,99776
560,12984
561,75532
562,94209
563,75955
564,33532
565,57146
566,42712
567,45301
568,39419
569,62680
570,39116
571,63451
572,40033
573,36824
574,92962
575,74690
576,62167
577,73896
578,62438
579,91285
580,74956
581,4930
582,28425
583,90800
584,87783
585,19421
586,12640
587,48599
588,23289
589,16868
590,30921
591,61715
592,3592
593,38261
594,6459
595,87097
596,95836
597,74358
598,12023
599,23502
600,82060
601,44135
602,57298
603,39455
604,61637
605,86970
606,88516
607,84089
608,47386
609,41867
610,7053
611,102367
612,82568
613,52003
614,29093
615,50326
616,94494
617,7097
618,101973
619,11513
620,108627
621,28027
622,56725
623,49012
624,68192
625,4610
626,32186
627,10254
628,31939
629,38229
630,21373
631,89771
632,72165
633,52651
634,11770
635,29426
636,81232
637,92149
638,14004
639,66950
640,105369
641,33327
642,112543
643,91957
644,44338
645,47796
646,70234
647,76403
648,7563
649,104903
650,37751
651,38188
652,105978
653,62761
654,91471
655,9514
656,76586
657,73048
658,10336
659,71084
660,93072
661,70336
662,29923
663,112319
664,4045
665,57803
666,113649
667,62946
668,43400
669,64157
670,60300
671,46697
672,83300
673,35866
674,108583
675,16733
676,83466
677,84965
678,79035
679,112538
680,29469
681,26837
682,79726
683,70720
684,25605
685,45393
686,95391
687,55039
688,104467
689,40384
690,36139
691,67613
692,12842
693,48786
694,18035
695,67158
696,13003
697,100275
698,43669
699,64412
700,58995
701,102921
702,76854
703,51486
704,91201
705,13916
706,18175
707,32013
708,17016
709,76284
710,26855
711,40050
712,111527
713,58136
714,31899
715,18724
716,2027
717,98814
718,65843
719,77820
720,60798
721,106135
722,108864
723,50540
724,98039
725,111126
726,8266
727,87158
728,93487
729,2505
730,73751
731,111971
732,102928
733,28806
734,18314
735,104498
736,37863
737,1793
738,22317
739,107978
740,100674
741,97724
742,67552
743,76275
744,37034
745,35521
746,47438
747,53931
748,2265
749,64006
750,21408
751,19667
752,23189
753,55587
754,72995
755,46324
756,58117
757,89901
758,28456
759,47179
760,111908
761,27465
762,9463
763,14446
764,109683
765,2762
766,6074
767,53417
768,55281
769,77790
770,88455
771,55963
772,47782
773,15748
774,36750
775,12802
776,108003
777,101134
778,2541
779,75
780,83170
781,49787
782,17682
783,2388
784,17371
785,81553
786,83101
787,8152
788,42851
789,24072
790,104901
791,31631
792,105045
793,24685
794,23140
795,31934
796,101316
797,94278
798,30420
799,110963
800,4213
801,77140
802,2212
803,69536
804,104850
805,78915
806,94633
807,6271
808,75467
809,79191
810,32492
811,72579
812,17169
813,51793
814,15
815,59289
816,14578
817,65213
818,47123
819,17858
820,41702
821,45210
822,16788
823,90005
824,84616
825,92418
826,38666
827,70938
828,73727
829,19833
830,48492
831,41218
832,60432
833,55839
834,10301
835,18745
836,107592
837,19407
838,102410
839,112313
840,42472
841,9032
842,105993
843,101690
844,106043
845,103752
846,7519
847,17353
848,29052
849,1391
850,32714
851,16945
852,106702
853,113429
854,59836
855,112814
856,113423
857,58721
858,316
859,1397
860,78530
861,38641
862,94402
863,81450
864,23983
865,48237
866,22661
867,57640
868,98197
869,65479
870,3904
871,32708
872,10415
873,109278
874,105043
875,22519
876,2176
877,92761
878,112333
879,103389
880,95033
881,109686
882,38488
883,61819
884,47505
885,1807
886,46872
887,30089
888,74663
889,42800
890,57700
891,32183
892,40239
893,48346
894,9623
895,96581
896,8544
897,1986
898,45024
899,54342
900,44016
901,72053
902,68905
903,113307
904,23751
905,53228
906,45621
907,89062
908,15195
909,96296
910,99286
911,45191
912,37439
913,76621
914,84554
915,59950
916,86355
917,23749
918,80351
919,90053
920,73841
921,71218
922,13738
923,27030
924,68655
925,97966
926,82306
927,76734
928,111234
929,49898
930,99170
931,102460
932,41811
933,96727
934,82785
935,38646
936,31413
937,74653
938,42909
939,33675
940,83319
941,20896
942,92052
943,52713
944,70084
945,102872
946,50831
947,24492
948,87563
949,2765
950,12289
951,1667
952,65122
953,52459
954,74309
955,19311
956,88456
957,11103
958,67759
959,93719
960,20314
961,56791
962,110286
963,20981
964,52180
965,81679
966,50617
967,46402
968,103741
969,38420
970,34855
971,38620
972,53830
973,46334
974,25639
975,84141
976,49237
977,13640
978,87513
979,66664
980,34636
981,4815
982,16119
983,29348
984,88723
985,2985
986,96239
987,83836
988,19370
989,50862
990,59958
991,21770
992,102295
993,58153
994,51759
995,25377
996,38592
997,48232
998,111011
999,5554
1000,84728
1001,83417
1002,29643
1003,63198
1004,43082
1005,63385
1006,16415
1007,21785
1008,45474
1009,28626
1010,30956
1011,2645
1012,2947
1013,67535
1014,85122
1015,41997
1016,80865
1017,65048
1018,105574
1019,41273
1020,104761
1021,77865
1022,430
1023,2923
1024,80540
1025,109711
1026,58843
1027,112657
1028,82896
1029,96747
1030,29963
1031,92369
1032,62240
1033,52736
1034,56968
1035,4619
1036,31289
1037,66311
1038,40993
1039,73238
1040,19661
1041,39156
1042,37864
1043,94086
1044,36950
1045,41185
1046,81910
1047,54776
1048,14374
1049,94753
1050,52071
1051,102880
1052,96403
1053,55770
1054,96873
1055,243
1056,17803
1057,15528
1058,96442
1059,77832
1060,32307
1061,86428
1062,33789
1063,76410
1064,38747
1065,2281
1066,102370
1067,18763
1068,81709
1069,58946
1070,20518
1071,107580
1072,24598
1073,19622
1074,6274
1075,35098
1076,61692
1077,34817
1078,29812
1079,17082
1080,6441
1081,16903
1082,55316
1083,301
1084,58664
1085,86821
1086,64732
1087,83057
1088,53223
1089,110502
1090,74152
1091,37479
1092,5702
1093,106032
1094,19207
1095,63568
1096,33887
1097,87298
1098,111147
1099,13016
1100,73392
1101,9701
1102,51217
1103,110546
1104,705
1105,91561
1106,21793
1107,29290
1108,37457
1109,9795
1110,29234
1111,66455
1112,10129
1113,112241
1114,54598
1115,6310
1116,63665
1117,113719
1118,18833
1119,86242
1120,40816
1121,6218
1122,31597
1123,41283
1124,92317
1125,92176
1126,104335
1127,89956
1128,108553
1129,184
1130,95051
1131,44797
1132,15034
1133,87502
1134,107069
1135,8516
1136,4121
1137,67931
1138,3427
1139,20103
1140,20668
1141,93002
1142,51899
1143,81142
1144,83778
1145,71780
1146,76998
1147,1629
1148,82567
1149,6200
1150,96772
1151,88230
1152,52590
1153,11637
1154,12847
1155,104750
1156,85876
1157,45209
1158,46898
1159,60576
1160,95535
1161,84116
1162,71248
1163,93033
1164,65624
1165,34393
1166,7201
1167,57384
1168,63197
1169,20353
1170,58254
1171,70970
1172,54388
1173,41905
1174,41288
1175,100445
1176,15243
1177,27523
1178,29311
1179,112070
1180,58119
1181,1983
1182,69814
1183,30238
1184,3790
1185,86408
1186,20381
1187,38396
1188,95933
1189,5164
1190,62578
1191,17585
1192,90374
1193,95792
1194,58998
1195,103785
1196,60810
1197,34512
1198,28494
1199,20868
1200,99117
1201,20975
1202,5717
1203,31974
1204,55729
1205,79929
1206,19340
1207,65678
1208,26212
1209,19088
1210,84484
1211,88398
1212,86976
1213,72914
1214,15647
1215,39863
1216,110228
1217,8666
1218,23725
1219,48970
1220,110470
1221,89142
1222,41377
1223,85411
1224,7135
1225,64470
1226,80549
1227,48413
1228,56185
1229,3478
1230,69128
1231,89236
1232,655
1233,10305
1234,19881
1235,8439
1236,28707
1237,102686
1238,63028
1239,72594
1240,109208
1241,21519
1242,46418
1243,110811
1244,107156
1245,54376
1246,42639
1247,57823
1248,72991
1249,111205
1250,91628
1251,96719
1252,41733
1253,42783
1254,3509
1255,59902
1256,76913
1257,80621
1258,70189
1259,91728
1260,32306
1261,50120
1262,65652
1263,49232
1264,24015
1265,104902
1266,53183
1267,67422
1268,36125
1269,51272
1270,111859
1271,57324
1272,47134
1273,19583
1274,11509
1275,39317
1276,101569
1277,25951
1278,73563
1279,55695
1280,103904
1281,39525
1282,40614
1283,84485
1284,73598
1285,85204
1286,73353
1287,103414
1288,90023
1289,100846
1290,74043
1291,30149
1292,94654
1293,89975
1294,75136
1295,30358
1296,57586
1297,54111
1298,3764
1299,78795
1300,29846
1301,72253
1302,40355
1303,78859
1304,110986
1305,101829
1306,106858
1307,113128
1308,67134
1309,8222
1310,31707
1311,58878
1312,64335
1313,58276
1314,88603
1315,99496
1316,103335
1317,54383
1318,72871
1319,42382
1320,7973
1321,16778
1322,9631
1323,104743
1324,19588
1325,79665
1326,79545
1327,80956
1328,94966
1329,8920
1330,113412
1331,21750
1332,34144
1333,19297
1334,42144
1335,20111
1336,77024
1337,1059
1338,26981
1339,72404
1340,41982
1341,62676
1342,64950
1343,39737
1344,75269
1345,106130
1346,68296
1347,70622
1348,30493
1349,4324
1350,76891
1351,99296
1352,101428
1353,83792
1354,33539
1355,4100
1356,16604
1357,1806
1358,25145
1359,80211
1360,79604
1361,63191
1362,112998
1363,39267
1364,26096
1365,111982
1366,67790
1367,1760
1368,18305
1369,54463
1370,112864
1371,49236
1372,101103
1373,68976
1374,17414
1375,22121
1376,67338
1377,34849
1378,43412
1379,96484
1380,100909
1381,47110
1382,43478
1383,67423
1384,22790
1385,73566
1386,69915
1387,108638
1388,56216
1389,8584
1390,22058
1391,108512
1392,89462
1393,105685
1394,30568
1395,32803
1396,23928
1397,37619
1398,70795
1399,49664
1400,32696
1401,81737
1402,70947
1403,23488
1404,52024
1405,3655
1406,2653
1407,75700
1408,81163
1409,39651
1410,104400
1411,29848
1412,41967
1413,54727
1414,93631
1415,3195
1416,93032
1417,27732
1418,15498
1419,5183
1420,13761
1421,17763
1422,60532
1423,34537
1424,106974
1425,20689
1426,52816
1427,21243
1428,81084
1429,28405
1430,62508
1431,14539
1432,90651
1433,112994
1434,110146
1435,2723
1436,48018
1437,66963
1438,49702
1439,2054
1440,104298
1441,70833
1442,113483
1443,40322
1444,63414
1445,46215
1446,51909
1447,34408
1448,80704
1449,65659
1450,98065
1451,96582
1452,13702
1453,86291
1454,23226
1455,25894
1456,52684
1457,61667
1458,75090
1459,20405
1460,87559
1461,110005
1462,840
1463,12384
1464,51642
1465,7444
1466,43743
1467,16780
1468,57023
1469,9572
1470,94824
1471,21179
1472,87305
1473,5276
1474,66152
1475,33905
1476,24594
1477,104715
1478,106176
1479,99193
1480,85265
1481,106938
1482,77201
1483,8356
1484,17892
1485,71699
1486,73926
1487,105674
1488,72174
1489,65168
1490,76379
1491,34691
1492,90518
1493,82339
1494,4288
1495,102903
1496,34966
1497,20898
1498,88780
1499,73868
1500,108367
1501,105955
1502,13707
1503,28607
1504,102982
1505,102027
1506,103344
1507,95458
1508,76569
1509,701
1510,97485
1511,87556
1512,64848
1513,83556
1514,71935
1515,27228
1516,109287
1517,6476
1518,54764
1519,100963
1520,113182
1521,29100
1522,43658
1523,94943
1524,14240
1525,92469
1526,92791
1527,6675
1528,28246
1529,24737
1530,47310
1531,62031
1532,95154
1533,77015
1534,111109
1535,71732
1536,21000
1537,24909
1538,89023
1539,85198
1540,61496
1541,4238
1542,58245
1543,49771
1544,96655
1545,70978
1546,54289
1547,89474
1548,8190
1549,92272
1550,32189
1551,80249
1552,29059
1553,44459
1554,18036
1555,113807
1556,111628
1557,53450
1558,58620
1559,21645
1560,75738
1561,60768
1562,109318
1563,64604
1564,109017
1565,15318
1566,90332
1567,110425
1568,42305
1569,71654
1570,46690
1571,29730
1572,71198
1573,73963
1574,77984
1575,11846
1576,11918
1577,86168
1578,27893
1579,72680
1580,54087
1581,91472
1582,109063
1583,75737
1584,63715
1585,47766
1586,54404
1587,46152
1588,43292
1589,46808
1590,18705
1591,72364
1592,10574
1593,53573
1594,25369
1595,103802
1596,9448
1597,112034
1598,84003
1599,10328
1600,85529
1601,32772
1602,84143
1603,113653
1604,49999
1605,62821
1606,58832
1607,16656
1608,39208
1609,67766
1610,59853
1611,93328
1612,48326
1613,69546
1614,111503
1615,106203
1616,110169
1617,74120
1618,25320
1619,32922
1620,5686
1621,40870
1622,27353
1623,16360
1624,110065
1625,32991
1626,76909
1627,26761
1628,41406
1629,64774
1630,109384
1631,61261
1632,55665
1633,92247
1634,8229
1635,111096
1636,58301
1637,90190
1638,81334
1639,17660
1640,106097
1641,37874
1642,11435
1643,24847
1644,23856
1645,63544
1646,71842
1647,4731
1648,4027
1649,2470
1650,62237
1651,15945
1652,59030
1653,54519
1654,16402
1655,113327
1656,112048
1657,51048
1658,64462
1659,69539
1660,96814
1661,72065
1662,4270
1663,28584
1664,29574
1665,96018
1666,95402
1667,1026
1668,61383
1669,65792
1670,46369
1671,85528
1672,95090
1673,51344
1674,7774
1675,85845
1676,39816
1677,36250
1678,102421
1679,24011
1680,20334
1681,78643
1682,43495
1683,97772
1684,58394
1685,33738
1686,72134
1687,81011
1688,80541
1689,8617
1690,76239
1691,93408
1692,31615
1693,82625
1694,112897
1695,15187
1696,81611
1697,95093
1698,34925
1699,99237
1700,171
1701,26480
1702,2768
1703,36661
1704,79399
1705,77718
1706,71967
1707,73531
1708,80362
1709,107074
1710,10292
1711,8087
1712,46739
1713,33605
1714,38774
1715,53313
1716,64530
1717,13949
1718,49211
1719,37798
1720,60106
1721,24601
1722,75235
1723,67002
1724,8626
1725,24768
1726,113415
1727,112794
1728,91843
1729,11758
1730,101244
1731,58617
1732,101760
1733,45653
1734,47701
1735,6410
1736,22499
1737,27774
1738,70567
1739,20729
1740,44959
1741,18966
1742,97967
1743,75038
1744,28116
1745,101323
1746,106523
1747,24647
1748,43222
1749,3954
1750,95371
1751,113761
1752,11112
1753,34248
1754,27439
1755,84667
1756,54637
1757,4961
1758,102433
1759,108317
1760,97841
1761,67450
1762,151
1763,63367
1764,100114
1765,63060
1766,58924
1767,96864
1768,37986
1769,22114
1770,11081
1771,101435
1772,104696
1773,15458
1774,305
1775,38423
1776,19408
1777,22567
1778,81341
1779,2247
1780,35661
1781,71621
1782,90464
1783,57310
1784,51330
1785,77591
1786,44735
1787,44216
1788,102642
1789,98628
1790,30388
1791,45469
1792,44802
1793,52991
1794,748
1795,52295
1796,1315
1797,81869
1798,2332
1799,74443
1800,107181
1801,105919
1802,14006
1803,19250
1804,47151
1805,65687
1806,34385
1807,58398
1808,34321
1809,95297
1810,4864
1811,11297
1812,95160
1813,36867
1814,8796
1815,89773
1816,70828
1817,24878
1818,52958
1819,47925
1820,40455
1821,44055
1822,70640
1823,83673
1824,7625
1825,41274
1826,41805
1827,16356
1828,5723
1829,5542
1830,84718
1831,28171
1832,45598
1833,58010
1834,31495
1835,111246
1836,63442
1837,90282
1838,38497
1839,112642
1840,36580
1841,14763
1842,5915
1843,21589
1844,5450
1845,71372
1846,92194
1847,25645
1848,113884
1849,113944
1850,75774
1851,28005
1852,27826
1853,87425
1854,29906
1855,46635
1856,75472
1857,91610
1858,106854
1859,52090
1860,106865
1861,68512
1862,45325
1863,24111
1864,88699
1865,59189
1866,30613
1867,91120
1868,104035
1869,55410
1870,99712
1871,66351
1872,86226
1873,109706
1874,63899
1875,111927
1876,96064
1877,67243
1878,32325
1879,71609
1880,47102
1881,64135
1882,113758
1883,54005
1884,62941
1885,44948
1886,78551
1887,87938
1888,14433
1889,85615
1890,52328
1891,47132
1892,47129
1893,65448
1894,93709
1895,87928
1896,15603
1897,44909
1898,67606
1899,7799
1900,39163
1901,79447
1902,22163
1903,108960
1904,71344
1905,56758
1906,81667
1907,107749
1908,52648
1909,8039
1910,98178
1911,90679
1912,62643
1913,80435
1914,278
1915,38525
1916,50178
1917,61814
1918,65158
1919,53020
1920,4679
1921,1162
1922,28481
1923,845
1924,104669
1925,77057
1926,64622
1927,113494
1928,37371
1929,48
1930,1382
1931,44336
1932,94231
1933,38427
1934,16510
1935,21354
1936,28285
1937,8684
1938,11726
1939,1576
1940,74289
1941,58282
1942,32987
1943,20478
1944,101789
1945,52142
1946,68459
1947,45295
1948,113580
1949,76711
1950,44509
1951,106208
1952,93246
1953,27775
1954,92185
1955,17673
1956,91588
1957,43593
1958,105799
1959,14060
1960,23110
1961,13903
1962,97147
1963,104646
1964,72362
1965,97396
1966,24105
1967,17119
1968,92088
1969,6847
1970,78567
1971,66058
1972,113370
1973,102688
1974,68820
1975,107773
1976,37151
1977,7375
1978,27194
1979,14612
1980,76468
1981,69336
1982,90024
1983,106160
1984,108240
1985,33516
1986,49180
1987,19210
1988,43598
1989,8628
1990,81024
1991,39122
1992,31698
1993,60483
1994,30576
1995,53761
1996,6769
1997,14833
1998,26146
1999,38640
2000,38920
2001,9504
2002,54051
2003,42489
2004,109909
2005,106094
2006,86709
2007,51371
2008,40091
2009,55155
2010,22211
2011,11209
2012,109103
2013,71969
2014,96884
2015,42059
2016,19899
2017,7808
2018,36018
2019,20676
2020,35415
2021,93342
2022,28597
2023,108385
2024,60555
2025,33589
2026,22219
2027,29435
2028,35057
2029,69140
2030,17072
2031,10658
2032,109242
2033,98533
2034,96534
2035,97959
2036,20811
2037,42642
2038,100296
2039,83217
2040,87924
2041,48895
2042,8705
2043,21560
2044,88955
2045,102255
2046,25839
2047,57796
2048,19287
2049,4403
2050,30946
2051,102808
2052,100882
2053,79436
2054,36223
2055,94566
2056,5315
2057,45618
2058,71703
2059,19430
2060,77978
2061,46790
2062,83544
2063,7607
2064,91284
2065,25969
2066,93079
2067,83951
2068,98079
2069,46297
2070,71927
2071,25870
2072,33407
2073,65584
2074,110562
2075,48805
2076,9382
2077,32298
2078,24805
2079,24823
2080,24659
2081,97049
2082,78604
2083,80078
2084,14419
2085,23508
2086,77944
2087,67180
2088,69296
2089,30204
2090,37762
2091,88171
2092,28012
2093,54812
2094,33778
2095,59420
2096,18329
2097,104634
2098,61138
2099,75575
2100,85439
2101,75864
2102,33081
2103,68534
2104,80884
2105,4825
2106,20
2107,29330
2108,112961
2109,77076
2110,20275
2111,69904
2112,7378
2113,112780
2114,112141
2115,42871
2116,99077
2117,104132
2118,99288
2119,42865
2120,35123
2121,12688
2122,13126
2123,51766
2124,8053
2125,60932
2126,49756
2127,89060
2128,92051
2129,40509
2130,111581
2131,106299
2132,57567
2133,97686
2134,19864
2135,60734
2136,9957
2137,10988
2138,87014
2139,65673
2140,13808
2141,67047
2142,59208
2143,92572
2144,58896
2145,70310
2146,35939
2147,103885
2148,59474
2149,103897
2150,100543
2151,12101
2152,90581
2153,96107
2154,40389
2155,43386
2156,105479
2157,83000
2158,111440
2159,56911
2160,60880
2161,113253
2162,93434
2163,100553
2164,40276
2165,76001
2166,48819
2167,97282
2168,73929
2169,22714
2170,5436
2171,57135
2172,60759
2173,78368
2174,24718
2175,11520
2176,21798
2177,86276
2178,77448
2179,20535
2180,27746
2181,81807
2182,90192
2183,84851
2184,88911
2185,24892
2186,104191
2187,101198
2188,15417
2189,33482
2190,83660
2191,26785
2192,97070
2193,93989
2194,74856
2195,20976
2196,47089
2197,102195
2198,10102
2199,74936
2200,95726
2201,111953
2202,90589
2203,2062
2204,11473
2205,50529
2206,108580
2207,14555
2208,46091
2209,20316
2210,26290
2211,60357
2212,77615
2213,93175
2214,85303
2215,66500
2216,89274
2217,28918
2218,52573
2219,68359
2220,27278
2221,23847
2222,99851
2223,91321
2224,16036
2225,80824
2226,45656
2227,113373
2228,3154
2229,54535
2230,25032
2231,81014
2232,65732
2233,96220
2234,20036
2235,113215
2236,82461
2237,14427
2238,16281
2239,109540
2240,13528
2241,43423
2242,75616
2243,110220
2244,9853
2245,2523
2246,98991
2247,42111
2248,31103
2249,28487
2250,108169
2251,107423
2252,9800
2253,6711
2254,26151
2255,17275
2256,101994
2257,30178
2258,63866
2259,81814
2260,378
2261,281
2262,64779
2263,97041
2264,98448
2265,100272
2266,132
2267,21813
2268,71423
2269,92608
2270,2201
2271,85014
2272,108076
2273,15664
2274,30288
2275,19397
2276,3180
2277,8673
2278,53416
2279,43062
2280,19645
2281,33533
2282,8443
2283,100401
2284,91504
2285,44755
2286,100382
2287,56752
2288,57000
2289,36059
2290,42837
2291,28789
2292,109888
2293,93128
2294,89517
2295,12966
2296,28815
2297,86380
2298,87149
2299,54265
2300,6281
2301,107104
2302,61298
2303,25779
2304,70727
2305,35213
2306,113105
2307,65952
2308,51083
2309,88188
2310,3227
2311,9028
2312,91558
2313,88449
2314,85646
2315,100119
2316,62716
2317,44885
2318,60389
2319,95566
2320,67417
2321,107189
2322,59180
2323,75958
2324,10385
2325,94168
2326,48841
2327,1436
2328,31689
2329,11684
2330,48959
2331,70258
2332,39359
2333,8128
2334,92447
2335,23582
2336,24739
2337,90475
2338,35355
2339,109247
2340,99632
2341,105854
2342,93942
2343,61130
2344,14326
2345,25804
2346,76397
2347,89539
2348,44635
2349,14743
2350,26360
2351,88890
2352,113502
2353,106140
2354,7824
2355,62398
2356,25290
2357,64342
2358,38416
2359,60765
2360,6754
2361,79417
2362,49887
2363,77920
2364,106357
2365,15772
2366,80821
2367,28518
2368,88439
2369,89476
2370,64971
2371,23926
2372,104344
2373,20912
2374,84706
2375,69559
2376,96775
2377,47235
2378,92339
2379,1411
2380,14709
2381,60823
2382,86781
2383,30512
2384,25494
2385,66850
2386,24967
2387,39417
2388,95780
2389,56328
2390,66204
2391,17167
2392,66188
2393,39822
2394,36280
2395,24034
2396,98869
2397,3480
2398,40920
2399,48287
2400,16364
2401,26553
2402,26823
2403,81703
2404,11193
2405,28281
2406,67577
2407,104180
2408,40888
2409,108910
2410,13882
2411,49074
2412,69797
2413,46991
2414,51786
2415,33090
2416,3398
2417,80213
2418,28686
2419,93575
2420,77547
2421,68505
2422,64172
2423,53406
2424,47645
2425,76666
2426,70355
2427,23509
2428,57761
2429,27378
2430,95576
2431,72242
2432,22020
2433,41337
2434,12033
2435,86566
2436,66503
2437,50140
2438,88286
2439,2370
2440,108206
2441,21303
2442,39330
2443,69641
2444,102094
2445,10195
2446,52480
2447,49051
2448,37223
2449,88140
2450,110113
2451,35293
2452,41536
2453,86431
2454,42038
2455,97875
2456,38349
2457,81283
2458,107748
2459,16746
2460,16199
2461,57367
2462,7713
2463,21272
2464,112644
2465,26931
2466,5003
2467,32354
2468,8194
2469,32077
2470,22264
2471,61579
2472,91217
2473,98256
2474,80011
2475,64669
2476,47447
2477,8096
2478,81405
2479,9388
2480,44950
2481,37518
2482,60240
2483,22807
2484,83438
2485,75887
2486,45130
2487,21515
2488,40009
2489,111081
2490,11532
2491,89400
2492,39903
2493,27998
2494,33244
2495,46506
2496,50747
2497,3366
2498,82848
2499,29338
2500,21679
