tour_id,survey_tour_id,person_id,household_id,tour_type,tour_category,destination,origin,start,end,tour_mode,survey_parent_tour_id,parent_tour_id,composition,tdd,atwork_subtour_frequency,stop_frequency
3954038,39540380,96439,96439,work,mandatory,1146.0,1144.0,5.0,17.0,BIKE,,,,12,no_subtours,0out_1in
4044648,40446480,98649,98649,work,mandatory,1197.0,1197.0,7.0,17.0,DRIVEALONEFREE,,,,47,no_subtours,0out_1in
4094217,40942170,99858,99858,work,mandatory,1265.0,1251.0,7.0,17.0,DRIVEALONEFREE,,,,47,no_subtours,1out_1in
4100613,41006130,100014,100014,work,mandatory,1238.0,1260.0,12.0,17.0,DRIVEALONEFREE,,,,117,no_subtours,0out_0in
4124680,41246800,100601,100601,work,mandatory,1282.0,1271.0,7.0,21.0,DRIVEALONEFREE,,,,51,no_subtours,1out_0in
4162195,41621950,101516,101516,work,mandatory,1231.0,1292.0,11.0,18.0,DRIVEALONEFREE,,,,106,no_subtours,0out_1in
4178882,41788820,101923,101923,work,mandatory,1306.0,1304.0,8.0,17.0,DRIVEALONEFREE,,,,63,no_subtours,0out_1in
4227426,42274260,103107,103107,work,mandatory,1429.0,1326.0,8.0,18.0,DRIVEALONEFREE,,,,64,no_subtours,0out_0in
4237348,42373480,103349,103349,work,mandatory,1335.0,1332.0,6.0,23.0,DRIVEALONEFREE,,,,36,no_subtours,0out_0in
4277200,42772000,104321,104321,work,mandatory,1359.0,1359.0,6.0,15.0,DRIVEALONEFREE,,,,28,no_subtours,0out_0in
4290443,42904430,104644,104644,work,mandatory,1361.0,1369.0,7.0,17.0,WALK_LOC,,,,47,no_subtours,0out_0in
4312870,43128700,105191,105191,work,mandatory,1384.0,1383.0,5.0,14.0,DRIVEALONEFREE,,,,9,no_subtours,0out_0in
4384866,43848660,106947,106947,work,mandatory,1421.0,1425.0,7.0,17.0,DRIVEALONEFREE,,,,47,eat,0out_0in
4506841,45068410,109922,109922,work,mandatory,1011.0,11.0,7.0,17.0,WALK_HVY,,,,47,no_subtours,0out_0in
4538288,45382880,110689,110689,work,mandatory,2.0,16.0,7.0,10.0,WALK,,,,40,no_subtours,0out_0in
4568341,45683410,111422,111422,work,mandatory,1.0,16.0,7.0,16.0,WALK_LOC,,,,46,no_subtours,0out_0in
4681419,46814190,114180,114180,work,mandatory,75.0,32.0,8.0,19.0,WALK,,,,65,no_subtours,0out_3in
4687979,46879790,114340,114340,work,mandatory,106.0,33.0,5.0,17.0,WALK_LRF,,,,12,no_subtours,1out_2in
4838367,48383670,118008,118008,work,mandatory,115.0,67.0,7.0,14.0,WALK_LOC,,,,44,no_subtours,0out_0in
4954807,49548070,120848,120848,work,mandatory,85.0,85.0,8.0,13.0,BIKE,,,,59,no_subtours,0out_0in
5123276,51232760,124957,124957,work,mandatory,116.0,110.0,7.0,18.0,WALK_LOC,,,,48,no_subtours,2out_1in
5162800,51628000,125921,125921,work,mandatory,142.0,113.0,16.0,20.0,DRIVEALONEFREE,,,,158,no_subtours,2out_0in
5609290,56092900,136811,136811,work,mandatory,351.0,372.0,9.0,20.0,DRIVEALONEFREE,,,,81,maint,1out_0in
5616465,56164650,136986,136986,work,mandatory,355.0,374.0,5.0,12.0,DRIVEALONEFREE,,,,7,no_subtours,1out_0in
5752175,57521750,140296,140296,work,mandatory,416.0,422.0,8.0,19.0,WALK_LRF,,,,65,no_subtours,0out_3in
5797316,57973160,141397,141397,work,mandatory,543.0,440.0,7.0,18.0,DRIVEALONEFREE,,,,48,eat,0out_0in
5863654,58636540,143015,143015,work,mandatory,484.0,468.0,6.0,18.0,DRIVEALONEFREE,,,,31,no_subtours,0out_0in
5895306,58953060,143787,143787,work,mandatory,517.0,499.0,6.0,13.0,DRIVEALONEFREE,,,,26,no_subtours,0out_0in
5968573,59685730,145574,145574,work,mandatory,686.0,540.0,7.0,21.0,BIKE,,,,51,no_subtours,0out_0in
6081610,60816100,148331,148331,work,mandatory,446.0,563.0,11.0,18.0,DRIVEALONEFREE,,,,106,no_subtours,0out_2in
6081611,60816110,148331,148331,work,mandatory,446.0,563.0,18.0,18.0,DRIVEALONEFREE,,,,169,no_subtours,0out_3in
6088580,60885800,148501,148501,work,mandatory,554.0,563.0,9.0,19.0,DRIVEALONEFREE,,,,80,no_subtours,1out_3in
6112934,61129340,149095,149095,work,mandatory,575.0,566.0,6.0,17.0,DRIVEALONEFREE,,,,30,no_subtours,0out_1in
6320681,63206810,154162,154162,work,mandatory,761.0,760.0,8.0,17.0,WALK,,,,63,no_subtours,0out_0in
6339910,63399100,154631,154631,work,mandatory,777.0,773.0,7.0,17.0,DRIVEALONEFREE,,,,47,no_subtours,0out_0in
6350160,63501600,154881,154881,work,mandatory,749.0,777.0,8.0,18.0,WALK_LOC,,,,64,no_subtours,0out_1in
6579555,65795550,160476,160476,work,mandatory,971.0,928.0,8.0,20.0,DRIVEALONEFREE,,,,66,no_subtours,0out_1in
6730927,67309270,164168,164168,work,mandatory,1083.0,960.0,7.0,15.0,DRIVEALONEFREE,,,,45,no_subtours,1out_0in
6768524,67685240,165085,165085,work,mandatory,979.0,970.0,11.0,20.0,WALK_LOC,,,,108,no_subtours,0out_0in
6838265,68382650,166786,166786,work,mandatory,973.0,976.0,5.0,16.0,DRIVEALONEFREE,,,,11,no_subtours,1out_0in
6846752,68467520,166993,166993,work,mandatory,1186.0,976.0,7.0,16.0,DRIVE_HVY,,,,46,no_subtours,0out_0in
6903045,69030450,168366,168366,work,mandatory,971.0,987.0,8.0,20.0,DRIVEALONEFREE,,,,66,no_subtours,2out_2in
6921577,69215770,168818,168818,work,mandatory,991.0,991.0,9.0,21.0,WALK,,,,82,eat,0out_0in
7061510,70615100,172231,172231,work,mandatory,1008.0,1020.0,8.0,21.0,WALK,,,,67,no_subtours,1out_0in
7088365,70883650,172886,172886,work,mandatory,1019.0,1025.0,10.0,14.0,BIKE,,,,89,no_subtours,1out_1in
7251545,72515450,176866,176866,work,mandatory,1092.0,1114.0,8.0,18.0,DRIVEALONEFREE,,,,64,maint,0out_1in
7268888,72688880,177289,177289,work,mandatory,1144.0,1120.0,11.0,21.0,DRIVEALONEFREE,,,,109,no_subtours,0out_0in
7296891,72968910,177972,177972,work,mandatory,864.0,1135.0,7.0,17.0,DRIVEALONEFREE,,,,47,no_subtours,0out_0in
7340597,73405970,179038,179038,work,mandatory,1025.0,1150.0,5.0,14.0,SHARED3FREE,,,,9,no_subtours,0out_0in
7438669,74386690,181430,181430,work,mandatory,1243.0,1224.0,7.0,18.0,WALK_LOC,,,,48,no_subtours,0out_0in
7444778,74447780,181579,181579,work,mandatory,13.0,1229.0,7.0,17.0,DRIVE_HVY,,,,47,no_subtours,0out_0in
7499841,74998410,182922,182922,work,mandatory,1272.0,1269.0,7.0,14.0,DRIVEALONEFREE,,,,44,no_subtours,0out_0in
7513863,75138630,183264,183264,work,mandatory,1269.0,1275.0,8.0,17.0,DRIVEALONEFREE,,,,63,no_subtours,0out_0in
7677371,76773710,187252,187252,work,mandatory,1382.0,1377.0,9.0,19.0,TNC_SINGLE,,,,80,no_subtours,0out_1in
7718330,77183300,188251,188251,work,mandatory,12.0,1423.0,9.0,18.0,WALK_EXP,,,,79,no_subtours,0out_0in
7749900,77499000,189021,189021,work,mandatory,71.0,1444.0,6.0,18.0,DRIVEALONEFREE,,,,31,no_subtours,0out_0in
7768350,77683500,189471,189471,work,mandatory,1.0,1449.0,7.0,17.0,DRIVE_LRF,,,,47,no_subtours,0out_0in
7792163,77921630,190052,189841,school,mandatory,12.0,140.0,17.0,17.0,WALK_LRF,,,,162,,0out_0in
8278669,82786690,201918,195774,school,mandatory,821.0,772.0,8.0,13.0,DRIVEALONEFREE,,,,59,,0out_0in
8525858,85258580,207947,198789,school,mandatory,1127.0,1143.0,10.0,18.0,DRIVEALONEFREE,,,,93,,0out_0in
8525899,85258990,207948,198789,school,mandatory,1127.0,1143.0,14.0,17.0,DRIVEALONEFREE,,,,138,,0out_0in
8617821,86178210,210190,199910,school,mandatory,1249.0,1248.0,12.0,14.0,SHARED2FREE,,,,114,,0out_0in
8819910,88199100,215119,202375,school,mandatory,188.0,189.0,14.0,17.0,DRIVEALONEFREE,,,,138,,0out_1in
8819951,88199510,215120,202375,school,mandatory,188.0,189.0,7.0,12.0,DRIVEALONEFREE,,,,42,,0out_0in
9533843,95338430,232532,211081,school,mandatory,1191.0,1199.0,8.0,15.0,DRIVEALONEFREE,,,,61,,0out_0in
9659557,96595570,235598,212614,work,mandatory,144.0,144.0,8.0,17.0,SHARED2FREE,,,,63,no_subtours,0out_0in
9661607,96616070,235648,212639,work,mandatory,111.0,144.0,6.0,17.0,DRIVEALONEFREE,,,,30,no_subtours,0out_0in
9966032,99660320,243073,216352,work,mandatory,539.0,547.0,5.0,22.0,DRIVEALONEFREE,,,,17,maint,2out_0in
9982186,99821860,243467,216549,work,mandatory,563.0,559.0,10.0,18.0,DRIVEALONEFREE,,,,93,eat,0out_0in
10121135,101211350,246856,218243,work,mandatory,541.0,698.0,7.0,17.0,DRIVEALONEFREE,,,,47,no_subtours,0out_0in
10232860,102328600,249581,219606,work,mandatory,41.0,799.0,6.0,18.0,DRIVE_HVY,,,,31,no_subtours,0out_0in
10403379,104033790,253740,221685,work,mandatory,1066.0,921.0,7.0,18.0,DRIVE_HVY,,,,48,no_subtours,0out_0in
10571028,105710280,257829,223730,work,mandatory,1132.0,1176.0,7.0,16.0,DRIVEALONEFREE,,,,46,no_subtours,1out_0in
10994558,109945580,268159,228895,work,mandatory,19.0,113.0,8.0,18.0,DRIVEALONEFREE,,,,64,no_subtours,0out_1in
11053885,110538850,269606,229618,work,mandatory,22.0,149.0,7.0,22.0,WALK_LRF,,,,52,no_subtours,0out_0in
11110047,111100470,270976,230303,school,mandatory,188.0,189.0,7.0,15.0,WALK,,,,45,,1out_1in
11317966,113179660,276047,232839,work,mandatory,341.0,372.0,10.0,13.0,SHARED3FREE,,,,88,no_subtours,1out_1in
11317999,113179990,276048,232839,school,mandatory,490.0,372.0,12.0,19.0,DRIVEALONEFREE,,,,119,,0out_0in
11456825,114568250,279434,234532,school,mandatory,533.0,475.0,7.0,16.0,DRIVEALONEFREE,,,,46,,0out_0in
11460146,114601460,279515,234573,school,mandatory,490.0,478.0,18.0,19.0,DRIVEALONEFREE,,,,170,,1out_0in
11460195,114601950,279516,234573,work,mandatory,442.0,478.0,7.0,20.0,DRIVEALONEFREE,,,,50,no_subtours,0out_0in
11680652,116806520,284893,237262,work,mandatory,530.0,627.0,8.0,14.0,SHARED3FREE,,,,60,no_subtours,0out_0in
11954040,119540400,291561,240596,work,mandatory,742.0,889.0,7.0,16.0,DRIVEALONEFREE,,,,46,eat,0out_3in
12286550,122865500,299671,244651,work,mandatory,1149.0,1149.0,6.0,17.0,SHARED3FREE,,,,30,no_subtours,0out_0in
12477118,124771180,304319,246975,work,mandatory,1427.0,1428.0,9.0,22.0,DRIVEALONEFREE,,,,83,maint,0out_1in
12477151,124771510,304320,246975,school,mandatory,1427.0,1428.0,18.0,20.0,DRIVEALONEFREE,,,,171,,2out_0in
12590934,125909340,307095,248363,work,mandatory,378.0,299.0,10.0,19.0,DRIVEALONEFREE,,,,94,business1,0out_0in
12590975,125909750,307096,248363,work,mandatory,299.0,299.0,9.0,20.0,DRIVEALONEFREE,,,,81,no_subtours,1out_3in
12666210,126662100,308931,249281,work,mandatory,608.0,620.0,7.0,18.0,DRIVEALONEFREE,,,,48,no_subtours,1out_0in
12666243,126662430,308932,249281,school,mandatory,444.0,620.0,6.0,13.0,DRIVEALONEFREE,,,,26,,1out_1in
12779206,127792060,311687,250659,work,mandatory,960.0,769.0,8.0,21.0,DRIVEALONEFREE,,,,67,no_subtours,0out_0in
12779247,127792470,311688,250659,work,mandatory,769.0,769.0,7.0,15.0,SHARED3FREE,,,,45,no_subtours,1out_1in
12923198,129231980,315199,252415,work,mandatory,110.0,961.0,8.0,18.0,DRIVEALONEFREE,,,,64,no_subtours,0out_0in
12923239,129232390,315200,252415,work,mandatory,918.0,961.0,7.0,18.0,DRIVEALONEFREE,,,,48,no_subtours,0out_0in
13044107,130441070,318148,253889,work,mandatory,967.0,1149.0,6.0,17.0,DRIVE_HVY,,,,30,no_subtours,0out_0in
13216020,132160200,322341,255986,work,mandatory,1381.0,1382.0,8.0,16.0,DRIVEALONEFREE,,,,62,no_subtours,1out_0in
13216061,132160610,322342,255986,work,mandatory,1386.0,1382.0,8.0,18.0,DRIVEALONEFREE,,,,64,no_subtours,0out_2in
13654802,136548020,333043,261337,work,mandatory,2.0,149.0,7.0,15.0,WALK_LRF,,,,45,no_subtours,0out_0in
13792972,137929720,336413,263022,work,mandatory,22.0,200.0,11.0,20.0,WALK_HVY,,,,108,no_subtours,0out_0in
13793013,137930130,336414,263022,work,mandatory,92.0,200.0,9.0,21.0,TNC_SINGLE,,,,82,no_subtours,1out_0in
14012896,140128960,341777,265704,work,mandatory,620.0,410.0,5.0,15.0,DRIVEALONEFREE,,,,10,no_subtours,0out_1in
14012937,140129370,341778,265704,work,mandatory,435.0,410.0,7.0,16.0,TNC_SINGLE,,,,46,no_subtours,0out_0in
14131632,141316320,344673,267152,work,mandatory,450.0,456.0,7.0,16.0,DRIVEALONEFREE,,,,46,no_subtours,0out_0in
14131673,141316730,344674,267152,work,mandatory,687.0,456.0,8.0,18.0,DRIVEALONEFREE,,,,64,no_subtours,0out_0in
14164022,141640220,345463,267547,work,mandatory,403.0,478.0,12.0,17.0,DRIVEALONEFREE,,,,117,no_subtours,0out_1in
14181570,141815700,345891,267761,work,mandatory,504.0,517.0,6.0,15.0,DRIVEALONEFREE,,,,28,no_subtours,0out_0in
14219700,142197000,346821,268226,work,mandatory,545.0,543.0,6.0,19.0,SHARED3FREE,,,,32,eat,0out_1in
14219741,142197410,346822,268226,work,mandatory,671.0,543.0,12.0,21.0,DRIVEALONEFREE,,,,121,no_subtours,0out_0in
14268982,142689820,348023,268827,work,mandatory,554.0,557.0,8.0,17.0,DRIVEALONEFREE,,,,63,no_subtours,1out_0in
14269023,142690230,348024,268827,work,mandatory,752.0,557.0,7.0,15.0,DRIVEALONEFREE,,,,45,no_subtours,0out_0in
14404856,144048560,351337,270484,work,mandatory,594.0,630.0,9.0,15.0,DRIVEALONEFREE,,,,76,no_subtours,0out_0in
14404897,144048970,351338,270484,work,mandatory,406.0,630.0,7.0,20.0,WALK_LRF,,,,50,no_subtours,0out_0in
14594358,145943580,355959,272795,work,mandatory,969.0,835.0,7.0,16.0,DRIVE_HVY,,,,46,eat,0out_0in
14598294,145982940,356055,272843,work,mandatory,832.0,837.0,6.0,15.0,SHARED2FREE,,,,28,no_subtours,0out_0in
14598335,145983350,356056,272843,work,mandatory,355.0,837.0,5.0,14.0,DRIVE_HVY,,,,9,no_subtours,0out_0in
14682016,146820160,358097,273864,work,mandatory,972.0,907.0,7.0,15.0,SHARED2FREE,,,,45,no_subtours,0out_0in
14682057,146820570,358098,273864,work,mandatory,1019.0,907.0,6.0,16.0,DRIVEALONEFREE,,,,29,no_subtours,1out_0in
14779186,147791860,360467,275049,work,mandatory,1060.0,946.0,5.0,16.0,DRIVEALONEFREE,,,,11,business1,1out_1in
14880046,148800460,362927,276279,work,mandatory,895.0,947.0,7.0,17.0,DRIVEALONEFREE,,,,47,eat,0out_0in
14880087,148800870,362928,276279,work,mandatory,973.0,947.0,8.0,18.0,DRIVEALONEFREE,,,,64,no_subtours,0out_0in
15014772,150147720,366213,277922,work,mandatory,1161.0,1007.0,6.0,18.0,DRIVEALONEFREE,,,,31,no_subtours,0out_0in
15014813,150148130,366214,277922,work,mandatory,991.0,1007.0,5.0,18.0,SHARED3FREE,,,,13,no_subtours,0out_1in
15021742,150217420,366383,278007,work,mandatory,970.0,1007.0,7.0,16.0,WALK_LOC,,,,46,no_subtours,0out_0in
15021783,150217830,366384,278007,work,mandatory,1009.0,1007.0,5.0,18.0,TNC_SINGLE,,,,13,no_subtours,1out_0in
15513086,155130860,378367,283999,work,mandatory,1448.0,1428.0,8.0,21.0,DRIVEALONEFREE,,,,67,no_subtours,1out_0in
15513127,155131270,378368,283999,work,mandatory,1429.0,1428.0,8.0,18.0,SHARED3FREE,,,,64,no_subtours,2out_0in
16038903,160389030,391192,290411,school,mandatory,551.0,540.0,6.0,18.0,SHARED3FREE,,,,31,,0out_1in
16048415,160484150,391424,290527,school,mandatory,547.0,549.0,8.0,15.0,WALK,,,,61,,0out_0in
16470387,164703870,401716,295673,school,mandatory,1057.0,1063.0,7.0,17.0,WALK,,,,47,,1out_0in
16666498,166664980,406499,298065,work,mandatory,652.0,469.0,8.0,18.0,SHARED3FREE,,,,64,no_subtours,0out_0in
16666531,166665310,406500,298065,school,mandatory,438.0,469.0,7.0,15.0,SHARED3FREE,,,,45,,1out_3in
16717830,167178300,407751,298691,work,mandatory,715.0,725.0,8.0,17.0,SHARED2FREE,,,,63,no_subtours,2out_0in
16717863,167178630,407752,298691,school,mandatory,725.0,725.0,7.0,15.0,WALK,,,,45,,0out_0in
16944724,169447240,413285,301458,work,mandatory,1224.0,1235.0,9.0,17.0,DRIVEALONEFREE,,,,78,no_subtours,1out_1in
16944757,169447570,413286,301458,school,mandatory,1237.0,1235.0,7.0,7.0,WALK,,,,37,,0out_0in
17179736,171797360,419017,304324,work,mandatory,9.0,20.0,7.0,20.0,WALK_LOC,,,,50,no_subtours,1out_1in
17348574,173485740,423135,306383,work,mandatory,133.0,133.0,7.0,17.0,WALK,,,,47,no_subtours,0out_0in
17348607,173486070,423136,306383,school,mandatory,159.0,133.0,7.0,15.0,SHARED3FREE,,,,45,,0out_0in
17408598,174085980,424599,307115,work,mandatory,133.0,194.0,13.0,17.0,DRIVEALONEFREE,,,,128,no_subtours,1out_2in
17408631,174086310,424600,307115,school,mandatory,197.0,194.0,8.0,18.0,SHARED2FREE,,,,64,,1out_0in
17519544,175195440,427305,308468,work,mandatory,412.0,412.0,5.0,15.0,DRIVEALONEFREE,,,,10,no_subtours,0out_3in
17519577,175195770,427306,308468,school,mandatory,609.0,412.0,8.0,15.0,SHARED3FREE,,,,61,,0out_0in
17743486,177434860,432767,311199,work,mandatory,564.0,549.0,7.0,17.0,DRIVEALONEFREE,,,,47,maint,1out_0in
17743519,177435190,432768,311199,school,mandatory,559.0,549.0,8.0,11.0,WALK_LRF,,,,57,,0out_0in
17839344,178393440,435105,312368,work,mandatory,740.0,742.0,9.0,16.0,DRIVEALONEFREE,,,,77,business1,0out_0in
17839377,178393770,435106,312368,school,mandatory,737.0,742.0,7.0,13.0,WALK_LOC,,,,43,,0out_0in
18005066,180050660,439147,314389,work,mandatory,998.0,894.0,8.0,23.0,DRIVEALONEFREE,,,,69,no_subtours,0out_2in
18041392,180413920,440033,314832,work,mandatory,960.0,923.0,8.0,18.0,DRIVEALONEFREE,,,,64,no_subtours,0out_0in
18041425,180414250,440034,314832,school,mandatory,924.0,923.0,7.0,15.0,WALK,,,,45,,0out_0in
18250328,182503280,445129,317380,work,mandatory,991.0,974.0,6.0,18.0,DRIVEALONEFREE,,,,31,no_subtours,0out_0in
18250361,182503610,445130,317380,school,mandatory,1057.0,974.0,8.0,16.0,WALK_HVY,,,,62,,0out_0in
18290754,182907540,446115,317873,work,mandatory,981.0,977.0,8.0,14.0,WALK_LOC,,,,60,no_subtours,1out_2in
18290787,182907870,446116,317873,school,mandatory,991.0,977.0,7.0,15.0,WALK_LOC,,,,45,,0out_0in
18485291,184852910,450860,320245,school,mandatory,1137.0,1119.0,6.0,14.0,DRIVEALONEFREE,,,,27,,0out_0in
18724977,187249770,456706,323168,school,mandatory,1372.0,1373.0,8.0,17.0,SHARED3FREE,,,,63,,1out_2in
18777096,187770960,457977,323804,work,mandatory,32.0,1434.0,8.0,18.0,DRIVE_EXP,,,,64,no_subtours,0out_0in
18777129,187771290,457978,323804,school,mandatory,1435.0,1434.0,8.0,15.0,DRIVEALONEFREE,,,,61,,0out_1in
18786887,187868870,458216,323923,school,mandatory,1445.0,1445.0,8.0,16.0,WALK,,,,62,,0out_0in
18790708,187907080,458309,323970,work,mandatory,91.0,1449.0,11.0,18.0,SHARED3FREE,,,,106,no_subtours,0out_0in
18790741,187907410,458310,323970,school,mandatory,1431.0,1449.0,7.0,16.0,SHARED2FREE,,,,46,,0out_0in
18891519,188915190,460768,325199,school,mandatory,963.0,964.0,8.0,14.0,SHARED2FREE,,,,60,,0out_0in
19010173,190101730,463662,326489,school,mandatory,229.0,236.0,17.0,22.0,BIKE,,,,167,,0out_0in
20320369,203203690,495618,337141,school,mandatory,13.0,78.0,17.0,17.0,WALK_LOC,,,,162,,0out_1in
20647557,206475570,503598,339801,work,mandatory,656.0,665.0,8.0,13.0,BIKE,,,,59,no_subtours,0out_0in
21050259,210502590,513420,343075,work,mandatory,597.0,552.0,7.0,10.0,DRIVEALONEFREE,,,,40,no_subtours,0out_0in
21050260,210502600,513420,343075,work,mandatory,597.0,552.0,10.0,16.0,DRIVEALONEFREE,,,,91,no_subtours,1out_1in
21184370,211843700,516691,344166,work,mandatory,875.0,869.0,6.0,19.0,SHARED3FREE,,,,32,no_subtours,0out_0in
21184452,211844520,516693,344166,work,mandatory,873.0,869.0,8.0,16.0,DRIVEALONEFREE,,,,62,no_subtours,0out_0in
21574772,215747720,526213,347340,work,mandatory,541.0,574.0,8.0,21.0,SHARED3FREE,,,,67,no_subtours,0out_2in
21574854,215748540,526215,347340,work,mandatory,582.0,574.0,8.0,20.0,DRIVEALONEFREE,,,,66,no_subtours,0out_1in
21653000,216530000,528121,347976,work,mandatory,858.0,774.0,9.0,19.0,DRIVEALONEFREE,,,,80,eat,0out_1in
21653041,216530410,528122,347976,work,mandatory,418.0,774.0,9.0,21.0,SHARED3FREE,,,,82,no_subtours,1out_0in
22502266,225022660,548835,354880,school,mandatory,890.0,877.0,9.0,12.0,WALK_EXP,,,,73,,0out_0in
22504726,225047260,548895,354900,school,mandatory,888.0,880.0,7.0,17.0,WALK,,,,47,,0out_0in
22929281,229292810,559250,358352,school,mandatory,564.0,530.0,7.0,11.0,SHARED3FREE,,,,41,,0out_0in
22969010,229690100,560219,358675,school,mandatory,586.0,580.0,8.0,13.0,SHARED3FREE,,,,59,,1out_0in
22969051,229690510,560220,358675,school,mandatory,578.0,580.0,7.0,14.0,SHARED2FREE,,,,44,,0out_0in
23808493,238084930,580694,365500,work,mandatory,862.0,858.0,16.0,23.0,SHARED2FREE,,,,161,no_subtours,1out_1in
23808526,238085260,580695,365500,school,mandatory,864.0,858.0,8.0,19.0,SHARED2FREE,,,,65,,0out_1in
23923703,239237030,583504,366437,work,mandatory,967.0,987.0,9.0,18.0,SHARED3FREE,,,,79,no_subtours,0out_3in
23923736,239237360,583505,366437,school,mandatory,947.0,987.0,7.0,13.0,SHARED2FREE,,,,43,,0out_1in
23923777,239237770,583506,366437,school,mandatory,987.0,987.0,7.0,12.0,SHARED2FREE,,,,42,,0out_0in
24119642,241196420,588283,368030,work,mandatory,4.0,1199.0,5.0,18.0,DRIVE_HVY,,,,13,no_subtours,0out_0in
24119675,241196750,588284,368030,school,mandatory,1189.0,1199.0,7.0,9.0,SHARED3FREE,,,,39,,0out_0in
24119716,241197160,588285,368030,school,mandatory,1196.0,1199.0,7.0,16.0,WALK,,,,46,,0out_0in
24497498,244974980,597499,371102,work,mandatory,10.0,81.0,7.0,18.0,DRIVEALONEFREE,,,,48,no_subtours,0out_0in
24497572,244975720,597501,371102,school,mandatory,48.0,81.0,8.0,17.0,SHARED3FREE,,,,63,,0out_1in
24788270,247882700,604591,373466,work,mandatory,407.0,435.0,7.0,17.0,DRIVEALONEFREE,,,,47,no_subtours,0out_0in
24788344,247883440,604593,373466,school,mandatory,481.0,435.0,7.0,16.0,SHARED3FREE,,,,46,,0out_0in
25099583,250995830,612184,375997,work,mandatory,676.0,676.0,8.0,17.0,DRIVEALONEFREE,,,,63,maint,3out_2in
25877714,258777140,631163,382323,school,mandatory,1402.0,1402.0,8.0,13.0,SHARED3FREE,,,,59,,1out_0in
25877763,258777630,631164,382323,work,mandatory,1372.0,1402.0,7.0,17.0,DRIVEALONEFREE,,,,47,no_subtours,0out_3in
25900592,259005920,631721,382509,school,mandatory,1416.0,1416.0,6.0,14.0,SHARED2FREE,,,,27,,0out_0in
25900633,259006330,631722,382509,school,mandatory,1416.0,1416.0,8.0,15.0,SHARED2FREE,,,,61,,0out_0in
25975712,259757120,633553,383120,work,mandatory,2.0,145.0,6.0,17.0,DRIVE_HVY,,,,30,no_subtours,0out_0in
25975753,259757530,633554,383120,work,mandatory,21.0,145.0,7.0,12.0,WALK_LRF,,,,42,no_subtours,0out_0in
25975786,259757860,633555,383120,school,mandatory,113.0,145.0,8.0,16.0,SHARED2FREE,,,,62,,0out_1in
26091578,260915780,636379,384062,work,mandatory,751.0,477.0,6.0,17.0,SHARED3FREE,,,,30,no_subtours,0out_0in
26091652,260916520,636381,384062,school,mandatory,500.0,477.0,8.0,13.0,DRIVEALONEFREE,,,,59,,0out_0in
26333765,263337650,642286,386031,work,mandatory,1283.0,1286.0,8.0,18.0,DRIVEALONEFREE,,,,64,maint,0out_0in
26333806,263338060,642287,386031,work,mandatory,1284.0,1286.0,7.0,14.0,DRIVEALONEFREE,,,,44,no_subtours,0out_0in
26333839,263338390,642288,386031,school,mandatory,1286.0,1286.0,8.0,16.0,SHARED3FREE,,,,62,,0out_0in
27153437,271534370,662278,392695,work,mandatory,1197.0,1189.0,7.0,16.0,WALK_LOC,,,,46,no_subtours,0out_1in
27153478,271534780,662279,392695,work,mandatory,1189.0,1189.0,6.0,13.0,WALK,,,,26,no_subtours,0out_0in
27153511,271535110,662280,392695,school,mandatory,1189.0,1189.0,7.0,23.0,WALK,,,,53,,0out_1in
