tour_id,person_id,household_id,tour_type,tour_category,destination,origin,start,end,tour_mode,parent_tour_id
6081610,148331,148331,work,mandatory,446.0,563.0,11.0,18.0,DRIVEALONEFREE,
6081611,148331,148331,work,mandatory,446.0,563.0,18.0,18.0,DRIVEALONEFREE,
6088580,148501,148501,work,mandatory,554.0,563.0,9.0,19.0,DRIVEALONEFREE,
6112934,149095,149095,work,mandatory,575.0,566.0,6.0,17.0,DRIVEALONEFREE,
6320681,154162,154162,work,mandatory,761.0,760.0,8.0,17.0,WALK,
6339910,154631,154631,work,mandatory,777.0,773.0,7.0,17.0,DRIVEALONEFREE,
6350160,154881,154881,work,mandatory,749.0,777.0,8.0,18.0,WALK_LOC,
6579555,160476,160476,work,mandatory,971.0,928.0,8.0,20.0,DRIVEALONEFREE,
6730927,164168,164168,work,mandatory,1083.0,960.0,7.0,15.0,DRIVEALONEFREE,
6768524,165085,165085,work,mandatory,979.0,970.0,11.0,20.0,WALK_LOC,
6838265,166786,166786,work,mandatory,973.0,976.0,5.0,16.0,DRIVEALONEFREE,
6846752,166993,166993,work,mandatory,1186.0,976.0,7.0,16.0,DRIVE_HVY,
6903045,168366,168366,work,mandatory,971.0,987.0,8.0,20.0,DRIVEALONEFREE,
6921577,168818,168818,work,mandatory,991.0,991.0,9.0,21.0,WALK,
7061510,172231,172231,work,mandatory,1008.0,1020.0,8.0,21.0,WALK,
7088365,172886,172886,work,mandatory,1019.0,1025.0,10.0,14.0,BIKE,
7251545,176866,176866,work,mandatory,1092.0,1114.0,8.0,18.0,DRIVEALONEFREE,
7268888,177289,177289,work,mandatory,1144.0,1120.0,11.0,21.0,DRIVEALONEFREE,
7296891,177972,177972,work,mandatory,864.0,1135.0,7.0,17.0,DRIVEALONEFREE,
7340597,179038,179038,work,mandatory,1025.0,1150.0,5.0,14.0,SHARED3FREE,
7438669,181430,181430,work,mandatory,1243.0,1224.0,7.0,18.0,WALK_LOC,
7444778,181579,181579,work,mandatory,13.0,1229.0,7.0,17.0,DRIVE_HVY,
7499841,182922,182922,work,mandatory,1272.0,1269.0,7.0,14.0,DRIVEALONEFREE,
7513863,183264,183264,work,mandatory,1269.0,1275.0,8.0,17.0,DRIVEALONEFREE,
7677371,187252,187252,work,mandatory,1382.0,1377.0,9.0,19.0,TNC_SINGLE,
7718330,188251,188251,work,mandatory,12.0,1423.0,9.0,18.0,WALK_EXP,
7749900,189021,189021,work,mandatory,71.0,1444.0,6.0,18.0,DRIVEALONEFREE,
7768350,189471,189471,work,mandatory,1.0,1449.0,7.0,17.0,DRIVE_LRF,
7792163,190052,189841,school,mandatory,12.0,140.0,17.0,17.0,WALK_LRF,
8278669,201918,195774,school,mandatory,821.0,772.0,8.0,13.0,DRIVEALONEFREE,
8525858,207947,198789,school,mandatory,1127.0,1143.0,10.0,18.0,DRIVEALONEFREE,
8525899,207948,198789,school,mandatory,1127.0,1143.0,14.0,17.0,DRIVEALONEFREE,
8617821,210190,199910,school,mandatory,1249.0,1248.0,12.0,14.0,SHARED2FREE,
8819910,215119,202375,school,mandatory,188.0,189.0,14.0,17.0,DRIVEALONEFREE,
8819951,215120,202375,school,mandatory,188.0,189.0,7.0,12.0,DRIVEALONEFREE,
9533843,232532,211081,school,mandatory,1191.0,1199.0,8.0,15.0,DRIVEALONEFREE,
9659557,235598,212614,work,mandatory,144.0,144.0,8.0,17.0,SHARED2FREE,
9661607,235648,212639,work,mandatory,111.0,144.0,6.0,17.0,DRIVEALONEFREE,
9966032,243073,216352,work,mandatory,539.0,547.0,5.0,22.0,DRIVEALONEFREE,
9982186,243467,216549,work,mandatory,563.0,559.0,10.0,18.0,DRIVEALONEFREE,
10121135,246856,218243,work,mandatory,541.0,698.0,7.0,17.0,DRIVEALONEFREE,
10232860,249581,219606,work,mandatory,41.0,799.0,6.0,18.0,DRIVE_HVY,
10403379,253740,221685,work,mandatory,1066.0,921.0,7.0,18.0,DRIVE_HVY,
10571028,257829,223730,work,mandatory,1132.0,1176.0,7.0,16.0,DRIVEALONEFREE,
10994558,268159,228895,work,mandatory,19.0,113.0,8.0,18.0,DRIVEALONEFREE,
11053885,269606,229618,work,mandatory,22.0,149.0,7.0,22.0,WALK_LRF,
11110047,270976,230303,school,mandatory,188.0,189.0,7.0,15.0,WALK,
11317966,276047,232839,work,mandatory,341.0,372.0,10.0,13.0,SHARED3FREE,
11317999,276048,232839,school,mandatory,490.0,372.0,12.0,19.0,DRIVEALONEFREE,
11456825,279434,234532,school,mandatory,533.0,475.0,7.0,16.0,DRIVEALONEFREE,
11460146,279515,234573,school,mandatory,490.0,478.0,18.0,19.0,DRIVEALONEFREE,
11460195,279516,234573,work,mandatory,442.0,478.0,7.0,20.0,DRIVEALONEFREE,
11680652,284893,237262,work,mandatory,530.0,627.0,8.0,14.0,SHARED3FREE,
11954040,291561,240596,work,mandatory,742.0,889.0,7.0,16.0,DRIVEALONEFREE,
12286550,299671,244651,work,mandatory,1149.0,1149.0,6.0,17.0,SHARED3FREE,
12477118,304319,246975,work,mandatory,1427.0,1428.0,9.0,22.0,DRIVEALONEFREE,
12477151,304320,246975,school,mandatory,1427.0,1428.0,18.0,20.0,DRIVEALONEFREE,
12590934,307095,248363,work,mandatory,378.0,299.0,10.0,19.0,DRIVEALONEFREE,
12590975,307096,248363,work,mandatory,299.0,299.0,9.0,20.0,DRIVEALONEFREE,
12666210,308931,249281,work,mandatory,608.0,620.0,7.0,18.0,DRIVEALONEFREE,
12666243,308932,249281,school,mandatory,444.0,620.0,6.0,13.0,DRIVEALONEFREE,
12779206,311687,250659,work,mandatory,960.0,769.0,8.0,21.0,DRIVEALONEFREE,
12779247,311688,250659,work,mandatory,769.0,769.0,7.0,15.0,SHARED3FREE,
12923198,315199,252415,work,mandatory,110.0,961.0,8.0,18.0,DRIVEALONEFREE,
12923239,315200,252415,work,mandatory,918.0,961.0,7.0,18.0,DRIVEALONEFREE,
13044107,318148,253889,work,mandatory,967.0,1149.0,6.0,17.0,DRIVE_HVY,
13216020,322341,255986,work,mandatory,1381.0,1382.0,8.0,16.0,DRIVEALONEFREE,
13216061,322342,255986,work,mandatory,1386.0,1382.0,8.0,18.0,DRIVEALONEFREE,
13654802,333043,261337,work,mandatory,2.0,149.0,7.0,15.0,WALK_LRF,
13792972,336413,263022,work,mandatory,22.0,200.0,11.0,20.0,WALK_HVY,
13793013,336414,263022,work,mandatory,92.0,200.0,9.0,21.0,TNC_SINGLE,
14012896,341777,265704,work,mandatory,620.0,410.0,5.0,15.0,DRIVEALONEFREE,
14012937,341778,265704,work,mandatory,435.0,410.0,7.0,16.0,TNC_SINGLE,
14131632,344673,267152,work,mandatory,450.0,456.0,7.0,16.0,DRIVEALONEFREE,
14131673,344674,267152,work,mandatory,687.0,456.0,8.0,18.0,DRIVEALONEFREE,
14164022,345463,267547,work,mandatory,403.0,478.0,12.0,17.0,DRIVEALONEFREE,
14181570,345891,267761,work,mandatory,504.0,517.0,6.0,15.0,DRIVEALONEFREE,
14219700,346821,268226,work,mandatory,545.0,543.0,6.0,19.0,SHARED3FREE,
14219741,346822,268226,work,mandatory,671.0,543.0,12.0,21.0,DRIVEALONEFREE,
14268982,348023,268827,work,mandatory,554.0,557.0,8.0,17.0,DRIVEALONEFREE,
14269023,348024,268827,work,mandatory,752.0,557.0,7.0,15.0,DRIVEALONEFREE,
14404856,351337,270484,work,mandatory,594.0,630.0,9.0,15.0,DRIVEALONEFREE,
14404897,351338,270484,work,mandatory,406.0,630.0,7.0,20.0,WALK_LRF,
14594358,355959,272795,work,mandatory,969.0,835.0,7.0,16.0,DRIVE_HVY,
14598294,356055,272843,work,mandatory,832.0,837.0,6.0,15.0,SHARED2FREE,
14598335,356056,272843,work,mandatory,355.0,837.0,5.0,14.0,DRIVE_HVY,
14682016,358097,273864,work,mandatory,972.0,907.0,7.0,15.0,SHARED2FREE,
14682057,358098,273864,work,mandatory,1019.0,907.0,6.0,16.0,DRIVEALONEFREE,
14779186,360467,275049,work,mandatory,1060.0,946.0,5.0,16.0,DRIVEALONEFREE,
14880046,362927,276279,work,mandatory,895.0,947.0,7.0,17.0,DRIVEALONEFREE,
14880087,362928,276279,work,mandatory,973.0,947.0,8.0,18.0,DRIVEALONEFREE,
15014772,366213,277922,work,mandatory,1161.0,1007.0,6.0,18.0,DRIVEALONEFREE,
15014813,366214,277922,work,mandatory,991.0,1007.0,5.0,18.0,SHARED3FREE,
15021742,366383,278007,work,mandatory,970.0,1007.0,7.0,16.0,WALK_LOC,
15021783,366384,278007,work,mandatory,1009.0,1007.0,5.0,18.0,TNC_SINGLE,
15513086,378367,283999,work,mandatory,1448.0,1428.0,8.0,21.0,DRIVEALONEFREE,
15513127,378368,283999,work,mandatory,1429.0,1428.0,8.0,18.0,SHARED3FREE,
16038903,391192,290411,school,mandatory,551.0,540.0,6.0,18.0,SHARED3FREE,
16048415,391424,290527,school,mandatory,547.0,549.0,8.0,15.0,WALK,
16470387,401716,295673,school,mandatory,1057.0,1063.0,7.0,17.0,WALK,
16666498,406499,298065,work,mandatory,652.0,469.0,8.0,18.0,SHARED3FREE,
16666531,406500,298065,school,mandatory,438.0,469.0,7.0,15.0,SHARED3FREE,
16717830,407751,298691,work,mandatory,715.0,725.0,8.0,17.0,SHARED2FREE,
16717863,407752,298691,school,mandatory,725.0,725.0,7.0,15.0,WALK,
16944724,413285,301458,work,mandatory,1224.0,1235.0,9.0,17.0,DRIVEALONEFREE,
16944757,413286,301458,school,mandatory,1237.0,1235.0,7.0,7.0,WALK,
17179736,419017,304324,work,mandatory,9.0,20.0,7.0,20.0,WALK_LOC,
17348574,423135,306383,work,mandatory,133.0,133.0,7.0,17.0,WALK,
17348607,423136,306383,school,mandatory,159.0,133.0,7.0,15.0,SHARED3FREE,
17408598,424599,307115,work,mandatory,133.0,194.0,13.0,17.0,DRIVEALONEFREE,
17408631,424600,307115,school,mandatory,197.0,194.0,8.0,18.0,SHARED2FREE,
17519544,427305,308468,work,mandatory,412.0,412.0,5.0,15.0,DRIVEALONEFREE,
17519577,427306,308468,school,mandatory,609.0,412.0,8.0,15.0,SHARED3FREE,
17743486,432767,311199,work,mandatory,564.0,549.0,7.0,17.0,DRIVEALONEFREE,
17743519,432768,311199,school,mandatory,559.0,549.0,8.0,11.0,WALK_LRF,
17839344,435105,312368,work,mandatory,740.0,742.0,9.0,16.0,DRIVEALONEFREE,
17839377,435106,312368,school,mandatory,737.0,742.0,7.0,13.0,WALK_LOC,
18005066,439147,314389,work,mandatory,998.0,894.0,8.0,23.0,DRIVEALONEFREE,
18041392,440033,314832,work,mandatory,960.0,923.0,8.0,18.0,DRIVEALONEFREE,
18041425,440034,314832,school,mandatory,924.0,923.0,7.0,15.0,WALK,
18250328,445129,317380,work,mandatory,991.0,974.0,6.0,18.0,DRIVEALONEFREE,
18250361,445130,317380,school,mandatory,1057.0,974.0,8.0,16.0,WALK_HVY,
18290754,446115,317873,work,mandatory,981.0,977.0,8.0,14.0,WALK_LOC,
18290787,446116,317873,school,mandatory,991.0,977.0,7.0,15.0,WALK_LOC,
18485291,450860,320245,school,mandatory,1137.0,1119.0,6.0,14.0,DRIVEALONEFREE,
18724977,456706,323168,school,mandatory,1372.0,1373.0,8.0,17.0,SHARED3FREE,
18777096,457977,323804,work,mandatory,32.0,1434.0,8.0,18.0,DRIVE_EXP,
18777129,457978,323804,school,mandatory,1435.0,1434.0,8.0,15.0,DRIVEALONEFREE,
18786887,458216,323923,school,mandatory,1445.0,1445.0,8.0,16.0,WALK,
18790708,458309,323970,work,mandatory,91.0,1449.0,11.0,18.0,SHARED3FREE,
18790741,458310,323970,school,mandatory,1431.0,1449.0,7.0,16.0,SHARED2FREE,
18891519,460768,325199,school,mandatory,963.0,964.0,8.0,14.0,SHARED2FREE,
19010173,463662,326489,school,mandatory,229.0,236.0,17.0,22.0,BIKE,
20320369,495618,337141,school,mandatory,13.0,78.0,17.0,17.0,WALK_LOC,
20647557,503598,339801,work,mandatory,656.0,665.0,8.0,13.0,BIKE,
21050259,513420,343075,work,mandatory,597.0,552.0,7.0,10.0,DRIVEALONEFREE,
21050260,513420,343075,work,mandatory,597.0,552.0,10.0,16.0,DRIVEALONEFREE,
21184370,516691,344166,work,mandatory,875.0,869.0,6.0,19.0,SHARED3FREE,
21184452,516693,344166,work,mandatory,873.0,869.0,8.0,16.0,DRIVEALONEFREE,
21574772,526213,347340,work,mandatory,541.0,574.0,8.0,21.0,SHARED3FREE,
21574854,526215,347340,work,mandatory,582.0,574.0,8.0,20.0,DRIVEALONEFREE,
21653000,528121,347976,work,mandatory,858.0,774.0,9.0,19.0,DRIVEALONEFREE,
21653041,528122,347976,work,mandatory,418.0,774.0,9.0,21.0,SHARED3FREE,
22502266,548835,354880,school,mandatory,890.0,877.0,9.0,12.0,WALK_EXP,
22504726,548895,354900,school,mandatory,888.0,880.0,7.0,17.0,WALK,
22929281,559250,358352,school,mandatory,564.0,530.0,7.0,11.0,SHARED3FREE,
22969010,560219,358675,school,mandatory,586.0,580.0,8.0,13.0,SHARED3FREE,
22969051,560220,358675,school,mandatory,578.0,580.0,7.0,14.0,SHARED2FREE,
23808493,580694,365500,work,mandatory,862.0,858.0,16.0,23.0,SHARED2FREE,
23808526,580695,365500,school,mandatory,864.0,858.0,8.0,19.0,SHARED2FREE,
23923703,583504,366437,work,mandatory,967.0,987.0,9.0,18.0,SHARED3FREE,
23923736,583505,366437,school,mandatory,947.0,987.0,7.0,13.0,SHARED2FREE,
23923777,583506,366437,school,mandatory,987.0,987.0,7.0,12.0,SHARED2FREE,
24119642,588283,368030,work,mandatory,4.0,1199.0,5.0,18.0,DRIVE_HVY,
24119675,588284,368030,school,mandatory,1189.0,1199.0,7.0,9.0,SHARED3FREE,
24119716,588285,368030,school,mandatory,1196.0,1199.0,7.0,16.0,WALK,
24497498,597499,371102,work,mandatory,10.0,81.0,7.0,18.0,DRIVEALONEFREE,
24497572,597501,371102,school,mandatory,48.0,81.0,8.0,17.0,SHARED3FREE,
24788270,604591,373466,work,mandatory,407.0,435.0,7.0,17.0,DRIVEALONEFREE,
24788344,604593,373466,school,mandatory,481.0,435.0,7.0,16.0,SHARED3FREE,
25099583,612184,375997,work,mandatory,676.0,676.0,8.0,17.0,DRIVEALONEFREE,
25877714,631163,382323,school,mandatory,1402.0,1402.0,8.0,13.0,SHARED3FREE,
25877763,631164,382323,work,mandatory,1372.0,1402.0,7.0,17.0,DRIVEALONEFREE,
25900592,631721,382509,school,mandatory,1416.0,1416.0,6.0,14.0,SHARED2FREE,
25900633,631722,382509,school,mandatory,1416.0,1416.0,8.0,15.0,SHARED2FREE,
25975712,633553,383120,work,mandatory,2.0,145.0,6.0,17.0,DRIVE_HVY,
25975753,633554,383120,work,mandatory,21.0,145.0,7.0,12.0,WALK_LRF,
25975786,633555,383120,school,mandatory,113.0,145.0,8.0,16.0,SHARED2FREE,
26091578,636379,384062,work,mandatory,751.0,477.0,6.0,17.0,SHARED3FREE,
26091652,636381,384062,school,mandatory,500.0,477.0,8.0,13.0,DRIVEALONEFREE,
26333765,642286,386031,work,mandatory,1283.0,1286.0,8.0,18.0,DRIVEALONEFREE,
26333806,642287,386031,work,mandatory,1284.0,1286.0,7.0,14.0,DRIVEALONEFREE,
26333839,642288,386031,school,mandatory,1286.0,1286.0,8.0,16.0,SHARED3FREE,
27153437,662278,392695,work,mandatory,1197.0,1189.0,7.0,16.0,WALK_LOC,
27153478,662279,392695,work,mandatory,1189.0,1189.0,6.0,13.0,WALK,
27153511,662280,392695,school,mandatory,1189.0,1189.0,7.0,23.0,WALK,
27393976,668145,394572,school,mandatory,354.0,311.0,17.0,17.0,DRIVEALONEFREE,
27394017,668146,394572,school,mandatory,354.0,311.0,7.0,15.0,SHARED3FREE,
27522511,671280,395275,school,mandatory,562.0,564.0,9.0,17.0,WALK_LRF,
28082776,684945,397990,school,mandatory,13.0,42.0,17.0,17.0,DRIVEALONEFREE,
28512702,695431,400328,school,mandatory,1019.0,1000.0,16.0,16.0,DRIVEALONEFREE,
29443328,718129,404967,work,mandatory,153.0,202.0,7.0,18.0,DRIVEALONEFREE,
29487034,719195,405167,work,mandatory,313.0,323.0,8.0,18.0,SHARED2FREE,
29505074,719635,405257,work,mandatory,428.0,437.0,7.0,18.0,DRIVEALONEFREE,
30129053,734854,408549,work,mandatory,92.0,189.0,16.0,23.0,DRIVEALONEFREE,
30129127,734856,408549,school,mandatory,188.0,189.0,15.0,15.0,WALK,
30129176,734857,408549,work,mandatory,13.0,189.0,6.0,11.0,WALK_LRF,
30129177,734857,408549,work,mandatory,13.0,189.0,13.0,20.0,WALK_LRF,
30181533,736134,408820,work,mandatory,257.0,330.0,13.0,19.0,DRIVEALONEFREE,
30181574,736135,408820,work,mandatory,266.0,330.0,7.0,18.0,SHARED2FREE,
30181607,736136,408820,school,mandatory,329.0,330.0,8.0,16.0,SHARED3FREE,
30181648,736137,408820,school,mandatory,327.0,330.0,7.0,15.0,SHARED2FREE,
30181689,736138,408820,school,mandatory,327.0,330.0,9.0,16.0,SHARED2FREE,
30247625,737746,409148,work,mandatory,656.0,568.0,8.0,16.0,BIKE,
30662586,747867,411344,work,mandatory,12.0,897.0,7.0,15.0,SHARED2FREE,
30662627,747868,411344,work,mandatory,838.0,897.0,9.0,21.0,DRIVEALONEFREE,
30662660,747869,411344,school,mandatory,953.0,897.0,9.0,18.0,SHARED2FREE,
30706046,748927,411558,work,mandatory,944.0,929.0,6.0,15.0,SHARED3FREE,
30706087,748928,411558,work,mandatory,16.0,929.0,8.0,20.0,WALK_HVY,
30706202,748931,411558,school,mandatory,933.0,929.0,12.0,19.0,BIKE,
31608292,770933,416294,work,mandatory,763.0,774.0,8.0,19.0,DRIVEALONEFREE,
31608374,770935,416294,work,mandatory,770.0,774.0,5.0,14.0,BIKE,
31608489,770938,416294,school,mandatory,775.0,774.0,8.0,15.0,WALK,
31608530,770939,416294,school,mandatory,775.0,774.0,6.0,8.0,WALK,
31608571,770940,416294,school,mandatory,774.0,774.0,7.0,15.0,SHARED3FREE,
31630022,771463,416390,work,mandatory,777.0,777.0,7.0,10.0,DRIVEALONEFREE,
31630014,771463,416390,school,mandatory,750.0,777.0,16.0,18.0,DRIVEALONEFREE,
31630063,771464,416390,work,mandatory,355.0,777.0,6.0,18.0,DRIVEALONEFREE,
32707215,797736,421981,work,mandatory,408.0,468.0,6.0,18.0,DRIVEALONEFREE,
32707256,797737,421981,work,mandatory,560.0,468.0,5.0,16.0,DRIVEALONEFREE,
32707297,797738,421981,work,mandatory,504.0,468.0,8.0,18.0,DRIVEALONEFREE,
32707338,797739,421981,work,mandatory,605.0,468.0,9.0,18.0,DRIVEALONEFREE,
32804385,800106,422531,work,mandatory,700.0,669.0,9.0,19.0,SHARED2FREE,
33107867,807508,424122,work,mandatory,14.0,964.0,7.0,19.0,WALK_LRF,
33107900,807509,424122,school,mandatory,946.0,964.0,18.0,19.0,TAXI,
33107990,807511,424122,work,mandatory,890.0,964.0,14.0,22.0,SHARED3FREE,
33416261,815030,425706,school,mandatory,115.0,113.0,8.0,14.0,WALK_LOC,
33904899,826948,428067,school,mandatory,713.0,713.0,11.0,18.0,SHARED2FREE,
34055902,830631,428782,school,mandatory,861.0,852.0,8.0,16.0,WALK_LOC,
34055943,830632,428782,school,mandatory,879.0,852.0,9.0,16.0,SHARED3FREE,
34055984,830633,428782,school,mandatory,891.0,852.0,8.0,15.0,SHARED3FREE,
34102929,831778,429010,school,mandatory,876.0,876.0,7.0,17.0,WALK,
34615060,844269,431526,school,mandatory,1292.0,1291.0,7.0,13.0,SHARED2FREE,
34888899,850948,432948,school,mandatory,255.0,274.0,14.0,18.0,SHARED3FREE,
34888940,850949,432948,school,mandatory,280.0,274.0,17.0,20.0,SHARED3FREE,
34995089,853538,433481,school,mandatory,339.0,335.0,8.0,16.0,WALK_LOC,
34995130,853539,433481,school,mandatory,332.0,335.0,7.0,10.0,SHARED3FREE,
35126166,856735,434207,school,mandatory,490.0,456.0,8.0,15.0,DRIVEALONEFREE,
35126248,856737,434207,school,mandatory,454.0,456.0,7.0,12.0,SHARED2FREE,
35126289,856738,434207,school,mandatory,371.0,456.0,9.0,15.0,SHARED3FREE,
35519971,866340,436188,school,mandatory,720.0,722.0,7.0,15.0,SHARED2FREE,
35520012,866341,436188,school,mandatory,727.0,722.0,7.0,15.0,SHARED3FREE,
35520053,866342,436188,school,mandatory,723.0,722.0,8.0,15.0,SHARED2FREE,
35520094,866343,436188,school,mandatory,742.0,722.0,9.0,12.0,SHARED3FREE,
36111929,880778,439126,school,mandatory,1222.0,1232.0,8.0,13.0,DRIVEALONEFREE,
36111930,880778,439126,school,mandatory,1222.0,1232.0,19.0,21.0,DRIVEALONEFREE,
36111970,880779,439126,school,mandatory,1242.0,1232.0,8.0,15.0,WALK,
36112011,880780,439126,school,mandatory,1224.0,1232.0,8.0,20.0,SHARED3FREE,
36112052,880781,439126,school,mandatory,1235.0,1232.0,7.0,9.0,SHARED3FREE,
36310738,885627,440130,school,mandatory,1443.0,1452.0,7.0,13.0,DRIVEALONEFREE,
36354780,886701,440364,work,mandatory,79.0,126.0,7.0,10.0,SHARED3FREE,
36354781,886701,440364,work,mandatory,79.0,126.0,13.0,17.0,DRIVEALONEFREE,
36354813,886702,440364,school,mandatory,152.0,126.0,8.0,16.0,DRIVEALONEFREE,
36354854,886703,440364,school,mandatory,134.0,126.0,7.0,8.0,WALK,
36354855,886703,440364,school,mandatory,134.0,126.0,14.0,15.0,SHARED2FREE,
36532425,891034,441364,school,mandatory,194.0,196.0,8.0,13.0,WALK_LOC,
36809306,897787,442811,work,mandatory,416.0,371.0,6.0,17.0,DRIVEALONEFREE,
36809380,897789,442811,school,mandatory,371.0,371.0,8.0,15.0,SHARED2FREE,
36809421,897790,442811,school,mandatory,365.0,371.0,8.0,15.0,SHARED3FREE,
36809462,897791,442811,school,mandatory,371.0,371.0,15.0,15.0,BIKE,
36862032,899073,443097,work,mandatory,563.0,416.0,7.0,16.0,DRIVEALONEFREE,
36862106,899075,443097,school,mandatory,416.0,416.0,6.0,11.0,WALK,
36862147,899076,443097,school,mandatory,617.0,416.0,7.0,14.0,SHARED3FREE,
37009673,902674,443879,work,mandatory,519.0,501.0,8.0,16.0,DRIVEALONEFREE,
37009706,902675,443879,school,mandatory,481.0,501.0,11.0,20.0,SHARED2FREE,
37009747,902676,443879,school,mandatory,472.0,501.0,7.0,11.0,SHARED3FREE,
37009788,902677,443879,school,mandatory,563.0,501.0,7.0,15.0,SHARED3FREE,
37395721,912090,445673,school,mandatory,604.0,633.0,7.0,14.0,SHARED3FREE,
37395762,912091,445673,school,mandatory,605.0,633.0,11.0,12.0,SHARED2FREE,
37395803,912092,445673,school,mandatory,580.0,633.0,9.0,14.0,SHARED3FREE,
37444101,913270,445901,school,mandatory,640.0,643.0,8.0,15.0,WALK,
37466536,913817,446012,work,mandatory,660.0,661.0,6.0,22.0,BIKE,
37466610,913819,446012,school,mandatory,663.0,661.0,12.0,16.0,SHARED3FREE,
37466651,913820,446012,school,mandatory,661.0,661.0,8.0,15.0,SHARED3FREE,
37466692,913821,446012,school,mandatory,678.0,661.0,12.0,18.0,SHARED3FREE,
37689658,919259,447113,work,mandatory,736.0,733.0,10.0,15.0,DRIVEALONEFREE,
37689732,919261,447113,school,mandatory,734.0,733.0,9.0,17.0,SHARED3FREE,
37689773,919262,447113,school,mandatory,743.0,733.0,8.0,16.0,SHARED3FREE,
37689814,919263,447113,school,mandatory,848.0,733.0,13.0,16.0,SHARED3FREE,
37753659,920820,447463,work,mandatory,777.0,769.0,7.0,15.0,DRIVEALONEFREE,
37753774,920823,447463,school,mandatory,771.0,769.0,8.0,16.0,SHARED3FREE,
37956691,925772,448511,work,mandatory,841.0,863.0,8.0,18.0,WALK_HVY,
