participant_id,tour_id,household_id,person_id,participant_num
10738668606,107386686,1207364,2619192,2
8465263701,84652637,1068173,2064698,1
8465263702,84652637,1068173,2064699,2
8465263703,84652637,1068173,2064700,3
15610017602,156100176,1719540,3807322,1
15610017603,156100176,1719540,3807323,2
23517270002,235172700,2357830,5735920,1
23517270003,235172700,2357830,5735921,2
26709332603,267093326,2538493,6514473,1
26709332604,267093326,2538493,6514474,2
19882779101,198827791,1967024,4849458,1
19882779102,198827791,1967024,4849459,2
25897561301,258975613,2497599,6316478,1
25897561303,258975613,2497599,6316480,2
25897561304,258975613,2497599,6316481,3
923292801,9232928,207412,225193,1
923292802,9232928,207412,225194,2
15507804602,155078046,1711230,3782392,1
15507804603,155078046,1711230,3782393,2
23618928901,236189289,2366095,5760714,1
23618928902,236189289,2366095,5760715,2
23618928903,236189289,2366095,5760716,3
3739558401,37395584,445673,912087,1
3739558402,37395584,445673,912088,2
3739558405,37395584,445673,912091,3
1921339601,19213396,328142,468619,1
1921339602,19213396,328142,468620,2
25820595901,258205959,2493512,6297706,1
25820595902,258205959,2493512,6297707,2
25820595904,258205959,2493512,6297709,3
25820595905,258205959,2493512,6297710,4
21622942301,216229423,2166090,5273888,1
21622942302,216229423,2166090,5273889,2
18777890803,187778908,1897772,4579975,1
18777890804,187778908,1897772,4579976,2
27412138601,274121386,2576560,6685887,1
27412138602,274121386,2576560,6685888,2
27412138604,274121386,2576560,6685890,3
27412138606,274121386,2576560,6685892,4
27412138607,274121386,2576560,6685893,5
30199543504,301995435,2745461,7365745,1
30199543505,301995435,2745461,7365746,2
20061014301,200610143,1988760,4892930,1
20061014302,200610143,1988760,4892931,2
881284601,8812846,202289,214947,1
881284602,8812846,202289,214948,2
6002184201,60021842,721758,1463947,1
6002184202,60021842,721758,1463948,2
28189621601,281896216,2619261,6875517,1
28189621603,281896216,2619261,6875519,2
15558234801,155582348,1715330,3794691,1
15558234802,155582348,1715330,3794692,2
15558234803,155582348,1715330,3794693,3
15041512001,150415120,1673320,3668661,1
15041512003,150415120,1673320,3668663,2
30377114701,303771147,2753390,7409052,1
30377114703,303771147,2753390,7409054,2
30377114705,303771147,2753390,7409056,3
30377114706,303771147,2753390,7409057,4
30377114707,303771147,2753390,7409058,5
8498461402,84984614,1070872,2072796,1
8498461403,84984614,1070872,2072797,2
9357874501,93578745,1137705,2282408,1
9357874502,93578745,1137705,2282409,2
9357874503,93578745,1137705,2282410,3
9357874504,93578745,1137705,2282411,4
9357874505,93578745,1137705,2282412,5
26396072103,263960721,2521719,6438068,1
26396072104,263960721,2521719,6438069,2
16342351401,163423514,1772246,3985939,1
16342351403,163423514,1772246,3985941,2
16342351404,163423514,1772246,3985942,3
876913801,8769138,201756,213881,1
876913802,8769138,201756,213882,2
790231801,7902318,191185,192739,1
790231802,7902318,191185,192740,2
27594679002,275946790,2586458,6730410,1
27594679003,275946790,2586458,6730411,2
27594679005,275946790,2586458,6730413,3
27594679006,275946790,2586458,6730414,4
3680928801,36809288,442811,897787,1
3680928802,36809288,442811,897788,2
3680928805,36809288,442811,897791,3
20497377901,204973779,2019870,4999360,1
20497377902,204973779,2019870,4999361,2
20497377903,204973779,2019870,4999362,3
20497377905,204973779,2019870,4999364,4
996600801,9966008,216352,243073,1
996600802,9966008,216352,243074,2
19798409501,197984095,1956735,4828880,1
19798409502,197984095,1956735,4828881,2
27017894502,270178945,2555071,6589731,1
27017894503,270178945,2555071,6589732,2
5633283201,56332832,676770,1373971,1
5633283202,56332832,676770,1373972,2
4149731001,41497310,466452,1012129,1
4149731002,41497310,466452,1012130,2
12894140701,128941407,1394043,3144912,1
12894140702,128941407,1394043,3144913,2
12894140703,128941407,1394043,3144914,3
12894140704,128941407,1394043,3144915,4
2831408601,28314086,399269,690587,1
2831408602,28314086,399269,690588,2
2831408603,28314086,399269,690589,3
2831408604,28314086,399269,690590,4
23502497502,235024975,2356629,5732317,1
23502497503,235024975,2356629,5732318,2
14331535301,143315353,1594698,3495496,1
14331535302,143315353,1594698,3495497,2
30218047002,302180470,2746319,7370256,1
30218047004,302180470,2746319,7370258,2
30218047005,302180470,2746319,7370259,3
27393909602,273939096,2575680,6681442,1
27393909604,273939096,2575680,6681444,2
20509505301,205095053,2020489,5002318,1
20509505304,205095053,2020489,5002321,2
20509505306,205095053,2020489,5002323,3
19921786701,199217867,1971781,4858972,1
19921786702,199217867,1971781,4858973,2
1889146001,18891460,325199,460767,1
1889146002,18891460,325199,460768,2
11805689102,118056891,1259723,2879437,1
11805689103,118056891,1259723,2879438,2
11805689104,118056891,1259723,2879439,3
12880918401,128809184,1393345,3141687,1
12880918402,128809184,1393345,3141688,2
12880918405,128809184,1393345,3141691,3
13957959901,139579599,1549140,3404380,1
13957959902,139579599,1549140,3404381,2
11589664201,115896642,1250497,2826747,1
11589664203,115896642,1250497,2826749,2
11589664204,115896642,1250497,2826750,3
11589664205,115896642,1250497,2826751,4
25012617901,250126179,2456566,6100638,1
25012617903,250126179,2456566,6100640,2
25012617904,250126179,2456566,6100641,3
5761047001,57610470,692351,1405133,1
5761047002,57610470,692351,1405134,2
10866165703,108661657,1213700,2650286,1
10866165704,108661657,1213700,2650287,2
16158314902,161583149,1762857,3941053,1
16158314903,161583149,1762857,3941054,2
16158314904,161583149,1762857,3941055,3
21207104501,212071045,2115378,5172464,1
21207104502,212071045,2115378,5172465,2
23661511501,236615115,2369557,5771100,1
23661511502,236615115,2369557,5771101,2
23661511503,236615115,2369557,5771102,3
9900324802,99003248,1165119,2414714,1
9900324803,99003248,1165119,2414715,2
17788479202,177884792,1844889,4338654,1
17788479208,177884792,1844889,4338660,2
13777247901,137772479,1527102,3360304,1
13777247902,137772479,1527102,3360305,2
2950501101,29505011,405257,719634,1
2950501102,29505011,405257,719635,2
26668000903,266680009,2536219,6504392,1
26668000904,266680009,2536219,6504393,2
23047925801,230479258,2319672,5621445,1
23047925802,230479258,2319672,5621446,2
23047925803,230479258,2319672,5621447,3
24693018801,246930188,2441360,6022687,1
24693018802,246930188,2441360,6022688,2
24693018804,246930188,2441360,6022690,3
5835782001,58357820,701465,1423361,1
5835782002,58357820,701465,1423362,2
1230875401,12308754,244922,300213,1
1230875402,12308754,244922,300214,2
16367263002,163672630,1773651,3992016,1
16367263003,163672630,1773651,3992017,2
16367263004,163672630,1773651,3992018,3
2105015501,21050155,343075,513418,1
2105015502,21050155,343075,513419,2
2105015503,21050155,343075,513420,3
8939637801,89396378,1106740,2180399,1
8939637803,89396378,1106740,2180401,2
27840325802,278403258,2599916,6790324,1
27840325805,278403258,2599916,6790327,2
16085006502,160850065,1758157,3923173,1
16085006503,160850065,1758157,3923174,2
5690929001,56909290,683800,1388031,1
5690929002,56909290,683800,1388032,2
