household_id,home_zone_id,income,hhsize,HHT,auto_ownership,num_workers
1129044,1338,43000,3,2,2,2
464641,633,25000,4,1,4,1
1106105,1209,44050,3,3,3,1
828530,43,37500,1,6,1,1
946671,1205,37800,2,3,2,1
354900,880,13200,3,1,3,0
1765148,615,66780,4,1,2,1
925432,1133,48600,2,7,1,1
1205915,1374,30350,5,1,2,1
1584185,1298,78500,2,1,2,2
1610789,258,90000,2,1,2,2
2606060,1186,113600,4,1,2,2
2675997,1438,348800,4,1,4,3
1377768,466,43600,3,2,3,0
502073,947,20500,8,1,2,3
189471,1449,29600,1,6,2,1
2163376,775,127000,2,5,2,2
897959,1443,37500,1,6,2,1
375997,676,24000,3,3,2,1
563167,1425,28800,1,4,1,0
2151896,680,103300,2,1,2,2
2544494,1407,197000,5,1,2,1
2551978,140,110200,6,1,3,2
986184,77,31000,2,3,1,2
1648794,1131,71800,2,3,1,1
1735539,1096,82000,3,3,2,2
2461578,547,386600,5,1,3,4
231770,284,27000,2,1,1,1
1776206,653,65000,4,2,2,2
118008,67,5000,1,4,0,1
2751579,344,178100,4,3,4,3
2131763,391,154050,2,1,3,2
2396922,1171,363400,3,1,3,2
2128945,361,164800,2,1,1,2
114749,37,10020,1,4,0,1
1634370,997,61600,2,1,3,2
2647230,770,175500,5,1,2,3
2418381,1126,134000,3,1,2,3
2249053,341,214480,2,1,2,2
2537023,1142,251000,6,1,2,1
1778190,764,98370,4,1,4,2
1008975,939,42200,2,3,1,2
384062,477,20720,3,1,3,2
1618946,457,65600,2,1,2,2
1670529,627,62750,3,3,2,2
2022017,753,72320,10,3,3,3
2224117,17,205000,2,1,1,2
1565061,1039,70300,2,7,1,2
1043479,1208,31600,2,3,1,1
1455893,165,65000,1,4,1,1
1131535,50,37020,3,1,1,3
1509075,1347,86000,2,3,2,1
2609980,1270,104000,5,1,4,2
304324,20,19300,2,3,0,1
1335442,1268,37300,2,1,1,0
265704,410,21400,2,1,1,2
2136761,476,100300,2,1,2,2
2137950,491,150000,2,1,2,2
859528,466,49000,1,6,3,1
2228872,44,385000,2,1,2,2
2657089,1104,105500,5,1,4,3
2829457,1008,0,1,0,1,1
2279319,220,121000,3,2,2,0
1682742,700,98000,3,1,3,2
2340056,1270,137900,3,1,2,3
49985,598,0,1,6,2,0
2338273,1192,121200,3,1,3,3
2279841,1100,225000,3,1,2,0
2640078,540,132400,10,1,4,5
1917428,827,81600,7,1,4,3
352796,1009,11010,3,7,0,3
2392431,1074,267000,3,1,3,2
1400816,428,59200,6,1,3,2
1856762,471,70000,5,1,1,2
195771,772,0,2,5,0,0
1082361,120,38000,3,5,1,3
2843652,1159,0,1,0,1,0
1962228,1097,72000,2,1,2,0
2588407,866,112300,4,1,1,2
2790602,823,0,1,0,1,0
1852378,253,95000,4,1,2,2
2181031,1082,182200,2,1,2,2
80182,482,20,1,4,1,1
833465,72,49000,1,6,1,1
1478788,1199,60200,1,4,1,1
2723951,1154,295000,2,1,1,2
2123309,306,105150,2,7,2,2
771574,25,50000,1,4,0,1
686169,632,24100,2,1,2,0
1856140,447,64600,4,1,2,2
2315395,309,205000,3,1,4,3
1013063,1020,40220,2,5,2,2
1092889,859,32000,3,3,2,1
1655756,543,80600,2,3,2,2
1560786,914,83900,2,7,2,2
1969818,1317,69700,2,1,2,0
1197782,279,49000,4,3,2,1
2535997,1094,197000,4,1,2,1
295673,1063,20000,2,3,1,0
869327,778,50550,1,6,1,1
789888,728,50000,1,4,1,1
2533863,745,216050,6,1,3,1
1960176,686,86600,2,1,1,0
183264,1275,20220,1,6,1,1
640965,1344,7200,1,6,0,0
1617267,426,91410,2,5,1,2
71028,1364,9000,1,6,0,0
615107,824,10000,1,6,1,0
2240224,106,105000,2,1,0,2
848424,259,47290,1,6,1,1
2751958,468,136400,6,3,3,3
2679299,180,129100,5,1,2,3
2483354,778,201000,4,1,3,4
1220310,925,39200,9,3,2,2
670278,950,24900,1,4,1,1
2361345,1006,332100,3,2,1,1
1406850,3,74100,1,4,1,0
993497,234,44000,2,1,2,2
1328640,900,34500,2,1,2,0
2678065,84,104700,5,2,1,3
756676,458,49000,1,6,1,0
940925,705,37000,2,1,3,1
2658817,1149,186510,4,1,4,3
810999,1248,47700,1,4,1,1
2697859,320,156800,2,1,2,0
2360181,696,123000,3,1,2,1
1280364,1280,45400,1,6,1,0
2357878,418,127000,3,1,2,1
895237,1364,55340,1,6,0,1
604903,487,26500,1,6,1,0
1647923,856,80000,2,2,1,1
206257,608,15600,2,5,2,0
2840968,990,0,1,0,1,0
1796328,664,94000,4,5,1,4
1246054,1074,52000,5,1,3,2
2459062,416,103400,4,1,4,3
1434255,1136,70000,1,4,1,1
148501,563,7000,1,6,1,1
743750,583,28800,3,1,3,1
505366,118,24050,1,4,1,0
876269,948,44030,1,6,3,1
2726796,1446,108000,2,1,4,2
1412758,222,61000,1,4,1,1
1807071,1221,83600,4,1,3,3
290527,549,9530,2,3,1,0
768552,771,40000,1,4,0,0
1851476,226,70000,5,1,3,2
1218999,878,31400,7,3,1,2
507736,170,12400,1,4,1,0
68850,1236,8400,1,6,0,0
979059,1334,47300,2,3,2,2
2707117,248,170200,2,1,1,1
805101,1138,45300,1,6,2,1
622664,979,27900,1,4,1,0
339801,665,0,3,3,0,1
575055,39,9000,1,4,0,0
2278135,507,325000,2,3,2,1
2008055,389,99580,3,1,4,3
405167,323,20000,4,3,3,1
2083098,655,154000,2,1,3,1
1521621,1003,77000,2,1,1,1
516644,385,15960,1,6,1,0
2110250,168,124860,2,5,2,2
1266682,93,40500,1,6,1,0
1410241,1407,64130,1,6,0,0
404967,202,8100,4,1,3,1
1538146,499,92000,2,1,2,2
1482947,323,79800,2,1,2,0
1501328,896,79500,2,7,2,1
2099601,68,170000,2,5,2,1
1019519,1278,40000,2,7,2,2
2237468,93,166300,2,1,2,2
1316897,191,30300,2,1,1,0
2000068,716,66600,3,1,3,1
641863,1355,18400,1,6,0,0
613434,763,23600,1,6,1,0
1041459,968,55100,2,3,1,1
773129,131,36000,1,4,1,1
154162,760,25000,1,4,0,1
1029285,977,31500,2,3,2,1
1102255,456,57100,3,1,4,1
2555045,215,118400,4,2,2,2
1163017,925,39700,5,3,4,3
2469168,643,229700,4,1,3,3
2282004,615,165000,3,1,2,1
2042981,1176,100000,1,6,1,1
2674713,1402,237000,10,1,4,4
1820021,768,72000,6,1,2,0
441364,196,22500,5,3,3,1
1856948,479,83000,4,3,3,2
499469,1378,26600,4,2,3,3
1413324,249,60300,1,6,1,1
1947902,487,80400,1,6,1,0
1943397,1225,64200,1,6,1,0
624515,1003,8900,1,6,1,0
2865528,198,0,1,0,0,0
1096060,1186,57500,3,1,2,1
2664096,1208,106800,5,1,3,3
740453,150,18000,3,1,3,1
2057279,256,118900,1,6,1,1
689514,805,20700,2,1,2,0
323970,1449,18000,2,3,0,1
2802515,1008,0,1,0,0,0
538142,997,12400,1,4,0,0
912383,246,41800,2,1,2,1
1848870,169,79200,5,1,2,2
530564,806,12400,1,6,1,0
2626149,1022,160360,5,3,2,2
954037,381,54800,2,1,2,2
1415815,320,70300,1,4,1,1
136986,374,16720,1,4,1,1
1242156,723,33700,4,1,3,2
1761149,214,71040,5,1,3,0
988347,97,54010,2,5,2,2
1138680,823,30000,4,2,3,1
1197509,237,44600,5,1,2,1
733031,1121,22100,2,3,1,1
858144,446,35000,1,4,1,1
2850859,292,0,1,0,1,0
827074,36,52000,1,6,0,1
1133460,867,58000,4,3,2,0
1061468,167,54090,3,1,2,2
1040632,857,39000,2,3,1,1
92191,990,28600,1,6,1,1
1322194,476,47150,2,1,0,0
453097,1196,21200,5,1,2,1
199910,1248,9760,2,3,2,0
842453,129,33680,1,6,0,1
2809675,1222,0,1,0,1,0
1881263,1178,93030,5,1,2,2
94334,1077,23300,1,6,1,1
2456474,318,126000,4,1,2,3
177972,1135,10000,1,6,1,1
1580652,1257,86270,2,2,3,2
148331,563,25000,1,4,1,1
1332088,1138,38070,2,1,2,0
2766407,102,0,1,0,1,0
928351,1251,47800,2,1,2,1
2751837,441,111600,5,1,4,3
2710148,810,148600,2,1,2,1
2570684,488,235500,4,1,2,2
1730202,778,86200,3,1,2,2
104321,1359,6000,1,4,1,1
2025510,107,79100,4,1,2,4
1021158,1346,46000,2,1,1,2
1499640,772,94400,2,1,2,1
1778694,798,79600,4,3,2,2
689513,805,18000,2,1,2,0
2537554,1156,100000,6,1,2,1
1062505,290,30400,3,1,2,2
1250856,297,57000,7,1,2,4
216549,559,14000,2,1,2,1
1024605,502,32000,2,3,1,0
1397303,134,59700,4,1,3,2
2531828,682,252700,4,1,2,1
917276,672,53950,2,1,2,1
668107,922,8500,1,6,1,1
1151559,1089,32400,6,1,3,2
644844,1397,8000,1,4,1,0
306383,133,28000,2,3,1,1
2471961,655,132000,8,3,3,4
1594266,5,75000,2,1,0,2
1090604,470,30000,3,1,2,1
59040,970,310,1,4,1,0
1423256,663,79000,1,4,1,1
1041858,979,55100,2,3,1,1
2414121,968,109400,3,3,1,2
1396088,1266,51700,4,1,2,1
1468194,532,62900,1,6,1,1
1742852,1327,76060,3,1,2,2
2624547,444,103560,4,2,2,2
1314301,1360,39500,1,6,2,1
1546074,680,75000,2,1,3,2
1895495,1401,62000,4,1,2,2
550225,1195,23800,1,6,1,0
1886083,1247,89400,4,1,2,2
2473862,669,167000,4,1,4,3
1329296,952,50700,2,1,1,0
1047669,355,45600,2,3,2,2
276279,947,14300,2,5,4,2
1330734,1094,51900,2,1,2,0
2022010,753,96700,4,1,4,3
179611,1174,20000,1,6,1,1
1479072,1218,63000,1,6,2,1
1238131,413,30400,4,3,3,2
156611,831,18200,1,6,0,1
2464367,590,102300,4,1,4,3
1928888,1341,90200,7,1,2,4
2105183,1181,108700,2,7,1,1
2072604,135,125000,2,5,2,1
440364,126,29800,4,3,2,1
2538860,1175,100000,4,1,2,1
1342030,114,49300,2,5,1,0
2724840,1311,136600,2,1,2,2
2331067,962,183100,3,1,3,3
1371948,1107,50610,2,7,3,2
2347924,98,137000,3,5,2,3
1701373,105,85800,3,5,1,3
6972,494,8000,1,4,1,0
1755302,1066,80000,3,1,2,2
202375,189,0,2,3,2,0
1458241,258,85000,1,6,0,1
635826,1225,10800,1,6,1,0
2373486,280,120000,3,1,3,2
112371,17,6000,1,4,0,1
1961385,918,65200,2,1,0,0
1867140,775,88000,5,1,4,2
347340,574,19210,3,3,2,2
1065063,674,50080,3,3,3,2
1529300,232,82870,2,1,4,2
2836789,188,0,1,0,1,0
1113166,1011,55400,3,1,1,2
933786,103,48100,2,5,1,1
716687,1243,19800,2,1,2,0
1722053,106,62200,3,1,0,2
1868591,825,81000,8,1,4,2
532537,845,27000,1,4,1,0
2824665,313,0,1,0,1,1
1675919,870,92000,3,1,2,2
2697176,250,261000,2,1,2,0
145574,540,4600,1,6,0,1
807240,1177,58000,1,4,1,1
678862,193,20800,2,1,2,0
1015934,1115,42800,2,1,2,2
2619906,1430,106200,4,1,3,2
1121754,271,49000,3,1,3,2
1532917,311,73200,2,7,2,2
2845608,1342,0,1,0,0,0
647613,1440,19900,1,6,1,0
1636129,1059,82000,2,7,1,2
1207364,147,32600,7,1,4,2
1516833,450,85000,2,1,4,1
5385,368,16200,1,4,0,0
643791,1374,21700,1,6,1,0
166993,976,6000,1,4,1,1
222823,1084,6500,2,2,1,1
646439,1424,8400,1,6,1,0
976945,1281,30100,2,1,2,2
922771,927,35000,2,2,1,1
1124428,617,31600,3,1,1,2
1068173,1070,45500,3,1,3,2
244651,1149,29200,2,1,2,1
323804,1434,15820,2,3,2,1
1428379,840,68390,1,6,2,1
2078959,395,729100,2,1,2,1
2389021,911,105700,3,1,3,2
249281,620,28800,2,3,2,2
939539,558,40000,2,1,0,1
1719540,566,60000,3,1,2,1
2049814,28,105800,1,4,0,1
2117402,265,108400,2,1,2,2
1408097,256,62000,1,6,1,0
