survey_participant_id,survey_tour_id,household_id,person_id,participant_num,tour_id,participant_id
205450443040,2054504430,2022017,5010989,3,205450443,20545044304
205450443050,2054504430,2022017,5010990,4,205450443,20545044305
205450443060,2054504430,2022017,5010991,5,205450443,20545044306
205450443070,2054504430,2022017,5010992,6,205450443,20545044307
205450443090,2054504430,2022017,5010994,7,205450443,20545044309
280225386020,2802253860,2609980,6834766,1,280225386,28022538602
280225386040,2802253860,2609980,6834768,2,280225386,28022538604
280225386050,2802253860,2609980,6834769,3,280225386,28022538605
123239623010,1232396230,1335442,3005844,1,123239623,12323962301
123239623020,1232396230,1335442,3005845,2,123239623,12323962302
225515845020,2255158450,2279319,5500387,1,225515845,22551584502
225515845030,2255158450,2279319,5500388,2,225515845,22551584503
232986490010,2329864900,2340056,5682597,1,232986490,23298649001
232986490020,2329864900,2340056,5682598,2,232986490,23298649002
22245840010,222458400,352796,542581,1,22245840,2224584001
22245840030,222458400,352796,542583,2,22245840,2224584003
122681855010,1226818550,1328640,2992240,1,122681855,12268185501
122681855020,1226818550,1328640,2992241,2,122681855,12268185502
297115205010,2971152050,2697859,7246712,1,297115205,29711520501
297115205020,2971152050,2697859,7246713,2,297115205,29711520502
114978406030,1149784060,1246054,2804353,1,114978406,11497840603
114978406050,1149784060,1246054,2804355,2,114978406,11497840605
202686057010,2026860570,2008055,4943562,1,202686057,20268605701
202686057020,2026860570,2008055,4943563,2,202686057,20268605702
202686057030,2026860570,2008055,4943564,3,202686057,20268605703
173157160010,1731571600,1820021,4223345,1,173157160,17315716001
173157160020,1731571600,1820021,4223346,2,173157160,17315716002
173157160030,1731571600,1820021,4223347,3,173157160,17315716003
36532292010,365322920,441364,891031,1,36532292,3653229201
36532292020,365322920,441364,891032,2,36532292,3653229202
36532292040,365322920,441364,891034,3,36532292,3653229204
36532292050,365322920,441364,891035,4,36532292,3653229205
180182961010,1801829610,1856948,4394706,1,180182961,18018296101
180182961020,1801829610,1856948,4394707,2,180182961,18018296102
180182961040,1801829610,1856948,4394709,3,180182961,18018296104
178680807020,1786808070,1848870,4358069,1,178680807,17868080702
178680807040,1786808070,1848870,4358071,2,178680807,17868080704
283144051020,2831440510,2626149,6905953,1,283144051,28314405102
283144051040,2831440510,2626149,6905955,2,283144051,28314405104
283144051050,2831440510,2626149,6905956,3,283144051,28314405105
74539864010,745398640,954037,1818045,1,74539864,7453986401
74539864020,745398640,954037,1818046,2,74539864,7453986402
161228292010,1612282920,1761149,3932397,1,161228292,16122829201
161228292020,1612282920,1761149,3932398,2,161228292,16122829202
161228292050,1612282920,1761149,3932401,3,161228292,16122829205
92744268010,927442680,1133460,2262055,1,92744268,9274426801
92744268030,927442680,1133460,2262057,2,92744268,9274426803
184746015020,1847460150,1881263,4506001,1,184746015,18474601502
184746015050,1847460150,1881263,4506004,2,184746015,18474601505
139328183010,1393281830,1546074,3398248,1,139328183,13932818301
139328183020,1393281830,1546074,3398249,2,139328183,13932818302
182111066030,1821110660,1867140,4441735,1,182111066,18211106603
182111066040,1821110660,1867140,4441736,2,182111066,18211106604
182111066050,1821110660,1867140,4441737,3,182111066,18211106605
282009501030,2820095010,2619906,6878282,1,282009501,28200950103
282009501040,2820095010,2619906,6878283,2,282009501,28200950104
107386686040,1073866860,1207364,2619190,1,107386686,10738668604
107386686060,1073866860,1207364,2619192,2,107386686,10738668606
84652637010,846526370,1068173,2064698,1,84652637,8465263701
84652637020,846526370,1068173,2064699,2,84652637,8465263702
84652637030,846526370,1068173,2064700,3,84652637,8465263703
156100176020,1561001760,1719540,3807322,1,156100176,15610017602
156100176030,1561001760,1719540,3807323,2,156100176,15610017603
235172700020,2351727000,2357830,5735920,1,235172700,23517270002
235172700030,2351727000,2357830,5735921,2,235172700,23517270003
267093326030,2670933260,2538493,6514473,1,267093326,26709332603
267093326040,2670933260,2538493,6514474,2,267093326,26709332604
198827791010,1988277910,1967024,4849458,1,198827791,19882779101
198827791020,1988277910,1967024,4849459,2,198827791,19882779102
258975613010,2589756130,2497599,6316478,1,258975613,25897561301
258975613030,2589756130,2497599,6316480,2,258975613,25897561303
258975613040,2589756130,2497599,6316481,3,258975613,25897561304
9232928010,92329280,207412,225193,1,9232928,923292801
9232928020,92329280,207412,225194,2,9232928,923292802
155078046020,1550780460,1711230,3782392,1,155078046,15507804602
155078046030,1550780460,1711230,3782393,2,155078046,15507804603
236189289010,2361892890,2366095,5760714,1,236189289,23618928901
236189289020,2361892890,2366095,5760715,2,236189289,23618928902
236189289030,2361892890,2366095,5760716,3,236189289,23618928903
37395584010,373955840,445673,912087,1,37395584,3739558401
37395584020,373955840,445673,912088,2,37395584,3739558402
37395584050,373955840,445673,912091,3,37395584,3739558405
19213396010,192133960,328142,468619,1,19213396,1921339601
19213396020,192133960,328142,468620,2,19213396,1921339602
258205959010,2582059590,2493512,6297706,1,258205959,25820595901
258205959020,2582059590,2493512,6297707,2,258205959,25820595902
258205959040,2582059590,2493512,6297709,3,258205959,25820595904
258205959050,2582059590,2493512,6297710,4,258205959,25820595905
216229423010,2162294230,2166090,5273888,1,216229423,21622942301
216229423020,2162294230,2166090,5273889,2,216229423,21622942302
187778908030,1877789080,1897772,4579975,1,187778908,18777890803
187778908040,1877789080,1897772,4579976,2,187778908,18777890804
274121386010,2741213860,2576560,6685887,1,274121386,27412138601
274121386020,2741213860,2576560,6685888,2,274121386,27412138602
274121386040,2741213860,2576560,6685890,3,274121386,27412138604
274121386060,2741213860,2576560,6685892,4,274121386,27412138606
274121386070,2741213860,2576560,6685893,5,274121386,27412138607
301995435040,3019954350,2745461,7365745,1,301995435,30199543504
301995435050,3019954350,2745461,7365746,2,301995435,30199543505
200610143010,2006101430,1988760,4892930,1,200610143,20061014301
200610143020,2006101430,1988760,4892931,2,200610143,20061014302
8812846010,88128460,202289,214947,1,8812846,881284601
8812846020,88128460,202289,214948,2,8812846,881284602
60021842010,600218420,721758,1463947,1,60021842,6002184201
60021842020,600218420,721758,1463948,2,60021842,6002184202
281896216010,2818962160,2619261,6875517,1,281896216,28189621601
281896216030,2818962160,2619261,6875519,2,281896216,28189621603
155582348010,1555823480,1715330,3794691,1,155582348,15558234801
155582348020,1555823480,1715330,3794692,2,155582348,15558234802
155582348030,1555823480,1715330,3794693,3,155582348,15558234803
150415120010,1504151200,1673320,3668661,1,150415120,15041512001
150415120030,1504151200,1673320,3668663,2,150415120,15041512003
303771147010,3037711470,2753390,7409052,1,303771147,30377114701
303771147030,3037711470,2753390,7409054,2,303771147,30377114703
303771147050,3037711470,2753390,7409056,3,303771147,30377114705
303771147060,3037711470,2753390,7409057,4,303771147,30377114706
303771147070,3037711470,2753390,7409058,5,303771147,30377114707
84984614020,849846140,1070872,2072796,1,84984614,8498461402
84984614030,849846140,1070872,2072797,2,84984614,8498461403
93578745010,935787450,1137705,2282408,1,93578745,9357874501
93578745020,935787450,1137705,2282409,2,93578745,9357874502
93578745030,935787450,1137705,2282410,3,93578745,9357874503
93578745040,935787450,1137705,2282411,4,93578745,9357874504
93578745050,935787450,1137705,2282412,5,93578745,9357874505
263960721030,2639607210,2521719,6438068,1,263960721,26396072103
263960721040,2639607210,2521719,6438069,2,263960721,26396072104
163423514010,1634235140,1772246,3985939,1,163423514,16342351401
163423514030,1634235140,1772246,3985941,2,163423514,16342351403
163423514040,1634235140,1772246,3985942,3,163423514,16342351404
8769138010,87691380,201756,213881,1,8769138,876913801
8769138020,87691380,201756,213882,2,8769138,876913802
7902318010,79023180,191185,192739,1,7902318,790231801
7902318020,79023180,191185,192740,2,7902318,790231802
275946790020,2759467900,2586458,6730410,1,275946790,27594679002
275946790030,2759467900,2586458,6730411,2,275946790,27594679003
275946790050,2759467900,2586458,6730413,3,275946790,27594679005
275946790060,2759467900,2586458,6730414,4,275946790,27594679006
36809288010,368092880,442811,897787,1,36809288,3680928801
36809288020,368092880,442811,897788,2,36809288,3680928802
36809288050,368092880,442811,897791,3,36809288,3680928805
204973779010,2049737790,2019870,4999360,1,204973779,20497377901
204973779020,2049737790,2019870,4999361,2,204973779,20497377902
204973779030,2049737790,2019870,4999362,3,204973779,20497377903
204973779050,2049737790,2019870,4999364,4,204973779,20497377905
9966008010,99660080,216352,243073,1,9966008,996600801
9966008020,99660080,216352,243074,2,9966008,996600802
197984095010,1979840950,1956735,4828880,1,197984095,19798409501
197984095020,1979840950,1956735,4828881,2,197984095,19798409502
270178945020,2701789450,2555071,6589731,1,270178945,27017894502
270178945030,2701789450,2555071,6589732,2,270178945,27017894503
56332832010,563328320,676770,1373971,1,56332832,5633283201
56332832020,563328320,676770,1373972,2,56332832,5633283202
41497310010,414973100,466452,1012129,1,41497310,4149731001
41497310020,414973100,466452,1012130,2,41497310,4149731002
128941407010,1289414070,1394043,3144912,1,128941407,12894140701
128941407020,1289414070,1394043,3144913,2,128941407,12894140702
128941407030,1289414070,1394043,3144914,3,128941407,12894140703
128941407040,1289414070,1394043,3144915,4,128941407,12894140704
28314086010,283140860,399269,690587,1,28314086,2831408601
28314086020,283140860,399269,690588,2,28314086,2831408602
28314086030,283140860,399269,690589,3,28314086,2831408603
28314086040,283140860,399269,690590,4,28314086,2831408604
235024975020,2350249750,2356629,5732317,1,235024975,23502497502
235024975030,2350249750,2356629,5732318,2,235024975,23502497503
143315353010,1433153530,1594698,3495496,1,143315353,14331535301
143315353020,1433153530,1594698,3495497,2,143315353,14331535302
302180470020,3021804700,2746319,7370256,1,302180470,30218047002
302180470040,3021804700,2746319,7370258,2,302180470,30218047004
302180470050,3021804700,2746319,7370259,3,302180470,30218047005
273939096020,2739390960,2575680,6681442,1,273939096,27393909602
273939096040,2739390960,2575680,6681444,2,273939096,27393909604
205095053010,2050950530,2020489,5002318,1,205095053,20509505301
205095053040,2050950530,2020489,5002321,2,205095053,20509505304
205095053060,2050950530,2020489,5002323,3,205095053,20509505306
199217867010,1992178670,1971781,4858972,1,199217867,19921786701
199217867020,1992178670,1971781,4858973,2,199217867,19921786702
18891460010,188914600,325199,460767,1,18891460,1889146001
18891460020,188914600,325199,460768,2,18891460,1889146002
118056891020,1180568910,1259723,2879437,1,118056891,11805689102
118056891030,1180568910,1259723,2879438,2,118056891,11805689103
118056891040,1180568910,1259723,2879439,3,118056891,11805689104
128809184010,1288091840,1393345,3141687,1,128809184,12880918401
128809184020,1288091840,1393345,3141688,2,128809184,12880918402
128809184050,1288091840,1393345,3141691,3,128809184,12880918405
139579599010,1395795990,1549140,3404380,1,139579599,13957959901
139579599020,1395795990,1549140,3404381,2,139579599,13957959902
115896642010,1158966420,1250497,2826747,1,115896642,11589664201
115896642030,1158966420,1250497,2826749,2,115896642,11589664203
115896642040,1158966420,1250497,2826750,3,115896642,11589664204
115896642050,1158966420,1250497,2826751,4,115896642,11589664205
250126179010,2501261790,2456566,6100638,1,250126179,25012617901
250126179030,2501261790,2456566,6100640,2,250126179,25012617903
250126179040,2501261790,2456566,6100641,3,250126179,25012617904
57610470010,576104700,692351,1405133,1,57610470,5761047001
57610470020,576104700,692351,1405134,2,57610470,5761047002
108661657030,1086616570,1213700,2650286,1,108661657,10866165703
108661657040,1086616570,1213700,2650287,2,108661657,10866165704
161583149020,1615831490,1762857,3941053,1,161583149,16158314902
161583149030,1615831490,1762857,3941054,2,161583149,16158314903
161583149040,1615831490,1762857,3941055,3,161583149,16158314904
212071045010,2120710450,2115378,5172464,1,212071045,21207104501
212071045020,2120710450,2115378,5172465,2,212071045,21207104502
236615115010,2366151150,2369557,5771100,1,236615115,23661511501
236615115020,2366151150,2369557,5771101,2,236615115,23661511502
236615115030,2366151150,2369557,5771102,3,236615115,23661511503
99003248020,990032480,1165119,2414714,1,99003248,9900324802
99003248030,990032480,1165119,2414715,2,99003248,9900324803
177884792020,1778847920,1844889,4338654,1,177884792,17788479202
177884792080,1778847920,1844889,4338660,2,177884792,17788479208
137772479010,1377724790,1527102,3360304,1,137772479,13777247901
137772479020,1377724790,1527102,3360305,2,137772479,13777247902
29505011010,295050110,405257,719634,1,29505011,2950501101
29505011020,295050110,405257,719635,2,29505011,2950501102
266680009030,2666800090,2536219,6504392,1,266680009,26668000903
266680009040,2666800090,2536219,6504393,2,266680009,26668000904
230479258010,2304792580,2319672,5621445,1,230479258,23047925801
230479258020,2304792580,2319672,5621446,2,230479258,23047925802
230479258030,2304792580,2319672,5621447,3,230479258,23047925803
246930188010,2469301880,2441360,6022687,1,246930188,24693018801
246930188020,2469301880,2441360,6022688,2,246930188,24693018802
246930188040,2469301880,2441360,6022690,3,246930188,24693018804
58357820010,583578200,701465,1423361,1,58357820,5835782001
58357820020,583578200,701465,1423362,2,58357820,5835782002
12308754010,123087540,244922,300213,1,12308754,1230875401
12308754020,123087540,244922,300214,2,12308754,1230875402
163672630020,1636726300,1773651,3992016,1,163672630,16367263002
163672630030,1636726300,1773651,3992017,2,163672630,16367263003
163672630040,1636726300,1773651,3992018,3,163672630,16367263004
21050155010,210501550,343075,513418,1,21050155,2105015501
21050155020,210501550,343075,513419,2,21050155,2105015502
21050155030,210501550,343075,513420,3,21050155,2105015503
89396378010,893963780,1106740,2180399,1,89396378,8939637801
89396378030,893963780,1106740,2180401,2,89396378,8939637803
278403258020,2784032580,2599916,6790324,1,278403258,27840325802
278403258050,2784032580,2599916,6790327,2,278403258,27840325805
160850065020,1608500650,1758157,3923173,1,160850065,16085006502
160850065030,1608500650,1758157,3923174,2,160850065,16085006503
56909290010,569092900,683800,1388031,1,56909290,5690929001
56909290020,569092900,683800,1388032,2,56909290,5690929002
