trip_id,survey_trip_id,person_id,household_id,survey_tour_id,outbound,purpose,destination,origin,depart,trip_mode,tour_id,trip_num
18145841,181458410,55322,55322,22682300,True,othmaint,925,923,14.0,DRIVEALONEFREE,2268230,1
18145845,181458450,55322,55322,22682300,False,Home,923,925,16.0,TNC_SHARED,2268230,1
18531721,185317210,56499,56499,23164650,True,eatout,1069,943,16.0,DRIVEALONEFREE,2316465,1
18531725,185317250,56499,56499,23164650,False,Home,943,1069,18.0,DRIVEALONEFREE,2316465,1
18531873,185318730,56499,56499,23164840,True,othdiscr,941,943,10.0,DRIVEALONEFREE,2316484,1
18531877,185318770,56499,56499,23164840,False,shopping,974,941,12.0,DRIVEALONEFREE,2316484,1
18531878,185318780,56499,56499,23164840,False,Home,943,974,12.0,DRIVEALONEFREE,2316484,2
18630601,186306010,56800,56800,23288250,True,othdiscr,975,957,14.0,DRIVEALONEFREE,2328825,1
18630605,186306050,56800,56800,23288250,False,Home,957,975,14.0,SHARED2FREE,2328825,1
18904177,189041770,57634,57634,23630220,True,othmaint,7,968,10.0,WALK_HVY,2363022,1
18904181,189041810,57634,57634,23630220,False,Home,968,7,12.0,WALK_HVY,2363022,1
18984513,189845130,57879,57879,23730640,True,othdiscr,969,968,14.0,WALK_LOC,2373064,1
18984517,189845170,57879,57879,23730640,False,Home,968,969,17.0,WALK_LOC,2373064,1
18984537,189845370,57879,57879,23730670,True,othmaint,875,968,9.0,DRIVEALONEFREE,2373067,1
18984541,189845410,57879,57879,23730670,False,Home,968,875,11.0,DRIVEALONEFREE,2373067,1
19174425,191744250,58458,58458,23968030,True,othdiscr,973,970,12.0,WALK_LOC,2396803,1
19174429,191744290,58458,58458,23968030,False,Home,970,973,15.0,TNC_SINGLE,2396803,1
19365385,193653850,59040,59040,24206730,True,othmaint,971,970,11.0,DRIVEALONEFREE,2420673,1
19365386,193653860,59040,59040,24206730,True,shopping,991,971,11.0,DRIVEALONEFREE,2420673,2
19365389,193653890,59040,59040,24206730,False,Home,970,991,16.0,DRIVEALONEFREE,2420673,1
20587169,205871690,62765,62765,25733960,True,univ,1019,1007,17.0,WALK_LOC,2573396,1
20587173,205871730,62765,62765,25733960,False,Home,1007,1019,17.0,WALK,2573396,1
21997217,219972170,67064,67064,27496520,True,othmaint,1170,1168,8.0,DRIVEALONEFREE,2749652,1
21997221,219972210,67064,67064,27496520,False,shopping,1168,1170,8.0,DRIVEALONEFREE,2749652,1
21997222,219972220,67064,67064,27496520,False,shopping,1167,1168,8.0,DRIVEALONEFREE,2749652,2
21997223,219972230,67064,67064,27496520,False,othmaint,1168,1167,8.0,DRIVEALONEFREE,2749652,3
21997224,219972240,67064,67064,27496520,False,Home,1168,1168,8.0,DRIVEALONEFREE,2749652,4
21997225,219972250,67064,67064,27496530,True,othmaint,1168,1168,12.0,TNC_SHARED,2749653,1
21997229,219972290,67064,67064,27496530,False,eatout,1169,1168,14.0,WALK_LOC,2749653,1
21997230,219972300,67064,67064,27496530,False,othdiscr,1170,1169,15.0,TNC_SINGLE,2749653,2
21997231,219972310,67064,67064,27496530,False,shopping,1168,1170,15.0,WALK_LOC,2749653,3
21997232,219972320,67064,67064,27496530,False,Home,1168,1168,15.0,TNC_SINGLE,2749653,4
23297385,232973850,71028,71028,29121730,True,eatout,1364,1364,7.0,WALK,2912173,1
23297386,232973860,71028,71028,29121730,True,othdiscr,1361,1364,7.0,WALK,2912173,2
23297389,232973890,71028,71028,29121730,False,eatout,1362,1361,20.0,WALK,2912173,1
23297390,232973900,71028,71028,29121730,False,Home,1364,1362,20.0,WALK,2912173,2
23797041,237970410,72551,72551,29746300,True,work,5,72,6.0,BIKE,2974630,1
23797045,237970450,72551,72551,29746300,False,Home,72,5,16.0,BIKE,2974630,1
24933321,249333210,76016,76016,31166650,True,escort,165,234,5.0,DRIVEALONEFREE,3116665,1
24933325,249333250,76016,76016,31166650,False,Home,234,165,7.0,DRIVEALONEFREE,3116665,1
24933329,249333290,76016,76016,31166660,True,escort,232,234,8.0,DRIVEALONEFREE,3116666,1
24933330,249333300,76016,76016,31166660,True,shopping,232,232,8.0,SHARED3FREE,3116666,2
24933331,249333310,76016,76016,31166660,True,escort,229,232,8.0,DRIVEALONEFREE,3116666,3
24933333,249333330,76016,76016,31166660,False,othdiscr,212,229,8.0,SHARED3FREE,3116666,1
24933334,249333340,76016,76016,31166660,False,Home,234,212,8.0,DRIVEALONEFREE,3116666,2
24933449,249334490,76016,76016,31166810,True,othdiscr,235,234,9.0,DRIVEALONEFREE,3116681,1
24933450,249334500,76016,76016,31166810,True,eatout,235,235,9.0,DRIVEALONEFREE,3116681,2
24933451,249334510,76016,76016,31166810,True,othdiscr,233,235,9.0,DRIVEALONEFREE,3116681,3
24933453,249334530,76016,76016,31166810,False,othdiscr,234,233,18.0,DRIVEALONEFREE,3116681,1
24933454,249334540,76016,76016,31166810,False,social,237,234,18.0,DRIVEALONEFREE,3116681,2
24933455,249334550,76016,76016,31166810,False,othdiscr,247,237,18.0,DRIVEALONEFREE,3116681,3
24933456,249334560,76016,76016,31166810,False,Home,234,247,18.0,DRIVEALONEFREE,3116681,4
25032569,250325690,76318,76318,31290710,True,shopping,250,248,18.0,DRIVEALONEFREE,3129071,1
25032570,250325700,76318,76318,31290710,True,shopping,240,250,19.0,DRIVEALONEFREE,3129071,2
25032573,250325730,76318,76318,31290710,False,Home,248,240,19.0,DRIVEALONEFREE,3129071,1
25032617,250326170,76318,76318,31290770,True,othmaint,248,248,9.0,DRIVEALONEFREE,3129077,1
25032618,250326180,76318,76318,31290770,True,work,142,248,10.0,DRIVEALONEFREE,3129077,2
25032621,250326210,76318,76318,31290770,False,shopping,142,142,16.0,DRIVEALONEFREE,3129077,1
25032622,250326220,76318,76318,31290770,False,Home,248,142,18.0,DRIVEALONEFREE,3129077,2
26299745,262997450,80182,80182,32874680,True,othmaint,475,482,17.0,SHARED2FREE,3287468,1
26299746,262997460,80182,80182,32874680,True,shopping,503,475,18.0,SHARED2FREE,3287468,2
26299747,262997470,80182,80182,32874680,True,eatout,514,503,19.0,SHARED2FREE,3287468,3
26299749,262997490,80182,80182,32874680,False,Home,482,514,20.0,SHARED2FREE,3287468,1
26299897,262998970,80182,80182,32874870,True,othdiscr,484,482,9.0,DRIVEALONEFREE,3287487,1
26299901,262999010,80182,80182,32874870,False,eatout,490,484,10.0,DRIVEALONEFREE,3287487,1
26299902,262999020,80182,80182,32874870,False,Home,482,490,10.0,DRIVEALONEFREE,3287487,2
26299905,262999050,80182,80182,32874880,True,othdiscr,476,482,12.0,SHARED2FREE,3287488,1
26299909,262999090,80182,80182,32874880,False,eatout,472,476,16.0,DRIVEALONEFREE,3287488,1
26299910,262999100,80182,80182,32874880,False,Home,482,472,16.0,DRIVEALONEFREE,3287488,2
26714601,267146010,81446,81446,33393250,True,work,582,541,7.0,DRIVEALONEFREE,3339325,1
26714605,267146050,81446,81446,33393250,False,Home,541,582,12.0,DRIVEALONEFREE,3339325,1
26714609,267146090,81446,81446,33393260,True,work,582,541,14.0,DRIVEALONEFREE,3339326,1
26714613,267146130,81446,81446,33393260,False,Home,541,582,17.0,SHARED3FREE,3339326,1
27223329,272233290,82997,82997,34029160,True,eatout,650,652,5.0,DRIVEALONEFREE,3402916,1
27223330,272233300,82997,82997,34029160,True,work,435,650,6.0,DRIVEALONEFREE,3402916,2
27223333,272233330,82997,82997,34029160,False,Home,652,435,15.0,DRIVEALONEFREE,3402916,1
27822913,278229130,84825,84825,34778640,True,work,742,715,7.0,DRIVEALONEFREE,3477864,1
27822917,278229170,84825,84825,34778640,False,Home,715,742,16.0,DRIVEALONEFREE,3477864,1
29218177,292181770,89079,89079,36522720,True,shopping,860,861,15.0,WALK_LOC,3652272,1
29218181,292181810,89079,89079,36522720,False,othmaint,864,860,15.0,TNC_SINGLE,3652272,1
29218182,292181820,89079,89079,36522720,False,Home,861,864,16.0,TNC_SINGLE,3652272,2
30238961,302389610,92191,92191,37798700,True,escort,988,990,8.0,DRIVEALONEFREE,3779870,1
30238962,302389620,92191,92191,37798700,True,work,16,988,8.0,DRIVEALONEFREE,3779870,2
30238965,302389650,92191,92191,37798700,False,othmaint,5,16,18.0,DRIVEALONEFREE,3779870,1
30238966,302389660,92191,92191,37798700,False,Home,990,5,19.0,DRIVEALONEFREE,3779870,2
30622113,306221130,93360,93360,38277640,True,atwork,1019,1018,8.0,WALK,3827764,1
30622117,306221170,93360,93360,38277640,False,Work,1018,1019,8.0,WALK,3827764,1
30622393,306223930,93360,93360,38277990,True,work,1018,1047,6.0,WALK_HVY,3827799,1
30622397,306223970,93360,93360,38277990,False,Home,1047,1018,16.0,WALK_HVY,3827799,1
30756545,307565450,93769,93769,38445680,True,othdiscr,979,1056,8.0,WALK_HVY,3844568,1
30756546,307565460,93769,93769,38445680,True,work,971,979,8.0,WALK,3844568,2
30756549,307565490,93769,93769,38445680,False,eatout,1021,971,18.0,WALK_HVY,3844568,1
30756550,307565500,93769,93769,38445680,False,Home,1056,1021,19.0,WALK_HVY,3844568,2
30941753,309417530,94334,94334,38677190,True,othdiscr,1061,1077,6.0,DRIVEALONEFREE,3867719,1
30941757,309417570,94334,94334,38677190,False,eatout,1071,1061,6.0,TAXI,3867719,1
30941758,309417580,94334,94334,38677190,False,eatout,1056,1071,6.0,DRIVEALONEFREE,3867719,2
30941759,309417590,94334,94334,38677190,False,eatout,1051,1056,6.0,TNC_SINGLE,3867719,3
30941760,309417600,94334,94334,38677190,False,Home,1077,1051,6.0,DRIVEALONEFREE,3867719,4
30941817,309418170,94334,94334,38677270,True,othmaint,1066,1077,18.0,DRIVEALONEFREE,3867727,1
30941818,309418180,94334,94334,38677270,True,shopping,1049,1066,19.0,DRIVEALONEFREE,3867727,2
30941821,309418210,94334,94334,38677270,False,Home,1077,1049,19.0,TNC_SINGLE,3867727,1
30941825,309418250,94334,94334,38677280,True,shopping,1074,1077,19.0,DRIVEALONEFREE,3867728,1
30941826,309418260,94334,94334,38677280,True,othdiscr,1039,1074,20.0,DRIVEALONEFREE,3867728,2
30941827,309418270,94334,94334,38677280,True,shopping,1014,1039,20.0,DRIVEALONEFREE,3867728,3
30941829,309418290,94334,94334,38677280,False,shopping,974,1014,20.0,DRIVEALONEFREE,3867728,1
30941830,309418300,94334,94334,38677280,False,Home,1077,974,20.0,DRIVEALONEFREE,3867728,2
30941865,309418650,94334,94334,38677330,True,work,1069,1077,6.0,DRIVEALONEFREE,3867733,1
30941869,309418690,94334,94334,38677330,False,Home,1077,1069,17.0,DRIVEALONEFREE,3867733,1
31002217,310022170,94518,94518,38752770,True,escort,1081,1081,7.0,WALK,3875277,1
31002218,310022180,94518,94518,38752770,True,work,784,1081,7.0,WALK_HVY,3875277,2
31002221,310022210,94518,94518,38752770,False,Home,1081,784,19.0,WALK_HVY,3875277,1
31632305,316323050,96439,96439,39540380,True,work,1146,1144,5.0,BIKE,3954038,1
31632309,316323090,96439,96439,39540380,False,escort,1146,1146,17.0,BIKE,3954038,1
31632310,316323100,96439,96439,39540380,False,Home,1144,1146,17.0,BIKE,3954038,2
32357185,323571850,98649,98649,40446480,True,work,1197,1197,7.0,DRIVEALONEFREE,4044648,1
32357189,323571890,98649,98649,40446480,False,othmaint,1195,1197,17.0,DRIVEALONEFREE,4044648,1
32357190,323571900,98649,98649,40446480,False,Home,1197,1195,17.0,DRIVEALONEFREE,4044648,2
32753737,327537370,99858,99858,40942170,True,eatout,1265,1251,7.0,DRIVEALONEFREE,4094217,1
32753738,327537380,99858,99858,40942170,True,work,1265,1265,8.0,DRIVEALONEFREE,4094217,2
32753741,327537410,99858,99858,40942170,False,shopping,1264,1265,16.0,DRIVEALONEFREE,4094217,1
32753742,327537420,99858,99858,40942170,False,Home,1251,1264,17.0,DRIVEALONEFREE,4094217,2
32804905,328049050,100014,100014,41006130,True,work,1238,1260,12.0,DRIVEALONEFREE,4100613,1
32804909,328049090,100014,100014,41006130,False,Home,1260,1238,17.0,DRIVEALONEFREE,4100613,1
32997441,329974410,100601,100601,41246800,True,escort,1271,1271,7.0,DRIVEALONEFREE,4124680,1
32997442,329974420,100601,100601,41246800,True,work,1282,1271,8.0,DRIVEALONEFREE,4124680,2
32997445,329974450,100601,100601,41246800,False,Home,1271,1282,21.0,DRIVEALONEFREE,4124680,1
33297449,332974490,101516,101516,41621810,True,othdiscr,1244,1292,9.0,SHARED3FREE,4162181,1
33297453,332974530,101516,101516,41621810,False,Home,1292,1244,9.0,SHARED2FREE,4162181,1
33297561,332975610,101516,101516,41621950,True,work,1231,1292,11.0,DRIVEALONEFREE,4162195,1
33297565,332975650,101516,101516,41621950,False,shopping,1241,1231,17.0,DRIVEALONEFREE,4162195,1
33297566,332975660,101516,101516,41621950,False,Home,1292,1241,18.0,DRIVEALONEFREE,4162195,2
33431057,334310570,101923,101923,41788820,True,work,1306,1304,8.0,DRIVEALONEFREE,4178882,1
33431061,334310610,101923,101923,41788820,False,shopping,1305,1306,16.0,DRIVEALONEFREE,4178882,1
33431062,334310620,101923,101923,41788820,False,Home,1304,1305,17.0,DRIVEALONEFREE,4178882,2
33819297,338192970,103107,103107,42274120,True,othdiscr,1327,1326,18.0,DRIVEALONEFREE,4227412,1
33819301,338193010,103107,103107,42274120,False,shopping,1331,1327,21.0,TNC_SHARED,4227412,1
33819302,338193020,103107,103107,42274120,False,Home,1326,1331,21.0,DRIVEALONEFREE,4227412,2
33819409,338194090,103107,103107,42274260,True,work,1429,1326,8.0,DRIVEALONEFREE,4227426,1
33819413,338194130,103107,103107,42274260,False,Home,1326,1429,18.0,DRIVEALONEFREE,4227426,1
33898785,338987850,103349,103349,42373480,True,work,1335,1332,6.0,DRIVEALONEFREE,4237348,1
33898789,338987890,103349,103349,42373480,False,Home,1332,1335,23.0,DRIVEALONEFREE,4237348,1
34217601,342176010,104321,104321,42772000,True,work,1359,1359,6.0,DRIVEALONEFREE,4277200,1
34217605,342176050,104321,104321,42772000,False,Home,1359,1359,15.0,DRIVEALONEFREE,4277200,1
34323545,343235450,104644,104644,42904430,True,work,1361,1369,7.0,WALK_LOC,4290443,1
34323549,343235490,104644,104644,42904430,False,Home,1369,1361,17.0,WALK_LOC,4290443,1
34502697,345026970,105191,105191,43128370,True,eatout,1384,1383,14.0,SHARED2FREE,4312837,1
34502701,345027010,105191,105191,43128370,False,Home,1383,1384,17.0,SHARED2FREE,4312837,1
34502961,345029610,105191,105191,43128700,True,work,1384,1383,5.0,DRIVEALONEFREE,4312870,1
34502965,345029650,105191,105191,43128700,False,Home,1383,1384,14.0,DRIVEALONEFREE,4312870,1
35078649,350786490,106947,106947,43848310,True,atwork,1421,1421,10.0,DRIVEALONEFREE,4384831,1
35078653,350786530,106947,106947,43848310,False,Work,1421,1421,10.0,DRIVEALONEFREE,4384831,1
35078929,350789290,106947,106947,43848660,True,work,1421,1425,7.0,DRIVEALONEFREE,4384866,1
35078933,350789330,106947,106947,43848660,False,Home,1425,1421,17.0,DRIVEALONEFREE,4384866,1
36054729,360547290,109922,109922,45068410,True,work,1011,11,7.0,WALK_HVY,4506841,1
36054733,360547330,109922,109922,45068410,False,Home,11,1011,17.0,WALK_HVY,4506841,1
36306217,363062170,110689,110689,45382770,True,othmaint,22,16,11.0,WALK_LOC,4538277,1
36306221,363062210,110689,110689,45382770,False,Home,16,22,11.0,WALK_LOC,4538277,1
36306257,363062570,110689,110689,45382820,True,shopping,79,16,13.0,WALK_LRF,4538282,1
36306261,363062610,110689,110689,45382820,False,shopping,16,79,13.0,WALK_LRF,4538282,1
36306262,363062620,110689,110689,45382820,False,Home,16,16,13.0,WALK,4538282,2
36306305,363063050,110689,110689,45382880,True,work,2,16,7.0,WALK,4538288,1
36306309,363063090,110689,110689,45382880,False,Home,16,2,10.0,WALK,4538288,1
36546729,365467290,111422,111422,45683410,True,work,1,16,7.0,WALK_LOC,4568341,1
36546733,365467330,111422,111422,45683410,False,Home,16,1,16.0,WALK,4568341,1
36857737,368577370,112371,112371,46072170,True,eatout,18,17,9.0,WALK,4607217,1
36857741,368577410,112371,112371,46072170,False,Home,17,18,10.0,WALK,4607217,1
36857913,368579130,112371,112371,46072390,True,othmaint,5,17,19.0,WALK,4607239,1
36857917,368579170,112371,112371,46072390,False,Home,17,5,20.0,WALK,4607239,1
37451353,374513530,114180,114180,46814190,True,work,75,32,8.0,WALK,4681419,1
37451357,374513570,114180,114180,46814190,False,escort,9,75,10.0,WALK,4681419,1
37451358,374513580,114180,114180,46814190,False,work,9,9,18.0,WALK,4681419,2
37451359,374513590,114180,114180,46814190,False,work,9,9,19.0,WALK,4681419,3
37451360,374513600,114180,114180,46814190,False,Home,32,9,19.0,WALK,4681419,4
37503833,375038330,114340,114340,46879790,True,escort,9,33,5.0,WALK,4687979,1
37503834,375038340,114340,114340,46879790,True,work,106,9,6.0,WALK,4687979,2
37503837,375038370,114340,114340,46879790,False,escort,107,106,17.0,WALK,4687979,1
37503838,375038380,114340,114340,46879790,False,eatout,6,107,17.0,WALK_LOC,4687979,2
37503839,375038390,114340,114340,46879790,False,Home,33,6,17.0,WALK,4687979,3
37637937,376379370,114749,114749,47047420,True,shopping,5,37,12.0,WALK_LOC,4704742,1
37637941,376379410,114749,114749,47047420,False,Home,37,5,14.0,WALK_LOC,4704742,1
38706937,387069370,118008,118008,48383670,True,work,115,67,7.0,WALK_LOC,4838367,1
38706941,387069410,118008,118008,48383670,False,Home,67,115,14.0,WALK_LOC,4838367,1
39638457,396384570,120848,120848,49548070,True,work,85,85,8.0,BIKE,4954807,1
39638461,396384610,120848,120848,49548070,False,Home,85,85,13.0,BIKE,4954807,1
40986209,409862090,124957,124957,51232760,True,escort,100,110,7.0,WALK_LOC,5123276,1
40986210,409862100,124957,124957,51232760,True,othmaint,101,100,7.0,WALK,5123276,2
40986211,409862110,124957,124957,51232760,True,work,116,101,9.0,WALK_LOC,5123276,3
40986213,409862130,124957,124957,51232760,False,escort,16,116,17.0,WALK_LOC,5123276,1
40986214,409862140,124957,124957,51232760,False,Home,110,16,18.0,WALK_LOC,5123276,2
41302137,413021370,125921,125921,51627670,True,eatout,22,113,12.0,DRIVEALONEFREE,5162767,1
41302141,413021410,125921,125921,51627670,False,Home,113,22,12.0,DRIVEALONEFREE,5162767,1
41302401,413024010,125921,125921,51628000,True,shopping,75,113,16.0,DRIVEALONEFREE,5162800,1
41302402,413024020,125921,125921,51628000,True,othmaint,5,75,17.0,WALK,5162800,2
41302403,413024030,125921,125921,51628000,True,work,142,5,17.0,DRIVEALONEFREE,5162800,3
41302405,413024050,125921,125921,51628000,False,Home,113,142,20.0,DRIVEALONEFREE,5162800,1
44352865,443528650,135222,135222,55441080,True,eatout,304,350,16.0,DRIVEALONEFREE,5544108,1
44352869,443528690,135222,135222,55441080,False,Home,350,304,19.0,SHARED2FREE,5544108,1
44353081,443530810,135222,135222,55441350,True,shopping,355,350,8.0,SHARED3FREE,5544135,1
44353085,443530850,135222,135222,55441350,False,Home,350,355,12.0,SHARED3FREE,5544135,1
44874193,448741930,136811,136811,56092740,True,atwork,355,351,12.0,SHARED2FREE,5609274,1
44874197,448741970,136811,136811,56092740,False,Work,351,355,15.0,SHARED2FREE,5609274,1
44874321,448743210,136811,136811,56092900,True,work,349,372,9.0,DRIVEALONEFREE,5609290,1
44874322,448743220,136811,136811,56092900,True,work,351,349,12.0,DRIVEALONEFREE,5609290,2
44874325,448743250,136811,136811,56092900,False,Home,372,351,20.0,DRIVEALONEFREE,5609290,1
44931721,449317210,136986,136986,56164650,True,social,374,374,5.0,DRIVEALONEFREE,5616465,1
44931722,449317220,136986,136986,56164650,True,work,355,374,6.0,DRIVEALONEFREE,5616465,2
44931725,449317250,136986,136986,56164650,False,Home,374,355,12.0,DRIVEALONEFREE,5616465,1
46017401,460174010,140296,140296,57521750,True,work,416,422,8.0,WALK_LRF,5752175,1
46017405,460174050,140296,140296,57521750,False,shopping,397,416,18.0,WALK_LRF,5752175,1
46017406,460174060,140296,140296,57521750,False,shopping,416,397,19.0,WALK_LRF,5752175,2
46017407,460174070,140296,140296,57521750,False,shopping,416,416,19.0,WALK,5752175,3
46017408,460174080,140296,140296,57521750,False,Home,422,416,19.0,SHARED3FREE,5752175,4
46378249,463782490,141397,141397,57972810,True,atwork,540,543,13.0,DRIVEALONEFREE,5797281,1
46378253,463782530,141397,141397,57972810,False,Work,543,540,15.0,DRIVEALONEFREE,5797281,1
46378529,463785290,141397,141397,57973160,True,work,543,440,7.0,DRIVEALONEFREE,5797316,1
46378533,463785330,141397,141397,57973160,False,Home,440,543,18.0,DRIVEALONEFREE,5797316,1
46909233,469092330,143015,143015,58636540,True,work,484,468,6.0,DRIVEALONEFREE,5863654,1
46909237,469092370,143015,143015,58636540,False,Home,468,484,18.0,DRIVEALONEFREE,5863654,1
47162449,471624490,143787,143787,58953060,True,work,517,499,6.0,DRIVEALONEFREE,5895306,1
47162453,471624530,143787,143787,58953060,False,Home,499,517,13.0,DRIVEALONEFREE,5895306,1
47574961,475749610,145045,145045,59468700,True,othdiscr,681,534,14.0,DRIVEALONEFREE,5946870,1
47574965,475749650,145045,145045,59468700,False,othdiscr,531,681,16.0,DRIVEALONEFREE,5946870,1
47574966,475749660,145045,145045,59468700,False,escort,533,531,16.0,TNC_SINGLE,5946870,2
47574967,475749670,145045,145045,59468700,False,Home,534,533,16.0,DRIVEALONEFREE,5946870,3
47748585,477485850,145574,145574,59685730,True,work,686,540,7.0,BIKE,5968573,1
47748589,477485890,145574,145574,59685730,False,Home,540,686,21.0,BIKE,5968573,1
48652881,486528810,148331,148331,60816100,True,work,446,563,11.0,DRIVEALONEFREE,6081610,1
48652885,486528850,148331,148331,60816100,False,othmaint,436,446,15.0,DRIVEALONEFREE,6081610,1
48652886,486528860,148331,148331,60816100,False,othmaint,519,436,18.0,DRIVEALONEFREE,6081610,2
48652887,486528870,148331,148331,60816100,False,Home,563,519,18.0,DRIVEALONEFREE,6081610,3
48652889,486528890,148331,148331,60816110,True,work,446,563,18.0,DRIVEALONEFREE,6081611,1
48652893,486528930,148331,148331,60816110,False,work,558,446,18.0,DRIVEALONEFREE,6081611,1
