PERID,household_id,age,PNUM,sex,pemploy,pstudent,ptype,educ
233980,79531,58,3,2,3,3,4,9
233981,79531,71,4,2,3,3,5,9
234002,79540,17,1,1,3,1,6,1
234003,79540,54,2,1,1,3,1,13
234018,79547,64,1,1,1,3,1,9
234019,79547,92,2,1,3,3,5,13
234033,79553,13,1,2,4,1,7,1
234034,79553,52,2,2,2,3,2,13
234035,79553,60,3,1,1,3,1,13
234036,79554,49,1,2,1,3,1,13
234037,79554,38,2,1,1,3,1,13
234043,79556,17,1,1,3,1,6,1
234044,79556,82,2,2,3,3,5,9
234045,79556,70,3,1,1,3,1,13
234046,79556,77,4,1,3,3,5,13
234050,79558,73,1,1,2,3,2,9
234051,79558,68,2,2,3,3,5,13
234067,79563,17,1,1,3,1,6,1
234068,79563,68,2,2,3,3,5,9
234094,79572,15,1,2,4,1,7,1
234095,79572,65,2,2,1,3,1,9
234096,79572,68,3,2,3,3,5,13
234097,79572,76,4,2,3,3,5,13
234098,79572,75,5,2,3,3,5,13
234099,79572,65,6,1,1,3,1,13
234113,79580,56,1,1,2,3,2,9
234114,79580,36,2,2,2,3,2,9
234115,79580,1,3,1,4,3,8,1
234152,79598,22,1,2,1,2,1,13
234153,79598,21,2,2,3,2,3,9
234154,79598,49,3,1,1,3,1,13
234155,79598,65,4,2,1,3,1,13
234156,79598,72,5,1,2,3,2,13
234176,79607,68,1,2,3,3,5,9
234177,79607,63,2,1,1,3,1,1
234180,79609,60,1,1,1,3,1,1
234181,79609,63,2,2,2,3,2,9
234195,79616,60,1,1,1,3,1,9
234196,79616,84,2,2,3,3,5,13
234201,79619,62,1,2,2,3,2,13
234202,79619,58,2,1,1,3,1,13
234205,79621,14,1,1,4,1,7,1
234206,79621,28,2,1,3,3,4,13
234207,79621,39,3,2,1,3,1,9
234208,79621,5,4,2,4,1,8,1
234214,79623,23,1,1,2,2,3,9
234215,79623,17,2,2,3,1,6,1
234216,79623,57,3,2,3,3,4,13
234217,79623,59,4,1,3,3,4,9
234218,79624,61,1,1,1,3,1,13
234219,79624,66,2,1,1,3,1,9
234224,79626,49,1,2,1,3,1,9
234225,79626,64,2,1,3,3,4,9
234226,79627,44,1,2,1,3,1,13
234227,79627,52,2,1,1,3,1,9
234228,79628,67,1,2,3,3,5,1
234229,79628,85,2,1,3,3,5,13
234254,79639,36,1,1,1,3,1,13
234255,79639,46,2,2,1,3,1,13
234256,79640,52,1,1,1,3,1,9
234257,79640,65,2,2,1,3,1,13
234288,79653,47,1,1,1,3,1,9
234289,79653,66,2,1,1,3,1,1
234290,79653,78,3,2,3,3,5,9
234299,79658,56,1,1,1,3,1,13
234300,79658,60,2,2,2,3,2,13
234319,79665,69,1,1,3,3,5,9
234320,79665,63,2,2,3,3,4,9
234326,79668,82,1,2,3,3,5,13
234327,79668,33,2,2,3,3,4,13
234328,79668,66,3,1,1,3,1,9
234329,79668,4,4,1,4,3,8,1
234334,79671,12,1,2,4,1,7,1
234335,79671,12,2,2,4,1,7,1
234336,79671,34,3,2,3,3,4,9
234337,79671,45,4,1,1,3,1,13
234363,79681,62,1,1,3,3,4,1
234371,79685,61,1,2,2,3,2,9
234372,79685,72,2,2,3,3,5,13
234409,79698,45,1,1,3,3,4,9
234410,79698,79,2,1,3,3,5,9
234411,79698,75,3,2,3,3,5,13
234416,79701,76,1,2,3,3,5,9
234433,79707,56,1,1,1,3,1,9
234434,79707,44,2,2,3,3,4,9
234435,79707,76,3,1,1,3,1,13
234469,79721,85,1,1,3,3,5,9
234479,79726,54,1,2,3,3,4,1
234480,79726,51,2,1,1,3,1,9
234510,79737,22,1,2,2,3,2,9
234511,79737,64,2,2,3,3,4,9
234512,79737,63,3,1,3,3,4,13
234513,79738,73,1,1,3,3,5,13
234514,79738,83,2,2,3,3,5,9
234530,79743,36,1,2,2,3,2,1
234531,79743,72,2,2,3,3,5,13
234570,79757,39,1,1,1,3,1,13
234571,79757,36,2,2,1,3,1,13
234572,79757,1,3,2,4,3,8,1
234594,79765,59,1,1,1,3,1,9
234595,79765,37,2,2,2,3,2,9
234596,79765,73,3,2,3,3,5,1
234602,79768,56,1,2,3,3,4,13
234603,79768,68,2,1,3,3,5,1
234646,79786,46,1,2,1,3,1,13
234647,79786,32,2,1,1,3,1,13
234661,79792,39,1,1,3,3,4,13
234662,79792,36,2,1,1,3,1,9
234663,79792,35,3,1,3,3,4,9
234674,79797,46,1,1,1,3,1,9
234675,79797,39,2,2,1,2,1,9
234676,79797,3,3,2,4,3,8,1
234687,79803,61,1,2,3,3,4,1
234688,79803,62,2,1,1,3,1,1
234698,79808,9,1,2,4,1,7,1
234699,79808,12,2,2,4,1,7,1
234700,79808,62,3,2,3,3,4,1
234701,79808,50,4,1,1,3,1,13
234709,79813,23,1,2,3,3,4,9
234710,79813,38,2,2,1,3,1,13
234711,79813,31,3,1,1,3,1,13
234712,79813,3,4,1,4,3,8,1
234724,79819,69,1,2,3,3,5,13
234725,79819,70,2,2,1,3,1,9
234735,79824,37,1,1,1,3,1,13
234736,79824,52,2,2,2,3,2,9
234737,79824,45,3,1,2,3,2,9
234738,79824,63,4,2,3,3,4,13
234762,79836,52,1,1,1,3,1,13
234763,79836,81,2,2,3,3,5,9
234775,79841,70,1,2,1,3,1,9
234776,79841,92,2,1,3,3,5,13
234804,79852,14,1,1,4,1,7,1
234805,79852,76,2,2,3,3,5,9
234806,79852,68,3,2,3,3,5,13
234807,79852,74,4,2,3,3,5,9
234808,79852,79,5,2,3,3,5,9
234809,79852,68,6,2,3,3,5,13
234814,79855,32,1,1,1,3,1,9
234815,79855,34,2,2,3,2,3,9
234816,79855,3,3,2,4,3,8,1
234835,79864,60,1,2,3,3,4,9
234836,79864,63,2,1,1,3,1,13
234837,79864,76,3,2,3,3,5,9
234838,79864,61,4,1,1,3,1,13
234842,79866,78,1,1,3,3,5,9
234843,79866,57,2,2,3,3,4,13
234870,79876,63,1,1,1,3,1,9
234871,79877,55,1,2,3,3,4,9
234872,79877,81,2,1,3,3,5,13
234889,79882,47,1,1,1,3,1,9
234890,79882,68,2,2,3,3,5,13
242101,82523,36,1,1,3,3,4,9
242102,82523,43,2,2,1,3,1,9
242103,82523,1,3,1,4,3,8,1
270815,91573,33,1,1,3,3,4,13
270816,91573,72,2,2,3,3,5,1
270817,91574,37,1,1,2,3,2,1
270818,91574,29,2,1,3,2,3,9
270819,91575,48,1,1,3,3,4,9
270820,91575,37,2,1,1,3,1,13
270821,91575,31,3,1,1,3,1,9
270822,91576,22,1,1,1,2,1,9
270823,91576,31,2,2,2,3,2,13
270824,91577,7,1,1,4,1,7,1
270825,91577,28,2,2,2,2,3,9
270826,91577,41,3,1,1,3,1,13
270827,91577,2,4,1,4,3,8,1
270828,91578,35,1,1,2,3,2,9
270829,91578,32,2,1,1,3,1,9
270832,91580,77,1,2,3,3,5,9
270833,91580,64,2,2,1,3,1,9
270834,91581,73,1,2,3,3,5,13
270835,91581,66,2,1,3,3,5,9
270836,91582,28,1,2,2,2,3,9
270837,91582,39,2,1,1,3,1,9
270839,91584,49,1,1,1,3,1,9
270840,91584,29,2,2,3,3,4,9
270841,91584,2,3,2,4,3,8,1
270842,91584,0,4,1,4,3,8,1
270843,91585,41,1,2,1,3,1,13
270844,91585,57,2,1,1,3,1,9
270845,91586,16,1,1,3,1,6,1
270846,91586,8,2,1,4,1,7,1
270847,91586,33,3,2,2,3,2,13
270848,91586,1,4,1,4,3,8,1
270849,91587,44,1,1,1,3,1,9
270850,91587,63,2,2,1,3,1,9
270851,91588,11,1,2,4,1,7,1
270852,91588,28,2,2,1,2,1,13
270853,91588,29,3,1,3,2,3,9
270859,91591,35,1,1,1,3,1,9
270860,91591,71,2,2,3,3,5,1
270861,91592,61,1,1,3,3,4,13
270862,91592,85,2,1,3,3,5,9
270863,91593,45,1,2,3,3,4,9
270864,91593,53,2,1,3,3,4,9
270865,91593,51,3,2,3,3,4,1
270866,91594,26,1,1,1,2,1,9
270867,91594,28,2,2,1,2,1,13
270868,91594,36,3,1,1,3,1,1
270874,91597,51,1,2,1,3,1,13
270875,91597,50,2,1,1,3,1,13
270876,91597,6,3,1,4,1,7,1
270877,91598,69,1,2,3,3,5,1
270878,91598,32,2,1,1,3,1,13
270879,91599,13,1,1,4,1,7,1
270880,91599,45,2,1,3,3,4,9
270881,91599,69,3,2,3,3,5,9
270882,91600,71,1,1,3,3,5,13
270883,91600,65,2,2,1,3,1,9
270884,91601,39,1,1,2,2,3,9
270885,91601,33,2,2,1,3,1,9
270886,91602,40,1,2,1,3,1,1
270887,91602,29,2,1,1,2,1,13
270888,91602,6,3,2,4,1,7,1
270889,91603,22,1,2,2,2,3,9
270890,91603,36,2,1,1,3,1,13
270891,91603,66,3,2,1,3,1,9
270894,91605,32,1,2,2,3,2,13
270895,91605,44,2,1,1,3,1,13
270896,91605,37,3,1,1,3,1,13
270897,91606,35,1,2,1,3,1,13
270898,91606,60,2,2,1,3,1,9
270899,91606,2,3,1,4,3,8,1
270900,91606,1,4,2,4,3,8,1
270901,91607,66,1,2,2,3,2,9
270902,91607,71,2,1,2,3,2,9
270903,91608,49,1,1,3,3,4,9
270904,91609,24,1,2,1,3,1,13
270905,91609,55,2,1,1,3,1,9
270906,91609,62,3,2,1,3,1,9
270907,91610,13,1,1,4,1,7,1
270908,91610,38,2,2,1,3,1,13
270909,91611,15,1,2,4,1,7,1
270910,91611,37,2,2,1,3,1,13
270911,91611,29,3,1,3,2,3,9
270912,91611,3,4,1,4,3,8,1
270913,91611,2,5,2,4,3,8,1
270914,91612,34,1,1,1,3,1,1
270915,91612,43,2,2,1,3,1,9
270916,91612,2,3,2,4,3,8,1
270917,91613,8,1,2,4,1,7,1
270918,91613,29,2,2,2,2,3,9
270919,91613,0,3,1,4,3,8,1
270920,91614,7,1,2,4,1,7,1
270921,91614,17,2,1,3,1,6,1
270922,91614,33,3,1,3,3,4,9
270923,91615,71,1,1,3,3,5,1
270924,91616,81,1,2,3,3,5,1
270925,91616,74,2,1,3,3,5,9
270926,91617,56,1,1,1,3,1,9
270927,91617,46,2,1,3,3,4,9
270928,91618,71,1,2,3,3,5,1
270929,91619,28,1,1,3,3,4,9
270930,91619,30,2,1,2,2,3,9
270931,91620,56,1,1,1,3,1,9
270932,91620,50,2,2,2,3,2,9
270933,91621,28,1,2,1,2,1,13
270934,91621,29,2,1,1,3,1,9
270935,91621,3,3,1,4,3,8,1
270936,91622,26,1,1,1,2,1,13
270937,91622,35,2,2,1,3,1,13
270938,91622,0,3,1,4,3,8,1
270939,91623,69,1,2,3,3,5,1
270940,91623,65,2,1,1,3,1,9
270941,91624,18,1,1,3,2,3,9
270942,91624,26,2,1,2,2,3,9
270943,91624,72,3,1,3,3,5,13
270944,91625,63,1,2,1,3,1,9
270945,91625,51,2,1,1,3,1,9
270946,91626,73,1,1,3,3,5,13
270947,91626,92,2,2,3,3,5,13
270948,91627,64,1,1,1,3,1,9
270949,91627,33,2,1,1,3,1,13
270950,91627,46,3,2,3,3,4,13
270951,91628,73,1,2,3,3,5,9
270952,91628,92,2,1,3,3,5,1
270953,91629,8,1,1,4,1,7,1
270954,91629,46,2,2,1,3,1,9
270955,91630,37,1,1,1,3,1,9
270956,91630,27,2,1,1,3,1,9
270957,91630,33,3,1,1,2,1,9
270958,91631,50,1,1,1,3,1,9
270959,91631,36,2,2,1,3,1,13
270960,91632,60,1,1,3,3,4,13
270961,91632,52,2,2,1,3,1,13
270962,91633,11,1,1,4,1,7,1
270963,91633,7,2,2,4,1,7,1
270964,91633,37,3,2,3,3,4,13
270965,91633,4,4,2,4,3,8,1
270966,91634,14,1,2,4,1,7,1
270967,91634,28,2,2,1,3,1,13
270968,91634,44,3,1,1,3,1,13
270969,91635,49,1,1,1,3,1,9
270970,91635,43,2,2,1,3,1,13
270971,91636,39,1,1,1,2,1,13
270972,91636,35,2,2,1,3,1,9
270973,91636,6,3,1,4,1,7,1
270974,91637,50,1,2,3,3,4,13
270975,91637,57,2,1,1,3,1,9
270976,91638,54,1,2,1,3,1,9
270977,91638,47,2,1,1,3,1,13
270978,91639,76,1,2,3,3,5,13
270979,91639,40,2,1,1,3,1,9
270980,91639,60,3,1,1,3,1,1
270981,91640,56,1,1,1,3,1,13
270982,91641,65,1,2,1,3,1,9
270983,91641,51,2,2,1,3,1,9
270984,91642,65,1,1,1,3,1,13
270985,91642,34,2,1,2,3,2,9
270986,91642,61,3,2,3,3,4,9
270987,91643,50,1,1,3,3,4,13
270988,91643,33,2,1,1,3,1,1
270989,91643,31,3,2,1,3,1,13
270990,91643,3,4,1,4,3,8,1
270991,91643,0,5,2,4,3,8,1
270992,91644,44,1,2,1,3,1,9
270993,91644,29,2,1,3,2,3,9
270994,91644,5,3,2,4,1,8,1
270995,91645,70,1,1,1,3,1,13
270996,91646,65,1,2,1,3,1,9
270997,91646,68,2,1,3,3,5,13
271000,91648,52,1,1,1,3,1,13
271001,91648,57,2,2,1,3,1,9
271002,91649,67,1,2,1,3,1,13
271003,91649,54,2,1,1,3,1,13
271004,91650,11,1,1,4,1,7,1
271005,91650,21,2,2,2,2,3,9
271006,91650,51,3,2,1,3,1,13
271007,91651,42,1,1,1,3,1,13
271008,91651,38,2,1,1,3,1,9
271011,91653,7,1,1,4,1,7,1
271012,91653,48,2,1,1,3,1,9
271013,91654,59,1,2,1,3,1,13
271014,91654,55,2,1,1,3,1,13
271015,91655,22,1,2,2,2,3,9
271016,91655,42,2,2,2,3,2,9
271017,91656,27,1,2,1,3,1,13
271018,91656,26,2,1,1,3,1,13
271019,91656,30,3,1,3,2,3,9
271020,91657,46,1,2,1,3,1,9
271021,91657,35,2,1,2,2,3,9
271022,91657,39,3,1,1,3,1,13
271023,91658,33,1,1,3,3,4,9
271024,91658,30,2,2,1,3,1,13
271025,91659,55,1,2,3,3,4,9
271026,91659,66,2,1,3,3,5,1
271027,91660,36,1,2,1,3,1,9
271028,91660,41,2,1,1,3,1,9
271029,91660,6,3,1,4,1,7,1
271030,91660,0,4,1,4,3,8,1
271031,91661,9,1,1,4,1,7,1
271032,91661,41,2,2,1,3,1,1
271033,91661,43,3,1,1,3,1,9
271034,91662,60,1,2,3,3,4,13
271035,91662,31,2,2,1,3,1,13
271036,91662,3,3,2,4,3,8,1
271037,91663,35,1,1,1,3,1,9
271038,91663,38,2,1,3,3,4,9
271039,91664,28,1,1,3,2,3,13
271040,91664,27,2,2,1,2,1,13
271041,91664,34,3,1,1,3,1,9
271042,91664,43,4,1,2,3,2,1
271043,91665,16,1,1,3,1,6,1
271044,91665,29,2,1,2,2,3,9
271045,91665,35,3,2,1,3,1,9
271046,91666,62,1,1,1,3,1,1
271047,91666,78,2,2,3,3,5,13
271048,91667,11,1,1,4,1,7,1
271049,91667,39,2,2,1,3,1,13
271050,91667,39,3,1,1,3,1,9
271051,91668,16,1,2,3,1,6,1
271052,91668,17,2,1,3,1,6,1
271053,91668,57,3,1,1,3,1,9
271054,91669,52,1,1,3,3,4,13
271055,91670,73,1,1,3,3,5,9
271056,91670,67,2,2,2,3,2,13
271057,91671,36,1,1,2,3,2,1
271058,91671,42,2,1,1,3,1,9
271059,91672,59,1,2,3,3,4,9
271060,91672,51,2,2,2,3,2,9
271061,91673,33,1,2,1,3,1,9
271062,91673,90,2,2,3,3,5,1
271063,91674,39,1,1,1,3,1,9
271064,91674,45,2,1,3,3,4,9
271065,91674,28,3,2,1,2,1,13
271066,91674,45,4,1,3,3,4,13
271067,91675,28,1,2,3,2,3,9
271068,91675,30,2,1,1,3,1,9
271071,91677,38,1,2,3,3,4,9
271072,91677,32,2,1,1,3,1,9
271073,91677,6,3,1,4,1,7,1
271074,91678,28,1,1,1,3,1,9
271075,91678,42,2,2,1,3,1,9
271076,91678,5,3,1,4,1,8,1
271077,91679,54,1,2,3,3,4,1
271078,91679,60,2,1,2,3,2,9
271079,91680,50,1,2,3,3,4,9
271080,91680,81,2,2,3,3,5,9
271081,91681,27,1,1,3,2,3,9
271082,91681,29,2,1,1,2,1,9
271098,91687,38,1,1,2,2,3,13
271099,91687,37,2,1,1,3,1,13
271100,91687,30,3,1,1,3,1,13
271103,91689,41,1,1,1,3,1,9
271104,91689,66,2,1,3,3,5,9
271105,91689,59,3,2,2,3,2,9
271109,91691,57,1,1,1,3,1,9
271110,91691,43,2,1,1,3,1,13
271111,91691,42,3,2,3,3,4,9
271112,91691,2,4,1,4,3,8,1
271113,91692,21,1,2,3,2,3,9
271114,91692,51,2,2,3,3,4,9
271123,91697,33,1,1,1,3,1,9
271124,91697,44,2,2,2,3,2,9
271128,91699,35,1,1,1,3,1,13
271129,91699,36,2,1,1,3,1,9
271130,91700,26,1,2,1,3,1,9
271131,91700,25,2,2,3,3,4,1
271132,91700,41,3,2,2,3,2,9
271133,91701,49,1,1,3,3,4,9
271134,91701,34,2,2,1,3,1,13
271135,91702,50,1,2,1,3,1,9
271136,91702,55,2,1,1,3,1,1
271137,91703,12,1,1,4,1,7,1
271138,91703,30,2,2,2,3,2,13
271139,91703,4,3,2,4,3,8,1
271140,91703,2,4,2,4,3,8,1
271141,91703,1,5,1,4,3,8,1
271142,91704,10,1,2,4,1,7,1
271143,91704,34,2,2,1,3,1,9
271144,91704,67,3,2,3,3,5,13
271145,91705,51,1,2,3,3,4,9
271146,91705,32,2,1,3,3,4,9
271147,91706,65,1,2,2,3,2,9
271148,91706,63,2,1,1,3,1,9
271157,91711,19,1,1,2,2,3,9
271158,91711,64,2,2,1,3,1,9
271159,91712,34,1,1,1,3,1,9
271160,91712,33,2,1,1,2,1,9
271161,91712,44,3,2,1,3,1,13
271162,91713,45,1,1,1,3,1,9
271163,91713,42,2,2,1,3,1,13
271164,91713,4,3,2,4,3,8,1
271165,91713,2,4,2,4,3,8,1
271168,91715,51,1,1,1,3,1,9
271169,91715,80,2,1,3,3,5,13
271170,91716,59,1,1,1,3,1,13
271171,91716,63,2,2,1,3,1,9
271172,91717,34,1,2,1,3,1,9
271173,91717,35,2,2,1,3,1,9
271174,91717,31,3,2,3,3,4,9
271175,91717,4,4,1,4,3,8,1
271176,91717,0,5,2,4,3,8,1
271177,91718,54,1,2,3,3,4,9
271178,91718,47,2,1,1,3,1,13
271179,91719,33,1,2,1,3,1,9
271180,91719,38,2,2,1,3,1,9
271181,91719,31,3,1,3,2,3,9
271182,91719,2,4,2,4,3,8,1
271183,91720,45,1,1,3,3,4,13
271184,91720,32,2,1,1,2,1,13
271185,91720,48,3,2,1,3,1,9
271189,91722,33,1,2,3,3,4,13
271190,91722,33,2,2,1,3,1,9
271191,91722,36,3,1,2,3,2,13
271192,91722,2,4,1,4,3,8,1
271193,91722,0,5,2,4,3,8,1
271196,91724,34,1,2,3,3,4,9
271197,91724,43,2,1,1,3,1,1
271198,91725,38,1,1,1,2,1,13
271199,91725,31,2,1,2,3,2,13
271200,91726,34,1,1,3,2,3,9
271201,91726,32,2,1,1,3,1,13
271202,91727,43,1,2,1,3,1,9
271203,91727,63,2,1,1,3,1,13
271204,91728,34,1,1,1,3,1,9
271205,91728,32,2,1,3,3,4,1
271206,91729,47,1,1,1,3,1,9
271207,91729,34,2,2,1,3,1,9
271208,91729,6,3,2,4,1,7,1
271209,91730,70,1,2,3,3,5,9
271210,91730,59,2,1,1,3,1,9
271211,91731,37,1,1,1,3,1,13
271212,91731,30,2,2,1,3,1,9
271213,91732,27,1,2,3,3,4,9
271214,91732,34,2,1,1,3,1,9
271215,91732,1,3,1,4,3,8,1
271216,91733,34,1,1,1,2,1,13
271217,91733,31,2,2,1,3,1,9
271218,91734,45,1,1,3,3,4,13
271219,91734,49,2,2,1,3,1,9
291875,98950,23,1,2,3,3,4,9
291876,98950,21,2,1,3,2,3,9
291877,98950,53,3,1,1,3,1,13
291878,98950,66,4,2,3,3,5,9
291913,98962,36,1,2,1,3,1,13
291914,98962,62,2,2,2,3,2,13
384323,131154,14,1,2,4,1,7,1
384324,131154,16,2,1,2,1,6,1
384325,131154,41,3,2,1,3,1,9
384326,131155,11,1,2,4,1,7,1
384327,131155,20,2,2,2,3,2,9
384328,131155,38,3,2,2,3,2,13
384329,131155,41,4,1,2,3,2,9
384330,131155,0,5,1,4,3,8,1
384331,131156,7,1,1,4,1,7,1
384332,131156,13,2,2,4,1,7,1
384333,131156,45,3,1,2,3,2,9
384334,131156,34,4,2,1,3,1,13
384335,131157,37,1,1,3,3,4,9
384336,131157,41,2,1,2,3,2,9
384337,131157,41,3,1,1,3,1,9
384338,131158,7,1,1,4,1,7,1
384339,131158,21,2,2,2,3,2,9
384340,131158,41,3,2,3,3,4,9
384341,131158,43,4,1,1,3,1,13
384342,131158,0,5,2,4,3,8,1
384343,131159,11,1,1,4,1,7,1
384344,131159,17,2,2,2,1,6,1
384345,131159,17,3,2,2,1,6,1
384346,131159,51,4,1,2,3,2,9
384347,131159,47,5,2,3,3,4,1
384348,131160,7,1,2,4,1,7,1
384349,131160,9,2,2,4,1,7,1
384350,131160,47,3,2,3,3,4,9
384351,131160,54,4,1,2,3,2,9
384352,131161,42,1,2,1,3,1,1
384353,131161,64,2,2,3,3,4,9
384354,131161,32,3,2,1,3,1,9
384355,131161,5,4,1,4,1,8,1
384356,131161,2,5,2,4,3,8,1
384357,131162,44,1,2,1,3,1,13
384358,131162,37,2,1,2,3,2,9
384359,131162,52,3,2,3,3,4,9
384360,131162,1,4,1,4,3,8,1
384361,131163,11,1,2,4,1,7,1
384362,131163,7,2,2,4,1,7,1
384363,131163,33,3,1,2,3,2,9
384364,131163,46,4,2,3,3,4,13
384365,131164,7,1,1,4,1,7,1
384366,131164,12,2,2,4,1,7,1
384367,131164,9,3,1,4,1,7,1
384368,131164,19,4,1,2,3,2,9
384369,131164,26,5,1,3,3,4,9
384370,131164,33,6,2,3,3,4,9
384371,131165,27,1,1,2,3,2,9
384372,131165,39,2,2,3,3,4,9
384373,131165,36,3,2,3,2,3,13
384374,131165,3,4,1,4,3,8,1
384375,131166,49,1,2,3,3,4,9
384376,131166,30,2,1,2,3,2,9
384377,131167,13,1,1,4,1,7,1
384378,131167,21,2,2,2,3,2,9
384379,131167,18,3,2,2,2,3,9
384380,131167,9,4,2,4,1,7,1
384381,131167,33,5,2,3,3,4,13
384382,131168,32,1,2,3,3,4,13
384383,131168,42,2,1,3,3,4,1
384384,131168,6,3,1,4,1,7,1
384385,131169,7,1,2,4,1,7,1
384386,131169,7,2,2,4,1,7,1
384387,131169,28,3,2,3,2,3,13
384388,131169,34,4,1,2,3,2,9
384389,131170,21,1,1,2,3,2,9
384390,131170,23,2,2,2,3,2,9
384391,131170,54,3,2,3,3,4,1
384392,131170,51,4,1,2,3,2,9
384393,131170,1,5,1,4,3,8,1
384394,131171,6,1,1,4,1,7,1
384395,131171,8,2,2,4,1,7,1
384396,131171,47,3,1,2,3,2,9
384397,131171,34,4,2,2,3,2,1
384398,131171,0,5,1,4,3,8,1
384399,131172,9,1,1,4,3,7,1
384400,131172,10,2,1,4,1,7,1
384401,131172,8,3,1,4,1,7,1
384402,131172,9,4,1,4,1,7,1
384403,131172,9,5,2,4,1,7,1
384404,131172,42,6,2,3,3,4,1
384411,131174,20,1,1,2,3,2,9
384412,131174,9,2,2,4,1,7,1
384413,131174,6,3,1,4,3,7,1
384414,131174,41,4,1,2,3,2,9
384415,131174,44,5,2,3,3,4,9
384416,131174,3,6,1,4,3,8,1
384417,131175,21,1,1,3,3,4,9
384418,131175,12,2,1,4,1,7,1
384419,131175,13,3,1,4,1,7,1
384420,131175,17,4,2,2,1,6,1
384421,131175,47,5,2,3,3,4,9
384422,131176,18,1,2,2,2,3,9
384423,131176,12,2,2,4,1,7,1
384424,131176,44,3,2,2,3,2,9
384425,131177,39,1,1,1,2,1,9
384426,131177,32,2,1,2,3,2,9
384427,131177,38,3,1,2,3,2,9
384428,131178,41,1,1,3,3,4,13
384429,131178,32,2,1,1,3,1,1
384430,131179,17,1,1,2,3,2,1
384431,131179,48,2,1,2,3,2,9
384432,131179,46,3,2,3,3,4,1
384433,131180,18,1,2,2,3,2,9
384434,131180,8,2,1,4,1,7,1
384435,131180,20,3,1,2,3,2,9
384436,131180,19,4,1,2,3,2,9
384437,131180,22,5,2,3,3,4,1
384438,131180,30,6,1,2,3,2,9
384439,131181,20,1,2,2,3,2,9
384440,131181,22,2,2,3,3,4,9
384441,131181,41,3,2,3,3,4,9
384442,131181,62,4,1,3,3,4,9
384443,131181,1,5,2,4,3,8,1
384444,131182,11,1,2,4,1,7,1
384445,131182,49,2,2,3,3,4,13
384446,131182,43,3,1,3,3,4,9
