HHID,PERSONS,workers,VEHICL,TAZ,income,HHT,unittype,bldgsz
11155,3,2,0,3397,18185,1,0,8
11156,2,0,0,3397,31842,3,0,2
11157,2,2,0,3396,62707,1,0,8
11158,3,2,0,3395,43706,7,0,8
11159,5,1,0,3396,212644,1,0,8
11160,4,1,0,3396,129754,1,0,8
11161,2,1,0,3397,46151,1,0,8
11162,5,1,0,3396,178073,7,0,2
11163,5,2,0,3395,98582,1,0,8
11164,2,1,0,3396,29549,1,0,8
11165,4,2,0,3396,16361,1,0,3
11166,4,2,0,3395,16201,1,0,8
11167,4,0,0,3396,58056,3,0,2
11168,2,2,0,3397,26831,1,0,2
11169,2,0,0,3396,16489,3,0,2
11170,4,3,0,3395,56280,1,0,8
11171,2,0,0,3395,16840,1,0,8
11172,2,2,0,3397,26777,7,0,8
11173,2,1,0,3396,24010,7,0,3
11174,2,2,0,3395,180273,5,0,8
11175,2,2,0,3396,10869,2,0,8
11176,3,0,0,3396,14830,3,0,8
11177,3,2,0,3396,73172,1,0,8
11178,2,1,0,3395,115670,1,0,8
11179,2,2,0,3396,56175,2,0,3
11180,2,2,0,3396,289120,1,0,8
11181,3,2,0,3397,142878,3,0,8
11182,2,1,0,3397,5920,1,0,8
11183,2,2,0,3396,41752,5,0,8
11184,3,2,0,3396,39688,5,0,8
11185,2,1,0,3395,300367,2,0,8
11186,4,2,0,3396,70178,1,0,2
11187,3,2,0,3395,17413,1,0,8
11188,2,1,0,3395,27916,7,0,8
11189,4,2,0,3396,171035,1,0,8
11190,3,0,0,3397,95151,3,0,8
11191,2,2,0,3395,22662,1,0,8
11192,2,0,0,3397,32356,3,0,2
11193,3,1,0,3395,14576,1,0,2
11194,2,1,0,3397,64170,3,0,8
11195,2,1,0,3396,24046,1,0,8
11196,4,2,0,3397,43830,1,0,8
11197,4,2,0,3396,7696,1,0,8
11198,3,1,0,3396,127610,2,0,3
11199,4,1,0,3395,35764,1,0,2
11200,2,0,0,3396,28509,1,0,8
11201,4,1,0,3395,58578,3,0,8
11202,2,2,0,3396,19166,7,0,3
11203,2,0,0,3397,101327,7,0,8
11204,2,2,0,3395,59571,5,0,8
11205,3,2,0,3397,43582,1,0,8
11206,2,1,0,3396,35110,2,0,8
11207,2,1,0,3395,106358,2,0,8
11208,2,1,0,3396,116588,2,0,2
11209,1,0,0,3396,12170,6,0,2
11210,6,3,0,3395,35437,1,0,8
11211,6,2,0,3395,17159,1,0,8
11212,2,2,0,3395,20007,7,0,8
11213,2,2,0,3395,125467,1,0,8
11214,3,1,0,3395,37972,3,0,8
11215,2,0,0,3396,29599,1,0,8
11216,3,1,0,3395,46798,1,0,8
11217,3,1,0,3397,19656,2,0,8
11218,2,1,0,3396,19983,1,0,8
11219,2,2,0,3395,163115,7,0,8
11220,4,1,0,3395,255380,1,0,8
11221,3,0,0,3395,106588,7,0,8
11222,2,0,0,3397,53429,7,0,3
11223,2,1,0,3396,95837,7,0,8
11224,2,2,0,3397,40170,5,0,3
11225,2,0,0,3397,29820,3,0,3
11226,2,0,0,3396,30836,7,0,8
11227,6,2,0,3396,28138,7,0,8
11228,3,2,0,3397,28707,7,0,8
11229,2,1,0,3396,15851,5,0,8
11230,2,1,0,3396,8229,7,0,8
11231,2,1,0,3397,91949,5,0,8
11232,2,1,0,3397,53159,7,0,8
11233,2,0,0,3396,57533,2,0,8
11234,3,1,0,3396,46690,1,0,8
11235,2,0,0,3397,24998,3,0,2
11236,3,0,0,3396,31157,3,0,2
11237,5,2,0,3396,25106,1,0,2
11238,5,2,0,3396,23920,2,0,3
11239,4,2,0,3396,27569,1,0,8
11240,2,2,0,3395,142438,1,0,2
11241,3,2,0,3397,26454,1,0,2
11242,2,2,0,3396,295868,7,0,2
11243,1,0,0,3395,27619,6,0,3
11244,4,1,0,3397,99955,1,0,2
11245,2,1,0,3395,86460,7,0,8
11246,2,2,0,3395,19446,2,0,8
11247,2,1,0,3395,25232,7,0,8
11248,2,2,0,3396,49494,5,0,8
11249,3,2,0,3395,31677,1,0,8
11250,3,3,0,3396,12727,7,0,8
11251,2,1,0,3396,171474,7,0,8
11252,2,2,0,3395,16266,7,0,8
11253,2,2,0,3397,14480,7,0,8
11254,5,2,0,3397,93093,7,0,2
11255,5,1,0,3397,27643,2,0,8
11256,4,4,0,3395,14894,1,0,8
11257,3,1,0,3396,68494,3,0,2
11258,4,2,0,3396,4618,1,0,8
11259,4,1,0,3395,32449,3,0,8
11260,3,1,0,3395,53106,1,0,8
11261,4,2,0,3395,111162,1,0,8
11262,2,2,0,3395,36606,1,0,8
11263,3,1,0,3396,26238,1,0,8
11264,2,2,0,3397,28906,5,0,8
11265,7,4,0,3396,45558,7,0,2
11266,4,2,0,3396,28856,3,0,2
11267,2,0,0,3397,28237,3,0,8
11268,2,1,0,3396,25789,1,0,2
11269,6,3,0,3396,49116,1,0,8
11270,5,1,0,3397,7755,1,0,3
11271,5,2,0,3397,41814,1,0,8
11272,1,0,0,3396,41628,4,0,8
11273,4,1,0,3397,21034,7,0,2
11274,2,1,0,3396,65685,7,0,8
11275,3,1,0,3397,15595,3,0,2
11276,2,1,0,3395,41535,3,0,8
11277,1,1,0,3396,157396,6,0,8
11278,3,1,0,3396,42558,3,0,8
11279,2,1,0,3397,23687,3,0,8
11280,3,0,0,3395,40545,3,0,8
11281,2,2,0,3396,61975,7,0,3
11282,2,2,0,3397,166634,5,0,8
11283,3,2,0,3396,116282,1,0,8
11284,2,1,0,3396,23201,1,0,8
11285,3,2,0,3395,30390,7,0,8
11286,4,1,0,3397,16297,1,0,2
11287,7,2,0,3396,87582,1,0,8
11288,5,1,0,3397,154756,2,0,2
11289,2,1,0,3397,3079,7,0,8
11290,2,1,0,3395,20170,7,0,8
11291,4,2,0,3396,44420,3,0,8
11292,3,2,0,3395,38134,1,0,3
11293,2,1,0,3397,20846,3,0,8
11294,5,4,0,3396,103157,1,0,2
11295,3,1,0,3397,57377,1,0,2
11296,3,2,0,3395,16999,1,0,8
11297,3,1,0,3397,10776,1,0,8
11298,4,3,0,3397,30366,7,0,3
11299,4,0,0,3396,20449,3,0,2
11300,3,1,0,3396,60721,1,0,8
11301,2,2,0,3396,19469,1,0,8
11302,2,1,0,3397,45040,7,0,8
11303,3,1,0,3397,17191,3,0,8
11304,5,1,0,3396,63177,1,0,8
11305,3,0,0,3395,51273,3,0,8
11306,4,2,0,3396,19959,1,0,8
11307,2,1,0,3396,61087,5,0,8
11308,4,2,0,3396,101784,1,0,2
11309,2,1,0,3396,18886,1,0,3
11310,2,2,0,3396,40883,5,0,8
11311,2,1,0,3395,60982,1,0,8
11312,3,2,0,3395,97438,1,0,8
11313,2,1,0,3396,71113,1,0,8
11314,3,3,0,3397,33056,1,0,8
11315,2,0,0,3395,49925,1,0,3
11316,3,2,0,3396,21920,1,0,8
11317,3,2,0,3397,22734,1,0,2
11318,2,2,0,3396,63438,7,0,3
11319,2,0,0,3396,119651,2,0,8
11320,5,1,0,3397,65738,2,0,3
11321,2,2,0,3396,109104,7,0,8
11322,1,0,0,3395,85523,6,0,8
11323,2,2,0,3395,86272,2,0,8
11324,3,1,0,3396,27767,7,0,8
11325,2,1,0,3396,11380,7,0,8
11326,2,1,0,3397,26095,5,0,2
11327,2,1,0,3396,96524,1,0,8
11328,2,1,0,3395,39339,1,0,8
11329,2,1,0,3395,88705,1,0,2
11330,2,2,0,3396,52027,5,0,8
11331,2,2,0,3397,108188,2,0,8
11332,4,1,0,3395,21056,3,0,2
11333,6,2,0,3395,40977,1,0,8
11334,6,3,0,3397,2901,3,0,2
11335,2,2,0,3397,102470,5,0,8
11336,2,0,0,3397,37088,1,0,2
11337,6,5,0,3397,293619,3,0,8
11338,2,2,0,3396,53915,2,0,8
11339,4,1,0,3396,22224,1,0,8
11340,4,2,0,3396,104529,3,0,8
11341,5,2,0,3397,8584,1,0,2
11342,2,1,0,3397,53807,5,0,8
11343,2,2,0,3396,27470,5,0,8
11344,2,2,0,3396,57011,1,0,8
11345,2,0,0,3396,130061,3,0,2
11346,5,2,0,3396,21664,1,0,8
11347,5,2,0,3396,31182,1,0,8
11348,1,0,0,3396,14288,6,0,2
11349,6,3,0,3397,141118,1,0,8
11350,1,1,0,3395,40653,4,0,8
11351,3,2,0,3397,10823,1,0,2
11352,4,2,0,3396,23722,1,0,8
11353,2,2,0,3395,266627,1,0,8
11354,8,8,0,3397,18815,2,0,3
11355,5,2,0,3395,66783,1,0,8
11356,1,1,0,3395,26004,4,0,8
11357,5,2,0,3396,52081,7,0,8
11358,3,1,0,3397,17222,3,0,8
11359,4,2,0,3395,18839,1,0,8
11360,3,1,0,3397,47498,1,0,8
11361,4,1,0,3396,10173,1,0,8
11362,2,0,0,3396,4499,1,0,2
11363,3,2,0,3395,109332,1,0,8
11364,2,1,0,3396,21990,1,0,8
11365,3,1,0,3397,68680,1,0,2
11366,2,1,0,3397,11682,1,0,8
11367,5,2,0,3397,11496,3,0,8
11368,2,1,0,3395,11288,1,0,8
11369,2,2,0,3396,42714,7,0,8
11370,2,0,0,3396,30514,3,0,2
11371,4,2,0,3397,19190,1,0,2
11372,4,2,0,3395,38160,7,0,8
11373,3,1,0,3395,32215,3,0,3
11374,2,2,0,3396,11473,5,0,8
11375,2,1,0,3395,25645,3,0,8
11376,3,2,0,3396,168394,1,0,8
11377,2,1,0,3397,9754,5,0,8
11378,2,1,0,3396,23650,5,0,3
11379,3,0,0,3395,24819,1,0,8
11380,3,1,0,3396,24729,7,0,8
11381,2,1,0,3395,42031,1,0,3
11382,2,2,0,3396,46744,2,0,8
11383,3,1,0,3396,18909,3,0,3
11384,2,2,0,3397,51111,3,0,2
11385,4,1,0,3397,46043,7,0,2
11386,2,2,0,3396,126692,5,0,8
11387,3,2,0,3395,13006,1,0,8
11388,2,0,0,3397,19259,1,0,8
11389,2,2,0,3396,17956,5,0,8
11390,5,1,0,3396,19796,3,0,8
11391,3,1,0,3396,12913,3,0,8
11392,4,1,0,3396,42806,3,0,3
11393,3,1,0,3397,17765,3,0,8
11394,5,2,0,3396,203646,3,0,8
11395,2,0,0,3397,24909,1,0,8
11396,6,3,0,3397,54764,1,0,8
11397,3,0,0,3395,159596,3,0,8
11398,2,2,0,3397,24980,5,0,2
11399,2,1,0,3397,23148,2,0,8
11400,2,1,0,3397,7814,5,0,3
11401,3,2,0,3396,30489,3,0,8
11402,3,1,0,3397,148597,1,0,3
11403,2,1,0,3396,48847,5,0,8
11404,2,0,0,3396,12054,1,0,2
11405,3,1,0,3396,54973,3,0,8
11406,3,3,0,3395,179833,5,0,8
11407,3,2,0,3397,9359,1,0,8
11408,2,1,0,3396,30019,5,0,8
11409,2,0,0,3395,154316,5,0,8
11410,2,1,0,3395,33663,1,0,8
11411,2,0,0,3396,42124,7,0,8
11412,5,3,0,3397,83465,1,0,2
11413,2,1,0,3396,18676,5,0,8
11414,4,2,0,3395,53268,1,0,8
11415,4,1,0,3396,592,1,0,8
11416,2,1,0,3397,20497,7,0,2
11417,2,0,0,3397,18019,3,0,2
11418,2,2,0,3396,100183,7,0,8
11419,4,2,0,3397,84963,2,0,8
11420,4,3,0,3396,29350,1,0,2
11421,4,1,0,3395,1954,1,0,2
11422,3,2,0,3397,49817,1,0,8
11423,2,2,0,3397,286871,5,0,2
11424,2,1,0,3396,90806,7,0,8
11425,3,2,0,3396,93550,5,0,2
11426,2,2,0,3397,14767,5,0,8
11427,4,4,0,3396,115057,2,0,2
11428,3,1,0,3396,259879,1,0,8
11429,6,2,0,3395,38589,1,0,3
11430,2,1,0,3396,59520,7,0,8
11431,3,3,0,3396,3434,5,0,8
11432,3,1,0,3395,15086,1,0,8
11433,4,3,0,3397,33476,7,0,8
11434,2,2,0,3396,37597,5,0,2
11435,3,2,0,3395,17350,1,0,8
11436,6,1,0,3397,37276,1,0,8
11437,3,1,0,3397,33896,3,0,8
11438,5,1,0,3395,55444,3,0,8
11439,2,2,0,3397,2724,1,0,8
11440,1,1,0,3397,33290,4,0,8
11441,4,0,0,3395,64483,1,0,8
11442,2,2,0,3395,153877,2,0,3
11443,5,3,0,3397,31578,7,0,8
11444,2,1,0,3396,11356,3,0,8
11445,2,1,0,3397,111391,1,0,8
11446,2,0,0,3396,24693,7,0,2
11447,2,2,0,3397,11566,1,0,8
11448,4,3,0,3395,29573,1,0,3
11449,2,1,0,3396,17796,7,0,8
11450,3,2,0,3397,63596,1,0,8
11451,3,1,0,3395,36659,1,0,8
11452,2,0,0,3396,48469,7,0,8
11453,3,2,0,3396,23219,7,0,8
11454,2,1,0,3396,28880,1,0,8
11455,1,0,0,3396,23740,6,0,8
11456,2,1,0,3396,84401,3,0,3
11457,4,1,0,3397,21851,2,0,8
11458,4,2,0,3396,135838,1,0,8
11459,2,1,0,3396,64640,2,0,8
11460,2,2,0,3397,43489,1,0,8
11461,2,2,0,3396,62079,2,0,8
11462,3,2,0,3396,9290,1,0,8
11463,3,1,0,3396,10010,3,0,8
11464,4,3,0,3395,18582,3,0,8
11465,2,2,0,3396,41380,7,0,8
11466,4,1,0,3397,152117,3,0,8
11467,3,2,0,3395,24585,3,0,8
11468,2,1,0,3395,5446,7,0,8
11469,5,3,0,3395,117507,1,0,8
11470,4,1,0,3397,140678,1,0,8
11471,2,1,0,3397,26328,1,0,8
11472,5,2,0,3396,29227,3,0,8
11473,5,2,0,3396,110476,1,0,8
11474,2,2,0,3395,77664,1,0,8
11475,4,1,0,3395,24118,7,0,8
11476,2,1,0,3397,149917,1,0,2
11477,2,0,0,3397,8348,5,0,8
11478,1,1,0,3395,13029,4,0,8
11479,6,0,0,3396,39955,7,0,8
11480,2,2,0,3396,105673,5,0,8
11481,5,1,0,3397,67410,3,0,2
11482,3,2,0,3396,23165,1,0,8
11483,6,1,0,3396,6039,1,0,3
11484,3,3,0,3396,22294,1,0,2
11485,3,0,0,3396,13937,3,0,3
11486,5,3,0,3397,46420,1,0,2
11487,4,1,0,3397,20403,1,0,3
11488,2,1,0,3396,65162,3,0,8
11489,3,2,0,3397,156956,1,0,8
11490,3,1,0,3396,3552,1,0,2
11491,4,2,0,3397,23579,1,0,3
11492,2,2,0,3396,62184,7,0,8
11493,2,2,0,3397,44513,7,0,2
11494,2,1,0,3396,37463,5,0,8
11495,2,1,0,3397,90389,1,0,8
11496,9,8,0,3396,235136,1,0,8
11497,2,2,0,3396,120263,5,0,8
11498,3,0,0,3395,57795,3,0,2
11499,3,2,0,3397,26634,7,0,2
11500,2,2,0,3396,34549,5,0,8
11501,4,0,0,3396,107731,7,0,8
11502,5,2,0,3396,27197,1,0,8
11503,5,1,0,3397,12565,1,0,2
11504,4,3,0,3396,32122,1,0,8
11505,3,2,0,3395,291369,7,0,2
11506,2,1,0,3396,107960,7,0,2
11507,3,0,0,3397,24801,3,0,2
11508,2,0,0,3396,11078,7,0,8
11509,2,1,0,3397,15245,1,0,3
11510,4,2,0,3397,44141,7,0,8
11511,2,2,0,3397,237385,5,0,3
11512,5,1,0,3395,28806,1,0,3
11513,2,0,0,3397,24388,1,0,8
11514,4,1,0,3397,11404,1,0,2
11515,3,2,0,3397,5861,1,0,8
11516,3,2,0,3397,9824,3,0,3
11517,2,1,0,3397,46097,1,0,3
11518,6,2,0,3396,43768,3,0,2
11519,2,2,0,3397,46258,7,0,8
11520,4,2,0,3397,43892,1,0,8
11521,4,1,0,3395,82342,2,0,2
11522,3,2,0,3396,36713,1,0,8
11523,2,1,0,3396,205896,1,0,8
11524,4,1,0,3397,17637,1,0,2
11525,2,1,0,3397,44482,1,0,2
11526,5,0,0,3396,31795,2,0,2
11527,3,2,0,3395,102699,1,0,8
11528,4,2,0,3397,126080,1,0,8
11529,3,1,0,3395,32262,3,0,8
11530,2,2,0,3396,61923,7,0,8
11531,2,2,0,3397,38750,3,0,8
11532,3,2,0,3396,26364,1,0,8
11533,2,1,0,3397,124549,1,0,2
11534,2,2,0,3397,2545,7,0,3
11535,6,2,0,3397,24028,3,0,8
11536,2,0,0,3396,27446,1,0,8
11537,2,1,0,3397,13355,1,0,8
11538,3,2,0,3396,47984,1,0,2
11539,5,3,0,3397,12379,1,0,8
11540,3,1,0,3396,26957,3,0,8
11541,3,2,0,3397,47715,1,0,8
11542,2,1,0,3395,12356,7,0,8
11543,3,1,0,3395,31009,1,0,2
11544,5,1,0,3397,8939,3,0,8
11545,3,1,0,3397,18932,2,0,2
11546,2,0,0,3397,47768,3,0,2
11547,5,3,0,3395,194649,7,0,8
11548,3,2,0,3397,42310,3,0,8
11549,2,1,0,3396,18863,1,0,8
11550,3,2,0,3396,64066,1,0,8
11551,3,2,0,3397,58161,3,0,8
11552,4,1,0,3397,44699,1,0,8
11553,2,2,0,3397,40304,5,0,2
11554,2,1,0,3396,29400,2,0,3
11555,4,2,0,3395,14129,1,0,2
11556,5,4,0,3396,169714,1,0,8
11557,4,1,0,3397,112077,1,0,2
11558,2,2,0,3396,29969,2,0,8
11559,4,2,0,3395,67096,1,0,8
11560,7,2,0,3397,79535,2,0,2
11561,3,1,0,3396,89453,5,0,3
11562,2,0,0,3396,138038,1,0,8
11563,4,2,0,3396,42962,1,0,2
11564,5,2,0,3397,44450,1,0,3
11565,3,1,0,3397,14671,1,0,8
11566,2,1,0,3397,112534,7,0,3
11567,4,2,0,3397,104301,1,0,2
11568,6,1,0,3397,37383,1,0,8
11569,2,1,0,3396,43551,1,0,2
11570,1,1,0,3396,20380,4,0,8
11571,2,2,0,3397,36686,1,0,2
11572,2,2,0,3397,2013,7,0,2
11573,5,1,0,3397,81781,1,0,8
11574,2,1,0,3396,164875,1,0,2
11575,3,1,0,3397,60094,3,0,8
11576,9,7,0,3397,9708,2,0,8
11577,2,0,0,3395,29870,3,0,8
11578,2,2,0,3396,21827,5,0,8
11579,6,4,0,3396,38911,1,0,8
11580,3,1,0,3397,21734,7,0,8
11581,3,1,0,3396,25466,1,0,3
11582,6,2,0,3396,29697,1,0,8
11583,3,2,0,3396,180713,1,0,8
11584,2,2,0,3396,38509,1,0,8
11585,4,1,0,3397,26203,3,0,2
11586,3,2,0,3395,61766,7,0,8
11587,2,2,0,3395,50248,5,0,8
11588,4,2,0,3397,36337,1,0,2
11589,2,1,0,3396,56959,2,0,8
11590,2,1,0,3396,27792,3,0,2
11591,5,1,0,3397,4736,1,0,8
11592,2,1,0,3397,39499,2,0,3
11593,5,2,0,3396,32729,1,0,2
11594,3,3,0,3396,45009,1,0,8
11595,5,2,0,3397,6453,1,0,2
11596,2,0,0,3395,24549,7,0,8
11597,4,1,0,3395,28113,7,0,2
11598,2,2,0,3395,41969,2,0,8
11599,3,1,0,3397,25088,2,0,8
11600,2,2,0,3395,84588,1,0,8
11601,4,1,0,3395,65894,1,0,8
11602,2,2,0,3396,54607,7,0,3
11603,5,2,0,3397,55234,3,0,8
11604,1,0,0,3396,40250,4,0,8
11605,2,2,0,3396,13809,1,0,8
11606,5,0,0,3396,36044,3,0,8
11607,5,1,0,3397,9499,1,0,8
11608,2,0,0,3395,28930,1,0,8
11609,4,1,0,3395,7636,3,0,8
11610,3,2,0,3395,23093,7,0,2
11611,2,2,0,3397,29450,5,0,8
11612,6,0,0,3397,30662,1,0,8
11613,3,2,0,3397,112306,1,0,8
11614,5,2,0,3396,172354,1,0,8
11615,2,0,0,3396,26256,7,0,8
11616,3,1,0,3397,66835,3,0,8
11617,3,1,0,3397,63230,7,0,8
11618,1,0,0,3396,8703,6,0,8
11619,4,1,0,3396,12541,1,0,8
11620,3,2,0,3397,174553,1,0,8
11621,1,0,0,3396,10520,6,0,2
11622,3,1,0,3396,31033,1,0,2
11623,4,1,0,3396,29673,2,0,8
11624,2,2,0,3396,22061,5,0,8
11625,2,1,0,3397,25663,1,0,3
11626,3,0,0,3395,10382,3,0,8
11627,3,0,0,3395,109561,5,0,2
11628,3,2,0,3397,90015,3,0,8
11629,3,2,0,3397,226139,1,0,8
11630,3,2,0,3395,46313,1,0,8
11631,1,1,0,3395,7045,4,0,8
11632,1,1,0,3396,10242,6,0,3
11633,3,2,0,3396,20146,1,0,8
11634,2,2,0,3397,221641,1,0,8
11635,5,3,0,3395,355,7,0,8
11636,3,2,0,3395,5328,3,0,8
11637,5,1,0,3397,97667,1,0,8
11638,2,1,0,3396,105444,1,0,2
11639,3,2,0,3397,10057,1,0,8
11640,5,1,0,3397,160475,1,0,2
11641,5,1,0,3396,52459,1,0,8
11642,2,1,0,3397,39554,7,0,2
11643,6,1,0,3397,131897,3,0,8
11644,2,2,0,3397,54712,1,0,8
11645,4,1,0,3396,58422,1,0,8
11646,4,0,0,3397,7163,1,0,8
11647,2,2,0,3396,105215,2,0,8
11648,2,1,0,3397,23380,7,0,8
11649,2,2,0,3397,37945,1,0,2
11650,5,2,0,3396,36846,1,0,8
11651,2,1,0,3395,50841,1,0,8
11652,5,3,0,3397,37892,3,0,3
11653,4,2,0,3395,41721,1,0,8
11654,5,1,0,3397,60146,1,0,2
11655,6,5,0,3396,30588,7,0,8
11656,4,1,0,3396,35390,3,0,2
11657,2,1,0,3397,20100,5,0,3
11658,2,2,0,3396,65372,7,0,3
11659,2,2,0,3396,60303,5,0,8
11660,4,1,0,3397,15213,1,0,8
11661,4,1,0,3395,59362,3,0,8
11662,2,2,0,3397,46528,7,0,2
11663,2,1,0,3395,25304,7,0,3
11664,3,2,0,3397,28657,1,0,8
11665,4,0,0,3397,53484,3,0,8
11666,4,2,0,3397,302616,1,0,8
11667,2,1,0,3395,42218,3,0,8
11668,2,0,0,3395,120569,1,0,8
11669,4,3,0,3395,19329,2,0,2
11670,5,5,0,3397,79909,7,0,8
11671,3,1,0,3396,39152,1,0,3
11672,3,3,0,3395,67200,1,0,8
11673,2,2,0,3395,14958,3,0,8
11674,4,2,0,3396,23632,2,0,8
11675,4,1,0,3397,50410,1,0,8
11676,3,2,0,3397,21197,7,0,8
11677,4,2,0,3397,163555,1,0,2
11678,5,2,0,3395,54398,1,0,2
11679,3,2,0,3395,25537,3,0,3
11680,2,1,0,3397,23525,1,0,8
11681,2,1,0,3396,37785,3,0,8
11682,2,0,0,3396,39098,1,0,8
11683,5,1,0,3397,22200,1,0,8
11684,2,1,0,3396,10033,5,0,8
11685,2,2,0,3396,36793,5,0,8
11686,4,3,0,3397,19516,2,0,8
11687,2,1,0,3397,84213,7,0,8
11688,3,2,0,3395,61192,1,0,8
11689,2,2,0,3395,236,1,0,8
11690,5,3,0,3395,42000,3,0,8
11691,6,3,0,3395,31429,2,0,8
11692,4,1,0,3395,143757,1,0,8
11693,2,2,0,3397,29029,5,0,8
11694,2,2,0,3397,17573,7,0,8
11695,2,2,0,3397,59101,5,0,8
11696,2,1,0,3397,30935,7,0,2
11697,2,1,0,3395,32309,5,0,8
11698,5,1,0,3396,2486,1,0,3
11699,5,1,0,3396,26311,1,0,8
11700,2,2,0,3397,22823,5,0,8
11701,6,2,0,3396,23040,7,0,8
11702,5,1,0,3395,14224,1,0,3
11703,4,2,0,3397,66574,1,0,2
11704,3,1,0,3396,33336,1,0,8
11705,4,2,0,3397,22788,3,0,8
11706,2,1,0,3396,14320,1,0,8
11707,2,1,0,3396,83278,5,0,8
11708,2,1,0,3396,27990,7,0,8
11709,5,2,0,3396,27742,3,0,2
11710,3,2,0,3396,37812,7,0,8
11711,5,1,0,3396,40914,1,0,8
11712,2,1,0,3396,14161,7,0,8
11713,2,1,0,3396,5210,1,0,3
11714,2,1,0,3395,20800,5,0,8
11715,2,2,0,3395,122100,5,0,8
11716,4,4,0,3396,156076,2,0,2
11717,2,2,0,3396,52998,5,0,3
11718,4,2,0,3395,28534,1,0,8
11719,2,1,0,3396,2783,1,0,8
11720,4,1,0,3395,64275,3,0,8
11721,4,2,0,3397,59728,1,0,8
11722,4,1,0,3395,52675,1,0,8
11723,2,2,0,3396,23111,2,0,2
11724,4,2,0,3396,35577,1,0,8
