Unnamed: 0.1,Unnamed: 0,household_id,persons,age_of_head,race_id,cars,children,type,hincp,adjinc,hht,maz,taz
1065212,1065212,1065213,5,49.0,4.0,2.0,0.0,1,94000.0,1031452,1.0,22688.0,2109.0
1065213,1065213,1065214,2,51.0,4.0,1.0,3.0,1,0.0,1080470,3.0,22688.0,2109.0
1065214,1065214,1065215,2,51.0,4.0,1.0,1.0,1,0.0,1080470,3.0,22687.0,2109.0
1065215,1065215,1065216,2,45.0,2.0,1.0,1.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065216,1065216,1065217,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065217,1065217,1065218,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22685.0,2109.0
1065218,1065218,1065219,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065219,1065219,1065220,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22685.0,2109.0
1065220,1065220,1065221,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065221,1065221,1065222,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065222,1065222,1065223,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065223,1065223,1065224,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065224,1065224,1065225,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065225,1065225,1065226,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065226,1065226,1065227,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065227,1065227,1065228,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065228,1065228,1065229,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065229,1065229,1065230,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22687.0,2109.0
1065230,1065230,1065231,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065231,1065231,1065232,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22686.0,2109.0
1065232,1065232,1065233,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065233,1065233,1065234,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065234,1065234,1065235,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065235,1065235,1065236,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065236,1065236,1065237,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065237,1065237,1065238,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065238,1065238,1065239,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22685.0,2109.0
1065239,1065239,1065240,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22686.0,2109.0
1065240,1065240,1065241,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22686.0,2109.0
1065241,1065241,1065242,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065242,1065242,1065243,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065243,1065243,1065244,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065244,1065244,1065245,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22685.0,2109.0
1065245,1065245,1065246,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065246,1065246,1065247,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065247,1065247,1065248,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065248,1065248,1065249,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22686.0,2109.0
1065249,1065249,1065250,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22685.0,2109.0
1065250,1065250,1065251,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22686.0,2109.0
1065251,1065251,1065252,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065252,1065252,1065253,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22686.0,2109.0
1065253,1065253,1065254,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22687.0,2109.0
1065254,1065254,1065255,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065255,1065255,1065256,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065256,1065256,1065257,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065257,1065257,1065258,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065258,1065258,1065259,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065259,1065259,1065260,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065260,1065260,1065261,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22686.0,2109.0
1065261,1065261,1065262,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065262,1065262,1065263,2,45.0,2.0,1.0,0.0,1,61000.0,1080470,2.0,22688.0,2109.0
1065263,1065263,1065264,1,45.0,2.0,1.0,0.0,1,70000.0,1031452,6.0,22688.0,2109.0
1065264,1065264,1065265,1,45.0,2.0,1.0,0.0,1,70000.0,1031452,6.0,22686.0,2109.0
1065265,1065265,1065266,1,45.0,2.0,1.0,0.0,1,70000.0,1031452,6.0,22686.0,2109.0
1065266,1065266,1065267,1,45.0,2.0,1.0,0.0,1,70000.0,1031452,6.0,22687.0,2109.0
1065267,1065267,1065268,1,45.0,2.0,1.0,0.0,1,70000.0,1031452,6.0,22688.0,2109.0
1065268,1065268,1065269,1,45.0,2.0,1.0,0.0,1,70000.0,1031452,6.0,22688.0,2109.0
1065269,1065269,1065270,1,45.0,2.0,1.0,0.0,1,70000.0,1031452,6.0,22688.0,2109.0
1065270,1065270,1065271,4,57.0,2.0,2.0,0.0,1,43630.0,1073449,1.0,22688.0,2109.0
1065271,1065271,1065272,4,57.0,2.0,2.0,0.0,1,43630.0,1073449,1.0,22687.0,2109.0
1065272,1065272,1065273,4,57.0,2.0,2.0,0.0,1,43630.0,1073449,1.0,22688.0,2109.0
1065273,1065273,1065274,4,57.0,2.0,2.0,0.0,1,43630.0,1073449,1.0,22688.0,2109.0
1065274,1065274,1065275,4,57.0,2.0,2.0,0.0,1,43630.0,1073449,1.0,22688.0,2109.0
1065275,1065275,1065276,4,57.0,2.0,2.0,0.0,1,43630.0,1073449,1.0,22688.0,2109.0
1065276,1065276,1065277,4,57.0,2.0,2.0,0.0,1,43630.0,1073449,1.0,22686.0,2109.0
1065277,1065277,1065278,4,57.0,2.0,2.0,0.0,1,43630.0,1073449,1.0,22688.0,2109.0
1065278,1065278,1065279,4,57.0,2.0,2.0,0.0,1,43630.0,1073449,1.0,22685.0,2109.0
1065279,1065279,1065280,4,57.0,2.0,2.0,0.0,1,43630.0,1073449,1.0,22688.0,2109.0
1065280,1065280,1065281,4,57.0,2.0,2.0,0.0,1,43630.0,1073449,1.0,22685.0,2109.0
1065281,1065281,1065282,4,57.0,2.0,2.0,0.0,1,43630.0,1073449,1.0,22686.0,2109.0
1065282,1065282,1065283,4,57.0,2.0,2.0,0.0,1,43630.0,1073449,1.0,22688.0,2109.0
1065283,1065283,1065284,4,57.0,2.0,2.0,0.0,1,43630.0,1073449,1.0,22688.0,2109.0
1065284,1065284,1065285,4,57.0,2.0,2.0,0.0,1,43630.0,1073449,1.0,22688.0,2109.0
1065285,1065285,1065286,1,63.0,2.0,1.0,0.0,1,40000.0,1031452,6.0,22688.0,2109.0
1065286,1065286,1065287,1,64.0,2.0,1.0,0.0,1,35600.0,1010145,6.0,22685.0,2109.0
1065287,1065287,1065288,1,64.0,2.0,1.0,0.0,1,35600.0,1010145,6.0,22688.0,2109.0
1065288,1065288,1065289,1,64.0,2.0,1.0,0.0,1,35600.0,1010145,6.0,22688.0,2109.0
1065289,1065289,1065290,1,63.0,2.0,1.0,0.0,1,40000.0,1031452,6.0,22688.0,2109.0
1065290,1065290,1065291,1,63.0,2.0,1.0,0.0,1,40000.0,1031452,6.0,22687.0,2109.0
1065291,1065291,1065292,1,63.0,2.0,1.0,0.0,1,40000.0,1031452,6.0,22688.0,2109.0
1065292,1065292,1065293,1,63.0,2.0,1.0,0.0,1,40000.0,1031452,6.0,22688.0,2109.0
1065293,1065293,1065294,1,54.0,2.0,1.0,0.0,1,25000.0,1031452,6.0,22686.0,2109.0
1065294,1065294,1065295,1,56.0,2.0,1.0,0.0,1,25000.0,1080470,6.0,22688.0,2109.0
1065295,1065295,1065296,1,54.0,2.0,1.0,0.0,1,25000.0,1031452,6.0,22687.0,2109.0
1065296,1065296,1065297,1,54.0,2.0,1.0,0.0,1,25000.0,1031452,6.0,22688.0,2109.0
1065297,1065297,1065298,1,56.0,2.0,1.0,0.0,1,25000.0,1080470,6.0,22688.0,2109.0
1065298,1065298,1065299,1,54.0,2.0,1.0,0.0,1,25000.0,1031452,6.0,22688.0,2109.0
1065299,1065299,1065300,1,56.0,2.0,1.0,0.0,1,25000.0,1080470,6.0,22688.0,2109.0
1065300,1065300,1065301,1,56.0,2.0,1.0,0.0,1,25000.0,1080470,6.0,22688.0,2109.0
1065301,1065301,1065302,1,56.0,2.0,1.0,0.0,1,25000.0,1080470,6.0,22688.0,2109.0
1065302,1065302,1065303,1,56.0,2.0,1.0,0.0,1,25000.0,1080470,6.0,22688.0,2109.0
1065303,1065303,1065304,1,56.0,2.0,1.0,0.0,1,25000.0,1080470,6.0,22688.0,2109.0
1065304,1065304,1065305,2,60.0,2.0,1.0,0.0,1,24100.0,1054606,1.0,22686.0,2109.0
1065305,1065305,1065306,2,60.0,2.0,1.0,0.0,1,24100.0,1054606,1.0,22686.0,2109.0
1065306,1065306,1065307,2,60.0,2.0,1.0,0.0,1,24100.0,1054606,1.0,22688.0,2109.0
1065307,1065307,1065308,1,48.0,2.0,1.0,0.0,1,8800.0,1073449,6.0,22688.0,2109.0
1065308,1065308,1065309,1,63.0,2.0,1.0,0.0,1,27500.0,1080470,6.0,22688.0,2109.0
1065309,1065309,1065310,1,48.0,2.0,1.0,0.0,1,8800.0,1073449,6.0,22688.0,2109.0
1065310,1065310,1065311,1,63.0,2.0,1.0,0.0,1,27500.0,1080470,6.0,22688.0,2109.0
1065311,1065311,1065312,1,59.0,2.0,1.0,0.0,1,10000.0,1054606,4.0,22686.0,2109.0
1065312,1065312,1065313,1,59.0,2.0,1.0,0.0,1,10000.0,1054606,4.0,22686.0,2109.0
1065313,1065313,1065314,1,59.0,2.0,1.0,0.0,1,10000.0,1054606,4.0,22688.0,2109.0
1065314,1065314,1065315,1,59.0,2.0,1.0,0.0,1,10000.0,1054606,4.0,22688.0,2109.0
1065315,1065315,1065316,1,60.0,2.0,1.0,0.0,1,13000.0,1031452,4.0,22685.0,2109.0
1065316,1065316,1065317,1,62.0,2.0,1.0,0.0,1,0.0,1073449,4.0,22688.0,2109.0
1065317,1065317,1065318,1,59.0,2.0,1.0,0.0,1,10000.0,1054606,4.0,22688.0,2109.0
1065318,1065318,1065319,1,59.0,2.0,1.0,0.0,1,10000.0,1054606,4.0,22685.0,2109.0
1065319,1065319,1065320,1,60.0,2.0,1.0,0.0,1,13000.0,1031452,4.0,22686.0,2109.0
1065320,1065320,1065321,1,59.0,2.0,0.0,0.0,1,17200.0,1080470,6.0,22688.0,2109.0
1065321,1065321,1065322,1,53.0,2.0,0.0,0.0,1,1200.0,1073449,6.0,22688.0,2109.0
1065322,1065322,1065323,1,64.0,2.0,0.0,0.0,1,7700.0,1073449,4.0,22686.0,2109.0
1065323,1065323,1065324,1,64.0,2.0,0.0,0.0,1,7700.0,1073449,4.0,22685.0,2109.0
1065324,1065324,1065325,1,64.0,2.0,0.0,0.0,1,7700.0,1073449,4.0,22688.0,2109.0
1065325,1065325,1065326,1,64.0,2.0,0.0,0.0,1,7700.0,1073449,4.0,22688.0,2109.0
1065326,1065326,1065327,1,56.0,2.0,0.0,0.0,1,5400.0,1080470,4.0,22688.0,2109.0
1065327,1065327,1065328,1,62.0,2.0,0.0,0.0,1,12000.0,1010145,4.0,22686.0,2109.0
1065328,1065328,1065329,1,64.0,2.0,0.0,0.0,1,7700.0,1073449,4.0,22688.0,2109.0
1065329,1065329,1065330,3,56.0,2.0,2.0,0.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065330,1065330,1065331,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22687.0,2109.0
1065331,1065331,1065332,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065332,1065332,1065333,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065333,1065333,1065334,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065334,1065334,1065335,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22686.0,2109.0
1065335,1065335,1065336,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22686.0,2109.0
1065336,1065336,1065337,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22687.0,2109.0
1065337,1065337,1065338,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065338,1065338,1065339,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065339,1065339,1065340,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065340,1065340,1065341,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065341,1065341,1065342,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065342,1065342,1065343,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065343,1065343,1065344,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22686.0,2109.0
1065344,1065344,1065345,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22685.0,2109.0
1065345,1065345,1065346,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065346,1065346,1065347,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065347,1065347,1065348,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065348,1065348,1065349,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065349,1065349,1065350,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065350,1065350,1065351,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22685.0,2109.0
1065351,1065351,1065352,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065352,1065352,1065353,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065353,1065353,1065354,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065354,1065354,1065355,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065355,1065355,1065356,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22687.0,2109.0
1065356,1065356,1065357,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22685.0,2109.0
1065357,1065357,1065358,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22686.0,2109.0
1065358,1065358,1065359,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22685.0,2109.0
1065359,1065359,1065360,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065360,1065360,1065361,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065361,1065361,1065362,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22686.0,2109.0
1065362,1065362,1065363,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065363,1065363,1065364,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22686.0,2109.0
1065364,1065364,1065365,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065365,1065365,1065366,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22686.0,2109.0
1065366,1065366,1065367,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065367,1065367,1065368,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065368,1065368,1065369,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065369,1065369,1065370,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065370,1065370,1065371,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065371,1065371,1065372,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065372,1065372,1065373,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065373,1065373,1065374,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065374,1065374,1065375,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22686.0,2109.0
1065375,1065375,1065376,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22687.0,2109.0
1065376,1065376,1065377,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065377,1065377,1065378,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22686.0,2109.0
1065378,1065378,1065379,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065379,1065379,1065380,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065380,1065380,1065381,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065381,1065381,1065382,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065382,1065382,1065383,3,56.0,2.0,2.0,1.0,1,72000.0,1073449,2.0,22688.0,2109.0
1065383,1065383,1065384,2,46.0,2.0,1.0,1.0,1,75000.0,1080470,3.0,22688.0,2109.0
1065384,1065384,1065385,5,45.0,2.0,2.0,1.0,1,42000.0,1080470,1.0,22688.0,2109.0
1065385,1065385,1065386,5,45.0,2.0,2.0,3.0,1,42000.0,1080470,1.0,22686.0,2109.0
1065386,1065386,1065387,5,45.0,2.0,2.0,3.0,1,42000.0,1080470,1.0,22686.0,2109.0
1065387,1065387,1065388,5,45.0,2.0,2.0,3.0,1,42000.0,1080470,1.0,22688.0,2109.0
1065388,1065388,1065389,5,45.0,2.0,2.0,3.0,1,42000.0,1080470,1.0,22688.0,2109.0
1065389,1065389,1065390,5,45.0,2.0,2.0,3.0,1,42000.0,1080470,1.0,22685.0,2109.0
1065390,1065390,1065391,5,45.0,2.0,2.0,3.0,1,42000.0,1080470,1.0,22688.0,2109.0
1065391,1065391,1065392,5,45.0,2.0,2.0,3.0,1,42000.0,1080470,1.0,22688.0,2109.0
1065392,1065392,1065393,5,45.0,2.0,2.0,3.0,1,42000.0,1080470,1.0,22688.0,2109.0
1065393,1065393,1065394,5,45.0,2.0,2.0,3.0,1,42000.0,1080470,1.0,22685.0,2109.0
1065394,1065394,1065395,5,45.0,2.0,2.0,3.0,1,42000.0,1080470,1.0,22686.0,2109.0
1065395,1065395,1065396,5,45.0,2.0,2.0,3.0,1,42000.0,1080470,1.0,22688.0,2109.0
1065396,1065396,1065397,3,54.0,2.0,1.0,3.0,1,15200.0,1073449,3.0,22685.0,2109.0
1065397,1065397,1065398,3,54.0,2.0,1.0,1.0,1,15200.0,1073449,3.0,22686.0,2109.0
1065398,1065398,1065399,3,54.0,2.0,1.0,1.0,1,15200.0,1073449,3.0,22685.0,2109.0
1065399,1065399,1065400,3,54.0,2.0,1.0,1.0,1,15200.0,1073449,3.0,22688.0,2109.0
1065400,1065400,1065401,3,54.0,2.0,1.0,1.0,1,15200.0,1073449,3.0,22688.0,2109.0
1065401,1065401,1065402,2,47.0,2.0,0.0,1.0,1,8700.0,1054606,3.0,22688.0,2109.0
1065402,1065402,1065403,2,47.0,2.0,0.0,1.0,1,8700.0,1054606,3.0,22688.0,2109.0
1065403,1065403,1065404,2,47.0,2.0,0.0,1.0,1,8700.0,1054606,3.0,22686.0,2109.0
1065404,1065404,1065405,2,48.0,3.0,1.0,1.0,1,19200.0,1080470,1.0,22688.0,2109.0
1065405,1065405,1065406,1,48.0,3.0,1.0,0.0,1,8600.0,1080470,6.0,22688.0,2109.0
1065406,1065406,1065407,1,48.0,3.0,1.0,0.0,1,8600.0,1080470,6.0,22686.0,2109.0
1065407,1065407,1065408,1,64.0,3.0,0.0,0.0,1,11600.0,1054606,4.0,22688.0,2109.0
1065408,1065408,1065409,1,64.0,3.0,0.0,0.0,1,11600.0,1054606,4.0,22688.0,2109.0
1065409,1065409,1065410,1,64.0,3.0,0.0,0.0,1,11600.0,1054606,4.0,22687.0,2109.0
1065410,1065410,1065411,1,64.0,3.0,0.0,0.0,1,11600.0,1054606,4.0,22688.0,2109.0
1065411,1065411,1065412,1,64.0,3.0,0.0,0.0,1,11600.0,1054606,4.0,22688.0,2109.0
1065412,1065412,1065413,1,64.0,3.0,0.0,0.0,1,11600.0,1054606,4.0,22688.0,2109.0
