household_id,home_zone_id,income,hhsize,HHT,auto_ownership,num_workers
2107392,98,430000,2,1,0,2
1135571,160,42900,4,3,3,1
949338,127,57140,2,5,2,2
2766110,92,0,1,0,1,0
112220,16,18000,1,4,1,1
1400367,20,54500,6,1,1,2
112260,16,21540,1,6,0,1
718813,131,23800,2,3,2,1
1234047,10,38930,4,1,0,2
1526064,168,98600,2,1,2,2
1849188,181,76000,4,2,2,2
831086,55,35900,1,6,1,1
118076,68,-1850,1,4,0,1
1267760,185,32300,1,6,1,0
2236506,88,112600,2,5,1,2
844194,185,37184,1,6,1,1
2242772,157,210000,2,1,3,2
2054878,93,201000,1,4,1,1
1770295,182,85840,4,3,3,2
2228035,40,211000,2,5,1,2
1100139,73,59030,3,1,1,1
357205,124,10110,3,3,0,0
2346127,58,214600,3,7,4,3
1407365,60,65000,1,6,1,0
2833863,69,0,1,0,0,0
500248,79,28800,6,1,1,3
441220,185,15400,4,1,0,1
408362,164,26500,4,1,3,2
932372,11,55000,2,5,0,1
458611,185,19200,4,1,3,1
1456099,175,73110,1,6,1,1
1488634,127,71440,2,1,2,1
1447151,37,60000,1,6,0,1
1953237,40,75800,1,4,1,1
1266979,131,43900,1,6,1,0
2348250,103,137000,3,5,0,3
1666442,173,69510,3,3,2,2
774390,173,38000,1,4,1,1
1568,173,1200,1,4,0,0
121987,93,9000,1,6,1,1
2410403,80,310700,3,1,1,2
1602319,86,83900,2,3,2,2
328793,42,6200,3,3,1,0
934420,178,51000,2,5,2,1
773812,161,35000,1,6,1,1
2110753,172,174200,2,1,2,2
2100507,128,112000,2,7,2,1
988000,91,30700,2,5,1,2
2108481,125,161700,2,1,2,2
2110720,172,502500,2,1,1,2
932427,18,52900,2,1,1,1
2111541,184,106000,2,1,2,2
1946294,36,60800,1,6,1,0
256622,10,18520,2,3,0,2
2236055,86,176000,2,5,0,2
1100550,138,45520,3,1,2,1
257435,16,26000,2,5,0,2
213291,183,1160,2,7,1,1
2848436,18,0,1,0,0,0
840284,105,45000,1,4,0,1
120932,86,21600,1,4,1,1
2010222,59,68200,4,1,2,1
2849363,92,0,1,0,0,0
1932246,58,95610,5,1,2,5
844141,182,50000,1,6,1,1
1954083,131,75200,1,4,2,1
2369985,102,112000,3,2,1,2
1374603,70,59000,2,3,1,2
1427,168,0,1,4,0,0
2766679,107,0,1,0,1,0
1967918,8,65300,2,2,1,0
1176886,77,39700,4,1,0,1
34731,106,20500,1,4,1,0
1452741,88,77000,1,4,1,1
1524252,101,87200,2,1,2,2
933432,86,41000,2,3,2,1
1702071,174,80300,3,7,4,3
2056178,123,325060,1,4,0,1
256695,13,27800,2,5,1,2
121131,87,20900,1,6,1,1
2848276,18,0,1,0,1,0
1290421,94,37000,1,6,1,0
773820,162,45000,1,4,1,1
2072712,159,127400,2,5,1,1
113218,26,16800,1,4,0,1
2055717,109,137000,1,6,0,1
1235924,183,55600,4,3,1,2
113462,29,12000,1,4,1,1
984493,44,41700,2,3,1,2
2683831,183,209400,1,6,1,0
508332,177,13100,1,4,1,0
2307727,180,141000,3,1,1,2
2111071,178,283800,2,3,2,2
2273619,47,212000,2,3,0,1
648944,177,21640,1,6,1,1
660365,38,14200,1,4,0,1
1786868,164,67600,6,1,1,4
1287939,40,32000,1,6,0,0
1597829,45,77000,2,7,1,2
1176836,59,39700,4,1,3,1
2764448,75,0,1,0,0,0
260516,110,15600,2,7,0,2
1602,177,24000,1,4,1,0
1946770,69,74900,1,6,1,0
2549896,27,245000,5,3,2,2
1452489,86,75000,1,4,0,1
1486958,54,85000,2,5,2,0
2049723,23,100000,1,4,1,1
2311349,134,188200,3,1,2,3
824,139,8700,1,6,1,0
1081716,50,45950,3,1,1,3
580482,71,10000,1,4,0,0
590664,189,3100,1,6,0,0
1644326,133,74000,2,3,1,0
2750003,165,144200,4,1,2,3
568464,16,9104,1,4,1,0
124132,107,18000,1,4,1,1
991166,173,39000,2,7,1,2
1454869,109,65300,1,4,1,1
337205,117,23000,3,3,0,1
1787115,166,96100,10,1,3,5
1036223,102,47500,2,3,1,1
2820496,8,0,1,0,0,1
503831,54,0,1,6,0,0
909919,151,34000,2,3,1,1
33392,89,19400,1,4,1,0
748491,184,10800,4,1,1,1
30777,41,550,1,4,0,0
111448,16,22200,1,6,0,1
125118,110,15000,1,4,0,1
986405,80,50000,2,5,2,2
118144,69,20000,1,4,0,1
2765770,92,0,1,0,1,0
1722434,139,96000,3,1,2,2
408494,183,10090,4,3,1,2
677227,125,28970,2,1,2,0
2029635,113,100500,1,4,1,1
2054729,93,253500,1,4,1,1
112787,19,0,1,4,1,1
1932181,39,69280,8,1,1,3
34317,104,7700,1,4,1,0
844149,182,30000,1,4,2,1
584511,87,9000,1,6,1,0
565708,7,9200,1,6,0,0
2552374,165,185800,4,1,2,2
121413,89,15500,1,4,1,1
2050733,35,101000,1,4,0,1
678413,178,19300,2,1,1,0
125111,110,14000,1,4,1,1
2347823,95,129000,3,7,1,3
662374,77,29350,1,6,1,1
841841,124,32800,1,6,1,1
932613,33,57800,2,5,0,1
1525190,137,65650,2,1,2,2
701726,5,14800,2,1,1,0
1848010,138,82040,6,1,2,2
2409351,40,480000,3,1,1,2
2050371,33,105000,1,4,1,1
2687672,30,247000,1,6,1,0
1932064,30,92500,9,1,1,6
1447858,43,69000,1,4,1,1
2409869,58,125000,3,3,2,2
262535,177,14000,2,7,2,2
227760,47,26000,2,1,0,1
2222474,6,230000,2,1,0,2
986812,82,56450,2,5,1,2
2050140,31,109000,1,6,1,1
1822481,141,76000,5,1,2,1
73493,133,18050,1,6,1,1
484744,29,14000,4,1,0,2
706266,102,26100,2,1,0,0
2836329,188,0,1,0,1,0
1722448,140,90000,3,3,3,2
118346,72,24000,1,4,1,1
2345004,16,127950,3,7,0,3
1450174,62,72500,1,4,1,1
2822521,19,0,1,0,1,1
1266249,59,30000,1,4,2,0
1952817,17,61900,1,4,1,1
1287348,32,32000,1,4,1,0
72241,17,9990,1,4,1,1
2310826,112,262000,3,7,1,3
1842855,132,82000,5,1,2,1
1454163,102,74300,1,4,1,1
387485,102,27900,3,2,1,2
2106390,67,396000,2,1,2,2
257944,30,13960,2,5,0,2
1341891,88,40700,2,1,1,0
827606,39,44000,1,6,1,1
835119,81,32800,1,6,0,1
166,71,9000,1,6,0,0
1849147,180,82410,5,1,3,2
2760798,9,0,1,0,1,0
2822574,21,0,1,0,0,1
2108052,117,112000,2,5,1,2
835556,84,52000,1,6,0,1
2100049,93,153160,2,5,2,1
508682,182,8700,1,6,0,0
2348436,105,177000,3,5,1,3
2688637,106,141600,1,6,0,0
337746,189,27100,3,1,3,1
1260432,117,50200,5,1,1,3
727976,10,24600,2,1,1,1
1455978,174,60000,1,4,1,1
2100266,105,210050,2,7,1,1
1749620,185,76600,3,3,2,2
2231501,51,650000,2,1,2,2
2553476,184,109520,4,1,2,2
1932530,85,79600,5,1,1,4
772597,117,37600,1,6,1,1
260207,110,16000,2,3,1,2
73144,125,18000,1,6,0,1
1968395,85,66380,2,5,1,0
736752,93,5800,3,3,0,0
2410784,102,127000,3,1,1,2
1932257,59,64800,6,1,3,3
2348128,100,101500,3,5,1,3
2630786,186,426440,5,1,2,4
2448941,183,202110,6,1,3,5
2518275,36,108000,4,3,1,0
1599203,60,74000,2,7,1,2
1651309,11,73500,2,2,0,1
841230,113,30000,1,6,1,1
2449137,185,285830,5,1,2,4
1983921,47,81900,2,3,1,1
1685246,97,78500,3,7,0,3
420759,42,14400,4,7,4,4
1373978,32,54800,2,1,0,2
2621886,36,650000,4,1,0,2
1700326,52,91400,3,1,3,3
2744529,177,177600,4,1,2,2
2763897,71,0,1,0,1,0
743125,41,8000,3,1,1,1
32747,82,12000,1,4,0,0
2447423,164,327400,4,1,4,4
258594,61,13000,2,1,0,2
1598135,46,81800,2,1,0,2
2509132,153,1968504,5,3,2,5
115661,42,25000,1,6,1,1
985318,61,53000,2,1,2,2
1308952,51,55700,1,6,0,1
2050707,35,328000,1,4,1,1
1511839,62,75200,2,1,0,1
2694602,74,216700,1,6,1,1
189786,138,25010,2,3,1,0
1207615,157,53100,5,1,3,2
258075,37,21800,2,7,1,2
257020,16,10500,2,1,0,2
2763433,46,0,1,0,1,0
658574,9,26050,1,6,0,1
1598205,46,96000,2,5,0,2
2345516,38,405000,3,5,1,3
1177943,182,40000,5,1,2,1
261873,149,27650,2,3,2,2
659726,29,26640,1,4,0,1
1523774,57,68930,2,1,0,2
825129,29,34000,1,4,0,1
113517,29,0,1,4,0,1
831889,62,51000,1,4,1,1
2369304,43,377000,3,1,1,2
1446664,33,65020,1,6,0,1
567271,9,4600,1,4,0,0
1700896,86,73000,3,7,2,3
1035566,61,30000,2,3,0,1
595,128,8500,1,4,0,0
2409526,46,143500,3,2,0,2
2224612,17,141000,2,7,0,2
1608174,178,76200,2,1,1,2
1446464,32,60000,1,6,0,1
1645960,187,80000,2,3,1,1
906367,26,55000,2,5,1,0
507402,166,19400,1,4,1,0
2029041,17,110000,1,6,0,1
906353,10,37000,2,5,0,0
2048470,7,100000,1,4,0,1
764927,81,50100,1,4,0,0
2628117,70,855500,5,1,1,5
112502,17,22000,1,4,0,1
1447363,38,80000,1,6,1,1
587051,108,8000,1,4,1,0
2683674,96,260200,1,6,0,0
2222855,9,102160,2,5,1,2
2029489,95,133800,1,6,1,1
1511472,30,80000,2,1,0,1
1652280,179,70000,2,3,2,1
1701673,117,86000,3,7,2,3
2286665,170,104500,3,5,1,2
306632,149,17000,2,3,1,1
1848890,170,85800,5,1,3,2
27096,9,20000,1,6,0,0
33032,86,0,1,4,0,0
121677,90,23000,1,4,1,1
1290957,180,50600,1,6,1,0
948981,86,48020,2,7,1,2
830584,50,32000,1,4,0,1
827383,38,40740,1,4,1,1
577762,49,8300,1,6,1,0
1082284,110,44900,3,5,0,3
226919,10,25000,2,2,0,1
2766067,92,0,1,0,0,0
1025463,132,53000,2,3,0,1
1847048,54,97120,6,1,2,2
418588,149,24010,5,7,2,3
580275,70,11300,1,6,0,0
580646,72,6900,1,6,0,0
2311909,179,111500,3,1,2,3
1260326,111,47100,5,3,3,3
2821134,8,0,1,0,0,1
126234,118,24900,1,4,1,1
2758909,47,113600,5,1,1,5
2280363,185,163500,3,3,4,1
1036062,90,38000,2,3,0,1
1453417,93,62400,1,6,1,1
1309623,93,39200,1,6,2,1
1249851,156,39200,4,1,2,3
1708030,103,97000,3,3,2,1
228142,76,21800,2,1,0,1
2228253,41,131000,2,7,0,2
701967,8,14400,2,1,1,0
2273801,177,100000,2,3,2,1
774289,171,44000,1,4,1,1
754928,131,44700,1,6,1,0
568694,16,11000,1,6,1,0
2762296,21,0,1,0,1,0
910730,185,31500,2,2,2,1
825702,31,50000,1,4,0,1
578468,57,8300,1,6,1,0
2053883,80,102000,1,4,1,1
123507,105,20000,1,6,1,1
2507598,83,569000,4,5,4,4
2506998,52,373550,4,5,3,4
2409486,45,186600,3,1,1,2
2243114,176,107000,2,1,1,2
2677099,6,188500,12,1,1,6
1456436,189,64600,1,4,1,1
440449,134,20100,4,1,0,1
1717051,58,83410,3,1,1,1
2232412,62,213900,2,5,1,2
2741763,140,121600,4,1,4,1
2832602,38,0,1,0,0,0
1374515,67,49300,2,1,1,2
1260469,118,32950,4,1,4,3
1120230,30,45000,3,1,0,2
212724,153,21400,2,3,0,1
1177212,138,48880,5,1,1,1
1897807,119,71120,4,1,0,2
832416,65,32000,1,4,0,1
114275,32,18020,1,4,0,1
1983309,25,60000,2,3,0,1
743042,22,25200,3,1,1,1
589458,149,6000,1,6,1,0
2769558,188,0,1,0,0,0
1234770,59,44200,4,1,2,2
2679416,188,171300,4,1,2,3
1763752,166,89390,4,1,2,1
26088,8,10000,1,4,0,0
2025182,16,79100,4,1,1,4
2446140,137,134400,5,2,4,3
2687202,8,129200,1,6,0,0
1082636,177,34000,3,5,1,3
1157407,138,43500,5,3,1,3
705318,74,14700,2,3,0,0
565409,6,8500,1,6,0,0
2222553,7,130000,2,1,1,2
843743,177,53000,1,6,1,1
1364738,144,51000,2,3,1,1
2552159,155,106480,4,1,3,2
1452680,87,92400,1,6,0,1
575018,39,9100,1,4,1,0
2345006,16,100000,3,7,1,3
509150,185,11200,1,6,1,0
257876,26,17000,2,5,1,2
2347993,99,110500,3,5,2,3
1749144,105,97000,3,3,1,2
2239383,103,237000,2,1,1,2
1449323,49,90000,1,6,1,1
1267454,173,33900,1,6,1,0
1249737,136,46500,5,1,1,4
585195,93,6000,1,6,1,0
1598718,51,69000,2,5,0,2
127573,149,17900,1,6,1,1
256796,16,17400,2,5,1,2
1488330,42,70000,2,5,2,1
1286639,20,43700,1,4,0,0
1290836,133,31200,1,6,2,0
485327,86,25000,4,1,2,2
765628,190,47000,1,4,1,0
370810,59,17000,3,1,0,1
1177758,169,42400,5,1,2,1
844043,180,30000,1,4,0,1
504265,68,17100,1,6,0,0
1721777,44,86000,3,1,2,2
123375,104,24000,1,4,1,1
26710,8,4200,1,4,0,0
129036,185,10000,1,6,0,1
32949,85,22500,1,4,0,0
2236250,87,105000,2,5,1,2
836037,85,40000,1,6,0,1
398072,80,0,5,5,2,0
2507006,52,173000,4,2,2,4
1034897,27,48000,2,3,1,1
2627890,62,115500,4,1,2,3
1993747,45,65800,2,1,2,2
764625,43,38000,1,6,1,0
1288705,50,33700,1,6,1,0
507413,167,27800,1,4,1,0
1403628,117,93000,1,4,1,0
29898,17,14000,1,4,0,0
1454805,106,85500,1,4,1,1
578014,50,690,1,6,1,0
257156,16,22534,2,1,0,2
345345,42,7500,3,1,3,2
202249,157,690,2,3,3,0
2052499,49,100000,1,4,1,1
1984249,75,83700,2,7,0,1
2286663,170,116100,3,3,2,2
2863483,20,0,1,0,1,0
583956,84,13500,1,6,0,0
1308424,45,47900,1,6,1,1
838874,99,31800,1,4,1,1
1523763,57,82100,2,5,2,2
2629020,131,155320,10,3,2,5
1599589,62,66000,2,1,2,2
2630074,168,120100,5,1,2,3
1099749,30,35000,3,3,0,1
2230021,46,137000,2,5,0,2
2766548,107,0,1,0,0,0
2073178,179,284300,2,1,2,1
2552551,168,109500,5,1,3,2
2346450,67,109430,3,7,2,3
704341,42,12000,2,1,2,0
1953933,97,76400,1,6,1,1
1599483,62,84000,2,7,1,2
1651051,7,73500,2,2,0,1
127887,151,7200,1,6,1,1
2228232,41,106140,2,5,2,2
2228421,43,114000,2,7,1,2
2310443,62,172800,3,7,4,3
764673,46,55000,1,4,1,0
2098593,9,165000,2,5,0,1
582234,77,26600,1,6,0,0
73706,144,24000,1,4,1,1
1907975,134,81000,6,1,4,4
590533,189,24200,1,4,3,0
2369566,64,134820,3,1,0,2
1259735,60,47000,4,3,2,4
2446830,154,110000,6,3,2,3
110577,16,14100,1,4,0,1
345555,189,25014,3,5,1,2
1267417,173,31200,1,6,1,0
1121208,116,45900,3,1,2,2
577420,47,710,1,6,1,0
2767037,109,0,1,0,0,0
2820814,8,0,1,0,0,1
1347918,185,42400,2,3,2,1
257562,16,16400,2,1,0,2
2099552,65,163000,2,5,2,1
2679450,188,181000,7,1,2,4
1594727,11,94900,2,7,0,2
576060,43,710,1,6,1,0
1379776,168,34200,3,3,2,1
821923,5,49000,1,4,0,1
1983591,36,69800,2,5,1,1
983740,32,52000,2,1,1,2
2678801,109,118700,9,1,1,6
1601419,81,89000,2,1,1,2
1701202,97,77000,3,5,2,3
201879,99,12000,2,5,0,0
575401,40,6200,1,6,0,0
1956044,184,67000,2,1,1,0
1953737,76,81000,1,4,0,1
659711,29,13000,1,6,0,1
1702299,188,89500,3,7,1,3
1708100,130,69200,3,3,1,1
2100004,89,130300,2,1,0,1
1450831,70,70000,1,4,1,1
2366774,43,115170,3,3,2,1
2110392,169,190000,2,7,1,2
2233092,68,106000,2,1,1,2
1100441,114,35000,3,3,2,1
2222445,6,129500,2,7,0,2
1315750,95,48600,2,1,2,0
350379,42,6000,3,7,2,3
1524829,130,85400,2,1,2,2
2241616,116,139900,2,5,1,2
496819,149,29000,6,1,2,3
822736,9,32500,1,4,0,1
458545,173,16800,4,1,1,1
1947127,90,71200,1,4,1,0
1235804,168,58730,4,3,0,2
2766170,94,0,1,0,0,0
2310707,96,189000,3,5,1,3
2366759,41,163000,3,1,1,1
1260608,145,57040,6,1,3,3
201536,42,14400,2,1,2,0
2448250,170,308000,4,1,4,4
2056443,133,132000,1,6,1,1
1811347,189,65500,4,1,4,3
202037,116,14500,2,3,0,0
1602823,88,76200,2,7,1,2
2766599,107,0,1,0,1,0
1373847,21,56000,2,1,1,2
212585,141,20950,2,1,2,1
1141003,164,50000,4,2,2,1
2422299,139,114700,6,1,2,1
1379123,115,41500,3,1,2,0
2767503,111,0,1,0,1,0
125349,110,25900,1,4,0,1
1445902,29,72800,1,4,0,1
991564,179,54900,2,7,2,2
2231357,51,415600,2,1,2,2
2239308,103,136890,2,5,2,2
257730,17,4000,2,3,0,2
1235825,173,38000,4,1,2,2
2553766,187,185800,4,1,2,2
663663,122,7000,1,4,0,1
2348870,119,120050,3,5,1,3
112489,17,23000,1,4,1,1
1596318,33,62000,2,7,0,2
1341858,85,40500,2,3,0,0
386906,31,27000,3,1,1,2
2243378,180,126200,2,1,1,2
581110,74,21280,1,4,0,0
2551146,112,150000,4,1,2,2
506295,132,12400,1,4,0,0
831619,61,33000,1,4,1,1
1206854,95,59000,5,1,3,2
701,134,24300,1,6,1,0
2310370,54,138000,3,1,2,3
258322,45,21800,2,7,1,2
342276,165,0,3,1,1,2
2820953,8,0,1,0,0,1
2226227,32,128000,2,1,0,2
1119780,5,47800,3,1,1,2
933060,64,47900,2,1,1,1
1121221,117,57000,3,1,1,2
1599501,62,61750,2,5,2,2
29005,16,7700,1,4,1,0
