MAZ,TAZ,HHID,MTCCountyID,HHINCADJ,NWRKRS_ESR,VEH,NP,HHT,BLD,TYPE,SampleRate
100004,4,1269,1,-9.0,0,-9,1,-9,-9,3,0.3020833333333333
100004,4,1270,1,-9.0,0,-9,1,-9,-9,3,0.3020833333333333
100004,4,1271,1,-9.0,1,-9,1,-9,-9,3,0.3020833333333333
100004,4,1272,1,-9.0,0,-9,1,-9,-9,3,0.3020833333333333
100004,4,1273,1,-9.0,0,-9,1,-9,-9,3,0.3020833333333333
100004,4,1274,1,7315.051317033662,0,0,2,3,6,1,0.3043478260869565
100004,4,1275,1,32076.373876750768,0,0,2,7,9,1,0.3043478260869565
100004,4,1276,1,7315.051317033662,0,0,2,3,6,1,0.3043478260869565
100004,4,1277,1,19742.021559764864,0,2,2,1,4,1,0.3043478260869565
100004,4,1278,1,19742.021559764864,0,0,2,5,9,1,0.3043478260869565
100004,4,1279,1,19742.021559764864,0,2,2,1,4,1,0.3043478260869565
100004,4,1280,1,5132.219820280122,0,0,2,3,6,1,0.3043478260869565
100004,4,1281,1,14223.710894232125,2,0,2,3,7,1,0.3043478260869565
100004,4,1282,1,41858.34920302596,2,0,2,3,8,1,0.3043478260869565
100004,4,1283,1,41858.34920302596,2,0,2,3,8,1,0.3043478260869565
100004,4,1284,1,7315.051317033662,0,0,2,3,6,1,0.3043478260869565
100004,4,1285,1,32076.373876750768,0,0,2,7,9,1,0.3043478260869565
100004,4,1286,1,32076.373876750768,0,0,2,7,9,1,0.3043478260869565
100004,4,1287,1,7315.051317033662,0,0,2,3,6,1,0.3043478260869565
100004,4,1288,1,33933.710276239486,1,0,3,3,7,1,0.2959183673469388
100004,4,1289,1,33933.710276239486,1,0,3,3,7,1,0.2959183673469388
100004,4,1290,1,19742.021559764864,1,1,3,3,3,1,0.2959183673469388
100004,4,1291,1,19742.021559764864,1,1,3,3,3,1,0.2959183673469388
100004,4,1292,1,28868.736489075687,0,0,3,1,8,1,0.2959183673469388
100004,4,1293,1,33933.710276239486,1,0,3,3,7,1,0.2959183673469388
100004,4,1294,1,33933.710276239486,1,0,3,3,7,1,0.2959183673469388
100004,4,1295,1,19742.021559764864,1,1,3,3,3,1,0.2959183673469388
100004,4,1296,1,33933.710276239486,1,0,3,3,7,1,0.2959183673469388
100004,4,1297,1,33933.710276239486,1,0,3,3,7,1,0.2959183673469388
100004,4,1298,1,19742.021559764864,1,1,3,3,3,1,0.2959183673469388
100004,4,1299,1,33933.710276239486,1,0,3,3,7,1,0.2959183673469388
100004,4,1300,1,33933.710276239486,1,0,3,3,7,1,0.2959183673469388
100004,4,1301,1,33933.710276239486,1,0,3,3,7,1,0.2959183673469388
100004,4,1302,1,19742.021559764864,1,1,3,3,3,1,0.2959183673469388
100004,4,1303,1,33933.710276239486,1,0,3,3,7,1,0.2959183673469388
100004,4,1304,1,33933.710276239486,1,0,3,3,7,1,0.2959183673469388
100004,4,1305,1,28868.736489075687,0,0,3,1,8,1,0.2959183673469388
100004,4,1306,1,33933.710276239486,1,0,3,3,7,1,0.2959183673469388
100004,4,1307,1,33933.710276239486,1,0,3,3,7,1,0.2959183673469388
100004,4,1308,1,19742.021559764864,1,1,3,3,3,1,0.2959183673469388
100004,4,1309,1,33933.710276239486,1,0,3,3,7,1,0.2959183673469388
100004,4,1310,1,33933.710276239486,1,0,3,3,7,1,0.2959183673469388
100004,4,1311,1,33933.710276239486,1,0,3,3,7,1,0.2959183673469388
100004,4,1312,1,33933.710276239486,1,0,3,3,7,1,0.2959183673469388
100004,4,1313,1,33933.710276239486,1,0,3,3,7,1,0.2959183673469388
100004,4,1314,1,19742.021559764864,1,1,3,3,3,1,0.2959183673469388
100004,4,1315,1,28868.736489075687,0,0,3,1,8,1,0.2959183673469388
100004,4,1316,1,28868.736489075687,0,0,3,1,8,1,0.2959183673469388
100004,4,1317,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1318,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1319,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1320,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1321,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1322,1,41514.1088,2,2,5,3,4,1,0.2982456140350877
100004,4,1323,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1324,1,32574.335573612032,3,1,5,3,8,1,0.2982456140350877
100004,4,1325,1,41514.1088,2,2,5,3,4,1,0.2982456140350877
100004,4,1326,1,40273.723981920324,2,1,5,1,7,1,0.2982456140350877
100004,4,1327,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1328,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1329,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1330,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1331,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1332,1,32574.335573612032,3,1,5,3,8,1,0.2982456140350877
100004,4,1333,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1334,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1335,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1336,1,47751.029430636416,2,0,4,1,5,1,0.2982456140350877
100004,4,1337,1,40273.723981920324,2,1,5,1,7,1,0.2982456140350877
100004,4,1338,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1339,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1340,1,32574.335573612032,3,1,5,3,8,1,0.2982456140350877
100004,4,1341,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1342,1,32574.335573612032,3,1,5,3,8,1,0.2982456140350877
100004,4,1343,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1344,1,40273.723981920324,2,1,5,1,7,1,0.2982456140350877
100004,4,1345,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1346,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1347,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1348,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1349,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1350,1,9601.527913774062,3,0,4,1,9,1,0.2982456140350877
100004,4,1351,1,55419.32000000001,1,0,1,4,7,1,0.25
100004,4,1352,1,54529.83559047629,1,1,1,4,8,1,0.25
100004,4,1353,1,96229.12163025232,1,1,2,1,7,1,0.2972972972972973
100004,4,1354,1,65148.671147224064,2,2,2,3,5,1,0.2972972972972973
100004,4,1355,1,76845.81892138474,2,0,2,5,7,1,0.2972972972972973
100004,4,1356,1,67651.43281577526,2,1,2,1,8,1,0.2972972972972973
100004,4,1357,1,53492.69950179469,1,1,2,1,5,1,0.2972972972972973
100004,4,1358,1,60250.122265163525,2,1,2,1,8,1,0.2972972972972973
100004,4,1359,1,54512.4584,2,0,2,5,9,1,0.2972972972972973
100004,4,1360,1,86857.1888,2,0,2,5,7,1,0.2972972972972973
100004,4,1361,1,65148.671147224064,2,2,2,3,5,1,0.2972972972972973
100004,4,1362,1,60250.122265163525,2,1,2,1,8,1,0.2972972972972973
100004,4,1363,1,65148.671147224064,2,2,2,3,5,1,0.2972972972972973
100004,4,1364,1,89813.84685490213,1,3,3,1,8,1,0.3076923076923077
100004,4,1365,1,63113.83671227813,2,0,3,1,6,1,0.3076923076923077
100004,4,1366,1,96229.12163025232,2,1,3,1,6,1,0.3076923076923077
100004,4,1367,1,96229.12163025232,2,1,3,1,6,1,0.3076923076923077
100004,4,1368,1,63113.83671227813,2,0,3,1,6,1,0.3076923076923077
100004,4,1369,1,89813.84685490213,1,3,3,1,8,1,0.3076923076923077
100004,4,1370,1,96229.12163025232,2,1,3,1,6,1,0.3076923076923077
100004,4,1371,1,63113.83671227813,2,0,3,1,6,1,0.3076923076923077
100004,4,1372,1,53460.62312791794,3,0,4,1,9,1,0.3023255813953488
100004,4,1373,1,53460.62312791794,3,0,4,1,9,1,0.3023255813953488
100004,4,1374,1,54290.559289353376,1,2,4,2,3,1,0.3023255813953488
100004,4,1375,1,53460.62312791794,3,0,4,1,9,1,0.3023255813953488
100004,4,1376,1,54290.559289353376,1,2,4,2,3,1,0.3023255813953488
100004,4,1377,1,50252.98574024287,3,1,5,1,6,1,0.3023255813953488
100004,4,1378,1,54290.559289353376,1,2,4,2,3,1,0.3023255813953488
100004,4,1379,1,54290.559289353376,1,2,4,2,3,1,0.3023255813953488
100004,4,1380,1,53460.62312791794,3,0,4,1,9,1,0.3023255813953488
100004,4,1381,1,54290.559289353376,1,2,4,2,3,1,0.3023255813953488
100004,4,1382,1,54290.559289353376,1,2,4,2,3,1,0.3023255813953488
100004,4,1383,1,54290.559289353376,1,2,4,2,3,1,0.3023255813953488
100004,4,1384,1,53460.62312791794,3,0,4,1,9,1,0.3023255813953488
100004,4,1385,1,193766.0952,2,1,2,1,7,1,0.3050847457627119
100004,4,1386,1,119241.81022097975,1,1,2,3,5,1,0.3050847457627119
100004,4,1387,1,119241.81022097975,1,1,2,3,5,1,0.3050847457627119
100004,4,1388,1,119241.81022097975,1,1,2,3,5,1,0.3050847457627119
100004,4,1389,1,130991.12,2,2,2,5,7,1,0.3050847457627119
100004,4,1390,1,204369.4071866859,2,1,2,1,8,1,0.3050847457627119
100004,4,1391,1,111846.264,2,1,2,7,7,1,0.3050847457627119
100004,4,1392,1,119241.81022097975,1,1,2,3,5,1,0.3050847457627119
100004,4,1393,1,119241.81022097975,1,1,2,3,5,1,0.3050847457627119
100004,4,1394,1,119241.81022097975,1,1,2,3,5,1,0.3050847457627119
100004,4,1395,1,119241.81022097975,1,1,2,3,5,1,0.3050847457627119
100004,4,1396,1,204369.4071866859,2,1,2,1,8,1,0.3050847457627119
100004,4,1397,1,119241.81022097975,1,1,2,3,5,1,0.3050847457627119
100004,4,1398,1,119241.81022097975,1,1,2,3,5,1,0.3050847457627119
100004,4,1399,1,119241.81022097975,1,1,2,3,5,1,0.3050847457627119
100004,4,1400,1,191448.56000000003,2,1,2,7,6,1,0.3050847457627119
100004,4,1401,1,238223.7954335988,2,1,2,5,9,1,0.3050847457627119
100004,4,1402,1,119241.81022097975,1,1,2,3,5,1,0.3050847457627119
100004,4,1403,1,155961.9703221424,2,1,3,1,7,1,0.2972972972972973
100004,4,1404,1,154690.77625558365,1,1,3,1,9,1,0.2972972972972973
100004,4,1405,1,138194.15091835408,2,1,3,1,5,1,0.2972972972972973
100004,4,1406,1,261982.24,2,1,3,1,7,1,0.2972972972972973
100004,4,1407,1,154690.77625558365,1,1,3,1,9,1,0.2972972972972973
100004,4,1408,1,154690.77625558365,1,1,3,1,9,1,0.2972972972972973
100004,4,1409,1,161540.7165844934,2,0,3,1,5,1,0.2972972972972973
100004,4,1410,1,154690.77625558365,1,1,3,1,9,1,0.2972972972972973
100004,4,1411,1,138194.15091835408,2,1,3,1,5,1,0.2972972972972973
100004,4,1412,1,161540.7165844934,2,0,3,1,5,1,0.2972972972972973
100004,4,1413,1,155961.9703221424,2,1,3,1,7,1,0.2972972972972973
100004,4,1414,1,170159.853881142,2,3,4,1,2,1,0.4
100004,4,1415,1,170159.853881142,2,3,4,1,2,1,0.4
100027,27,7028,1,47438.50471837899,0,0,1,4,5,1,0.3984962406015037
100027,27,7029,1,45645.3672,0,0,1,4,8,1,0.3984962406015037
100027,27,7030,1,40304.960000000014,0,0,1,6,8,1,0.3984962406015037
100027,27,7031,1,40304.960000000014,0,0,1,6,8,1,0.3984962406015037
100027,27,7032,1,9068.616,0,0,1,4,9,1,0.3984962406015037
100027,27,7033,1,40304.960000000014,0,0,1,6,8,1,0.3984962406015037
100027,27,7034,1,42445.346353494446,0,0,1,4,7,1,0.3984962406015037
100027,27,7035,1,40304.960000000014,0,0,1,6,8,1,0.3984962406015037
100027,27,7036,1,40304.960000000014,0,0,1,6,8,1,0.3984962406015037
100027,27,7037,1,42445.346353494446,0,0,1,4,7,1,0.3984962406015037
100027,27,7038,1,-9.0,0,-9,1,-9,-9,3,0.3984962406015037
100027,27,7039,1,40304.960000000014,0,0,1,6,8,1,0.3984962406015037
100027,27,7040,1,-9.0,0,-9,1,-9,-9,3,0.3984962406015037
100027,27,7041,1,-9.0,0,-9,1,-9,-9,3,0.3984962406015037
100027,27,7042,1,40304.960000000014,0,0,1,6,8,1,0.3984962406015037
100027,27,7043,1,-9.0,0,-9,1,-9,-9,3,0.3984962406015037
100027,27,7044,1,-9.0,1,-9,1,-9,-9,3,0.3984962406015037
100027,27,7045,1,-9.0,0,-9,1,-9,-9,3,0.3984962406015037
100027,27,7046,1,-9.0,0,-9,1,-9,-9,3,0.3984962406015037
100027,27,7047,1,32031.429980718487,0,0,1,4,9,1,0.3984962406015037
100027,27,7048,1,-9.0,0,-9,1,-9,-9,3,0.3984962406015037
100027,27,7049,1,40304.960000000014,0,0,1,6,8,1,0.3984962406015037
100027,27,7050,1,47438.50471837899,0,0,1,4,5,1,0.3984962406015037
100027,27,7051,1,40304.960000000014,0,0,1,6,8,1,0.3984962406015037
100027,27,7052,1,42445.346353494446,0,0,1,4,7,1,0.3984962406015037
100027,27,7053,1,40304.960000000014,0,0,1,6,8,1,0.3984962406015037
100027,27,7054,1,40304.960000000014,0,0,1,6,8,1,0.3984962406015037
100027,27,7055,1,47438.50471837899,0,0,1,4,5,1,0.3984962406015037
100027,27,7056,1,-9.0,1,-9,1,-9,-9,3,0.3984962406015037
100027,27,7057,1,-9.0,0,-9,1,-9,-9,3,0.3984962406015037
100027,27,7058,1,40304.960000000014,0,0,1,6,8,1,0.3984962406015037
100027,27,7059,1,40304.960000000014,0,0,1,6,8,1,0.3984962406015037
100027,27,7060,1,40304.960000000014,0,0,1,6,8,1,0.3984962406015037
100027,27,7061,1,43623.86847238104,0,0,1,4,7,1,0.3984962406015037
100027,27,7062,1,47438.50471837899,0,0,1,4,5,1,0.3984962406015037
100027,27,7063,1,40304.960000000014,0,0,1,6,8,1,0.3984962406015037
100027,27,7064,1,-9.0,0,-9,1,-9,-9,3,0.3984962406015037
100027,27,7065,1,42445.346353494446,0,0,1,4,7,1,0.3984962406015037
100027,27,7066,1,-9.0,0,-9,1,-9,-9,3,0.3984962406015037
100027,27,7067,1,34259.216,0,0,1,4,8,1,0.3984962406015037
100027,27,7068,1,47438.50471837899,0,0,1,4,5,1,0.3984962406015037
100027,27,7069,1,40304.960000000014,0,0,1,6,8,1,0.3984962406015037
100027,27,7070,1,47438.50471837899,0,0,1,4,5,1,0.3984962406015037
100027,27,7071,1,40304.960000000014,0,0,1,6,8,1,0.3984962406015037
100027,27,7072,1,-9.0,0,-9,1,-9,-9,3,0.3984962406015037
100027,27,7073,1,42445.346353494446,0,0,1,4,7,1,0.3984962406015037
100027,27,7074,1,43623.86847238104,0,0,1,4,7,1,0.3984962406015037
100027,27,7075,1,47438.50471837899,0,0,1,4,5,1,0.3984962406015037
100027,27,7076,1,40304.960000000014,0,0,1,6,8,1,0.3984962406015037
100027,27,7077,1,40304.960000000014,0,0,1,6,8,1,0.3984962406015037
100027,27,7078,1,42445.346353494446,0,0,1,4,7,1,0.3984962406015037
100027,27,7079,1,42445.346353494446,0,0,1,4,7,1,0.3984962406015037
100027,27,7080,1,42445.346353494446,0,0,1,4,7,1,0.3984962406015037
100027,27,7081,1,21716.22371574135,0,0,2,5,9,1,0.3636363636363637
100027,27,7082,1,21716.22371574135,0,0,2,5,9,1,0.3636363636363637
100027,27,7083,1,21716.22371574135,0,0,2,5,9,1,0.3636363636363637
100027,27,7084,1,21716.22371574135,0,0,2,5,9,1,0.3636363636363637
100027,27,7085,1,45788.46977165275,3,1,3,3,8,1,0.4
100027,27,7086,1,45788.46977165275,3,1,3,3,8,1,0.4
100027,27,7087,1,87658.10654483072,1,1,1,6,6,1,0.4
100027,27,7088,1,99543.6802641832,1,2,1,4,4,1,0.4
100027,27,7089,1,60945.11036582645,1,0,1,4,9,1,0.4
100027,27,7090,1,98710.10779882432,1,1,1,4,9,1,0.4
100027,27,7091,1,97970.82496186963,0,0,1,4,8,1,0.4
100027,27,7092,1,87658.10654483072,1,1,1,6,6,1,0.4
100027,27,7093,1,60213.16575728282,0,1,1,4,9,1,0.4
100027,27,7094,1,61876.31050223345,1,0,1,6,8,1,0.4
100027,27,7095,1,80942.28839503595,1,0,1,4,8,1,0.4
100027,27,7096,1,76314.11628608793,1,1,1,6,9,1,0.4
100027,27,7097,1,91438.1414629208,1,0,1,4,7,1,0.4
100027,27,7098,1,50798.96747940044,0,1,1,4,8,1,0.4
100027,27,7099,1,97970.82496186963,0,0,1,4,8,1,0.4
100027,27,7100,1,67054.63707280859,1,1,1,6,8,1,0.4
100027,27,7101,1,69498.81006629331,1,1,1,6,9,1,0.4
100027,27,7102,1,96229.12163025232,1,1,1,4,5,1,0.4
100027,27,7103,1,57202.8667468722,0,0,1,4,8,1,0.4
100027,27,7104,1,82625.168,1,1,1,6,9,1,0.4
100027,27,7105,1,57202.8667468722,0,0,1,4,8,1,0.4
100027,27,7106,1,57202.8667468722,0,0,1,4,8,1,0.4
100027,27,7107,1,67054.63707280859,1,1,1,4,6,1,0.4
100027,27,7108,1,61200.266835271075,1,1,1,6,4,1,0.4
100027,27,7109,1,52594.863926898426,0,1,1,4,8,1,0.4
100027,27,7110,1,57202.8667468722,0,0,1,4,8,1,0.4
100027,27,7111,1,81929.38947302419,1,1,1,6,9,1,0.4
100027,27,7112,1,54915.508,0,1,1,4,5,1,0.4
100027,27,7113,1,74032.58084911825,1,0,1,4,9,1,0.4
100027,27,7114,1,67054.63707280859,1,1,1,6,8,1,0.4
100027,27,7115,1,60945.11036582645,1,0,1,4,9,1,0.4
100027,27,7116,1,81278.34796704071,1,0,1,6,7,1,0.4
100027,27,7117,1,79121.72222931856,1,0,1,4,7,1,0.4
100027,27,7118,1,84741.1784,1,1,1,6,9,1,0.4
100027,27,7119,1,91783.19391164627,1,0,1,4,9,1,0.4
100027,27,7120,1,85595.56286142294,1,1,1,6,3,1,0.4
100027,27,7121,1,60958.76097528054,1,3,1,4,2,1,0.4
100027,27,7122,1,92814.46575335016,1,1,1,4,5,1,0.4
100027,27,7123,1,57202.8667468722,0,0,1,4,8,1,0.4
100027,27,7124,1,91438.1414629208,1,1,1,4,3,1,0.4
100027,27,7125,1,57202.8667468722,0,0,1,4,8,1,0.4
100027,27,7126,1,73220.30076097626,0,1,1,6,9,1,0.4
100027,27,7127,1,76993.88408308297,1,0,1,6,9,1,0.4
100027,27,7128,1,50798.96747940044,0,1,1,4,8,1,0.4
100027,27,7129,1,97970.82496186963,0,0,1,4,8,1,0.4
100027,27,7130,1,97970.82496186963,0,0,1,4,8,1,0.4
100027,27,7131,1,76314.11628608793,1,1,1,6,9,1,0.4
100027,27,7132,1,76993.88408308297,1,0,1,6,9,1,0.4
100027,27,7133,1,80942.28839503595,1,0,1,4,8,1,0.4
100027,27,7134,1,81617.54400000001,1,0,1,6,9,1,0.4
100027,27,7135,1,81278.34796704071,1,1,1,4,9,1,0.4
100027,27,7136,1,89813.84685490213,1,1,1,4,6,1,0.4
100027,27,7137,1,67054.63707280859,1,1,1,4,6,1,0.4
100027,27,7138,1,81617.54400000001,1,0,1,6,9,1,0.4
100027,27,7139,1,91438.1414629208,1,1,1,4,8,1,0.4
100027,27,7140,1,67054.63707280859,1,1,1,6,8,1,0.4
100027,27,7141,1,80059.17274753509,1,1,1,4,9,1,0.4
100027,27,7142,1,81929.38947302419,1,1,1,6,9,1,0.4
100027,27,7143,1,56264.761445329874,0,0,1,4,5,1,0.4
100027,27,7144,1,73220.30076097626,0,1,1,6,9,1,0.4
100027,27,7145,1,83632.792,2,1,2,1,5,1,0.3978494623655914
100027,27,7146,1,66001.39786904902,1,0,2,7,3,1,0.3978494623655914
100027,27,7147,1,83632.792,2,1,2,1,5,1,0.3978494623655914
100027,27,7148,1,66001.39786904902,1,0,2,7,3,1,0.3978494623655914
100027,27,7149,1,83632.792,2,1,2,1,5,1,0.3978494623655914
100027,27,7150,1,74844.87237908512,2,1,2,5,6,1,0.3978494623655914
100027,27,7151,1,82501.74733631128,1,1,2,1,9,1,0.3978494623655914
100027,27,7152,1,74844.87237908512,2,1,2,5,6,1,0.3978494623655914
100027,27,7153,1,66001.39786904902,1,0,2,7,3,1,0.3978494623655914
100027,27,7154,1,82501.74733631128,1,1,2,1,9,1,0.3978494623655914
100027,27,7155,1,66001.39786904902,1,0,2,7,3,1,0.3978494623655914
100027,27,7156,1,82501.74733631128,1,1,2,1,9,1,0.3978494623655914
100027,27,7157,1,66001.39786904902,1,0,2,7,3,1,0.3978494623655914
100027,27,7158,1,82501.74733631128,1,1,2,1,9,1,0.3978494623655914
100027,27,7159,1,82501.74733631128,1,1,2,1,9,1,0.3978494623655914
100027,27,7160,1,82501.74733631128,1,1,2,1,9,1,0.3978494623655914
100027,27,7161,1,82501.74733631128,1,1,2,1,9,1,0.3978494623655914
100027,27,7162,1,66001.39786904902,1,0,2,7,3,1,0.3978494623655914
100027,27,7163,1,66001.39786904902,1,0,2,7,3,1,0.3978494623655914
100027,27,7164,1,74844.87237908512,2,1,2,5,6,1,0.3978494623655914
100027,27,7165,1,82501.74733631128,1,1,2,1,9,1,0.3978494623655914
100027,27,7166,1,82501.74733631128,1,1,2,1,9,1,0.3978494623655914
100027,27,7167,1,82501.74733631128,1,1,2,1,9,1,0.3978494623655914
100027,27,7168,1,74844.87237908512,2,1,2,5,6,1,0.3978494623655914
100027,27,7169,1,66001.39786904902,1,0,2,7,3,1,0.3978494623655914
100027,27,7170,1,82501.74733631128,1,1,2,1,9,1,0.3978494623655914
100027,27,7171,1,74844.87237908512,2,1,2,5,6,1,0.3978494623655914
100027,27,7172,1,66001.39786904902,1,0,2,7,3,1,0.3978494623655914
100027,27,7173,1,66291.17267861824,2,2,2,5,4,1,0.3978494623655914
100027,27,7174,1,66001.39786904902,1,0,2,7,3,1,0.3978494623655914
100027,27,7175,1,82501.74733631128,1,1,2,1,9,1,0.3978494623655914
100027,27,7176,1,66001.39786904902,1,0,2,7,3,1,0.3978494623655914
100027,27,7177,1,82501.74733631128,1,1,2,1,9,1,0.3978494623655914
100027,27,7178,1,66001.39786904902,1,0,2,7,3,1,0.3978494623655914
100027,27,7179,1,82501.74733631128,1,1,2,1,9,1,0.3978494623655914
100027,27,7180,1,82501.74733631128,1,1,2,1,9,1,0.3978494623655914
100027,27,7181,1,66291.17267861824,2,2,2,5,4,1,0.3978494623655914
100027,27,7182,1,74844.87237908512,2,2,3,1,4,1,0.3888888888888889
100027,27,7183,1,65148.671147224064,0,1,3,1,3,1,0.3888888888888889
100027,27,7184,1,65148.671147224064,0,1,3,1,3,1,0.3888888888888889
100027,27,7185,1,74844.87237908512,2,2,3,1,4,1,0.3888888888888889
100027,27,7186,1,65148.671147224064,0,1,3,1,3,1,0.3888888888888889
100027,27,7187,1,65148.671147224064,0,1,3,1,3,1,0.3888888888888889
100027,27,7188,1,65148.671147224064,0,1,3,1,3,1,0.3888888888888889
100027,27,7189,1,247505.2420089338,1,1,1,4,9,1,0.3972602739726027
100027,27,7190,1,107252.27153720467,1,1,1,4,9,1,0.3972602739726027
100027,27,7191,1,203703.85959239575,1,1,1,4,6,1,0.3972602739726027
100027,27,7192,1,134065.3394215058,1,0,1,4,9,1,0.3972602739726027
