body_type,fuel_type,vehicle_year,NumMakes,NumModels,MPG,Range,NewPrice,auto_operating_cost,co2gpm
Car,BEV,2016,11,25,103.1,173,74787.61065,10.57979631,0
Car,BEV,2015,10,18,103.2,157,63109.22167,10.57697674,0
Car,BEV,2014,10,13,106.1,115,50547.30465,10.49752121,0
Car,BEV,2013,9,12,104.3,105,59928.48966,10.54631831,0
Car,BEV,2012,5,5,95.6,113,54291.33743,10.80807531,0
Car,BEV,2011,3,4,93.8,73,44331.89559,10.86829424,0
Car,BEV,2010,0,0,0,0,44331.89559,10.86829424,0
Car,BEV,2009,0,0,0,0,44331.89559,10.86829424,0
Car,BEV,2008,0,0,0,0,44331.89559,10.86829424,0
Car,BEV,2007,0,0,0,0,44331.89559,10.86829424,0
Car,BEV,2006,0,0,0,0,44331.89559,10.86829424,0
Car,BEV,2005,0,0,0,0,44331.89559,10.86829424,0
Car,BEV,2004,0,0,0,0,44331.89559,10.86829424,0
Car,BEV,2003,0,0,0,0,44331.89559,10.86829424,0
Car,BEV,2002,0,0,0,0,44331.89559,10.86829424,0
Car,BEV,2001,0,0,0,0,44331.89559,10.86829424,0
Car,BEV,2000,0,0,0,0,44331.89559,10.86829424,0
Car,BEV,1999,0,0,0,0,44331.89559,10.86829424,0
Car,BEV,1998,0,0,0,0,44331.89559,10.86829424,0
Van,Gas,2017,9,17,18.4,0,30190.16873,24.11434783,510.06
Van,Gas,2016,9,17,18,0,30609.19041,24.47666667,516.47
Van,Gas,2015,11,32,16.3,0,30595.90185,26.21490798,577.5
Van,Gas,2014,12,48,15.7,0,29864.41689,26.91828025,587.94
Van,Gas,2013,11,48,15.9,0,30236.02606,26.67792453,587.33
Van,Gas,2012,12,51,15.4,0,30220.37918,27.29051948,603.9
Van,Gas,2011,11,47,15.1,0,31550.1659,27.67754967,611
Van,Gas,2010,10,30,17.2,0,32347.70849,25.25186047,530.66
Van,Gas,2009,11,43,16.4,0,32676.69949,26.10268293,553.56
Van,Gas,2008,11,46,16.5,0,32775.04455,25.99181818,550.05
Van,Gas,2007,13,49,16.3,0,34487.78588,26.21490798,553.75
Van,Gas,2006,14,52,16.7,0,35375.23544,25.77407186,542.24
Van,Gas,2005,14,65,16.4,0,34417.73234,26.10268293,549.76
Van,Gas,2004,13,64,16,0,34831.04973,26.56,565.75
Van,Gas,2003,12,68,15.8,0,34472.75663,26.79734177,574.52
Van,Gas,2002,14,65,16,0,34274.24668,26.56,564.71
Van,Gas,2001,13,62,15.8,0,34256.10942,26.79734177,571.5
Van,Gas,2000,14,69,16.1,0,35627.57086,26.44354037,562.93
Van,Gas,1999,13,67,15.9,0,35251.96627,26.67792453,566.55
Van,Gas,1998,4,37,14.5,0,35715.30779,28.49965517,615.25
Van,Diesel,2017,0,0,0,0,36228.20248,24.11434783,0
Van,Diesel,2016,0,0,0,0,36731.02849,24.47666667,0
Van,Diesel,2015,0,0,0,0,36715.08222,26.21490798,0
Van,Diesel,2014,0,0,0,0,35837.30027,26.91828025,0
Van,Diesel,2013,0,0,0,0,36283.23127,26.67792453,0
Van,Diesel,2012,0,0,0,0,36264.45502,27.29051948,0
Van,Diesel,2011,0,0,0,0,37860.19908,27.67754967,0
Van,Diesel,2010,0,0,0,0,38817.25019,25.25186047,0
Van,Diesel,2009,0,0,0,0,39212.03939,26.10268293,0
Van,Diesel,2008,0,0,0,0,39330.05345,25.99181818,0
Van,Diesel,2007,0,0,0,0,41385.34306,26.21490798,0
Van,Diesel,2006,0,0,0,0,42450.28253,25.77407186,0
Van,Diesel,2005,0,0,0,0,41301.2788,26.10268293,0
Van,Diesel,2004,0,0,0,0,41797.25967,26.56,0
Van,Diesel,2003,0,0,0,0,41367.30796,26.79734177,0
Van,Diesel,2002,0,0,0,0,41129.09602,26.56,0
Van,Diesel,2001,0,0,0,0,41107.3313,26.79734177,0
Van,Diesel,2000,0,0,0,0,42753.08503,26.44354037,0
Van,Diesel,1999,0,0,0,0,42302.35952,26.67792453,0
Van,Diesel,1998,0,0,0,0,42858.36935,28.49965517,0
Van,Hybrid,2017,0,0,0,0,33209.1856,15.23574257,0
Van,Hybrid,2016,0,0,0,0,33670.10945,15.96217391,0
Van,Hybrid,2015,0,0,0,0,33655.49203,16.26070423,0
Van,Hybrid,2014,0,0,0,0,32850.85858,16.43068966,0
Van,Hybrid,2013,0,0,0,0,33259.62867,16.30858357,0
Van,Hybrid,2012,0,0,0,0,33242.4171,16.58192982,0
Van,Hybrid,2011,0,0,0,0,34705.18249,16.73857143,0
Van,Hybrid,2010,0,0,0,0,35582.47934,16.50565217,0
Van,Hybrid,2009,0,0,0,0,35944.36944,17.0979257,0
Van,Hybrid,2008,0,0,0,0,36052.549,17.24396226,0
Van,Hybrid,2007,0,0,0,0,37936.56447,16.81900901,0
Van,Hybrid,2006,0,0,0,0,38912.75898,14.8854717,0
Van,Hybrid,2005,0,0,0,0,37859.50557,14.96990453,0
Van,Hybrid,2004,0,0,0,0,38314.1547,14.64371298,0
Van,Hybrid,2003,0,0,0,0,37920.03229,14.73840647,0
Van,Hybrid,2002,0,0,0,0,37701.67135,14.19297872,0
Van,Hybrid,2001,0,0,0,0,37681.72036,14.19297872,0
Van,Hybrid,2000,0,0,0,0,39190.32794,13.47037736,0
Van,Hybrid,1999,0,0,0,0,38777.16289,13.47037736,0
Van,Hybrid,1998,0,0,0,0,39286.83857,13.47037736,0
Van,PEV,2017,1,1,32,0,53599.94056,17.185,106
Van,PEV,2016,0,0,0,0,61584.53548,17.185,0
Van,PEV,2015,0,0,0,0,51967.86028,17.185,0
Van,PEV,2014,0,0,0,0,41623.63591,17.185,0
Van,PEV,2013,0,0,0,0,49348.65769,17.185,0
Van,PEV,2012,0,0,0,0,44706.69363,17.185,0
Van,PEV,2011,0,0,0,0,36505.50102,17.185,0
Van,PEV,2010,0,0,0,0,36505.50102,17.185,0
Van,PEV,2009,0,0,0,0,36505.50102,17.185,0
Van,PEV,2008,0,0,0,0,36505.50102,17.185,0
Van,PEV,2007,0,0,0,0,36505.50102,17.185,0
Van,PEV,2006,0,0,0,0,36505.50102,17.185,0
Van,PEV,2005,0,0,0,0,36505.50102,17.185,0
Van,PEV,2004,0,0,0,0,36505.50102,17.185,0
Van,PEV,2003,0,0,0,0,36505.50102,17.185,0
Van,PEV,2002,0,0,0,0,36505.50102,17.185,0
Van,PEV,2001,0,0,0,0,36505.50102,17.185,0
Van,PEV,2000,0,0,0,0,36505.50102,17.185,0
Van,PEV,1999,0,0,0,0,36505.50102,17.185,0
Van,PEV,1998,0,0,0,0,36505.50102,17.185,0
Van,BEV,2017,0,0,0,0,60163.19858,17.185,0
Van,BEV,2016,0,0,0,0,69125.49901,17.185,0
Van,BEV,2015,0,0,0,0,58331.27174,17.185,0
Van,BEV,2014,0,0,0,0,46720.40766,17.185,0
Van,BEV,2013,0,0,0,0,55391.35047,17.185,0
Van,BEV,2012,0,0,0,0,50180.98264,17.185,0
Van,BEV,2011,0,0,0,0,40975.56237,17.185,0
Van,BEV,2010,0,0,0,0,40975.56237,17.185,0
Van,BEV,2009,0,0,0,0,40975.56237,17.185,0
Van,BEV,2008,0,0,0,0,40975.56237,17.185,0
Van,BEV,2007,0,0,0,0,40975.56237,17.185,0
Van,BEV,2006,0,0,0,0,40975.56237,17.185,0
Van,BEV,2005,0,0,0,0,40975.56237,17.185,0
Van,BEV,2004,0,0,0,0,40975.56237,17.185,0
Van,BEV,2003,0,0,0,0,40975.56237,17.185,0
Van,BEV,2002,0,0,0,0,40975.56237,17.185,0
Van,BEV,2001,0,0,0,0,40975.56237,17.185,0
Van,BEV,2000,0,0,0,0,40975.56237,17.185,0
Van,BEV,1999,0,0,0,0,40975.56237,17.185,0
Van,BEV,1998,0,0,0,0,40975.56237,17.185,0
SUV,Gas,2017,30,318,21.2,0,37821.12858,22.3309434,432.19
SUV,Gas,2016,27,293,21.4,0,38346.06347,22.19869159,429.37
SUV,Gas,2015,26,301,20.9,0,38329.41605,22.53406699,438.28
SUV,Gas,2014,26,271,20.3,0,37413.03871,22.95832512,449.05
SUV,Gas,2013,27,267,20,0,37878.57695,23.18,460.25
SUV,Gas,2012,28,257,19.5,0,37858.97512,23.56461538,468.49
SUV,Gas,2011,29,287,19.4,0,39524.88281,23.64391753,473.4
SUV,Gas,2010,31,280,18.9,0,40524.01472,24.05301587,484.89
SUV,Gas,2009,34,325,18.2,0,40936.16249,24.66351648,502.83
SUV,Gas,2008,34,313,17.7,0,41059.36555,25.12915254,515.69
SUV,Gas,2007,34,294,17.6,0,43205.02465,25.22545455,515.55
SUV,Gas,2006,33,279,17.3,0,44316.78868,25.52104046,527.77
SUV,Gas,2005,33,280,17.1,0,43117.26416,25.72385965,531.9
SUV,Gas,2004,33,260,16.6,0,43635.05292,26.25228916,546.56
SUV,Gas,2003,31,253,16.8,0,43186.19656,26.03714286,544.4
SUV,Gas,2002,31,222,16.7,0,42937.51063,26.14407186,546.93
SUV,Gas,2001,28,195,17.1,0,42914.78893,25.72385965,534.91
SUV,Gas,2000,22,163,17,0,44632.90518,25.82705882,539.03
SUV,Gas,1999,22,160,17.2,0,44162.36162,25.62186047,533.63
SUV,Gas,1998,25,167,17.4,0,44742.81877,25.42137931,523.18
SUV,Diesel,2017,3,5,25,0,44897.93782,20.18,405
SUV,Diesel,2016,7,11,25,0,45521.09463,20.18,407.73
SUV,Diesel,2015,6,10,25.2,0,45501.33227,20.0847619,409.8
SUV,Diesel,2014,6,8,24.5,0,44413.4892,20.42489796,418.88
SUV,Diesel,2013,5,5,23.4,0,44966.1355,21.00051282,438.4
SUV,Diesel,2012,3,3,21,0,44942.86593,22.46571429,485.59
SUV,Diesel,2011,3,3,21.3,0,46920.48592,22.26450704,478.24
SUV,Diesel,2010,3,3,20.7,0,48106.56799,22.67275362,493.58
SUV,Diesel,2009,3,3,20.7,0,48595.8338,22.67275362,493.58
SUV,Diesel,2008,3,6,19.7,0,48742.08969,23.4084264,520.36
SUV,Diesel,2007,3,6,19.7,0,51289.22862,23.4084264,520.36
SUV,Diesel,2006,2,2,19,0,52609.0177,23.96947368,541.79
SUV,Diesel,2005,1,1,21,0,51185.04703,22.46571429,484.76
SUV,Diesel,2004,1,1,18,0,51799.72059,24.84666667,565.56
SUV,Diesel,2003,0,0,0,0,51266.87756,28.18,0
SUV,Diesel,2002,0,0,0,0,50971.65936,28.18,0
SUV,Diesel,2001,0,0,0,0,50944.68615,28.18,0
SUV,Diesel,2000,0,0,0,0,52984.28357,28.18,0
SUV,Diesel,1999,2,2,15,0,52425.69538,28.18,678.67
SUV,Diesel,1998,2,2,15,0,53114.76338,28.18,678.67
SUV,Hybrid,2017,5,10,29.6,0,40628.40849,18.31513514,302.1
SUV,Hybrid,2016,5,11,29.1,0,41192.30676,18.48927835,305.82
SUV,Hybrid,2015,7,13,27.5,0,41174.42369,19.08909091,323.54
SUV,Hybrid,2014,8,12,26.3,0,40190.02808,19.58684411,334.08
SUV,Hybrid,2013,8,13,23.1,0,40690.12098,21.16701299,386.15
SUV,Hybrid,2012,8,14,23.9,0,40669.0642,20.73230126,381.01
SUV,Hybrid,2011,12,20,24.9,0,42458.62419,20.22819277,370.01
SUV,Hybrid,2010,11,17,26.1,0,43531.91684,19.67425287,351.19
SUV,Hybrid,2009,10,16,25.4,0,43974.65635,19.99102362,361.73
SUV,Hybrid,2008,8,14,26.1,0,44107.00417,19.67425287,349.33
SUV,Hybrid,2007,5,8,26.8,0,46411.9252,19.37402985,332.95
SUV,Hybrid,2006,5,8,27,0,47606.21011,19.29111111,329.48
SUV,Hybrid,2005,1,2,28,0,46317.65066,18.89428571,317.8
SUV,Hybrid,2004,0,0,0,0,46873.87239,18.89428571,0
SUV,Hybrid,2003,0,0,0,0,46391.69959,18.89428571,0
SUV,Hybrid,2002,0,0,0,0,46124.5549,18.89428571,0
SUV,Hybrid,2001,0,0,0,0,46100.14668,18.89428571,0
SUV,Hybrid,2000,0,0,0,0,47945.79041,18.89428571,0
SUV,Hybrid,1999,0,0,0,0,47440.32067,18.89428571,0
SUV,Hybrid,1998,0,0,0,0,48063.86236,18.89428571,0
SUV,PEV,2017,4,4,23,0,66088.39654,21.22347826,260
SUV,PEV,2016,4,4,23,0,75933.35291,21.22347826,260.5
SUV,PEV,2015,1,1,22,0,64076.05162,21.81636364,260
SUV,PEV,2014,0,0,0,0,51321.68669,21.81636364,0
SUV,PEV,2013,0,0,0,0,60846.59096,21.81636364,0
SUV,PEV,2012,0,0,0,0,55123.07786,21.81636364,0
SUV,PEV,2011,0,0,0,0,45011.05789,21.81636364,0
SUV,PEV,2010,0,0,0,0,45011.05789,21.81636364,0
SUV,PEV,2009,0,0,0,0,45011.05789,21.81636364,0
SUV,PEV,2008,0,0,0,0,45011.05789,21.81636364,0
SUV,PEV,2007,0,0,0,0,45011.05789,21.81636364,0
SUV,PEV,2006,0,0,0,0,45011.05789,21.81636364,0
SUV,PEV,2005,0,0,0,0,45011.05789,21.81636364,0
SUV,PEV,2004,0,0,0,0,45011.05789,21.81636364,0
SUV,PEV,2003,0,0,0,0,45011.05789,21.81636364,0
SUV,PEV,2002,0,0,0,0,45011.05789,21.81636364,0
SUV,PEV,2001,0,0,0,0,45011.05789,21.81636364,0
SUV,PEV,2000,0,0,0,0,45011.05789,21.81636364,0
SUV,PEV,1999,0,0,0,0,45011.05789,21.81636364,0
SUV,PEV,1998,0,0,0,0,45011.05789,21.81636364,0
SUV,BEV,2017,2,7,87.4,245,75017.02367,11.61249428,0
SUV,BEV,2016,2,6,87.5,237,86192.04627,11.60857143,0
SUV,BEV,2015,0,0,0,0,72732.80836,12.49654676,0
SUV,BEV,2014,2,2,69.5,115,58255.31238,12.49654676,0
SUV,BEV,2013,2,2,69.5,115,69067.04343,12.49654676,0
SUV,BEV,2012,2,2,69,113,62570.27637,12.52782609,0
SUV,BEV,2011,0,0,0,0,51092.10953,12.52782609,0
SUV,BEV,2010,0,0,0,0,51092.10953,12.52782609,0
SUV,BEV,2009,0,0,0,0,51092.10953,12.52782609,0
SUV,BEV,2008,0,0,0,0,51092.10953,12.52782609,0
SUV,BEV,2007,0,0,0,0,51092.10953,12.52782609,0
SUV,BEV,2006,0,0,0,0,51092.10953,12.52782609,0
SUV,BEV,2005,0,0,0,0,51092.10953,12.52782609,0
SUV,BEV,2004,0,0,0,0,51092.10953,12.52782609,0
SUV,BEV,2003,0,0,0,0,51092.10953,12.52782609,0
SUV,BEV,2002,0,0,0,0,51092.10953,12.52782609,0
SUV,BEV,2001,0,0,0,0,51092.10953,12.52782609,0
SUV,BEV,2000,0,0,0,0,51092.10953,12.52782609,0
SUV,BEV,1999,0,0,0,0,51092.10953,12.52782609,0
SUV,BEV,1998,0,0,0,0,51092.10953,12.52782609,0
Pickup,Gas,2017,8,84,18.5,0,33196.53386,24.54621622,488.67
Pickup,Gas,2016,7,72,18.5,0,33657.28211,24.54621622,488.18
Pickup,Gas,2015,6,66,18.6,0,33642.67026,24.45903226,485.79
Pickup,Gas,2014,8,65,17.1,0,32838.34335,25.87385965,531.12
Pickup,Gas,2013,7,69,16.9,0,33246.9577,26.08147929,532.93
Pickup,Gas,2012,8,100,17.3,0,33229.7527,25.67104046,520.49
Pickup,Gas,2011,8,110,17.3,0,34691.96081,25.67104046,522.85
Pickup,Gas,2010,10,108,17.2,0,35568.92344,25.77186047,525.8
Pickup,Gas,2009,11,138,16.8,0,35930.67567,26.18714286,534.88
Pickup,Gas,2008,14,148,16.3,0,36038.81401,26.73490798,556.44
Pickup,Gas,2007,12,162,16.1,0,37922.11173,26.96354037,558.22
Pickup,Gas,2006,12,151,16.2,0,38897.93434,26.84851852,561
Pickup,Gas,2005,7,127,16.4,0,37845.08219,26.62268293,556.04
Pickup,Gas,2004,7,140,16.3,0,38299.55811,26.73490798,557.48
Pickup,Gas,2003,8,127,15.8,0,37905.58585,27.31734177,571.99
Pickup,Gas,2002,9,127,15.7,0,37687.3081,27.43828025,577.81
Pickup,Gas,2001,8,126,16,0,37667.36471,27.08,566.42
Pickup,Gas,2000,8,119,16.5,0,39175.39755,26.51181818,550.73
Pickup,Gas,1999,8,119,16,0,38762.38991,27.08,566.51
Pickup,Gas,1998,8,124,16.1,0,39271.87141,26.96354037,561.74
Pickup,Diesel,2017,3,7,23,0,39835.84063,21.37347826,448.43
Pickup,Diesel,2016,3,7,23.6,0,40388.73853,21.04186441,434.71
Pickup,Diesel,2015,1,3,23,0,40371.20431,21.37347826,443.67
Pickup,Diesel,2014,1,2,22.5,0,39406.01202,21.66333333,450.5
Pickup,Diesel,2013,0,0,0,0,39896.34924,21.66333333,0
Pickup,Diesel,2012,0,0,0,0,39875.70323,21.66333333,0
Pickup,Diesel,2011,1,1,20,0,41630.35298,23.33,509
Pickup,Diesel,2010,0,0,0,0,42682.70813,23.33,0
Pickup,Diesel,2009,0,0,0,0,43116.8108,23.33,0
Pickup,Diesel,2008,0,0,0,0,43246.57682,23.33,0
Pickup,Diesel,2007,0,0,0,0,45506.53408,23.33,0
Pickup,Diesel,2006,0,0,0,0,46677.52121,23.33,0
Pickup,Diesel,2005,0,0,0,0,45414.09862,23.33,0
Pickup,Diesel,2004,0,0,0,0,45959.46973,23.33,0
Pickup,Diesel,2003,0,0,0,0,45486.70302,23.33,0
Pickup,Diesel,2002,0,0,0,0,45224.76972,23.33,0
Pickup,Diesel,2001,0,0,0,0,45200.83765,23.33,0
Pickup,Diesel,2000,0,0,0,0,47010.47706,23.33,0
Pickup,Diesel,1999,0,0,0,0,46514.86789,23.33,0
Pickup,Diesel,1998,2,4,15,0,47126.2457,28.33,678.67
Pickup,Hybrid,2017,2,4,19,0,36516.18724,24.11947368,467.5
Pickup,Hybrid,2016,2,4,19,0,37023.01032,24.11947368,468
Pickup,Hybrid,2015,0,0,0,0,37006.93728,24.11947368,0
Pickup,Hybrid,2014,0,0,0,0,36122.17768,24.11947368,0
Pickup,Hybrid,2013,2,4,21,0,36571.65347,22.61571429,420.5
Pickup,Hybrid,2012,2,4,21,0,36552.72796,22.61571429,423.19
Pickup,Hybrid,2011,2,4,21,0,38161.1569,22.61571429,423.19
Pickup,Hybrid,2010,2,4,21.5,0,39125.81578,22.28348837,413.57
Pickup,Hybrid,2009,2,4,20.5,0,39523.74323,22.96414634,433.77
Pickup,Hybrid,2008,0,0,0,0,39642.69542,22.96414634,0
Pickup,Hybrid,2007,2,4,16.5,0,41714.3229,26.51181818,539.1
Pickup,Hybrid,2006,2,4,16.5,0,42787.72777,26.51181818,539.1
Pickup,Hybrid,2005,2,4,16.5,0,41629.5904,26.51181818,539.1
Pickup,Hybrid,2004,2,4,16.5,0,42129.51392,26.51181818,539.1
Pickup,Hybrid,2003,0,0,0,0,41696.14444,26.51181818,0
Pickup,Hybrid,2002,0,0,0,0,41456.03891,26.51181818,0
Pickup,Hybrid,2001,0,0,0,0,41434.10118,26.51181818,0
Pickup,Hybrid,2000,0,0,0,0,43092.93731,26.51181818,0
Pickup,Hybrid,1999,0,0,0,0,42638.6289,26.51181818,0
Pickup,Hybrid,1998,0,0,0,0,43199.05855,26.51181818,0
Pickup,PEV,2017,0,0,0,0,58937.47257,26.51181818,0
Pickup,PEV,2016,0,0,0,0,67717.1809,26.51181818,0
Pickup,PEV,2015,0,0,0,0,57142.86822,26.51181818,0
Pickup,PEV,2014,0,0,0,0,45768.55635,26.51181818,0
Pickup,PEV,2013,0,0,0,0,54262.843,26.51181818,0
Pickup,PEV,2012,0,0,0,0,49158.62783,26.51181818,0
Pickup,PEV,2011,0,0,0,0,40140.75282,26.51181818,0
Pickup,PEV,2010,0,0,0,0,40140.75282,26.51181818,0
Pickup,PEV,2009,0,0,0,0,40140.75282,26.51181818,0
Pickup,PEV,2008,0,0,0,0,40140.75282,26.51181818,0
Pickup,PEV,2007,0,0,0,0,40140.75282,26.51181818,0
Pickup,PEV,2006,0,0,0,0,40140.75282,26.51181818,0
Pickup,PEV,2005,0,0,0,0,40140.75282,26.51181818,0
Pickup,PEV,2004,0,0,0,0,40140.75282,26.51181818,0
Pickup,PEV,2003,0,0,0,0,40140.75282,26.51181818,0
Pickup,PEV,2002,0,0,0,0,40140.75282,26.51181818,0
Pickup,PEV,2001,0,0,0,0,40140.75282,26.51181818,0
Pickup,PEV,2000,0,0,0,0,40140.75282,26.51181818,0
Pickup,PEV,1999,0,0,0,0,40140.75282,26.51181818,0
Pickup,PEV,1998,0,0,0,0,40140.75282,26.51181818,0
Pickup,BEV,2017,0,0,0,0,66154.30594,26.51181818,0
Pickup,BEV,2016,0,0,0,0,76009.0806,26.51181818,0
Pickup,BEV,2015,0,0,0,0,64139.95412,26.51181818,0
Pickup,BEV,2014,0,0,0,0,51372.86938,26.51181818,0
Pickup,BEV,2013,0,0,0,0,60907.27275,26.51181818,0
Pickup,BEV,2012,0,0,0,0,55178.05164,26.51181818,0
Pickup,BEV,2011,0,0,0,0,45055.94704,26.51181818,0
Pickup,BEV,2010,0,0,0,0,45055.94704,26.51181818,0
Pickup,BEV,2009,0,0,0,0,45055.94704,26.51181818,0
Pickup,BEV,2008,0,0,0,0,45055.94704,26.51181818,0
Pickup,BEV,2007,0,0,0,0,45055.94704,26.51181818,0
Pickup,BEV,2006,0,0,0,0,45055.94704,26.51181818,0
Pickup,BEV,2005,0,0,0,0,45055.94704,26.51181818,0
Pickup,BEV,2004,0,0,0,0,45055.94704,26.51181818,0
Pickup,BEV,2003,0,0,0,0,45055.94704,26.51181818,0
Pickup,BEV,2002,0,0,0,0,45055.94704,26.51181818,0
Pickup,BEV,2001,0,0,0,0,45055.94704,26.51181818,0
Pickup,BEV,2000,0,0,0,0,45055.94704,26.51181818,0
Pickup,BEV,1999,0,0,0,0,45055.94704,26.51181818,0
Pickup,BEV,1998,0,0,0,0,45055.94704,26.51181818,0
Motorcycle,Gas,2017,11,23,53,0,11531.02445,12.49037736,365.46
Motorcycle,Gas,2016,13,28,53,0,11691.06825,12.49037736,365.46
